Song,Film,YearMusic Director,Lyricist,Singers
"तदबीर का हो तीर और तक़दीर निशाना -2
फिर देखना क़दमों पे झुकेगा ये ज़माना
झुकेगा ये ज़माना

ओ
सोये है तेरे भाग तो ठोकर से जगा ले
तू चाहे तो आकाश भी क़दमों पर गिरा ले
क़दमों पर गिरा ले
मशहूर होगा दूर तक जब तेरा फ़साना

फिर देखना क़दमों पे झुकेगा ये ज़माना
झुकेगा ये ज़माना
तदबीर का हो तीर और तक़दीर निशाना
फिर देखना क़दमों पे झुकेगा ये ज़माना
झुकेगा ये ज़माना

हो ओ
जीतेगा तू दुनिया में गर क़िस्मत से लड़ेगा
पीछे चलेगा ये जहाँ तू आगे बढ़ेगा
तू आगे बढ़ेगा
आ सीख ले तदबीर की शम्शीर चलाना

फिर देखना क़दमों पे झुकेगा ये ज़माना
झुकेगा ये ज़माना
तदबीर का हो तीर और तक़दीर निशाना
फिर देखना क़दमों पे झुकेगा ये ज़माना
झुकेगा ये ज़माना

हो ओ
नइया तेरी मझधार की मौजों में फँसी हो
ऐसी मुसीबत में भी तेरे लब पे हँसी हो
तेरे लब पे हँसी हो
फ़रियाद न करना कभी आँसू न बहाना

फिर देखना क़दमों पे झुकेगा ये ज़माना
झुकेगा ये ज़माना
तदबीर का हो तीर और तक़दीर निशाना
फिर देखना क़दमों पे झुकेगा ये ज़माना
झुकेगा ये ज़माना

 ",Inaam,1955,S N Tripathi,Raja Mehdi Ali Khan,Suraiya
"(तदबीर से बिगड़ी हुई तक़दीर बना ले, तक़दीर बना ले  
अपने पे भरोसा है तो ये दांव लगा ले, 
लगा ले दांव लगा ले ) - 2

(डरता है ज़माने की निगाहों से भला क्यूँ 
निगाहों से भला क्यूँ ) - 2
इन्साफ़ तेरे साथ है इलज़ाम उठा ले, इलज़ाम उठा ले
अपने पे भरोसा हैं तो ये दांव लगा ले
लगा ले दांव लगा ले

(क्या खाक वो जीना है जो अपने ही लिये हो 
अपने ही लिये हो ) - 2
खुद मिटके किसी और को मिटने से बचा ले
अपने पे भरोसा हैं तो ये दांव लगा ले
लगा ले दांव लगा ले

टूटे हुए पतवार हैं कश्ती के तो हम क्या
हारी हुई बाहों को ही पतवार बना ले, पतवार बना ले
अपने पे भरोसा हैं तो ये दांव लगा ले,
लगा ले दांव लगा ले

तदबीर से बिगड़ी हुई ...

 ",Baazi,1951,S D Burman,Sahir,Geeta
"तैनूण सामने बठा के शर्माण
वे ऐहो-ई मेरा जी कर्दा
तैनूण चोरी चोरी तकदी फिराण
वे ऐहो-ई मेरा जी कर्दा

तेरे तेरे बिन मेरा लगदा न जी वे
होली जया दस मेरा लगदा ऐं की वे
कुज बोल कुज दस ज़ालमाण
वे ऐहो-ई मेरा जी कर्दा

सारी सारी रात यादां तेरियां सतौंदियां
सुफ़ने की औण सानूण नींदरां नैइं औंदियां
कदी तैंऊं नाल अपने जगाण
वे ऐहो-ई मेरा जी कर्दा

तेरे बाजोण दिल नूण मैं लारे लप्पे लौनी आण
वेड़े विचों उठ के बनेरे उत्ते औनी आण
एंज दिल नूण दलासे देनी आण
वे ऐहो-ई मेरा जी कर्दा

 ऐहो-ई=यही
 एंज्=ऐसे, यूण

 ",Dil Da Jani (Pakistan),1967,Wazir Afzal,Hazeen Qadri,Noorjehan
"तक धिन धिन तक -4
मिलते ही तुझे दिल नाच उठा
तक धिन धिन तक -2
जीने की तमन्ना जाग उठी हो
इस दिल में क़यामत के दिन तक
तक धिन धिन तक -2
मिलते ही तुझे ...

ऐसाअ मौसम तो आया न था ऐसा जादू तो छाया न था
ऐसी हालत तो पहले न थी -2
ख़ुशियां जाग उठीं मन में अब न ग़म है जीवन में
जी चाहे मैं उड़ जाऊं अम्बर छू के मैं आऊं
ओ ओ जीने की तमन्ना ...

दुनिया बदली सी लगने लगी सोई धड़कन क्यों जगने लगी
रंग मौसम बदलने लगा मेरा दिल भी मचलने लगा
सच्चा हो गया सपना मुझको मिल गया अपना
अरमानों की बस्ती में अब रहना है मस्ती में
ओ जीने की तमन्ना ...

 ",Sadak,1991,Nadeem-Shravan,Sameer,"Anuradha Paudwal, Bela Mehta, ..."
"ल : तक तक तक जैसे चलती है गाड़ी छक-छक
कि : जैसे करता है ये दिल धक-धक धक-धक
ल : कल कल कल कल
कि : ओ जैसे बहती है नदिया छल छल छल छल
ल : मेरे मन में मची हलचल

कि : तेरा कंगना खनके खन खन खन खन
ल : तेरे प्यार में डोले मेरा तन मन तन मन
 सुन-सुन मेरी पायल बोले छुन छुन छुन छुन
कि : मैं प्यार की छेड़ूँ धुन

 छुम छुम मेरा हाथी नाचे रुमझुम झुम झुम
ल : मेरा झुमका हो गया ग़ुम ज़रा ढूँढ के लाओ तुम
कि : मैं
ल : हाँ तुम तुम तुम
ल : छुप छुप छुप छुप
कि : शी चुप चुप चुप चुप
ल : ओ चोरी-चोरी छुप-छुप हम बाँट लें अपने दुख-सुख

 थम थम थम थम थक गए हैं ज़ुल्मी हम-तुम
 मैं शरम से जाऊँ मर
कि : कर तू प्यार न जग से डर
ल : मैं शरम से जाऊँ मर
 अब जाने दे
कि : जाने दूँ कैसे जाने दूँ
ल : आहा ऐसे
 जाने दे जाने दे मुझको घर घर घर
कि : छक छक छक छक
ल : छक छक छक छक
कि : तुरू तुरू रू रू
ल : तुरू रू रू रू

 ",Haathi Mere Saathi,1971,Laxmikant-Pyarelal,Anand Bakshi,"Kishore, Lata"
"दिल को हुआ तुम से प्यार, अब है तुम्हें इख़्तियार
चाहे बना दो, चाहे मिटा दो

टकरा गया तुम से दिल ही तो है
रोये न ये क्यों घायल ही तो है
घायल ही तो है   ...

वो प्यार से नफ़रत करते हैं
हम हैं के उन्हीं पे मरते हैं
अब कैसे निभे मुश्किल ही तो है
टकरा गया तुम से   ...

बेदद.र को ऐ दिल याद न कर
तड़पे जा यूँ ही, फ़रियाद न कर
क्यों रहम करे, क़ातिल ही तो है
टकरा गया तुम से   ...


 ",Aan,1952,Naushad,Shakeel,Rafi
"आशा:   टकरा गये दो बादल अम्बर पे
                तो बरसने लगे बून्दें बिखर के
                टकरा गये दो

विनोद (speaking):
                मौशुमी, कितना प्यारा नाम है ये
                इस नाम का साथ तो हर मौसम से है
                चाहे वो सर्दी का हो या गर्मी का
                पतझड़ का या सावन का

आशा:   आहा! छोड़ो जाओ, बड़े वो हो तुम
                नाम मेरा जोड़ दिया, मौसम से सनम
                मौसम फिर भी, मौसम है सनम
                नाम मेर जोड़ा न बता ख़ुद से क्यों बलम
                मुझसे मिलाओ ये नैन तो
                ऐसे न जलाओ मेरे मन को
                टकरा गये दो

विनोद (speaking):
                ये सावन का मौसम तो ख़ूबसूरत है ही
                लेकिन तुम्हारी इस ख़ूबसूरत उमर ने
                इसे और भी ख़ूबसूरत बना दिया है

आशा:   जाने आई कैसी ये उमर
                बन के कली खिलने लगी
                सूनी राह पर
                तन में मन में, उठी ये लहर
                तुझसे सजन टकराए मन, जाऊँ मैं बिखर
                आग लगे रे सावन को, छू गया मेरे दामन को
                टकरा गये दो बादल अम्बर पे
                तो बरसने लगे बून्दें बिखर के
                टकरा गये दो

 ",Mazaaq,1975,R D Burman,Yogesh,"Asha, Vinod Mehra"
"ल:
   येऽ खिलती कली कोई ले
   येऽ हँसती कली कोई ले

चि:
   दई

ल:
   हाँ दई, टक्का लई, हाँ दई, कली दई
   टक्का लई, हाँ कली दई, हाँ टक्का लई लई लई कली दई
   हाँ दई, टक्का लई, हाँ दई, कली दई
   टक्का लई, हाँ कली दई, हाँ टक्का लई लई लई कली दई

   ले लो गुलाब ले लोऽ
   खिलता शबाब ले लोऽ
   लैला की आर्ज़ूएं मजनू के ख़्वाब ले लो
   चाहत का रंग नया उल्फ़त की खुशबू नई कोई लई?

चि:
   हाँ लई

को:
   हाँ लई, कली लई, हाँ दई, टक्का दई
   कली लई, हाँ टक्का दई, हाँ कली लई लई लई तक्का दई
   हाँ लई, कली लई, हाँ दै, टक्का दई
   कली लई, हाँ टक्का दई हाँ कली लई लई लई टक्का दई

ल:
   पूछे तू बोल क्या है
   फूलों का मोल क्या है

   दे दे जो जी में आये दिल में टटोल क्या है
   आयेगी फिर न मालन कूचे से गयी तो गयी कोई लइ?

चि:
   हाँ लई

को:
   हाँ लई, कली लई, हाँ दई, टक्का दई
   कली लई, हाँ टक्का दई, हाँ कली लई लई लई तक्का दई
   हाँ लई, कली लई, हाँ दै, टक्का दई
   कली लई, हाँ टक्का दई हाँ कली लई लई लई टक्का दई


 ",Shin Shinaaki Booblaa Boo,1952,C Ramchandra,P L Santoshi,"Lata, Chitalkar"
"टम टम टम टम
अरे टम टम टम भूल गए हम
मस्ती की बस्ती में आ गए हम
दौलत है क्या शोहरत है क्या
दुनिया में कुछ भी नहीं यार प्यार के सिवाय
ओम नमः शिवाय

सपनों का रंग जहां दिल में उमंग जहां
ऐसी ही दुनिया से आई हूँ मैं
आँखों में प्रीत लिए होंठों पे गीत लिए
साँसों की गर्मी भी लाई हूँ मैं
टम टम टम टम ...

उलझी पहेली हूँ दिल से अकेली हूँ
रेशमी ख्यालों में जीती हूँ मैं
कलियों की मस्ती हूँ लहरा के हँसती हूँ
चाँदनी को बूंद बूंद पीती हूँ मैं
टम टम टम टम ...

लहरों से चंचल हूँ खामोश हलचल हूँ
तेरे तसव्वुर से सब खो गए
ज़ुल्फ़ों की खुश्बू के हाय मेरे जादू के
दीवाने मस्ताने सब हो गए
टम टम टम टम ...

 ",Aye Meri Bekhudi,1993,Anil Mohile,Indeevar,"Anuradha Paudwal, Chorus"
"तमा तमा लोगे
तू प्रेमी आहा मैं प्रेमी आहा
तू रानी आहा मैं राजा आहा
फिर क्या daddy क्या अम्मा
इक बस तू ही प्यार के काबिल सारा जहां है निकम्मा
तमा तमा लोगे ...

तुझे ज़रूरत मेरे जैसे यार की
मुझे ज़रूरत तेरे जैसे यार की
जले जो उसको और जलाओ नचो छमा छम छम्मा
तमा तमा लोगे ...

दोनों मिलकर जो होता है हो गया
मैं तुझमें और तू भी मुझमें खो गया
देख के तुझको मैं भी पिघलूं जैसे पिघलती है शम्मा
तमा तमा लोगे ...

 ",Thaanedaar,1990,Bappi Lahiri,Indeevar,Anuradha Paudwal
" प्रेलुदे
तेरी बातें ही सुनाने आये
दोस्त भी दिल ही दुखाने आये
फूल खिलते हैं तो हम सोचते हैं
तेरे आने के ज़माने आये
क्या कहीं फिर कोई बस्ती उजड़ी
लोग क्यूँ जश्न मनाने आये
सो रहो मौत के पहलू में 'फ़राज़्'
नींद किस वक़्त न जाने आये

तमाम उम्र तेरा इंतज़ार हमने किया
इस इंतज़ार में किस किससे प्यार हमने किया

कोई मिलता है तो अब अपना पता पूछता हूँ
मैं तेरी खोज में तुझसे भी परे जा निकला
तोड़ कर देख लिया आईना-ए-दिल तूने
तेरी सूरत के सिवा और बता क्या निकला

तलाश-ए-दोस्त को इक उम्र चाहिये ऐ दोस्त
के एक उम्र तेरा इंतज़ार हमने किया

 शेर नोत ओफ़ थिस घज़ल
दबा के कब्र में सब चल दिये दुआ न सलाम
ज़रा सी देर में क्या हो गया ज़माने को
'क़मर्' ज़रा भी नहीं तुमको ख़ौफ़-ए-रुस्वाई
'क़मर्' ज़रा भी नहीं तुझको ख़ौफ़-ए-रुस्वाई
के चाँदनी में चले हो उन्हें मनाने को

तेरे ख़याल में दिल शादमा रहा बरसों
तेरे हुज़ूर इसे सोगवार हमने किया

ये तिश्नगी है के उनसे क़रीब रह कर भी
'हफ़ीज़्' याद उन्हें बार बार हमने किया

 ",Suraag (Non-Film),1989,nan,Hafeez Hoshiarpuri,Ghulam Ali
"मु : तमन्ना-ए-परेशां-दिल ने फिर तुमको पुकारा है
 ज़रा आकर तो देखो हाल-ए-दिल ये दिल तुम्हारा है
आ : भला आऊँ तो कैसे जीते जी दुनिया ने मारा है
 जहाँ वालों के आगे क्या करूँ दिल बेसहारा है
दो : तमन्ना-ए-परेशां ...

मु : सितारे मेरी हालत देख के चुपचाप रोते हैं
 यही रातों का आलम और यही दिन का नज़ारा है
 तमन्ना-ए-परेशां ...

आ : मुझे तुम भूल जाओ ख़्वाब तो टूटा ही करते हैं
 सिवा मेरे जहाँ में आज भी सब कुछ तुम्हारा है
 तमन्ना-ए-परेशां ...

दो : रहो चाहे जहाँ भी दिल से तुम जाने न पाओगे
 भला हो इस जहां का हर कोई दुश्मन हमारा है
 भला हो इस जहां का
मु : हर कोई दुश्मन हमारा है

 ",Beewee Kiraaye Ki,1975,H Parashuram,Anjum Jaipuri,"Mukesh, Asha"
"तमन्नाओं की दुनिया यूँ तो हर एक इन्साँ बसाता है
मगर पाता वही है जो यहां तक़दीर लेके आता है

मेरे दोस्त तुझे तेरा मीत मुबारक
ये साज नया नया गीत मुबारक
मेरे दोस्त तुझे ...

खिली है बहारों में ये फूलों की कली
ख़्वाबों की दुल्हन बड़े नाज़ों में पली -2
पलकों पे बिठाना ऐसे सुख देना
याद करे ये कभी ना बाबुल की गली
अपने बाबुल की गली
गाए ख़ुशी के तराने ऐसी प्रीत मुबारक
ये साज नया ...

चमके क्यूँ ना तारा उसकी क़िस्मत का
जिसको मिला हो ये हसीन तोहफ़ा
बड़ा ही नसीबवाला है वो जग में
हाथ में हो जिसके ऐसी प्यारी रेखा
ऐसी न्यारी रेखा
आज हार भी कहे तुझे जीत मुबारक
ये साज नया ...

 ",Dhadkan,1972,Ravi,"Ravi, Ali Jaleeli",Rafi
"ल : तन भी बदला मन भी बदला बदल गई है काया
 काली रात से जीवन को अब मिल गई उजली छाया
को : ये दिल वालों की बस्ती है ये बसते-बसते बसती है
 ग़म को ख़ुशी में ढाल दे जो भारत की ऐसी हस्ती है
 जिसने रचा संसार है ये हम रचना उस की गाते हैं

ल : लुई शमाशा उई -5
 ले जा प्यार ज़रा सा दे जा प्यार ज़रा सा ( उई ) -5
 लुई शमाशा ...
को : लुई शमाशा ...
ल : लुई शमाशा ...

 मौसम ने ली अंगड़ाई है क़ुदरत ने बाँधी पायल है
 हाय मैं किसकी बात करूँ दिल मेरा ही घायल है
 रिश्तों की मेहंदी ले आओ -2
 ( दुल्हन सा मुझे सजाओ ) -2 री
 प्रेम की भाषा उई -5
 प्रेम की भाषा
 ले जा प्यार ज़रा ...
को : लुई शमाशा ...

नि : ( हो दिल चन्दा का ले आएँगे सूरज से आँख मिलाएँगे
 आ जाएँगे जब अपनी पर तारों को तोड़ के लाएँगे ) -2
ल : ओ हो
नि : मंज़िल है अपनी राहों में आकाश हमारी बाँहों में
 देख तमाशा उई -5
 देख तमाशा
 ले जा प्यार ज़रा ...
ल : उई -4
को : लुई शमाशा ...

नि : उठकर गिरना गिरकर उठना जीवन की रीत पुरानी है
ल : उठकर गिरना गिरकर उठना जीवन की रीत पुरानी है
 चट्टानों से टकराने की हमने जीवन में ठानी है
दो : परवत को धूल बना देंगे -2
 सागर को बूँद बना देंगे
 जागी आशा उई
 उई -5
 जागी आशा उई जागी आशा
 ले जा प्यार ज़रा ...

 ",Kraanti,1981,Laxmikant-Pyarelal,Santosh Anand,"Nitin Mukesh, Lata"
"तन का कर ले बन्द किवाड़ा
मन की खिड़की खोल

अनुराधा फिर कहो

तन का कर ले बन्द किवाड़ा
मन की खिड़की खोल

तन का कर ले बन्द किवाड़ा
मन की खिड़की खोल

हाँ
डर क्या जो छाया अंधियारा
डर क्या जो है दूर दूर किनारा
डर क्या

abrupt change

डर क्या जो छाया अंधियारा
डर क्या जो है दूर दूर किनारा
डर क्या जो छाया अंधियारा

मधुसूदन दादा
मधुसूदन दादा

अनुराधा
गोपाल गोपाल मुझे भी तुम्हाअरे पास ले आया
रुको नहीं रुको नहीं अनुराधा
कहे जाओ कहे जाओ
अनुराधा अनुराधा

डर क्या जो छाया अंधियारा
डर क्या जो है दूर दूर किनारा
( पार करेगा है प्रीतम तेरा
मूरख मन मत डोल डोल रे ) -2

मन की खिड़की खोल खोल रे
मन की खिड़की खोल

 ",Vidyapati,1937,R C Boral,Kedar Sharma,"Kanan Devi, K C Dey/ K C Dey"
"तन मन धन सब है
तेरा बिन तेरे क्या है मेरा
रात-दिन मैं तेरे गीत गाता रहूँ
तन मन धन सब ...

क्या धरती क्या सूरज-चन्दा
जग मोह माया का है फंदा
मैं हूँ सीधा-सादा बन्दा
जग चोरों का है डेरा
तन मन धन सब ...

क्या अपना और क्या बेगाना
जान के काहे धोखा खाना
जीवन है बस आना-जाना
जोगी वाला फेरा
तन मन धन सब ...

 ",Manchali,1973,Laxmikant-Pyarelal,Anand Bakshi,Mukesh
"(तन मन मेरा तरसे, क्यूँ तरसे)-2
किसने प्रीत के गीत सुनाये
सपने आज सुंदर आये
तन मन मेरा तरसे, क्यूँ तरसे

(डोले प्यार रस ? सागर में, बाजे तार बीना के)-2
अरमानों ने क्यूँ ? से छुप छुप नैं मिलाये
तन मन मेरा तरसे, क्यूँ तरसे

(चंदा संग रजनी सजनी घूँघट खोल खेल रहे)-2
तारे सारे खिल खिल प्यारे, रंग जमाने आये
तन मन मेरा तरसे, क्यूँ तरसे
किसने प्रीत के गीत सुनाये
सपने आज सुंदर आये
(तन मन मेरा तरसे, क्यूँ तरसे)-2

 ",Paataal Bhairavi,1952,Ghantasala,Pt Indra,Geeta
"आ : तन में अग्नि मन में चुभन
 काँप उठा मेरा भीगा बदन
 ओ रब्बा ख़ैर ख़ैर ख़ैर ओ रब्बा ख़ैर
र : उजला मुख जैसे दर्पन
 काली लट जैसे नागन
 ओ रब्बा ख़ैर ख़ैर ख़ैर ओ रब्बा ख़ैर

आ : कोई लहर जब तन को छू ले -2
 बीच भँवर मेरी काया झूले
 बान जिगर पर मारे पवन
 थाम के दिल रह जाऊँ सजन
 ओ रब्बा ख़ैर ...

र : फूल से निखरी तेरी जवानी -2
 शोला बन गया ठण्डा पानी -2
 चाँद से उतरी चंद्र किरण
 कौन बुझाए मन की तपन
 ओ रब्बा ख़ैर ...

आ : सोच ना तू बाँहों में ले-ले
 इश्क़ वही जो आग से खेले
 आज हुआ दो दिल का मिलन
 आज मिला धरती से गगन
 ओ रब्बा ख़ैर ...

 ",Laat Saheb,1967,Shankar-Jaikishan,Hasrat,"Rafi, Asha"
"र: तन रंग लो जी अजी मन रंग लो तन रंग लो
को: तन रंग लो जी अजी मन रंग लो तन रंग लो
र: खेलो खेलो उमंग भरे रंग प्यार के ले लो
को: खेलो खेलो उमंग भरे रंग प्यार के ले लो
र: रंग लो रंग लो जी अजी मन रंग लो तन रंग लो
को: तन रंग लो जी अजी मन रंग लो तन रंग लो

र: आ आ आ आ
    आज नगरी में रंग है बहार है
    गली गली में तो रस की फुहार है
को: गली गली में तो रस की फुहार है
र: पिचकरियों में रंग भरा प्यार है
को: पिचकरियों में रंग भरा प्यार है
र: इस रंग में जीवन रंग लो
को: हो तन रंग लो मन रंग लो
    रंग लो जी अजी मन रंग लो तन रंग लो ...

ल: नाचो नाचो री सखी रे होली आई रे
ल: घर घर में रंगीली रुत छाई रे
को: घर घर में रंगीली रुत छाई रे
ल: आज दुनिया ने मस्ती लुटाई रे
    आशाओं का दामन रंग लो
को: हो तन रंग लो मन रंग लो
    रंग लो जी अजी मन रंग लो तन रंग लो ...

र: आज मुखड़े से घूँघटा हटालो जी
    हो ज़रा सजना से अँखियाँ मिला लो जी
को: हो ज़रा सजना से अँखियाँ मिला लो जी
ल: रंग झूठे मोरे तन पे न दालो जी
को: रंग झूठे मोरे तन पे न दालो जी
    मन प्यार में साजन रंग लो
    हो तन रंग लो मन रंग लो
    रंग लो जी अजी मन रंग लो तन रंग लो ...

ल: राधा संग होली खेले बनवारी रे हो
को: राधा संग होली खेले बनवारी रे हो
ल: अंग अंग पे चलाए पिचकारी हो
को: अंग अंग पे चलाए पिचकारी हो
ल: कहे बैंया पकड़के अनारी
    दिल रंग लो जी धड़कन रंग लो
को: हो तन रंग लो मन रंग लो
    रंग लो जी अजी मन रंग लो तन रंग लो ...

 ",Kohinoor,1960,Naushad,Shakeel,"Rafi, Lata, chorus"
"आँख लड़ा के तूने मारा घायल हो गया दिल बेचारा
सुना है तेरे चाहने वाले आगे दस हैं पीछे बारह
मुझको अपना चाँद बना ले चमका दे किस्मत का तारा
एक बार से दिल नहीं भरता मुड़ के देख मुझे दोबारा
टन टना टन टन टन टारा चलती है क्या नौ से बारह
खड़ी खड़ी क्या सोच रही है चल हो जाएं नौ दो ग्यारह
टन टना टन ...

रात के show kii do TikaTe.n hai.n khol ke purse मैं दिखलाऊं
चिपक के बैठूं साथ तेरे मैं Taxi में ले जाऊं
समझ न मुझको ऐसा वैसा मेरे बटुए में है पैसा
तुझे खिलाऊंगा जी भर के गरम समोसा इडली डोसा
तू है मेरी पेप्सी कोला मैं तेरा हूँ कोका कोला
interval me.n piye.nge dono.n barf me.n lagaa hu_aa mangola
जल्दी कर कि चढ़ न जाए thermometer का ये पारा
एक बार से दिल ...

फ़िल्मी धुन पे देख के तुझको सीटी रोज़ बजाऊं
बहुत दिनों से सोच रहा था फ़िल्म मैं तुझे दिखाऊं
शुक्रवार की शाम हसीं है नई नई ये फ़िल्म लगी है
गर्मी की न होगी tension theatre hai vo air conditioned
फ़िल्म हसीं वो जान-ए-मन है ये फ़िल्मों में number one है
गोविन्दा है हीरो उसका और माधुरी हीरोइन है
पिछली सीट की दो टिकटें हैं गुपचुप प्यार करेंगे यारा
एक बार से दिल ...

 ",Judwaa,1996,Annu Malik,Dev Kohli,"Abhijit, Poornima"
"तन-मन तेरे रंग-रंगूँगी
छाया बनकर संग चलूँगी
सेवा करूँगी अंग लगूँगी
अर्चना मैं तेरी साजना
तन-मन तेरे ...

जन्म-जन्म तेरे बिना नैना नहीं सोए
घड़ी-घड़ी सपने तेरे पलकों ने पिरोए
तू है मेरे जीवन की साधना
तन-मन तेरे ...

प्यार तेरा कुमकुम है बाँहें तेरी माला
प्राण मेरा पुजारी तेरा मन है शिवाला
ज़िन्दगी है तेरी प्रार्थना
तन-मन तेरे ...

झूम उठा अँगना मेरा पड़ी नज़र तेरी
राम करे लागे तुझे सारी उमर मेरी
दुनिया रूठे तू ना रूठना
तन-मन तेरे ...

 ",Archanaa,1973,Shankar-Jaikishan,Neeraj,Lata
"टनाटन
टनाटन टनाटन बज गई घंटी सजन
ओ टनाटन टनाटन
प्यार रुकता है कहाँ करे कोई लाख जतन
मर्ज़ी है उसकी तो मिलें क्यों न मेरी जान
ए ( अल्लाह मेहरबान तो
टनाटन ) -2

हम कौन हैं हम क्या हैं हमने तो यही जाना
हम भी तेरे आशिक़ हैं दिल भी तेरा दीवाना
लोगों मेरे मजनूं को डण्डे से नहीं मारो
बस एक यही तो है अब हुस्न का परवाना
कोई पत्थर से न मारे मेरे दीवाने को
आज उड़ा दो हवा में मेरे परवाने को
हो क्या ये बिगाड़ेंगे मेरा मैं तो हूँ तूफ़ान
आहा अल्लाह मेहरबान तो ...

ओ अब प्यार करें आओ समझो भी इशारों को -2
सुनो गज़ल क्या गाए समय गुज़रता जाए
मुद्दत में मिला मौक़ा हम जैसे बेचारों को
अब लोग तो दुनिया के कुछ भी तो नहीं कहते
हँसते हैं खड़े हम पर अरे हँसने दो गंवारों को
अरे तेरे लिए हम ऐ सनम क्यों हैं परेशान
अल्लाह मेहरबान तो ...

क्या बात नहीं जानम हम दर्द के मारों में
इक दो से बुरे हैं तो अच्छे हैं हज़ारों में
अनहोनी को होनी कर दें होनी को अनहोनी
एक जगह जब जमा हों तीनों पोम्पोम पोम्पोम एन्थोनी
अरे कौन यहाँ है हमें सबकी है पहचान
आहा अल्लाह मेहरबान तो ...

 ",Watan Ke Rakhwaale,1987,Laxmikant-Pyarelal,Majrooh,"Kavita Subramaniam, Mohammed A..."
"अलका: तनहा-तनहा दिल धड़के तनहा दिल घबराए (2)
दो दिल हमराही हों तो दोनों मंज़िल पाएँ
आओ हम पास आएँ
अभि: तनहा-तनहा दिल धड़के तनहा दिल घबराए (2)
दो दिल हमराही हों तो दोनों मंज़िल पाएँ
आओ हम पास आएँ

अभि: दोनों ने एक सज़ा है पाई
दोनों को घेरे है एक तनहाई
अलका: होऽ दोनों ने एक सज़ा है पाई
दोनों को घेरे है एक तनहाई
अभि: कितने ग़म इन पर बरसे
कितने दोनों हैं तरसे
कैसे बताएँ
अभि: तनहा-तनहा दिल धड़के तनहा दिल घबराए
अलका: तनहा-तनहा दिल धड़के तनहा दिल घबराए 
अभि: दो दिल हमराही हों तो दोनों मंज़िल पाएँ
अलका: आओ हम पास आएँ

अलका: दोनों को एक ही जैसे गिले हैं
दोनों को दुनिया से ग़म ही मिले हैं
अभि: होऽ दोनों को एक ही जैसे गिले हैं
दोनों को दुनिया से ग़म ही मिले हैं
अलका: दोनों में प्यार हो बेहद 
तो दोनों मिलके शायद
ग़म को भुलाएँ
अलका: तनहा-तनहा दिल धड़के तनहा दिल घबराए
अभि: तनहा-तनहा दिल धड़के तनहा दिल घबराए 
अलका: दो दिल हमराही हों तो दोनों मंज़िल पाएँ
अभि: आओ हम पास आएँ
अलका: आओ हम पास आएँ
अभि: आओ हम पास आएँ
अलका: आओ हम पास आएँ

 ",Angaarey,1998,Aadesh Shrivastava,Javed Akhtar,"Alka Yagnik, Abhijeet"
"तनहा-तनहा यहाँ पे जीना ये कोई बात है

कोई साथी नहीँ तेरा यहाँ तो ये कोई बात है

किसी को प्यार दे-दे किसी का प्यार ले-ले

इस सारे जमनें में यही प्यारी बात है

किसी का तो सपना हो आँखों में तेरी

कोई दिलबर तो हो बाँहोँ में तेरी

कोई तो बने हमसफ़र राहोँ में तेरी -2

ये ज़िंदगी तो वैसे एक सज़ा है

साथ किसी का हो तो और ही मज़ा है


ज़मीं आस्माँ से तो कुछ कह रही है

लहरें भी साहिल से कुछ कह रहीं है

चाँदनी भी चाँद से कुछ कह रही है -2

किसी ना किसी से कोई कुछ तो कह रहा है

तू दिल की बात कह दे कहने में क्या है

 ",Rangeela,1996,A R Rahman,Mehboob,Asha
"अलका :
तनहाई तनहाई तनहाई, दोनों को पास ले आई
प्यार में बह गए दो दिल, मौज ये कैसी आई

उदित :
तनहाई तनहाई तनहाई, दोनों को पास ले आई
प्यार में बह गए दो दिल, मौज ये कैसी आई

अलका :
(आज हवाओं ने बंसी बजाई
बिन कहे दिल की बात बताई)    (2)
ले डूबी मेरे पागल मन को
तेरे प्यार की ये गहराई

उदित :
तनहाई तनहाई तनहाई ...

(दर्द का तेरे अहसास रहा है
तेरा अहसास मेरे पास रहा है)   (2)
इक तुझे बस मेरी लगन थी
बात ये देर से समझ में है आई

अलका :
तनहाई तनहाई तनहाई ...
उदित :
तनहाई तनहाई तनहाई ...


 ",Koyla,1997,Rajesh Roshan,Indeevar,"Alka Yagnik, Udit Narayan"
"आँखों में सपने लिए घर से हम चल तो दिए
जानें ये राहें अब ले जाएंगी कहां
मिट्टी की खुश्बू आए पलकों पे आँसू लाए
पलकों पे रह जाएगा यादों का जहाँ
मंज़िल नई है अनजाना है कारवाँ
चलना अकेले है यहाँ

तन्हा दिल तन्हा सफ़र ढूंढे तुझे फिर क्यूं नज़र
तन्हा दिल तन्हा सफ़र ...

दिलकश नज़ारे देखे झिलमिल सितारे देखे
आँखों में फिर भी तेरा चेहरा है जवां
कितनी बरसातें आईं कितनी सौगातें लाईं
कानों में फिर भी गूंजे तेरी ही सदा
वादे किए थे अपना होगा आशियाँ
वादों का जाने होगा क्या
तन्हा दिल तन्हा सफ़र ...

 ",Tanha Dil (Non-Film),2000,Ram Sampat,Shaan,Shaan
