Song,Film,YearMusic Director,Lyricist,Singers
"ऐ गंगा मइया ऐ गंगा मइया
तू जाना हमें नाहीं रे हे गंगा मइया
सारी धरती सारा अम्बर गंगा जी के नाम
सारी धरती अरे सारा अम्बर
सारी धरती सारा अम्बर गंगा जी के नाम
है दिल में मेरे मेरे राम सबको मेरा सलाम

वाह वाह आप क्या बजाए रहे भइया

चाँद मेरी रातों का सपना सूरज दिन का यार
मेरा सफ़र या मेरा इरादा हर सीमा के पार
एक ही रूप के नाम कई राम कहो या श्याम
है दिल में मेरे ...

आगे मेरे सपनों का मेला पीछे मेरे बहार
हरे भरे पेड़ों के नीचे हर मौसम मल्हार
ऐ भइया
मेरे ही सपनों की पूजा मेरी ही सपनों की पूजा
मेरे सुबह-ओ-शाम
है दिल में मेरे ...

दूर भले हो मंज़िल मेरी पास है लेकिन ख्वाब
आने वाले कल की लगन में हर पल है बेताब
रस्ता चाहें जैसा हो चलना मेरा काम
है दिल में मेरे ...

बस इतना सा ख्वाब है

 ",Bas Itna Sa Khvab Hai,2001,Aadesh Srivastava,Nida Fazli,Sonu Nigam
"Talat version: 
शहर की रात और मैं नाशाद-ओ-नाकारा फ़िरूँ
जगमगाती जागती, सड़कों पे आवारा फ़िरूँ

ऐ ग़म-ए-दिल क्या करूँ
ऐ वहशत-ए-दिल क्या करूँ
क्या करूँ, क्या करूँ
ऐ ग़म-ए-दिल क्या करूँ

ये रूपहली छाँव ये आकाश पर तारों का जाल
जैसे सूफ़ी का तसव्वुर, जैसे आशिक़ का खयाल
आह लेकिन कौन समझे, कौन जाने दिल का हाल
ऐ ग़म-ए-दिल क्या करूँ ...

रास्ते में रुक के दम लूँ, ये मेरी आदत नहीं
लौट कर वापस चला जाऊँ मेरी फ़ितरत नहीं
और कोई हमनवा मिल जाए ये क़िस्मत नहीं
ऐ ग़म-ए-दिल क्या करूँ ...

Asha version: 
ऐ ग़म-ए-दिल क्या करूँ
ऐ वहशत-ए-दिल क्या करूँ
क्या करूँ, क्या करूँ
ऐ ग़म-ए-दिल क्या करूँ

मुझको क़िस्मत ने बनाया, गंदले पानी का कंवल
ख़ाक में मिल मिल गए सब, आरज़ू के ये महल
क्या खबर थी यूँ मेरी तक़दीर जाएगी बदल
ऐ ग़म-ए-दिल ...

रूठने वाले किसी, मजबूर से रूठेगा क्या
जिस तरह क़िस्मत ने लूटा, यूँ कोई लूटेगा क्या
ये मेरे टूटे हुए दिल, और तू टूटेगा क्या
ऐ ग़म-ए-दिल ...

 ",Thokar,1953,Sardar Malik,Majaaz,Talat / Asha
"त्म: ऐ ग़र्दिश-ए-ज़माना   कब तक ये ग़म सहेंगे
स्म: वो दिन नहीं रहे तो    ये भी नहीं रहेंगे

त्म: अब क्या बचेगी दुनिया      अब होगा क्या सवेरा
     कुछ सूझता नहीं है   छाया है वो अंधेरा
स्म: मायूस हो न इतना     होने को है सवेरा
     अल्लाह तो ले रहा है   ये इम्तहान तेरा
     मालिक पे रख भरोसा  ये तुझसे हम कहेंगे

त्म: अब एक पल भी जीना     मुझको नहीं गँवारा
     ऐ मौत तू कहाँ है   अब दे मुझे सहारा
स्म: हिम्मत से काम ले तू     आहें न भर ख़ुदारा??
     ये कह रहा है तुझ से  रहमत का ये सितारा
     सब दूर हैं की मुश्किल  ये दिन नहीं रहेंगे

 ",Allaadin Lailaa,1957,A R Qureshi,Asad Bhopali,"Talat, Sudha Malhotra"
"ऐ गुलबदन, ऐ गुलबदन, फूलों की महक काँटों की चुभन
तुझे देख के कहता है मेरा मन
कहीं आज किसी से मुहब्बत ना हो जाए

क्या हसीन मोड़ पर आ गई ज़िंदगानी
की हक़ीक़त न बन जाए मेरी कहानी
जब आहें भरे ये ठंडी पवन
सीने में सुलग उठती है अगन
तुझे देख के ...

क्या अजीब रंग में सज रही है ख़ुदाई
की हर इक चीज़ मालिक ने सुंदर बनाई
नदिया का चमकता है दरपन
मुख़ड़ा देखें सपनों की दुल्हन
तुझे देख के ...

मैं तुम्हीं से यूँ आँखें मिलाता चला हूँ
कि तुम्हीं को मैं तुमसे चुराता चला हूँ
मत पूछो मेरा दीवानापन
आकाश से ऊँची दिल की उड़न
तुझे देख के ...

 ",Professor,1962,Shankar-Jaikishan,Hasrat,Rafi
"ल : ऐ हमसफ़र बता दे मंज़िल तेरी किधर है
र : जिसकी नहीं है मंज़िल ये इश्क़ वो सफ़र है
ल : ऐ हमसफ़र बता ...

 ये प्यार की तमन्ना जिस दिल में मुस्कराए
 वो दिल चिराग़ बनकर दुनिया को जगमगाए
 शब को भी दिन बना दे उल्फ़त में वो असर है
र : जिसकी नहीं है ...

 मंज़ूर इश्क़ को है ख़ुशियाँ मिले या आहें
 हँस के जो ग़म भी सह ले ये इश्क़ का जिगर है
ल : ऐ हमसफ़र बता ...

 इक साथ हम चले हैं दुनिया बसा के दिल की
र : रंगीन हसरतों से महफ़िल सजा के दिल की
ल : इस वक़्त प्यार अपना दुनिया से बेख़बर है
र : जिसकी नहीं है ...

 ",Mohar,1959,Madan Mohan,Rajinder Krishan,"Rafi, Lata"
"(slow) 
हेहे है हेहे है , हेहेहेहे हेहेहेहे 
दो दो दो दो, बब बब बबबबब 

ऐ हसीनों, नाज़नीनों, मैं दिल हथेली पे लेके आ रहा हूँ - 2
जवाब दो भी, मेरी सुनो भी 
मैं कबसे नग़मे मोहब्बत के गा रहा हूँ 
ऐ हसीनों ...

डो डूओ डूऊओ ऊऊऊउओ 

(now fast) 
दिल मेरा है एक खज़ाना, छिपा जिस है दर्द पुराना 
कोई है कोई लेने वाला, जो प्यार का है दीवाना 
परवाना कोई आता है नहीं, मैं कब से शम्में जला रहा हूँ 
ऐ हसीनों ... 

हा हा हा ओहो ओहो ओहो

मैं सौदागर भी नहीं हूँ, कोई जादूगर भी नहीं हूँ 
बेकार हूँ ना आवारा, बेघर बेदर भी नहीं हूँ 
मैं हूँ मतवाला, एक दिलवाला, साथ देगा कोई मैं बुला रहा हूँ 
ऐ हसीनों

बबद बबद दशपेथ दशपेथ पेथ बेन मुशर 

राही हूँ मैं अपनी धुन का, कहीं और चल जाऊंगा 
ढूँढोगे मुझे रो रो के, मैं हाथ नहीं आऊँगा 
ज़िद्दी हूँ मगर, नहीं दिल का बुरा 
जो है दिल में, वो होंठों पे ल रहा हूँ 
ऐ हसीनों ... 

ऐ हसीनों, नाज़नीनों, मैं दिल हथेली पे लेके आ रहा हूँ - 2 
जवाब दो भी, मेरी सुनो भी - 2
जवाब दो भी, मेरी सुनो भी (fades away) 

 ",Chaachaa Zindaabaad,1959,Madan Mohan,Rajinder Krishan,Kishore
"ओ ओ आ ओ
ऐ हवा आ के थाम ले आंचल
ऐ घटा बन जा आँख का काजल
कलियों से छिपके उन्हें महका दूँ
मुरझाए फूलों को खिला दूँ
आजा हँस के जीना सिखा दूँ
ऐ हवा आ के ...

काले काले बादल से रस बरसाती हूँ
बरखा की बूंदों में झूम के गाती हूँ
सेहरा में भी जल बरसा दूं
सबकी प्यास बुझा दूँ
आजा हँस के ...

पर्वत से झरना बनके बहती हूँ
लहरों के दर्पण में हँसती रहती हूँ
तितली जैसी उड़ के दिखा दूँ
दुनिया की सैर करा दूँ
आजा हँस के ...

 ",Yaad Rakhegi Duniyaa,1992,Anand-Milind,Sameer,Anuradha Paudwal
"ऐ हुस्न ज़रा जाग तुझे इश्क जगाये
बदले मेरी तकदीर जो तू होश में आये  (2)

ये प्यार के नगमे ये मुहब्बत के तराने
तुझको बड़े अरमान से लाया हूँ सुनाने
उम्मीद मेरे दिल की कहीं टूट न जाये
ये हुस्न ...

साज़-ए-दिले खामोश में एक सोज जगा दे
तू भी मेरी आवाज़ में आवाज़ मिला दे
आया हूँ तेरे दर पे बड़ी आस लगाये
ये हुस्न ...

ऐ शम्मा तू आजा ज़रा चिलमनसे निकलके
हसरत है कि रहा जाऊं तेरी आग में जलके
परवाना वो क्या तुझपे जो मिटकर ना दिखा दे
ये हुस्न ...

 ",Mere Mehboob,1963,Naushad,Shakeel,Rafi
"ऐ हुस्न-ए-लालाफ़ाम ज़रा आँख तो मिला
खाली पड़े हैं जाम ज़रा आँख तो मिला

कहते हैं आँख आँख से मिलना है बंदगी
दुनिया के छोड़ काम ज़रा आँख तो मिला

क्या वो न आज आयेंगे तारों के साथ साथ
तनहाइयों की शाम ज़रा आँख तो मिला

साक़ी मुझे भी चाहिये इक जाम-ए-आरज़ू
कितने लगेंगे दाम ज़रा आँख तो मिला

हैं राह-ए-कहकशाँ में अज़ल से खड़े हुए
'साग़र्' तेरे ग़ुलाम ज़रा आँख तो मिला

 ",At His Very Best (Non-Film),1994,nan,Sagar,Ghulam Ali
"ऐ हुस्न-परी-चेहरा क्यों इतनी दर्दमंद हो
दुनिया की मंज़िलों पर तुम ही मुझे पसंद हो

शबनम के दिल की धड़कन महसूस कर रही हो
तुम कितनी नर्म-दिल हो आहें सी भर रही हो
ऐ हुस्न-परी-चेहरा ...

इतना ख़्याल कोई करता नहीं किसी का
तुमने बदल दिया है रुख़ मेरी ज़िन्दगी का
ऐ हुस्न-परी-चेहरा ...

सब कुछ था पास मेरे लेकिन न ये ख़ुशी थी
पूरी हुई है तुमसे जीवन में जो कमी थी
ऐ हुस्न-परी-चेहरा ...

 ",Aman,1967,Shankar-Jaikishan,Hasrat,Rafi
"ऐ इश्क़ ये सब दुनिया वाले
बेकार की बातें करते हैं
पायल के ग़मों का इल्म नहीं
झंकार की बातें करते हैं

हर दिल में छुपा है पीर कोई
हर पाँव में है ज़ंजीर कोई
पूछे कोई उन से ग़म के मज़े
जो प्यार की बातें करते हैं

उल्फ़त के नये दीवानों को
किस तरह से कोई समझाये
नज़रों पे लगी है पाबन्दी
दीदार की बातें करते हैं

भँवरे हैं अगर मदहोश तो क्या
परवाने भी हैं खामोश तो क्या
सब प्यार के नग़में गाते हैं
सब यार की बातें करते हैं


 ",Mughal-e-Aazam,1960,Naushad,Shakeel,Lata
"ऐ जान इधर देख
मिलने का तेरे रखते हैं हम ध्यान इधर देख
आती है बहुत हमको तेरी आन इधर देख
हम चाहने वाले हैं तेरे जान इधर देख
होली है सनम हँस के तू इक आन इधर देख
ऐ रंग भरे नौ-ग़ुल-ए-ख़न्दान इधर देख
मिलने का तेरे रखते हैं 

हम देखने तेरा ये जमाल इस घड़ी ऐ जान
आये हैं यही करके ख़याल इस घड़ी ऐ जान
तू दिल में न रख हमसे मलाल इस घड़ी ऐ जान
मुखड़े पे तेरे देख गुलाल इस घड़ी ऐ जान
होली भी यही कहती है ऐ जान इधर देख
मिलने का तेरे रखते हैं हम ध्यान इधर देख

 ",Husn-e-Jaana (Non-Film),1997,Muzaffar Ali,nan,Rolly Saran
"ऐ हुस्न-ए-बेख़बर, तुझे तकने को एक नज़र
झुकता तो होगा रोज़ तेरे घर पे माहताब

(ऐ जान-ए-चमन तेरा गोरा बदन जैसे खिलता हुआ गुलाब
ज़ालिम तेरी जवानी, क़यामत तेरा शबाब
ऐ जान-ए-चमन) (2)
ऐ जान-ए-चमन ...

मल-मल के जिस्म इतना भी, पानी में मत नहा (2)
डर है कहीं ये पानी भी बन जाए ना शराब
ऐ जान-ए-चमन तेरा गोरा बदन ...
ऐ जान-ए-चमन ...

बाग़ों के आस पास भी जाना न भूल के (2)
होगा भरी बहार में, फूलों का जी ख़राब
ऐ जान-ए-चमन तेरा गोरा बदन ...
ऐ जान-ए-चमन ...

तुझको बनानेवाला भी सौ कोशिशें करे (2)
ला न सकेगा, ढूँढ़ के तेरा कोई जवाब
ऐ जान-ए-चमन तेरा गोरा बदन ... (2)
ऐ जान-ए-चमन ...


 ",Anmol Moti,1969,Ravi,Rajendra Krishan,Mahendra Kapoor
"ऐ जान-ए-जिगर दिल में समाने आ जा
उजड़ी हुई बस्ती को बसाने आ जा

दर्द से बेताब है तू जान-ए-तमन्ना
आराम का पैग़ाम सुनाने आ जा

परवाना बड़ी देर से है आस लगाये
ऐ शम्मा न कर देर जलाने आ जा

तरसी हुई नज़रों को है दीदार की हसरत
बरखा की तरह प्यास बुझाने आ जा


 ",Aaraam,1951,Anil Biswas,Rajinder Krishan,Mukesh
"ऐ जान-ए-वफ़ा ऐसा भी क्या
तुम तो ख़फ़ा हमसे हो गए
ऐ जान-ए-वफ़ा ऐसा भी क्या
तुम तो ख़फ़ा हमसे हो गए

ये तुमने कहा था कि हम हैं तुम्हारे
तो हम भी ये समझे कि तुम हो हमारे
फिर हमें किस बात की सज़ा दे रहे हो

ऐ जान-ए-वफ़ा ऐसा भी क्या
तुम तो ख़फ़ा हमसे हो गए

जहाँ प्यार होगा शरारत भी होगी
जहान्ँ होगी अन्त्पन मोबब्बत भी होगी
झुकी झुकी आँखों से ये पता दे रहे हो

ऐ जान-ए-वफ़ा ऐसा भी क्या
तुम तो ख़फ़ा हमसे हो गए

इधर रह गई या उधर रह गई है
कहीं कुछ कमी सी मगर रह गई है
मेरी वफ़ा क ये क्या सिला दे रहे हो

ऐ जान-ए-वफ़ा ऐसा भी क्या
तुम तो ख़फ़ा हमसे हो गए
ऐ जान-ए-वफ़ा ऐसा भी क्या
तुम तो ख़फ़ा हमसे हो गए

 ",Chhalia,1973,R D Burman,Rajinder Krishan,Rafi
"ऐ जान-ए-बहाराँ जान-ए-करम
मिट जाएँ सभी दुनिया के सितम
छा जाएँ जहाँ पर हम ही हम
ग़र तेरा सहारा मिल जाए

हम प्यार के राही आख़िर को
अब आ ही गए इस मंज़िल पे
जलवे तो हज़ारों देख लिए
देखा नहीं तुझसा महफ़िल में
आ जाए ज़माना ज़ेर-ए-क़दम
गर तेरा सहारा ...

हो जाए जो गर हम पर एक नज़र
उस एक नज़र का क्या कहना
हो जाए जिगर में दर्द भी कम
गर तेरा सहारा ...

 ",Jahan Pyaar Mile,1969,Shankar-Jaikishan,Hasrat,Rafi
"ऐ जाते हुए लम्हों ज़रा ठहरो ज़रा ठहरो
मैं भी तो चलता हूँ ज़रा उनसे मिलता हूँ
जो एक बात दिल में है उनसे कहूं
तो चलूं तो चलूं हूं हूं हूं हूं
ऐ जाते हुए लम्हों ...

ज़रा ठहरो ज़रा ठहरो
उनके चेहरे की ये नरमियां
उनकी ज़ुल्फ़ों की ये बदलियां
उनकी आँखों के रोशन दिये
उनके होंठों की ये सुर्खियां
सब उनके हैं जलवे मैं चलने से पहले
साँसों में आँखों में ख्वाबों में यादों में
और इस दिल में तुमको छुपा के रखूं
तो चलूं तो चलूं ...

ज़रा ठहरो ज़रा ठहरो
मैं कहीं भी रहूं ऐ सनम
मुझको है ज़िंदगी की कसम
फ़ासले आते जाते रहे
प्यार लेकिन नहीं होगा कम
जिन्हें चाहूं जिन्हें पूजूं
उन्हें देखूं उन्हें छू लूं
ज़रा बातें तो कर लूं
ज़रा बाहों में भर लूं
मैं इस चाँद से माथे को चूम लूं
तो चलूं तो चलूं ...

 ",Border,1997,Annu Malik,Javed Akhtar,Roop Kumar Rathod
"ऐ जज़्ब-ए-इश्क़ तेरा कब ऐतबार आए
वो आए, और मुझ तक दीवानावार आए

आहों को हम्स्ने दिल की तासीर सौंप दी है
देखें तो आज कैसे उनको क़रार आए
वो आए ...

क्या दूर आसमाँ से तरे भी टूट आए
होंठों पे जब मचल कर दिल की पुकार आए
वो आए ...

ऐ नाला-ए-मुहब्बत अपना असर दिखा दे
वो आज दिल को थामे बेइख़्तियार आए
वो आए ...

 ",Haseena,1955,Bulo C Rani,Jaan Nisar Akhtar,Talat Mahmood
"ऐ जी ओ जी लो जी सुनो जी मैं हूँ मनमौजी
करता हूँ मैं जो वो तुम भी करो जी
one two kaa four, four two kaa one, my name is Lakhan
सजनों का सजन मेरा नाम है लखन
ऐ जी ओ जी ...

हो दुनिया चकोरी हे पैसा है चन्दा सूली पे लटका हर एक बन्दा
सबके गले में माया का फन्दा सीखो ओ यारों इनसे ये धन्धा
हो दो बोल मीठे बस बोल के हर माल बेचो कम तौल के रे बाबा कम तौल के
तुम अपनी खाली जेबें भरो जी
करता हूँ मैं जो ...

मैं कुछ ना जानूं इससे ज्यादा तू मेरा मोहन मैं तेरी राधा
जीवन नहीं इतना सीधा सादा कैसे करूं तुमसे कोई वादा
वादे हैं झूठे सच्चे हो तुम जैसे भी हो बड़े अच्छे हो तुम
कहते हो सबसे मैं हूँ मनमौजी मनमौजी हो तो मौज करो जी
one two kaa four ...

करो कोई जतन जल्दी हो मिलन

खा पी रहा है ये सारा ज़माना जो भूखा प्यासा है वो दीवाना
अरे दौलत की झूठी चमक पे न जाना मेहनत से रोजी रोटी कमाना
कहना बड़ों का तुम मान लो अच्छा बुरा क्या है जान लो
अरे कहता हूँ मैं जो ...

मैने नहीं सुना फिर से कहो जी
नहीं number two ko_ii dono.n hii number one
मेरे राम लखन जियो राम लखन
सजनों के सजन जियो राम लखन

 ",Raam Lakhan,1989,Laxmikant-Pyarelal,Anand Bakshi,"Anuradha Paudwal, Nitin Mukesh"
"ऐ काश चलते मिल के
ये तीन राही दिल के
चाँद और मैं और तू ऊऽ ऊऽ

चला चला सा रात का जादू
कोई न हो हर सू उड़ती हो खुशबू
तुम हो हम हों कम से कम हो फ़ासले दिल के
ऐ काश चलते मिल के ...

नज़र पे हो न दिल पे हो क़ाबू
कोई न हो हर सू उड़ती हो खुशबू
चलते चलते जा निकलते पास मंज़िल के
ऐ काश चलते मिल के ...


 ",Manzil,1960,S D Burman,Majrooh,"Manna Dey, Asha"
"ऐ काश के हम होश में अब आने ना पायें 
बस नग़्मे तेरे प्यार के गाते ही जायें 

खिलती महकती ये ज़ुल्फ़ों की शाम 
हँसते खनकते ये होंठों के जाम 
खिलती महकती ये ज़ुल्फ़ों की शाम 
हँसते खनकते ये होंठों के जाम 
आ झूम के साज़ उठायें 
बस नग़्मे तेरे प्यार के गाते ही जायें 

हो बस अगर तुम हमारे सनम 
हम तो सितारों पे रख दें कदम 
हो बस अगर तुम हमारे सनम 
हम तो सितारों पे रख दें कदम 
सारा जहाँ भूल जायें 
बस नग़्मे तेरे प्यार के गाते ही जायें 




 ",Kabhi Haan Kabhi Naa,1993,nan,nan,Kumar Sanu
"हूम आ आ आ -2
हूम-हूम आ आ आ -2

 ऐ कौन है वो
 कौन है वो
 ऐ कौन है वो
 हीरे जैसी आँखों वाली कौन है वो
 सोने जैसे गालों वाली कौन है वो
 चाँदी जैसे रंगों वाली कौन है वो
 धीमी-धीमी चालों वाली कौन है वो
 कौन है वो

उ : लाखों हसीन देखे कोई ठहरा ना सामने
 आते ही इसके देखो सबके चेहरे उतर गए
 ये बला कौन है इस का नाम है क्या
 रहती है कहाँ करती काम है क्या

 लाखों हसीन देखे कोई ठहरा ना सामने
 आते ही इसके देखो सबके चेहरे उतर गए
को : ये बला कौन है इस का नाम है क्या
 रहती है कहाँ करती काम है क्या

उ : लाल दुपट्टा ऊँचे sandal रेशमी कमीज़
 पहले ना देखी थी मैने ऐसी कोई चीज़
 इस जवाँ हूर से बात कर दूर से
 हो जाए ना ये ख़फ़ा
 लाखों हसीन देखे ... चेहरे उतर गए
को : ये बला कौन है ... करती काम है क्या

अ : ला रा ला ला ला -4
 हर धड़कन को मेरी तमन्ना लबों को मेरी प्यास
 सब हैं मेरे इश्क़ में पागल सब को मेरी तलाश
 मुझमें हैं शोख़ियाँ
 मुझमें हैं मस्तियाँ
 हर दिल पे मेरा नशा
 लाखों हसीं होंगे कोई मुझसा यहाँ कहाँ
 कितने जवान लड़के मेरी चाहत पे मर गए
को : ये उमर ये नज़र हुस्न की ये अदा
 जिसने देखा मुझे हो गया वो फ़िदा
उ : लाखों हसीन देखे ... चेहरे उतर गए
को : ये बला कौन है ... करती काम है क्या

उ : हीरे जैसी आँखों वाली
को : कौन है वो
उ : सोने जैसे बालों वाली
को : कौन है वो
उ : चाँदी जैसे रंगों वाली
को : कौन है वो
उ : धीमी-धीमी चालों वाली कौन है
को : कौन है वो

 ",Ishq Vishk,2003,Annu Malik,Sameer,"Udit Narayan, Alisha Chinai"
"ऐ ख़ुदा हर फ़ैसला तेरा मुझे मंज़ूर है
सामने तेरे तेरा बंदा बहुत मजबूर है -2
रा : अल्ला हू

हर दुआ मेरी किसी दीवार से टकरा गई -2
बेअसर हो कर मेरी फ़रियाद वापस आ गई
रा : अल्ला हू
इस ज़मीं से आसमाँ शायद बहुत ही दूर है
सामने तेरे तेरा ...

एक गुल से तो उजड़ जाते नहीं फूलों के बाग़
क्या हुआ तूने बुझा डाला मेरे घर का चराग़
रा : अल्ला हू
कम नहीं है रोशनी हर शै में तेरा नूर है
सामने तेरे तेरा ...

 ",Abdullah,1980,R D Burman,Anand Bakshi,"Kishore, R D Burman"
"ऐ ख़ुदा मुझे दे पता मेरे महबूब का
है तुझसे ये इल्तज़ा मुझे उसके पास ले जा
फूल सी नाज़ुक थी वो इक परी आसमानी
उसकी पाक मुहब्बत थी तेरी मेहरबानी
आखरी इक एहसान कर मुझे यूं ना तड़पा
मुझे उसके पास ले जा
ऐ ख़ुदा मुझे दे पता ...

कितने हसीन लम्हों से थी भरी ज़िंदगानी
छोड़ गई यादों में प्यार की हर निशानी
सुन ले फ़रियाद ये मुझे यूं ना तड़पा
मुझे उसके पास ले जा
ऐ ख़ुदा मुझे दे पता ...

आँखें हैं नम है ग़म का धुआँ
होने लगी है मेरी जान जुदा
रह जाएंगी बस यादें यहां यादें यहां यादें यहां

 ",Taajmahal,2001,Santosh Nair,Rahul B Seth,"Roop Kumar Rathod, KayKay"
"ऐ लो मैं बन गया थानेदार भैया अब डर काहे का
रिश्वत ख़ोरी अब न चलेगी
चोरों की चोरी अब न चलेगी
अरे जोरा जोरी अब न चलेगी
अब अपनी है सरकार भैया अब डर काहे का ...

अब न किसी से तुम घबराओ
थाने में आओ रपट लिखाओ
किसी की इज़्ज़त अब न लुटेगी
किसी की मेहनत अब न लुटेगी
मैं सबका पहरेदार भैया अब डर काहे का ...

तुम मेरे हो मैं तुम सबका
ये रिश्ता है जाने कब का
इन गलियन में हम साथी हैं
इस जीवन के हम साथी हैं
ना टूटे कभी ये प्यार भैया अब डर काहे का ...

बंद यूँ अपनी मुट्ठी कर दी
मैने सबकी छुट्टी कर दी
दारू का अड्डा अब ना चलेगा
अरे शहर में सट्टा अब न चलेगा
लम्बू की लम्बी मार हो भैया अब डर काहे का ...

 ",Inquilaab,1984,Laxmikant-Pyarelal,Anand Bakshi,Kishore
"ऐ मालिक तेरे बंदे हम
ऐसे हो हमारे करम
नेकी पर चलें
और बदी से टलें
ताकि हंसते हुये निकले दम

जब ज़ुल्मों का हो सामना
तब तू ही हमें थामना
वो बुराई करें
हम भलाई भरें
नहीं बदले की हो कामना
बढ़ उठे प्यार का हर कदम
और मिटे बैर का ये भरम
नेकी पर चलें ...

ये अंधेरा घना छा रहा
तेरा इनसान घबरा रहा
हो रहा बेखबर
कुछ न आता नज़र
सुख का सूरज छिपा जा रहा
है तेरी रोशनी में वो दम
जो अमावस को कर दे पूनम
नेकी पर चलें ...

बड़ा कमज़ोर है आदमी
अभी लाखों हैं इसमें कमीं
पर तू जो खड़ा
है दयालू बड़ा
तेरी कृपा से धरती थमी
दिया तूने जो हमको जनम
तू ही झेलेगा हम सबके ग़म
नेकी पर चलें ...

 ",Do Aankhen Baarah Haath,1957,Vasant Desai,Bharat Vyas,V Shantaram/ Lata
"ऐ मालिक-ए-दो-जहाँ तेरी ज़मीं तेरा आसमां
तू क्या सोचे तू क्या जाने ये तेरे बंदों को ख़बर कहाँ -2

अरे तू है क़माल मौला तू है क़माल तेरी क़ुदरत क़माल 
हो तू है क़माल मौला तू है क़माल तेरी सल्तनत क़माल

अरे कब किसको क्या दे दे -2
कब किससे क्या ले ले -2
खेल तेरे बेमिसाल
तू है क़माल मौला ...

तेरे करम का नूर कहाँ किसकी तक़दीर जगाए
किस दामन में फूल खिले और किसका चमन महकाए
छीने किसी की हँसी किसे दे ख़ुशी कोई ये जाने ना
अरे बंदापरवर मेरे फ़ैसले तेरे कोई पहचाने ना
तू है क़माल मौला ...

मालिक तेरी क़ुदरत का है ये क्या अजब तमाशा
बेटा बाप बाप बेटे के ख़ून का है प्यासा
अनहोनी क्या हुई यहाँ तो कोई राज़ ये जाने ना
कैसा छाया जुनूं लहू को लहू आज पहचाने ना
तू है क़माल मौला ...

कैसे देखे नज़र किसी की ये ग़मनाक नज़ारा
बाप के सीने में बेटे ने ख़ंज़र आज उतारा
वक़्त बड़ा बेरहम करे क्या सितम कोई ये जाने ना
अरे किस करनी का सिला किसे क्या मिला कोई पहचाने ना
तू है क़माल मौला ...

क्यूँ ना तड़पे रूह किसी की आँख न क्यूं भर आए
जब औलाद की ख़ातिर कोई बाप यूँ जान लुटाए
क्यूँ से क़िस्मत लिखे तुझे क्या मिले कोई ये जाने ना
तू ही जाने ख़ुदा क्या है तेरी रज़ा कोई पहचाने ना
तू है क़माल मौला ...

 ",Sultanat,1986,Kalyanji-Anandji,Anjaan/ Hasan Kamaal,nan
"देखा मामा जितनी की शादियां उतनी हुई बरबादियां
अब तो full stop है ना

ओ भांजे ये वो लड्डू है जो खाए वो पछताए जो न खाए वो भी पछताए
तेरा मामा हूँ लेकिन अब मामा नहीं बनने वाला भांजे

ऐ मामा हाँ भांजे
कुछ बोलो ऐ सुनो
मान लो तुम मेरा कहना ऐसी कुड़ियों से बच के रहना
जो कहती हैं शादी करो करके मरो हाँ
मान लो तुम मेरा कहना
ऐ मामा ...

हो जाल मोहब्बत का ये पहले बिछाती हैं
फिर उड़ते पंछी को ये पिंजरे में लाती हैं हाँ
छोड़ो हे हम क्या अनाड़ी हैं कह दो अरे हम भी शिकारी हैं
ऐ मामा ...

तुम कहो जो मामा हमको वो करना है
शादी वादी करके क्या हमको मरना है हाइँ
हाँ भंवरे हम तो हज़ारों के आशिक़ हम तो सितारों के
ऐ मामा ...

ठीक जा रहे हो बच्चे

 ",Silsilaa Hai Pyaar Kaa,1999,Jatin-Lalit,Sameer,"Udit Narayan, Vinod Rathod, Ch..."
"(किशोर: ऐ मेरे बेटे सुन मेरा कहना
चाहे दुख होए हँसते ही रहना) (2)

किशोर: तू, मेरे बेटे, क्यों रोए
अँखियों के मोती क्यों खोए
मैं तेरा घोड़ा, मैं हाथी
मैं तेरे सुख दुख का साथी
तेरा मैं सहारा हूँ
मेरा तू सहारा है
जान से भी प्यारा है
आजा आजा
ऐ मेरे बेटे ...

किशोर: रखना भरोसा उसपे सदा
जिसने है सबको जनम दिया
कल तेरा पापा रहे न रहे
अब जो कहा फिर कहे न कहे
कहा न भुलाना तू,
वही रखवाला है, उसी को बुलाना तू
आजा आजा
ऐ मेरे बेटे ...

किशोर: सोचा था क्या और क्या लाया
देते हुए जी भर आया
ले ये बैसाखी लेले रे
मेरे अभागे हाथों से
इसी के सहारे चल, चल मेरे प्यारे चल
पापा के दुलारे चल
आजा आजा

सुषमा: ऐ मेरे पापा, सुन मेरा कहना
चाहे दुख होवे, हँसते ही रहना


 ",Aa Gale Lag Jaa,1973,R D Burman,Sahir,"Kishore, Sushma Shreshta"
