,Song,Film,Year,Music Director,Lyricist,Singers
90,http://giitaayan.com/viewisbsong.asp?id=13690,Pyaasa,1957,S D Burman,Sahir,"Rafi, Male voice, Female voice"
91,http://giitaayan.com/viewisbsong.asp?id=13688,Pyaasa,1957,S D Burman,Jalil Manikpuri,Guru Dutt
92,http://giitaayan.com/viewisbsong.asp?id=13686,Pyaasa,1957,S D Burman,Sahir,
93,http://giitaayan.com/viewisbsong.asp?id=13689,Pyaasa,1957,S D Burman,Majaz Lucknavi,Majaz Lucknavi
94,http://giitaayan.com/viewisbsong.asp?id=13687,Pyaasa,1957,S D Burman,Sahir,"Rafi, Male voice"
95,http://giitaayan.com/viewisbsong.asp?id=13685,Pyaasa,1957,S D Burman,Sahir,Rafi
96,http://giitaayan.com/viewisbsong.asp?id=12113,Jaan Tere Naam,1992,Nadeem-Shravan,Surendra Sathi,"Kumar Sanu, Chorus"
97,http://giitaayan.com/viewisbsong.asp?id=10074,Aap Mujhe Achche Lagne Lage,2002,Rajesh Roshan,Dev Kohli,"Alka Yagnik, KayKay, Jack, Cho..."
98,http://giitaayan.com/viewisbsong.asp?id=rmim0662,Kalyug,1981,Vanraj Bhatia,Balwant Tandon,Preeti Sagar
99,http://giitaayan.com/viewisbsong.asp?id=5,Rock Dancer,1995,Bappi Lahiri,,"Bappi Lahiri, Sweta Shetty"
100,http://giitaayan.com/viewisbsong.asp?id=21242,Shahenshah,1988,Amar-Utpal,Anand Bakshi,Asha
101,http://giitaayan.com/viewisbsong.asp?id=3342,Shatranj,1956,C Ramchandra,Rajinder Krishan,Lata
102,http://giitaayan.com/viewisbsong.asp?id=3427,Rang Birangi,1983,R D Burman,Kaka Haathrasi,"Pt Vasantrao Deshpande, Kum. F..."
103,http://giitaayan.com/viewisbsong.asp?id=3367,Joru Ka Bhaai,1955,Jaidev,Vishwamitra Adil,Lata
104,http://giitaayan.com/viewisbsong.asp?id=13767,Raja Babu,1994,Anand-Milind,Sameer,"Poornima, Chorus"
105,http://giitaayan.com/viewisbsong.asp?id=13427,Paagalpan,2001,Raju Singh,Sameer,"Udit Narayan, Sunidhi Chauhan,..."
106,http://giitaayan.com/viewisbsong.asp?id=12077,Jung,2000,Annu Malik,Sameer,"Annu Malik, Chorus"
107,http://giitaayan.com/viewisbsong.asp?id=13861,Rudraksh,2003,Shankar-Ehsaan-Loy,"Sameer, Arun Bhairav","Gayatri Iyer, Kunal, Shankar"
108,http://giitaayan.com/viewisbsong.asp?id=rmim0110,Dil Apnaa Aur Preet Paraai,1960,Shankar-Jaikishan,Shailendra,"Lata, Chorus"
109,http://giitaayan.com/viewisbsong.asp?id=6,Patitaa,1953,Shankar-Jaikishan,Shailendra,Talat
110,http://giitaayan.com/viewisbsong.asp?id=7,Dhoop Chhaaon,1935,R C Boral,Pt. Sudarshan,Saigal/ K C Dey
111,http://giitaayan.com/viewisbsong.asp?id=8,Sambandh,1969,O P Nayyar,Pradeep,Mahendra Kapoor
112,http://giitaayan.com/viewisbsong.asp?id=3003,Sanskaar,1952,Roshan,Shailendra,Lata
113,http://giitaayan.com/viewisbsong.asp?id=3004,Sahaaraa,1958,Hemant Kumar,Bharat Vyas,Lata
114,http://giitaayan.com/viewisbsong.asp?id=3251,Bahu,1955,Hemant Kumar,S H Bihari,Lata
115,http://giitaayan.com/viewisbsong.asp?id=9,Rattan,1944,Naushad,D N Madhok,Manju
116,http://giitaayan.com/viewisbsong.asp?id=10138,Aankhen,1993,Bappi Lahiri,Indeevar,"Kumar Sanu, Sadhana Sargam"
117,http://giitaayan.com/viewisbsong.asp?id=10,Khuddaar,1982,Rajesh Roshan,Majrooh,"Kishore, Lata"
118,http://giitaayan.com/viewisbsong.asp?id=14061,Sanam Bewafaa,1990,Mahesh Kishor,Saawan Kumar,Kavita Subramaniam
119,http://giitaayan.com/viewisbsong.asp?id=11416,Eenaa Meenaa Deekaa,1994,Anand-Milind,Sameer,"Kumar Sanu, Poornima, Chorus"
120,http://giitaayan.com/viewisbsong.asp?id=14358,Tu Hi Mera Dil,1995,A R Rahman,P K Mishra,S P Balasubrahmanyam
121,http://giitaayan.com/viewisbsong.asp?id=13022,Mera Qusoor Kya Hai,1964,Chitragupt,Rajinder Krishan,Rafi
122,http://giitaayan.com/viewisbsong.asp?id=10740,Beqasoor,1950,Hansraj Behl,Ehsaan Rizvi,"Rafi, Lata"
123,http://giitaayan.com/viewisbsong.asp?id=11692,Humraaz,2002,Himesh Reshammiya,Sudhakar Sharma,"Sonu Nigam, Jaspindar Narula"
124,http://giitaayan.com/viewisbsong.asp?id=12252,Jeewan/ Bahaar,1944,Naushad,D N Madhok,Nirmala Devi
125,http://giitaayan.com/viewisbsong.asp?id=11730,Hindustaan Ki Qasam,1999,Sukhwinder Singh,Anand Bakshi,"Udit Narayan, Alka Yagnik"
126,http://giitaayan.com/viewisbsong.asp?id=12078,Johar Mehmood in Goa,1965,Kalyanji-Anandji,Qamar Jalalabadi,"Mukesh, Suman"
127,http://giitaayan.com/viewisbsong.asp?id=21250,Jhoom Barabar Jhoom,2007,Shankar-Ehsaan-Loy,Gulzar,"Neeraj Shridhar, Alisha Chinoy"
128,http://giitaayan.com/viewisbsong.asp?id=11009,Dil Mera Dhadkan Teri (Non-Film),2002,Vaishnav Deva,Arun Bhairav,"Anuradha Paudwal, Nitin Mukesh"
129,http://giitaayan.com/viewisbsong.asp?id=21140,Naukar,1978,R D Burman,Majrooh,Kishore
130,http://giitaayan.com/viewisbsong.asp?id=11,Naukar,1979,R D Burman,Majrooh,Lata
131,http://giitaayan.com/viewisbsong.asp?id=11817,Heer Ranjhaa,1992,Laxmikant-Pyarelal,Anand Bakshi,"Alka Yagnik, Kavita Subramaniam"
132,http://giitaayan.com/viewisbsong.asp?id=12770,Mujhe Kuchh Kehna Hai,2001,Annu Malik,Sameer,"Preeti, Pinki, Babul Supriyo"
133,http://giitaayan.com/viewisbsong.asp?id=14301,Sandhya,2003,Anand Raj Anand,Shaheen Iqbal,Zubin Garg
134,http://giitaayan.com/viewisbsong.asp?id=13799,Raajhath,1956,Shankar-Jaikishan,Hasrat,"Lata, Usha"
135,http://giitaayan.com/viewisbsong.asp?id=14294,Surya,2003,Aadesh Srivastava,Sameer,"Shael, Baby"
136,http://giitaayan.com/viewisbsong.asp?id=12242,Junglee,1961,Shankar-Jaikishan,Shailendra,Rafi
137,http://giitaayan.com/viewisbsong.asp?id=12069,Jungle,2000,Sandeep Chowtha,Sameer,"Sonu Nigam, Sunidhi Chauhan, S..."
138,http://giitaayan.com/viewisbsong.asp?id=10423,Andaaz,2003,Nadeem-Shravan,Sameer,"Sonu Nigam, Alka Yagnik"
139,http://giitaayan.com/viewisbsong.asp?id=10895,Chaubees Ghante,1958,Bipin-Babul,Raja Mehdi Ali Khan,"Talat, Asha"
140,http://giitaayan.com/viewisbsong.asp?id=2502,Shirin Farhaad,1956,S Mohinder,Tanvir Naqvi,"Lata, Hemant"
141,http://giitaayan.com/viewisbsong.asp?id=14244,Suraj,1966,Shankar-Jaikishan,Hasrat,"Rafi, Asha"
142,http://giitaayan.com/viewisbsong.asp?id=14245,Suraj,1966,Shankar-Jaikishan,Hasrat,"Rafi, Asha"
143,http://giitaayan.com/viewisbsong.asp?id=10036,Asoka,2002,Annu Malik,Gulzar,"Sunidhi Chauhan, Chorus"
144,http://giitaayan.com/viewisbsong.asp?id=2503,Laal Pathhar,1971,Shankar-Jaikishan,Hasrat,Asha
145,http://giitaayan.com/viewisbsong.asp?id=12223,Jis Desh Mein Gangaa Behti Hai,1960,Shankar-Jaikishan,Shailendra,"Mukesh, Lata"
146,http://giitaayan.com/viewisbsong.asp?id=2751,Daera,1953,Jamal Sen,Majrooh,Talat
147,http://giitaayan.com/viewisbsong.asp?id=13898,Sur,2002,M M Kreem,Nida Fazli,"Lucky Ali, Sunidhi Chauhan"
148,http://giitaayan.com/viewisbsong.asp?id=13899,Sur,2002,M M Kreem,Nida Fazli,Sunidhi Chauhan
149,http://giitaayan.com/viewisbsong.asp?id=13,Door Gagan Ki Chhaon Mein,1964,Kishore,Kishore,Kishore
150,http://giitaayan.com/viewisbsong.asp?id=13071,Mr. X in Bombay,1964,Laxmikant-Pyarelal,Anand Bakshi,"Kishore, Lata"
151,http://giitaayan.com/viewisbsong.asp?id=13318,Navrang,1959,C Ramchandra,Bharat Vyas,Asha
152,http://giitaayan.com/viewisbsong.asp?id=13253,Naazneen,1951,Ghulam Mohammad,Shakeel,Lata
153,http://giitaayan.com/viewisbsong.asp?id=11781,Hogi Pyaar Ki Jeet,1999,Anand-Milind,Sameer,"Abhijit, Sonu Nigam, Jaspindar..."
154,http://giitaayan.com/viewisbsong.asp?id=14078,Sherani,1988,Kalyanji-Anandji,Verma Malik,Anuradha Paudwal
155,http://giitaayan.com/viewisbsong.asp?id=rmim0679,Nai Taleem,1949,Vasant Desai,S R Chopda,Lata
156,http://giitaayan.com/viewisbsong.asp?id=15241,Anjuman (Non-Film),1990,,Munir Niyazi,Ghulam Ali
157,http://giitaayan.com/viewisbsong.asp?id=10359,April Fool,1964,Shankar-Jaikishan,Shailendra,Rafi
158,http://giitaayan.com/viewisbsong.asp?id=11696,Hum Tumhare Hain Sanam,2002,Nikhil-Vinay,Sameer,"Udit Narayan, Chorus"
159,http://giitaayan.com/viewisbsong.asp?id=rmim0731,Noorjehan,1967,Roshan,Shakeel,"Asha, Usha"
160,http://giitaayan.com/viewisbsong.asp?id=14923,Naveli (Pakistan),1952,I H Qureshi/ Nazir Jafri,,Munawwar Sultana
161,http://giitaayan.com/viewisbsong.asp?id=2504,Sazaa,1951,S D Burman,Rajinder Krishan,"Hemant, Sandhya Mukherjee, cho..."
162,http://giitaayan.com/viewisbsong.asp?id=10286,Ayee Milan Ki Bela,1964,Shankar-Jaikishan,Shailendra,"Rafi, Asha"
163,http://giitaayan.com/viewisbsong.asp?id=20626,Nadir Shah,1968,S N Tripathi,,Lata
164,http://giitaayan.com/viewisbsong.asp?id=14,Chatpati (1982) and Yasmeen (1973),1982,Basu Manohari,Yogesh,"Lata, Kishore"
165,http://giitaayan.com/viewisbsong.asp?id=2255,Badi Maa,1945,K Datta,Zia Sarhadi,Noorjehan
166,http://giitaayan.com/viewisbsong.asp?id=13084,Main Prem Ki Diwani Hoon,2003,Annu Malik,Dev Kohli,"Chitra, KK"
167,http://giitaayan.com/viewisbsong.asp?id=13306,Nai Kahani,1943,Shyam Sundar,Wali Saheb,G M Durrani
168,http://giitaayan.com/viewisbsong.asp?id=87,Anmol Ghadi,1946,Naushad,Tanvir Naqvi,Noorjehan
169,http://giitaayan.com/viewisbsong.asp?id=74,Teesri Manzil,1966,R D Burman,Majrooh,"Rafi, Asha"
170,http://giitaayan.com/viewisbsong.asp?id=2758,Raajdhaani,1956,Hansraj Behl,Asad Bhopali,Lata
171,http://giitaayan.com/viewisbsong.asp?id=86,Raj Kumar,1964,Shankar-Jaikishan,Shailendra,Lata
172,http://giitaayan.com/viewisbsong.asp?id=75,Anaarkali,1953,C Ramchandra,Shailendra,Lata
173,http://giitaayan.com/viewisbsong.asp?id=13667,Parwana,1947,Khurshid Anwar,D N Madhok,Suraiya
174,http://giitaayan.com/viewisbsong.asp?id=2509,Firdaus,1953,Robin Chatterjee,D N Madhok,Asha
175,http://giitaayan.com/viewisbsong.asp?id=77,Halaaku,1956,Shankar-Jaikishan,Shailendra,"Rafi, Lata"
176,http://giitaayan.com/viewisbsong.asp?id=rmim0684,Heeralal Pannalal,1978,R D Burman,Majrooh,"Hemant, Zeenat?"
177,http://giitaayan.com/viewisbsong.asp?id=15028,Naghmaa,1953,Nashad,Nakshab,Shamshad
178,http://giitaayan.com/viewisbsong.asp?id=15207,Saaranga,1960,Sardar Malik,Bharat Vyas,"Rafi, Asha"
179,http://giitaayan.com/viewisbsong.asp?id=14911,Anmol Ghadi,1946,Naushad,Tanvir Naqvi,Noorjehan
180,http://giitaayan.com/viewisbsong.asp?id=11651,Geet Gaya Pattharon Ne/ A Poem in Stone,1964,Ramlal,Hasrat,Asha
181,http://giitaayan.com/viewisbsong.asp?id=78,Baharon Ke Sapne,1967,R D Burman,Majrooh,Lata
182,http://giitaayan.com/viewisbsong.asp?id=79,Return of Jewel Thief,1996,Jatin-Lalit,Anand Bakshi,"Alka Yagnik, Chorus"
183,http://giitaayan.com/viewisbsong.asp?id=2263,Love In Tokyo,1966,Shankar-Jaikishan,Hasrat,Rafi
184,http://giitaayan.com/viewisbsong.asp?id=80,Aah,1953,Shankar-Jaikishan,Hasrat,"Lata, Mukesh"
185,http://giitaayan.com/viewisbsong.asp?id=81,Madhumati,1958,Salil Chowdhury,Shailendra,Lata
186,http://giitaayan.com/viewisbsong.asp?id=82,Do Beeghaa Zameen,1953,Salil Chowdhury,Shailendra,Lata
187,http://giitaayan.com/viewisbsong.asp?id=10869,Chaand,1959,Hemant Kumar,Shailendra,"Lata, Chorus"
188,http://giitaayan.com/viewisbsong.asp?id=14787,Zeenat,1945,Hafiz Khan,,Noorjehan
189,http://giitaayan.com/viewisbsong.asp?id=12985,Maashooqaa,1953,Roshan,Qamar Jalalabadi,"Suraiya, Chorus"
190,http://giitaayan.com/viewisbsong.asp?id=83,Chori Chori,1956,Shankar-Jaikishan,Hasrat,"Manna Dey, Lata"
191,http://giitaayan.com/viewisbsong.asp?id=2256,Maine Pyaar Kiyaa,1989,Ram Laxman,Dev Kohli,S P Balasubramaniam
192,http://giitaayan.com/viewisbsong.asp?id=85,Geet,1970,Kalyanji-Anandji,Anand Bakshi,Rafi
193,http://giitaayan.com/viewisbsong.asp?id=3012,Mirza Sahiban,1947,"Pt Amarnath, Husnlal-Bhagatram",Qamar Jalalabadi,Noorjehan
194,http://giitaayan.com/viewisbsong.asp?id=rmim0096,Chaandni Chowk,1954,Roshan,Majrooh,Lata
195,http://giitaayan.com/viewisbsong.asp?id=12900,Maqsad,1984,Bappi Lahiri,Indeevar,Kishore
196,http://giitaayan.com/viewisbsong.asp?id=13394,Pukar,1999,A R Rahman,Majrooh,"Lata, Kids"
197,http://giitaayan.com/viewisbsong.asp?id=15,Inteqam,1969,Laxmikant-Pyarelal,Rajinder Krishan,"Lata, Usha"
198,http://giitaayan.com/viewisbsong.asp?id=16,Awara,1951,Shankar-Jaikishan,Hasrat,Lata
199,http://giitaayan.com/viewisbsong.asp?id=12659,Laawaaris,1999,Rajesh Roshan,Javed Akhtar,"Udit Narayan, Alka Yagnik"
200,http://giitaayan.com/viewisbsong.asp?id=3005,Mehboobaa,1954,Roshan,Tanvir Naqvi,Lata
201,http://giitaayan.com/viewisbsong.asp?id=14186,Shaardaa,1957,C Ramchandra,Rajinder Krishan,Asha
