Song,Film,YearMusic Director,Lyricist,Singers
"( वो वो वो वो -2, वो वो वो, वो वो वो वोऽ ) -2
( सिर्फ़ तुम सिर्फ़ तुम कोरस: सिर्फ़ तुम सिर्फ़ तुम ) -2
अल: वास्ता वास्ता वास्ता, तुझे अरमानों का मेरे वास्ता
सो: ओ जाना
अल: रास्ता रास्ता रास्ता, बड़ा मुशकिल है चाहत का रास्ता
सो: ऐसा एहसास हैऽ, ऐसी ये प्यास हैऽ
कोई जाने नहीं, दर्द ये खास है
आसरा आसरा मेरे दिल का, सिर्फ़ तुम सिर्फ़ तुम सिर्फ़ तुम, ओ जाना
चैन हो चैन हो मेरे दिल काऽ, सिर्फ़ तुम सिर्फ़ तुम सिर्फ़ तुम, ओ जाना

दिलरुबा सिर्फ़ तुम, सिर्फ़ तुम हो -2
सो: ओ जाना -2
अल: आशिक़ी आशिक़ी आशिक़ी, तेरे ग़म से मुक़म्मल है आशिक़ी
सो: ओ जाना
अल: दिल्लगी दिल्लगी दिल्लगी, बनी दिल की लगी यार दिल्लगी
सो: कह रहा मेरा मन, शबनमी है अगन
डस रही जिस्म को, ख़ुशबुओं की चुभन
ज़िन्दगी ज़िन्दगी सिर्फ़ तुम हो, सिर्फ़ तुम सिर्फ़ तुम सिर्फ़ तुम, ओ जाना
चैन हो चैन हो मेरे दिल का, सिर्फ़ तुम सिर्फ़ तुम सिर्फ़ तुम, ओ जाना
होऽ लबों पे लबों पे सिर्फ़ तुम हो, सिर्फ़ तुम सिर्फ़ तुम सिर्फ़ तुम, ओ
जाना
चैन हो चैन हो मेरे दिल काऽ, सिर्फ़ तुम सिर्फ़ तुम सिर्फ़ तुम
सिर्फ़ तुम सिर्फ़ तुम सिर्फ़ तुम

 ",Run,2004,Himesh Reshammiya,Sameer,"Alka Yagnik, Sonu Nigam"
"female : हूँ हूँ -4

( चैन मुझे अब आए ना
तेरे बिना जिया जाए ना ) -2
सीली-सीली प्यासी रैना
आके भिगा दे नैना
हो ओ ओ चैन मुझे अब आए ना
तेरे बिना जिया जाए ना
हो

female : हूँ हूँ

बीते दिनों की याद सताती है मन घबराता है रह-रह के
मेरी तनहाई मुझको बुलाती है भाग गया ग़म सह-सह के
कोई मुझे बहलाए ना
तेरे बिना जिया जाए ना
ओ चैन मुझे अब आए ना
तेरे बिना जिया जाए ना
सीली-सीली प्यासी रैना
आके भिगा दे नैना
हो चैन मुझे अब आए ना
तेरे बिना जिया जाए ना
हो

female : हूँ हूँ -2

हर धड़कन में प्यास है तेरी ऐसे में दूर मैं कैसे रहूँ
तुझ बिना दिल का आलम कैसा है तुझसे भला ये कैसे कहूँ
कोई तुझे समझाए ना
तेरे बिना जिया जाए ना
ओ चैन मुझे अब आए ना
तेरे बिना जिया जाए ना
सीली-सीली प्यासी रैना
आके भिगा दे नैना
हो चैन मुझे अब आए ना
तेरे बिना जिया जाए ना
( हो तेरे बिना जिया जाए ना ) -4
हो

 ",Teraa Chehra (Non-Film),2002,Adnan Sami,Sameer,Adnan Sami
"चैन नहीं आए, कहाँ दिल जाए
सजनवा हो, बलमवा हो 
चैन नहीं आए ...

पतझड़ छाई, छाई उदासी
प्रीत कँवल मुरझाए
पास नहीँ जब तुम ही साजन मन कैसे मुस्काए
मन कैसे मुस्काए 
चैन नहीं आए ...

आऊं तो आऊं पिया कैसे मैं आऊं
तोसे मिलन की राह न पाऊं 
राह न पाऊं
चैन नहीं आए ...

 ",Samundar,1957,Madan Mohan,Rajinder Krishan,Lata
" 
चैन से हमको कभी आपने जीने ना दिया
ज़हर भी चाहा अगर, पीना तो पीने ना दिया
चैन से हमको कभी

चांद के रथ में रात की दुल्हन जब जब आएगी
याद हमारी आपके दिल को तरसा जाएगी
आपने जो है दिया, वो तो किसीने ना दिया
ज़हर भी चाहा अगर, पीना तो पीने ना दिया
चैन से ...

आपका ग़म जो इस दिल में दिन-रात अगर होगा
सोचके ये दम घुटता है फिर कैसे गुज़र होगा
काश ना होती अपनी जुदाई मौत ही आ जाती
कोई बहाने चैन हमारी रूह तो पा जाती
इक पल हँसना कभी दिल की लगी ने ना दिया
ज़हर भी चाहा अगर, पीना तो पीने ना दिया

 ",Praan Jaaye Par Vachan Na Jaaye,1973,O P Nayyar,S H Bihari,Asha
"चैन तुमसे चैन तुमसे क़रार तुमसे है -2
ज़िंदगी की बहार तुमसे है -2
चैन तुमसे चैन तुमसे क़रार तुमसे है -2
चैन तुमसे

हमने खेली है जान की बाज़ी -2
जीत तुमन्से जीत तुमन्से है हार तुमसे है -2
चैन तुमसे

दिल में आते हो हाय यूँ बन कर -2
बर्क़ को भी बर्क़ को भी क़रार तुमसे है -2
चैन तुमसे

मुझको दुनिया की कुछ ख़बर ही नहीं -2
होश इतना होश इतना है प्यार तुमसे है -2
चैन तुमसे

 ",Panihari/ Bade Log,1946,S N Tripathi/ Ali Hussain?,"Pt Indra/ Rammurti, Brajendra Gaud?",Surendra Nath
"दुर्र फिटे मुँह

(ए दुनिया ऊट पटाँगाँ
कित्थे हत्थ ते कित्थे टाँगाँ
रत्त कुकड़ी देंदी बाँगाँ
एदे चक दे फट्टे

ए दुनिया खेल तमाशा
ए टेढी-मेढी भाषा
ए डिच विच ठाँ ठूँ शूँ शा
एदे चक दे फट्टे) 2

हे चक दे चक दे चक दे चक दे चक दे फट्टे ...

(ए दुनिया मस्त कलंदर
ताँ उत्ते बैठा बंदर
समझे अप्प्नूँ सिकंदर
एदे चक दे फट्टे

ए दुनिया बारी बारी
चखदे सारे नर नारी
तूं कनूँ बणेया भिखारी
एदे चक दे फट्टे) 2

ए दुणिया मस्त कलाँदर
ताँ उत्ते बैठा बाँदर
समझे अप्पनूँ सिकाँदर
एदे चक्क दे फट्टे

ए दुणिया बारी बारी
चखदे सारे नर नारी
तूँ कनूँ बणेया भिकारी
एदे चक दे फट्टे) 2

हे चक दे चक दे चक दे चक दे चक दे फट्टे ...

दुर्र फिटे मुँह

ए दुनिया ऊट पटाँगाँ ...

 ",Khosla Ka Ghosla,2006,Dhruv Dhalla,Jaideep Sahni,Kailash Kher
"चक्के में चक्का, चक्के पे गाड़ी, गाड़ी में निकली, अपनी सवारी
थोड़ा अगाड़ी थोड़ा पिछाड़ी थोड़ा अगाड़ी थोड़ा पिछाड़ी

1) चुन्नू छबीले मुन्नू हठीले
मखमल की टोपी छोटू रंगीले
लालू बटाटा लाली टमाटा
कम बनेंगे गट्टू गठीले 
पेट में इनकी लम्बी सी दाढ़ी, चक्के में ...

2) उमर में कच्चे ये छोटे बच्चे
हैं भोले भाले हैं सीधे सच्चे
ठानेंगे जो भी कर के रहेंगे
ये अपनी धुन के हैं पूरे पक्के
कोइ ना समझे इनको अनाड़ी, चक्के में ...

3) लम्बा सफ़र है टेढ़ी डगर है
मंज़िल है मुश्किल गिरने का डर है
पर ना रुकेंगे चलते चलेंगे
ये सारी दुनिया अब अपना घर है
हार न मानेंगे ये खिलाड़ी, चक्के में ...

 ",Brahmachari,1968,Shankar-Jaikishan,Shailendra,Rafi
"चकोरी का चंदा से प्यार
चकोरी का चंदा से प्यार
चकोरी का चंदा से प्यार
चकोरी का चंदा से प्यार

प्यारी प्यारी आँखों पे आँखेन निसार
आँखेन निसार, आँखेन निसार
चकोरी का चंदा से प्यार
चकोरी का चंदा से प्यार

होऽओऽओ
ये रातें सुहानी ये प्यारा समा
ये रातें सुहानी ये प्यारा समा, हाऽआँ
मुहब्बत दीवानी उमंगें जवाँ, आऽआऽआ
मुहब्बत दीवानी उमंगें जवाँ, आऽआऽआ
छीन लिया आँखों ने दिल का क़रार
दिल का क़रार, दिल का क़रार
चकोरी का चंदा से प्यार
चकोरी का चंदा से प्यार

लगन से तेरी होके मैं चूर चूर
आऽआऽआ, आऽआऽआ
जलूँ अपनी ही आग में दूर दूर
दूर दूर, होऽओऽओ
छोटे से मेरे दिल में अरमाँ हज़ार
अरमाँ हज़ार, अरमाँ हज़ार
चकोरी का चंदा से प्यार
चकोरी का चंदा से प्यार

होऽओऽओ
वफ़ा तुम करोगे न मानेंगे हम, होऽओ
हमारे हो तुम कहो खाके क़सम, आऽआऽऽआ
हसीनों के वादों का क्या ऐतबार
क्या ऐतबार, क्या ऐतबार
चकोरी का चंदा से प्यार
चकोरी का चंदा से प्यार

चकोरी का चंदा से प्यार
चकोरी का चंदा से प्यार


 ",Daaman,1951,K Datta,Raja Mehdi Ali Khan,Lata
"चल अकेला, चल अकेला, चल अकेला
तेरा मेला पीछे छूटा राही चल अकेला

हज़ारों मील लम्बे रास्ते तुझको बुलाते
यहाँ दुखड़े सहने के वास्ते तुझको बुलाते
है कौन सा वो इंसान यहाँ पे जिस ने दुख ना झेला
चल अकेला ...

तेरा कोई साथ न दे तो तू खुद से प्रीत जोड़ ले
बिछौना धरती को करके अरे आकाश ओढ़ ले
पूरा खेल अभी जीवन का तूने कहाँ है खेला 
चल अकेला ...

 ",Sambandh,1969,O P Nayyar,Pradeep,Mukesh
"हे: (चल बादलों से आगे
कुछ और ही समा है
हर चीज़ है निराली
हर ज़िंदगी जवाँ है ) - 2

आ: (जिसे देखने को मेरी
आँखें तरस रही हैं ) - 2
वो जगह जहाँ से हरदम
उजला बरस रही है
मेरी ख़्वाब की वो दुनिया
बतलाओ तो कहाँ है
हर चीज़ है निराली
हर ज़िंदगी जवाँ है

हे: चल बादलों से आगे ...

 ",Ek Jhalak,1957,Hemant Kumar,S H Bihari,"Hemant, Asha"
"चल भाग चलें पूरब की ओर
प्यार मेरा ना चोरी कर लें ये पश्चिम के चोर रे -2
( चल भाग चलें ) -2 पूरब की ओर

( गर ये तेरा रंग सलोना ) -2 और ये काले नैन न होते
देख के तुझको पश्चिम वाले आज यूँ बेचैन न होते
राम करे तू हो जाए गोरा भाग जाएँ सब चोर रे
चल भाग चलें ...

( बैठे चारों ओर शिकारी ) -2 रूप का जाल बिछा के
ओ पूरब के भोले पंछी उड़ जा पंख फैला के
( ओ मेरे ) -2 पूनम के चंदा झूठ ये चकोरे रे
चल भाग चलें ...

( अंग दिखा कर जर्मन वाली ) -2 पकड़े तेरी बैंया
पैरिस वाली की ख़ुश्बू से बचना मोरे सैंया
( देख प्यार के ) -2 चोरों को ही पड़ ना जाएँ मोर रे
चल भाग चलें ...

 ",Kalyug Aur Raamaayan,1987,Kalyanji-Anandji,Verma Malik,Lata
"छोटा कद और पेट बड़ा है पैसे वाला सेठ खड़ा है
बोलो सेठ कितना plate मस्का मार के
इसको है खाने का चस्का तवा गरम है रघु मार दे मस्का

चल भीड़ू चल मिली रकम बड़ी
अरे अपनी तो निकल पड़ी

लखपति और करोड़पति होंगे अपने नौकर नौकर
दुनिया के सारे बैंकों में होंगे अपने locker locker
ऐ खजूर बाप की गाड़ी समझा क्या
टक्कर क्यूं देता है बे खटारे वाले
हम तो mercedeze रखने वाले हां
मुंह देखा है क्या आईने में अरे हटा सावन की घटा
ऐ भाऊ समझ जा सुधर जा पतली गली से निकल जा चल चल चल
अरे ये बंगला कल अपना होगा ये गाड़ी कल अपनी होगी
ये होटल कल अपना होगा ये बाड़ी कल अपनी होगी
चल भीड़ू चल ...

अक्खा india kii sundariyaa.n line अपुन को देंगी देंगी
मुश्किल में पड़ जाएंगी साला दिल अपुन का लेंगी लेंगी
अरे ओ शाने के ताने मोर का नाच मुरगी क्या जाने
चल बाजू हट देख मैं जाता हूं अभी हट
micheal jackson ban jaa_e.nge disco करके दिखलाएंगे
picture ke gaane ham gaa_e.nge five star में खाना खाएंगे
चल भीड़ू चल ...

 ",Vaastav/ The Reality,1999,Jatin-Lalit,Sameer,"Kumar Sanu, Atul Kale, Chorus"
"चल चल चल मेरे साथी, ओ मेरे हाथी
चल ले चल खटारा खींच के 
चल यार, धक्का मार 
बंद है मोटर कार 
चल यार धक्का मार 
चल चल चल ...

फूलों सी नाज़ुक है वो, मोटर में बैठी है जो 
आहिस्ता आहिस्ता चल, उसको ना तकलीफ़ हो 
हाय हाय, खा ना जाये 
हाय हाय, खा ना जाये उसकी नाज़ुक कमरिया बल, चल 
चल चल चल ...

है है ओहो हो ...

खिदमत तेरी काम दे, शायद वो ईनाम दे 
कर उस हसीं को सलाम, आँखों से पैगाम दे 
पास आजा, ओ सुन राजा 
पास आजा, ओ सुन राजा 
ऐसा मौका ना जाये निकल, चल 
चल चल चल ...

तू यारों का यार है, कितना वफ़ादार है 
झूठा है सारा जहाँ, सच्चा तेरा प्यार है
तू पगला, ना बदला, 
तू पगला, ना बदला 
सारी दुनिया गयी है बदल, चल 
चल चल चल ...

 ",Haathi Mere Saathi,1971,Laxmikant-Pyarelal,Anand Bakshi,Kishore
"(चल चल रे मुसाफ़िर चल
तू उस दुनिया में चल)2
जहाँ दिल का एक इशारा हो
और दुनिया जाये बदल
चल चल रे...

मस्ती भरी हवाएं
जिस गली से जायें
अपना बनाएं
ये मदहोश निगाहें
जिस पे टिक जायें
अपना बनाएं
ये मदहोश निगाहें
जहां प्यार का रस्ता कोई न रोके
कोई न कहे सम्भल
चल चल रे...

रूप की प्यासी आँखें
दिल में अरमान, सौ तूफ़ान
आख़िर कभी तो होगी
उनसे पहचान ओ अन्जान
आख़िर कभी तो होगी
कभी तो रिमझिम बरसेंगे
ये रंग भरे बादल
चल चल रे...

यहाँ की रीत निराली
जो मौसम जाये जाके न आये
दम भर की उजियाली
जब दिन ढल जाये
दिल घबरा ए दम भर की उजियाली
जहां उजड़े न सिंगार किसीका
फैले ना काजल
चल चल रे...

 ",Poojaa,1954,Shankar-Jaikishan,Shailendra,Rafi
" 
हो हो
(चल चलें ऐ दिल करें चल 
कर किसीका इन्तज़ार
इन्तज़ार, झील के उस पार)-2

(शायद कोई परदेसी मिल जाए सूने देस में
मिल जाए भगवान मुझको आदमी के भेस में)-2
क्या हो जाए क्या है ऐतबार, झील के उस पार
चल चलें ऐ दिल करें चल 
कर किसीका इन्तज़ार
इन्तज़ार, झील के उस पार

(जो इस पार नहीं कोई क्या जाने वो उस पार हो
पर्बत के पीछे एक सुन्दर सपनों का संसार हो)-2
आई हो बहारों पे बहार, झील के उस पार
(चल चलें ऐ दिल करें चल 
कर किसीका इन्तज़ार
इन्तज़ार, झील के उस पार)-2
चलें

 ",Jheel Ke Us Paar,1973,R D Burman,Anand Bakshi,Lata
"चल दिए दे के ग़म ये न सोचा के हम
इस जहाँ में अकेले किधर जाएँगे
ऐसी मंज़िल पे छोड़ा है तुमने हमें
अब सहारा न दोगे तो मर जाएँगे
चल दिए दे के ग़म ...

बिजलियों का न डर था न आँधी का ग़म
खो गए थे मुहब्बत की दुनिया में हम
क्या ख़बर थी कि लुट जाएगा आशियाँ
क्या ख़बर थी कि तिनके बिखर जाएँगे
चल दिए दे के ग़म ...

याद करके तुम्हें रोएँगे उम्र भर
चैन आएगा दिल को न शाम-ओ-सहर
ज़िन्दगी में रहेगी तुम्हारी कमी
दिन गुज़रने को यूँ भी गुज़र जाएँगे
चल दिए दे के ग़म ...

 ",Son Of India,1962,Naushad,Shakeel,Lata
"चल दिया दिल मेरा तोड़ के
यूँ अकेला मुझे छोड़ के
याद रखना मगर बेवफ़ा
तुझको भूलेगा न दिल मेरा

सोचती है तमना मेरी
क्यों बसायी थी दुनियाँ मेरी
क्यों बनाया था वो आशियाँ
आज उठता है जिस से धुआँ
दिल न समझे ये तेरी अदा
याद रखना मगर बेवफ़ा 
तुझको भूलेगा न दिल मेरा ...

सोचता है ये दिल क्या हुआ
रात पर दिन का धोखा हुआ
फूल ले कर ये काँटे दिये
क्यों सितमगर सितम ये किये
चाहे मुझको तू जितना भुला
याद रखना मगर बेवफ़ा 
तुझको भूलेगा न दिल मेरा ...


 ",Fifty-Fifty,1956,Madan Mohan,Rajinder Krishan,Lata
"चल दिया कारवां, लुट गए हम यहाँ, तुम वहाँ
गिर पड़ी बिजलियाँ, जल गया आशियां, उठ रहा है धुआँ
चल दिया कारवां ...

ओ जाने वाले ठहर ज़रा, फ़रियाद हमारी सुनता जा
दामन पे लिखी है अश्कों ने, रूदाद हमारी सुनता जा
जी सकेंगे न हम, तुमसे होके जुदा
जा मेरी ज़िंदगी, तेरा हाफ़िज़ ख़ुदा
तेरा महमिल चला
आसरा-ए-दिल चला, रह ग{ई दासतां

चल दिया कारवां, लुट गए हम यहाँ, तुम वहाँ
चल दिया कारवां ...

 ",Lailaa Majnoon,1953,Ghulam Mohammad,Shakeel,Talat
"चल हट री हवा घूँघट ना उठा-2
मेरा मुखड़ा बालम देखेगा
चल हट री हवा घूँघट ना उठा

कोई आ बसा मेरे ध्यान में-2
मेरी जान आई है जान में-2
तू उलझती है क्या मेरी लट ना उड़ा-2
मेरा मुखड़ा बालम देखेगा
चल हट री हवा घूँघट ना उठा

मेरे दिल में नग़मे हैं प्यार के-2
ना सुना तराने बाहार के-2
चल चल जा जा मुझे कुच्ह ना सुना-2
मेरा मुखड़ा बालम देखेगा
चल हट री हवा घूँघट ना उठा

जो मिलेंगे सेहरा उठा के वो-2
दो हँसेंगे आँखें मिला के वो-2
नहीं तुझ को पता मेरे दिल में है क्या-2
मेरा मुखड़ा बालम देखेगा
चल हट री हवा घूँघट ना उठा
मेरा मुखड़ा बालम देखेगा
चल हट री हवा घूँघट ना उठा

 ",Madar-e-Watan (Pakistan),1966,Salim Iqbal,Masroor Anwar,Noorjehan
"चल कहीं चलें सजना प्यार यहां करना मना
बस्ती न कोई घर हो दुनिया का न कोई डर हो
सच हो गया तेरा मेरा सपना
चल कहीं चलें ...

महकी फ़िज़ाएं हो ठंडी हवाएं हो
दिलबर की बाहों में दिलबर की बाहें हों
मस्ती लुटाएं दिल निगाहें शराबी
गालों पे बिखरी लबों की गुलाबी
धरती हो न अंबर हो नदिया हो न सागर हो
क़ुदरत की हो दिलकश कोई रचना
चल कहीं चलें ...

यादों के मेले हों ख्वाबों के रेले हों
सारे ज़माने के ग़म को भुलाएं
जन्नत से भी सुंदर हो सबसे हसीं मंज़र हो
न गैर हो कोई न हो अपना
चल कहीं चलें ...

 ",Muqaddar,1996,Anand-Milind,Sameer,"Suresh Wadkar, Bela"
"चल कर ले थोड़ा प्यार नहीं ते मर जावांगे दोनों
हाँ कर दे मेरी जान नहीं ते मर जावांगे दोनों
अब न कर इंतज़ार नहीं ते मर जावांगे दोनों
चल कर ले थोड़ा ...

हाँ कर दे मेरे यार नहीं ते मर जावांगे दोनों

तेरे पीछे कबसे पड़ी हूँ मैं ज़िद पे आज अड़ी हूँ
मैं तो बेचैन बड़ी हूँ कब से तैयार खड़ी हूँ
तू भी हो जा तैयार नहीं ते मर जावांगे दोनों
चल कर ले थोड़ा ...

मेरी साँस चले यूं रुक रुक के तेरी नज़र उठे यूं झुक झुक के
हम साथी दोनों दुःख सुख के हाय जिंदड़ी रह गई जल फुंक कर
कर कोई जतन दिलदार नहीं ते मर जावांगे दोनों
चल कर ले थोड़ा ...

दिल में तस्वीर बना ले मुझे अपनी हीर बना ले
ज़ुल्फ़ें ज़ंजीर बना ले अँखियों के तीर चला ले
कर तीर जिगर के पार नहीं ते मर जावांगे दोनों
चल कर ले थोड़ा ...

 ",Tu Chor Main Sipaahi,1996,Dilip Sen-Sameer Sen,Anand Bakshi,"Kumar Sanu, Poornima"
"खेवा खेवा हो खेवा हो खेवा 

खेवा रे खेवा खेवा रे खेवा खेवा रे खेवा नैया रे 

चल खेवाअ रे खेवा खेवा रे खेवा खेवा रे खेवा नैया रे

चल खेवा रे खेवा नैया खेवा मछली है सागर का मेवा 

और भी देगा देवा देवा मेवा देवा 

जल थल जल है चंचल मौजें ये बेकल 

कोशिश कर आगे चल बोले ये हर पल 

( चल खेवा रे खेवा नैया खेवा मछली है सागर का मेवा 
और भी देगा देवा देवा मेवा देवा ) -2

हमने सागर में खेला है मौत से आँख मिचोली -2

इसने ही तो बताया है कीमत ज़िंदगी की 

इसके जितने बड़े इरा.दे हैं फिरते नहीं हैं ज़ुबाँ से हम 

मोती भी जैसे हैं दौलत इस सागर की 

हिम्मत भी वैसे ही है दौलत अपने दिल की 

सागर जितना गहरा उतना दिल अपना 

खेवा रे खेवा रे नैया खेवा मछली है सागर का मेवा 
और भी देगा देवा देवा मेवा देवा 
चल खेवा रे खेवा रे नैया खेवा मछली है सागर का मेवा 
और भी देगा देवा देवा मेवा देवा

खेवा रे खेवा खेवा रे खेवा खेवा रे खेवा नैया रे 
चल खेवा रे खेवा खेवा रे खेवा खेवा रे खेवा नैया रे 

इश्क़ भी है समंदर तो दिल की कश्ती चला दो -2

साथी हम सा हसीं हो और माझी तुम सा जवाँ हो 

फिर नीले-नीले अम्बर के साये में बहते जायें यहाँ-वहाँ हम 

डूबने मत देना तुम पर कश्ती अपने दिल की 

तूफ़ाँ से टकरा लूँ उम्मीदें हों साहिल की 

मुश्किल की सुन ही आसानी है साहिबा 

( चल खेवा रे खेवा रे नैया खेवा मछली है सागर का मेवा 
और भी देगा देवा देवा मेवा देवा ) -2

 ",Doli Saja Ke Rakhna,1998,A R Rahman,Mehboob,"Sukhvindar Singh, Ranu Mukherjee"
"चल कुड़िये चल ओत्थे चलिए जित्थे प्रीतां लाइये
इक दूजे दी अक्ख विच रे के दुनिया नूं भुलाइये
होय चल कुड़िये चल ...

अरे ओत्थे जित्थे ऐश करांगे जवानी cash करांगे
ओय कुड़िये कुड़िये कुड़िये मेरे हाण दीये

चल मुंडेया चल ओत्थे चलिये जित्थे प्रीतां लाइये
इक दूजे दी ...
ओय मुंडेया मुंडेया मुंडेया मेरे हाण देया

तेरा अंग अंग मस्ताना तेरा रूप शराबी
तूने ऐसा मंतर फेरा लुट गया जट्ट पंजाबी
हड़िप्पा
धीरे धीरे नेड़े नेड़े आजा हौले हौले
तेरियाँ एसियाँ गल्लां सुन के मेरा दिल भी डोले
मेरे यार दीवाने ओय
तू कोई जादू जाने होय
तू सुन ले मेरी अर्जी होय
यही है मेरी मर्जी होय
ओय चल मुंडेया ...
हड़िप्पा ओ शावा

ये दुनिया जलती है तो ये दुनिया जलती जाए
तेरे मेरे इश्क़ दी गड्डी यूँ ही चलती जाए
हड़िप्पा
यूँ ही नाल रहांगे दोनों साँसों को महका के
मौज करांगे हम दोनों ढाबे विच भंगड़ा पाके
तू है सोहणी सोहणी ओय
बड़ी मनमोहणी मोहणी ओय
न हमसे दूर रहना ओय
यही है मेरा कहना ओय
ओय चल कुड़िये चल ...

 ",Jaani Dushman,2002,Anand-Milind,Sameer,"Sonu Nigam, Jaspindar Narula"
"चल मेरे दिल लहरा के चल मौसम भी है वादा भी है
उनकी गली का फ़ासला थोड़ा भी है ज़्यादा भी है
चल मेरे दिल ...

मैं हूँ राही प्यार का राही मेरी मंज़िल प्यार की गलियाँ
दिल में बसी है हुस्न की सूरत आँखों में दिलदार की गलियाँ
चल मेरे दिल ...

उसकी चाहत उसकी तमन्ना हो तो हो बेकार का सपना -2
घर से निकलना यार से मिलना ये तो कार-ओ-बार है अपना -2
चल मेरे दिल ...

 ",Ishaara,1964,Kalyanji-Anandji,Majrooh,Mukesh
"चल चल चल चल
चल मेरे साजन चल मत कर साजन कल दिल में है हलचल
चल कुड़िये चंचल चल चल विरहा में जल विरहा का हर पल
चल मेरे साजन ...

ये मेरी जवानी आहा है तेरी दीवानी आहा
ओ दिलबर जानी तू आग मैं पानी
चल आँख लड़ा ले आहा चल तीर चला ले आहा
तूफ़ान उठा ले ये रोग लगा ले
मेरा शीशे जैसा अंग अंग अंग अंग में उमंग
इसे रेशम कहूं या मलमल
चल कुड़िये चंचल ...

हाँ ये दिल का लगाना आहा है रोग लगाना ओह
ना आँख लड़ाना ना बात बढ़ाना ऐसा क्या
ना नींद गंवाना ना जी को जलाना
चाहें मर जाना पर दिल ना लगाना
इसमें जो गिर जाए कभी उभर ना पाए
ये प्यार है ऐसा दलदल
चल कुड़िये चंचल ...

 ",Vinaashak,1998,Viju Shah,Deepak Choudhary,"Manahar Udhas, Alka Yagnik"
"ओ लड़के दीवाने कहाँ से आया तू
दुल्हन को ले जाने कहाँ से आया तू

चल प्यार करेगी
  हाँ जी, हाँ जी
मेरे साथ चलेगी
  न जी, न जी

अरे तू हाँ कर या न कर तेरी मज़.री सोणिये
हम तुमको उठा कर ले जाय्ंगी
डोली में बिठा कर ले जायेंगे
हम घर में कहीं छुप जायेंगे
संग तेरे नहीं हम जायेंगे
ओ, चल प्यार करेगी   ...

ओ गोरे गोरे मुखड़े वाली
ओ काले काले नैनों वाली
मान मेरा एहसान
कि मैं ने हाँ कर दी
तू वरना कुँवारी रह जाती
ये शादी हमारी रज जाती
चल प्यार करेगी   ...

जा मैं नहीं करती शादी-वादी
मुझको प्यारी है ये आज़ादी
मैं तो अपने बाबुल के बाहों की बुलबुल हूँ
बस तुझसे मुझे ये कहना है
पिंजरे में मुझे नहीं रहना है
चल प्यार करेगी   ...

आँखों से काजल ले जायेंगे
ज़ुल्फ़ों से बादल ले जायेंगे
अरे हम आये हैं दूर से
यूँ वापस न जायेंगे
हम अपनी सजनिया ले जायेंगे
अरे हम अपनी दुल्हनिया ले जायेंगे
चल प्यार करेगी   ...


 ",Jab Pyaar Kisi Se Hotaa Hai,1998,Jatin-Lalit,Anand Bakshi,"Alka Yagnik, Sonu Nigam, chorus"
"चल री चली चल नैया
चल री जिधर तुझे लेके चली जाये
लहरों पे पुरवैया

जाने किस की राह निहारे
कौन सलोनी आँख पसारे
लायी सन्देसा किस नगरी से
लहरों पे पुरवैया ...

मन के पीछे डोल रहा है
बन के तन पर छाईं
याद की मारी बैरन अँखियाँ
काहे भर भर आयीं

चमके चम चम लाख सितारे
फिर भी अँधेरे दोनों किनारे
पिया की नगरी तट पहुचा दे
लहरों पे पुरवैया  ...

 ",Sardar,1955,Jagmohan,Vrajendra Gaur,Hemant Kumar
"चल री सजनी अब क्या सोचे  - (2)
कजरा ना बह जाये रोते रोते
चल री सजनी अब क्या सोचे

(बाबुल पछताए हाथों को मल के 
काहे दिया परदेस टुकड़े को दिल के  ) - 2
आँसू लिये, सोच रहा, दूर खड़ा रे
चल री सजनी ...

ममता का आँगन, गुड़ियों का कंगना
छोटी बड़ी सखियाँ, घर गली अंगना 
छूट गया, छूट गया, छूट गया रे
चल री सजनी ...

(दुल्हन बनके गोरी खड़ी है 
कोई नही अपना कैसी घड़ी है  ) - (2)
कोई यहाँ, कोई वहाँ, कोई कहाँ रे

चल री सजनी अब क्या सोचे
कजरा ना बह जाये रोते रोते
चल री सजनी अब क्या सोचे

 ",Bambai Kaa Baabu,1960,S D Burman,Majrooh,Mukesh
