Song,Film,YearMusic Director,Lyricist,Singers
" हो ओ ... एक लड़की को देखा तो ऐसा लगा 
 एक लड़की को देखा तो ऐसा लगा, जैसे
 खिलता गुलाब, जैसे
 शायर का ख्वाब, जैसे
 उजली किरन, जैसे
 बन में हिरन, जैसे
 चाँदनी रात, जैसे
 नरमी बात, जैसे
 मन्दिर में हो एक जलता दिया, हो!
 ओ... एक लड़की को देखा तो ऐसा लगा!
 
 हो, एक लड़की को देखा तो ऐसा लगा
 एक लड़की को देखा तो ऐसा लगा, जैसे
 सुबह का रूप, जैसे
 सरदी की धूप, जैसे
 वीणा की तान, जैसे
 रंगों की जान, जैसे
 बलखायें बेल, जैसे
 लहरों का खेल, जैसे
 खुशबू लिये आये ठंडी हवा, हो!
 ओ... एक लड़की को देखा तो ऐसा लगा!
 
 हो, एक लड़की को देखा तो ऐसा लगा
 एक लड़की को देखा तो ऐसा लगा, जैसे
 नाचता मोर, जैसे
 रेशम की डोर, जैसे
 परियों का राग, जैसे
 सन्दल की आग, जैसे
 सोलह श्र्ऋंगार, जैसे
 रस की फुहार, जैसे
 आहिस्ता आहिस्ता बढ़ता नशा, हो!
 ओ... एक लड़की को देखा तो ऐसा लगा!
 एक लड़की को देखा तो ऐसा लगा!

 ",1942: A Love Story,1942,R D Burman,Javed Akhtar,Kumar Sanu
"एक लड़की मुझे चाहती है मगर
बोलती कुछ नहीं मैं क्या करूं
एक लड़का मुझे देखता है मगर
बोलता कुछ नहीं मैं क्या करूं

मेरी तमन्ना उसको पता है अनजान है वो सब जानकर
उसने तो मेरी दुनिया बदल दी उसकी मोहब्बत में है असर
उसके बिना अब तन्हा लगे है मुझको मेरी ज़िंदगी
ऐसा लगता है क्यूं वैसा लगताअ है क्यूं
ऐसा लगने लगा मैं क्या करूं
ओ ओ

महसूस हर पल करती हूँ उसको वो धड़कनों का एहसास है
दिल कह रहा है उसको बता दूँ वो मेरी साँसों की प्यास है
बस जाऊँगी मैं उसकी नज़र में दूंगी उसे हर खुशी
कह रही बेखुदी कब मिलेगी खुशी
शर्म आए मुझे मैं क्या करूं
एक लड़का मुझे
एक लड़की मुझे
हम क्या करें

 ",Shararat,2001,Sajid-Wajid,Sameer,"Sonu Nigam, Alka Yagnik"
"एक लड़की थी कितनी शर्मीलि हो गई रे मैं कैसी रंगीली -2

नागिन बन के मुझसे लिपट गई मेरी चुनरिया पीली-पीली -2

एक लड़की थी कितनी शर्मीलि हो गई रे मैं कैसी रंगीली

मेरे बचपन छोड़ दे बैंयाँ मेरा यौवन मेरा सैंयाँ

हाथ में उसके हाथ मैं दे दूँ आगे जीवन भूल-भुलैयाँ

दिल की गलियों में आये बंजारे बेच रहे वो सपने कुँवरे

छेड़ी किसने बंसी पे धुन सुरीली

एक लड़की थी कितनी शर्मीलि हो गई रे मैं कैसी रंगीली

छन-छन

चूड़ियाँ हाथों में खन-खन पायलें रातों में छन-छन

जल गई रे बरसातों में आ गई दिल की बातों में

चूड़ियाँ हाथों में खन-खन पायलें रातों में छन-छन
जल गई रे बरसातों में आ गई दिल की बातों में

ह

नाम का सावन बूँद-बूँद बरसे पतझड़ जैसा ये मन तरसे

कैसी बदन में आग लगी ये मैं तो आ गई बाहर घर से

कारे बदरा तू मुझको भिगो दे डूब जाऊँ मैं मुझको डुबो दे

कैसी प्यारी रुत है ये मीठी सुरीली

एक लड़की थी कितनी शर्मीलि हो गई रे मैं कैसी रंगीली -2
नागिन बन के मुझसे लिपट गई मेरी चुनरिया पीली-पीली -2
एक लड़की थी कितनी शर्मीलि हो गई रे मैं कैसी रंगीली
छन-छन
( चूड़ियाँ हाथों में खन-खन पायलें रातों में छन-छन
जल गई रे बरसातों में आ गई दिल की बातों में ) -3

 ",Love You Hamesha,2001,A R Rahman,Anand Bakshi,Kavita Krishnamurthy
"एक लम्हा मयकदे में जो हम लोग आ गये
कुछ बात-चीत कर गये कुछ हँस-हँसा गये

अब इसमें अपनी सुरत-ए-राना न देखिये
अब दिल के आईने में कई बाल आ गये

दम ले के एक लम्हा चले जायेंगे फ़क़ीर
सुनके तुम्हारे ख़ुल्द की तारीफ़ आ गये

कितने हसीन लोग थे जो मिल के एक बार
आँखों में जज़्ब हो गये दिल में समा गये

 ",Haseen Lamhen (Non-Film),1988,nan,Abdul Hameed Adam,Ghulam Ali
"गर्दिशों में रहती, बहती, गुज़रती 
ज़िंदगियाँ हैं कितनी
इनमें से एक है, तेरी, मेरी,
या कहीं कोई एक जैसे अपनी

पर ख़ुदा ख़ैर कर
ऐसा अंजाम किसी रूह को न दे कभी यहाँ
गुंचा मुस्कुराता इक वक़्त से पहले 
क्यों छोड़ चला तेरा ये जहाँ

एक लौ इस तरह क्यों बुझी मेरी मौला
एक लौ ज़िंदगी की, मौला

धूप के उजाले सी, ओस के प्याले सी
खुशियाँ मिले हम को
ज़्यादा माँगा है कहाँ
सरहदें न हों जहाँ
दुनिया मिले हम को

पर ख़ुदा ख़ैर कर
उस के अरमान में क्यों बे-वजह हो कोई क़ुरबान
गुंचा मुस्कुराता इक वक़्त से पहले 
क्यों छोड़ चला तेरा ये जहाँ

एक लौ इस तरह ...

 ",Aamir,2008,Amit Trivedi,Amitabh Varma,"Shilpa Rao, Amitabh"
"कि : एक महल मां छम-छम करती रहती दुई शहज़ादी
 एक हो तन की सोने जैसी दूजी मन की चाँदी
र : एक महल मां ...

 एक सुरीली बाँसुरी जैसी पंचम सुर मां बोले
 पहले हमको घर लई जाओ हम हैं घर की बांदी

 एक बड़ी तीखी नखरीली हर बात मां फूँ फाँ बोले
कि : दूजी कुछ ऐसी शर्मीली मुश्किल से हूँ हाँ बोले
 हमको हूँ हाँ भली लगे
र : हमको फूँ फाँ भली लगे रे
कि : हमको हूँ हाँ भली लगे तुम लई जाओ तूफ़ाँ आँधी

 एक दफ़ा दो भईयों जैसे आए दो राजकुमार
र : दोनों समझे जीते बाजी दोनों गए दिल हार
कि : बिन माला के हुआ स्वयंवर
र : बिन माला के हुआ स्वयंवर
दो : बिन माला के हुआ स्वयंवर
 बिना स्वयंवर की शादी

 ",Swayamvar,1980,Rajesh Roshan,Gulzar,"Kishore, Rafi"
"किशोर: 
एक मैं और एक तू
दोनों मिले इस तरह
हो, एक मैं और एक तू
दोनों मिले इस तरह
और जो तन मन में हो रहा है
ये तो होना ही था

क्यूँ नहीं, मिलते हैं यार यार से
दे मुझे, प्यार का जवाब प्यार से
धड़कनें हुई जवाँ
वक़्त भी है महरबाँ
फिर ये कैसी दूरियाँ
बोलो बोलो बोलो बोलो बोलो

आशा:  
#ष्ह्ह ष्ह्ह ष्ह्ह्ह्ह्!#
एक मैं और एक तू
दोनों मिले इस तरह
हो, एक मैं और एक तू
दोनों मिले इस तरह
और जो तन मन में हो रहा है
ये तो होना ही था

दूरियाँ, वक़्त आने पे मिटायेंगे
एक दिन, इतना पास पास आयेंगे
इंतज़ार तब तलक
बेक़रार तब तलक
यूँ ही प्यार तब तलक
बोलो बोलो बोलो बोलो बोलो

किशोर: 
#ष्ह्ह ष्ह्ह्ह ष्ह्ह्ह्ह्!#
एक मैं और एक तू
दोनों मिले इस तरह
हो, एक मैं और एक तू
दोनों मिले इस तरह
और जो तन मन में हो रहा है
ये तो होना ही था

आशा:  
दिल्लगी, बन गयी है दिल की लगी

किशोर:  
हे, ज़िंदगी, नाम है इसी का ज़िंदगी

आशा:  
हो खेल खेल में सनम
आ गये जहाँ पे हम
रोक ले वहीं कदम
बोलो बोलो बोलो बोलो बोलो

किशोर:  
#ष्ह्ह ष्ह्ह्ह्ह ष्ह्ह्ह्!#
एक मैं और एक तू

आशा:  
दोनों मिले इस तरह

किशोर:  
एक मैं और एक तू

आशा: 
दोनों मिले इस तरह

किशोर: 
और जो तन मन में हो रहा है

आशा:  
हूँ हूँ हूँ हूँ हूँ हूँ

किशोर: 
ये तो होना ही था

आशा: 
ये तो होना ही था

किशोर: 
ये तो होना ही था


 ",Khel Khel Mein,1975,R D Burman,Gulshan Bawra,"Asha, Kishore"
"वेर्बल प्रेलुदे:
जली जो शाख-ए-चमन, साथ बाग़बाँ भी जला
जला के मेरे नशेमन को आस्मां भी जला
 
एक मैं हूँ एक मेरी बेक़सी की शाम है
अब तो तुझ बिन ज़िंदगी भी मुझ पे इक इल्ज़ाम है
 
दिल पे क्या गुज़री तेरे जाने से कोई क्या कहे
साँस जो आती है वो भी दर्द का पैग़ाम है
 
आँसूओं मुझ पर हँसो मेरे मुक़द्दर पर हँसो
अब कहाँ वो ज़िंदगी जिस का मुहब्बत नाम है
 

 ",Taraanaa,1951,Anil Biswas,Kaif Irfani,Talat
"एक ना एक दिन ये कहानी बनेगी तू मेरे सपनों की रानी बनेगी
मैं तेरा दीवाना बनूँगा रानी तू मेरी दीवानी बनेगी
एक ना एक दिन ...

चैन लूटा है नींद लूटी है ऐसे मौसम में तू मुझसे रूठी है -2
ये तेरे हाथों की अँगूठी प्रेम की पहली निशानी बनेगी
एक ना एक दिन ...

ये ग़ुस्सा तू भूल जाएगी तेरे होंठों पे हँसी आएगी
ये आज हो या कल हो ये बेरुख़ी मेहरबानी बनेगी
एक ना एक दिन ...

यूँ तो पहले लाज आती है बाद में गोरी मान जाती है
तेरा-मेरा नया-नया मिलन है ये मुलाक़ात पुरानी बनेगी
एक ना एक दिन ...

 ",Goraa Aur Kaalaa,1972,Shankar-Jaikishan,Anand Bakshi,Rafi
"एक नग़्मा एक तारा एक ग़ुँचा एक जाम
ऐ ग़म-ए-दौराँ ग़म-ए-दौराँ तुझे मेरा सलाम

ज़ुल्फ़ आवारा गरेबाँ चाक घबराई  नज़र
इन दिनों ये है जहाँ में ज़िंदगानी का निज़ाम

चन्द तारे टूट कर दामन में मेरे आ गिरे
मैंने पूछा था सितारों से तेरे ग़म का मक़ाम

पड़ गईं पैराहन-ए-सुबह-ए-चमन पर सलवटें
याद आ कर रह गई है बेख़ुदी की एक शाम

तेरी इस्मत हो के हो मेरे हुनर की चाँदनी
वक़्त के बाज़ार में हर चीज़ के लगते हैं दाम

 ",Naghma-E-Dil (Non-Film),1991,nan,Sagar Siddiqi,Ghulam Ali
"एक नज़र बस एक नज़र जान-ए-तमन्ना देख इधर
एक नज़र बस एक नज़र
  
कुछ तो बता ऐ जान-ए-वफ़ा तेरी अदा शरमाती है क्यों
कुछ तो बता ऐ जान-ए-वफ़ा
कुछ तो बता ऐ जान-ए-वफ़ा तेरी अदा शरमाती है क्यों
हँसके लिपटती थी जो गले से अब वो नज़र कतराती है क्यों
पहले लगाना,
पहले लगाना फिर तरसाना ठीक नहीं मेरे दिलबर
एक नज़र एक नज़र
  
हम भी हैं तेरे दीवाने दिल भी है तेरा दीवाना
हम भी हैं तेरे दीवाने
हम भी हैं तेरे दीवाने दिल भी है तेरा दीवाना
रूह के सोये तार जगाके छेड़ दे ऐसा अफ़साना
दोनों जहाँ से,
दोनों जहाँ से हम खो जाएं कुच भी रहे ना अपनी खबर
एक नज़र एक नज़र
  
एक नज़र बस एक नज़र जान-ए-तमन्न देख इधर
एक नज़र एक नज़र


 ",Munimji,1955,S D Burman,Sahir,Lata
"किशोर:
एक नज़र किसी ने देखा और दिल हुआ दीवाना
है बात बस इतनी-सी और बन गया अफ़साना
लता:
इक नज़र किसी ने देखा और दिल हुआ दीवाना
है बात बस इतनी-सी और बन गया अफ़साना

किशोर:
(चोरी-चोरी बगिया में आई जो बहार
कलियों की अँखियों से छलका ख़ुमार )   (2)
छुप-छुप किसी से नज़र हुई चार
कोई दिल जीत गया कोई गया हार
मन मेरे झूम, तारों को चूम, आया तेरा ज़माना
लता:
इक नज़र किसी ने देखा और दिल हुआ दीवाना
है बात बस इतनी-सी और बन गया अफ़साना

लता:
(बाजे मोरा बिछुआ ठुमक चलूँ चाल
धक-धक दिल मेरा देता जाए ताल)  (2)
उड़े है चुनर जैसे शायर का ख़याल
जाने कैसे जादू लेके आया है ये साल
आँखें चुराऊँ, छुप-छुपके गाऊँ, मैं एक नया तराना
किशोर:
एक नज़र किसीने देखा और दिल हुआ दीवाना
है बात बस इतनी-सी और बन गया अफ़साना

लता:
(नई-नई दुनिया है मैं हूँ अनजान
अभी-अभी किसी से हुई है पहचान) (2)
किशोर:
सोच-सोच हार गया मैं हूँ हैरान
तुम्हें किस नाम से पुकारूँ मेहमान
सपना कहूँ, कि अपना कहूँ, कि रंगीन इक फ़साना
लता:
इक नज़र किसी ने देखा और दिल हुआ दीवाना
है बात बस इतनी-सी और बन गया अफ़साना
किशोर:
एक नज़र किसीन ए देखा और दिल हुआ दीवाना
है बात बस इतनी-सी और बन गया अफ़साना

 ",Rungoli,1962,Shankar-Jaikishan,Shailendra,"Lata, Kishore"
"एक पगली मेरा नाम जो ले शरमाये भी घबराये भी
गलियों गलियों मुझसे मिलने आये भी घबराये भी

रात गये घर जाने वाली गुमसुम लड़की राहों में
अपनी उलझी ज़ुल्फ़ों को सुलझाये भी घबराये भी

कौन बिछड़ कर फिर लौटेगा क्यूँ आवारा फिरते हो
रातों को एक चाँद मुझे समझाये भी घबराये भी

आने वाली रुत का कितना ख़ौफ़ है उसकी आँखों में
जाने वाला दूर से हाथ हिलाये भी घबराये भी

 ",Haseen Lamhen (Non-Film),1988,nan,Mohsin Naqvi,Ghulam Ali
"एक पहेली है तू
हाँ
नार नवेली है तू
हाँ
कुछ कहा
जितना मैं सुलझाऊँ और उलझती जाए
ओ
हाँ
यहाँ आओ ना
एक पहेली है ...

दीवाना होने लगा हूँ तर र रम
मैं इसपे खोने लगा हूँ तर र रम
ओ नैना तेरे ऐसे जैसे भूल-भुलैया
बड़ी अलबेली है तू
नार नवेली है ...

ओ हो
कब तक पीछा करोगे
यह प्रेमी आँखों को मीचे तर र रम
चलता जाए तेरे पीछे ल ल ल ला
ऐ खिंचा चला जाए कच्चे धागे से सैंया
खेल वो खेली है तू
नार नवेली है ...

जादू कोई है कि धोखा तर र रम
क़दमों को न जाए रोका
जाने कहाँ ले के चली थाम के बैंया आते जाइए
आज अकेली है तू
नार नवेली है ...

 ",Heera Panna,1973,R D Burman,Anand Bakshi,"Kishore, Asha"
"एक पते की बात सुनाऊँ सुन मेरे हमजोली
सबसे अच्छी सबसे सुन्दर बोली प्रेम की बोली

ये जीवन संग्राम नहीं जीवन है खेल तमाशा
कड़वे बोल न बोलो भैया बोलो मीठी भाषा
कड़वी बात लगे दिल पर बन के बंदूक की गोली
सबसे अच्छी सबसे ...

क्या पूरब है क्या पश्चिम क्या उत्तर दक्खन है
हम सब एक चमन के पंछी एक हमारा गुलशन है
सब एक हैं तो क्यों अलग बनाएँ अपनी टोली
सबसे अच्छी सबसे ...

एक के पास ज़्यादा है और एक के पास जो कम है
बाँट लें एक बराबर आपस में तो फिर क्या ग़म है
बोलो फिर क्यों फैलाएँ हम जाकर अपनी झोली
सबसे अच्छी सबसे ...

 ",Pyar Ki Kahani,1971,R D Burman,Anand Bakshi,Rafi
"एक प्यार का नग़मा है, मौजों की रवानी है 
ज़िंदगी और कुछ भी नहीं, तेरी मेरी कहानी है - (2)

कुछ पाकर खोना है, कुछ खोकर पाना है
जीवन का मतलब तो, आना और जाना है
दो पल के जीवन से, एक उम्र चुरानी है
ज़िंदगी और...

तू धार है नदिया की, मैं तेरा किनारा हूँ
तू मेरा सहारा है, मैं तेरा सहारा हूँ
आँखों में समंदर है, आशाओं का पानी है
ज़िंदगी और...

तूफ़ान तो आना है, आकर चले जाना है
बादल है ये कुछ पल का, छाकर ढल जाना है
परछाइंयाँ रह जातीं, रह जाती निशानी है
ज़िंदगी और...

जो दिल को तसल्ली दे, वो साज़ उठा लाओ
दम घुटने से पहले ही, आवाज़ उठा लाओ
खुशियों की तमन्ना है, अश्कों की रवानी है
ज़िंदगी और...

 ",Shor,1972,Laxmikant-Pyarelal,Santosh Anand,"Mukesh, Lata"
"एक प्यासा तुझे मैख़ाना दिए जाता है
जाते-जाते भी ये नज़राना दिए जाता है

बाज़ी किसी ने प्यार की जीती या हार दी
जैसे गुज़र सकी ये शब-ए-ग़म गुज़ार दी
बाज़ी किसी ने ...

साहिल करेगा याद उसी नामुराद को
कश्ती ख़ुशी से जिसने भँवर में उतार दी
बाज़ी किसी ने ...

चल पड़े सफ़र को तो मुड़ के क्या देखना
दुनिया ने उसको सदा बार-बार दी
बाज़ी किसी ने ...

 ",Nazrana,1961,Ravi,Rajinder Krishan,Rafi
"एक राधा, एक मीरा दोनों ने श्याम को चाहा
अन्तर क्या दोनों की चाह में बोलो
इक प्रेम दीवानी, इक दरस दीवानी
एक राधा, एक मीरा   ...

राधा ने मधुबन में ढूँढा
मीरा ने मन में पाया
राधा जिसे खो बैठी
वो गोविन्द और दरस दिखाया
एक मुरली एक पायल, एक पगली, एक घायल
अन्तर क्या दोनों की प्रीत में बोलो
एक सूरत लुभानी, एक मूरत लुभानी
इक प्रेम दीवानी, इक दरस दीवानी   ...

मीरा के प्रभु गिरिधर नागर
राधा के मनमोहन
राधा दिन {श}ऋंगार करे
और मीरा बन गयी जोगन
एक रानी एक दासी, दोनों हरि प्रेम की प्यासी
अन्तर क्या दोनों की तृप्ति में बोलो
एक जीत न मानी, एक हार न मानी
इक प्रेम दीवानी, इक दरस दीवानी   ...


 ",Raam Teri Gangaa Maili,1985,Ravindra Jain,Ravindra Jain,Lata
"एक राजा है एक रानी है पास पैसा है और जवानी है
और क्या ज़िंदगानी है
सब नसीबों की ये कहानी है
तेरी चाहत की सब निशानी है
और क्या ज़िंदगानी है

घर है एक मंदिर तुम मेरे देवता हो
मैने रब से मांगी वही तुम दुआ हो
कौन हमें दुनिया में इतना प्यार देगा
इतनी खुशी और ऐसा संसार देगा
मुझे रहना है इन्हीं चरणों में
उम्र बाहों में यूँ बितानी है
और क्या ज़िंदगानी है

ऐसी अपनी दोस्ती है ऐसा दोस्ताना
याद रखेगा हमको सारा ज़माना
दोस्ती पे बिल्कुल न करना भरोसा
दोस्त बनके देते हैं लोग यहाँ धोखा
दोस्ती हम ना कभी तोड़ेंगे
आज हमने ये दिल में ठानी है
और क्या ज़िंदगानी है

ऐसे गुलशन तो बहारों में खिला करते हैं
ऐसे माँ बाप नसीबों से मिला करते हैं
मैने हर रोज दुआ मांगी है तेरी खातिर
मेरा हर ख्वाब बन गया है हकीकत आखिर
इन रिश्तों को हम निभाएंगे
अपनी पूजा भी आजमानी है
और क्या ज़िंदगानी है
एक राजा है ...
कल तलक जो सच था वो बन गया फ़साना
तिनका तिनका बिखरा लुटा वो आशियाना
पल में बन गए सारे अपने बेगाने
याद बहुत आते हैं गुज़रे ज़माने
बस तबाही है ग़म के साए हैं
सूनी आँखों में सिर्फ़ पानी है
और क्या ज़िंदगानी है

 ",Ek Rishtaa,2001,Nadeem-Shravan,Sameer,"Mohammed Aziz, Anuradha Paudwa..."
"एक रात में दो-दो चाँद खिले
एक घूँघट में, एक बदली में
अपनी अपनी मंज़िल से मिले
एक घूँघट में, एक बदली में
एक रात में दो-दो चाँद खिले   ...

बदली का वो चाँद तो सबका है
घूँघट का ये चाँद तो अपना है
मुझे चाँद समझने वाले बता
ये रात है या कोई सपना है
एक रात में दो-दो चाँद खिले   ...

मालूम नहीं दो अनजाने
राही कैसे मिल जाते हैं
फूलों को अगर खिलना है तो वो
वीरानों में खिल जाते हैं
एक रात में दो-दो चाँद खिले   ...


 ",Barkha,1959,Chitragupt,Rajinder Krishan,"Mukesh, Lata"
"एक ऋतु आए एक ऋतु जाए
दीप जलाए दीप बुझाए
कभी हँसाए कभी रुलाए

जिया नाहीं लागे का करूँ सजना
तुझ बिन सूना लागे अँगना
आए न मोरे नैनों में निंदिया
साजे न मोरे माथे पे बिंदिया
बाजे न मोरे पाँवों में पायलिया

घिर आई कारी कारी बदरिया
धड़के जियरा चमके बिजुरिया
ऐसे लागे सगरे बदरा
जैसे तोरे नैनों का कजरा
छोड़ो साँवरिया

खिल गईं कलियाँ, खिल गईं कलियाँ
नैना ढूँढ़ें साजन कि गलियाँ
खिल गईं -3 कलियाँ, खिल गईं



 ",Sau Saal Baad,1966,Laxmikant-Pyarelal,Anand Bakshi,"Lata, Manna De"
"को : एक साँस और एक साँस कम
 एक साँस में बीतें जनम
 एक साँस बस एक साँस हम
 एक साँस और एक साँस कम

सु : हो क्या कर दिया क्या हो गया
को : एक साँस और एक साँस कम
सु : क्या कर दिया क्या हो गया
 कैसे कहाँ तू खो गया
को : एक साँस और एक साँस कम
 एक साँस में बीतें जनम
 एक साँस बस एक साँस हम
 एक साँस और एक साँस कम

सु : हो दिल के टूटे जान जाते वक़्त लगता ही नहीं
 इक ख़ुशी का पल मनाते बीत जाये ज़िन्दगी
 मुझ में खोया आज-तक था आज ख़ुद को पा लिया
 मुझसे मिल के मैने पूछा तूने किसको क्या दिया
 ( क्या कर दिया ) -2 कब खो गया इन्सान था क्या हो गया
को : एक साँस और एक साँस कम
 एक साँस में बीतें जनम

सु : ज़िन्दगी को जीते-जीते पीते-पीते अपने ग़म
 साँस और एहसास कितने खो दिये कितने जनम
 हैं जहाँ पे तुझको जाना साथ क्या ले जायेगा
 प्यार को मंज़िल बना ले तू ख़ुदा को पायेगा
 ( मिल जायेगा ) -2 जो खो दिया पत्थर था तू कब रो दिया
को : एक साँस और एक साँस कम
 एक साँस में बीतें जनम
 एक साँस बस एक साँस हम
 एक साँस और एक साँस कम
सु को : एक साँस और एक साँस कम
 एक साँस में बीतें जनम
 एक साँस बस एक साँस हम
 एक साँस और एक साँस कम

 ",Supari,2003,Vishal-Shekhar,Vishal,"Sukhwinder Singh, Chorus"
"एक समय पर दो बरसातें -2
बादल के संग आँख भी भरसे
चारों ओर है जल-थल जल-थल -2
फिर भी प्यासा मनवा तरसे
एक समय पर दो बरसातें

( उमड-घुमड जब छायीं घटायें
नीर बरसेगा सबने जाना ) -2
कोई न जाने दिल में तूफ़ाँ
कब आ जाये और किधर से
एक समय पर दो बरसातें

( आग लगी है दिल में लेकिन
देख रहा है आँख का पानी ) -2
शोलों के संग बहती नदिया
निकल रही है एक ही घर से

एक समय पर दो बरसातें
बादल के संग आँख भी भरसे
चारों ओर है जल-थल जल-थल
फिर भी प्यासा मनवा तरसे
एक समय पर दो बरसातें

 ",Jhoola,1962,Salil Chowdhury,Rajinder Krishan,Manna Dey
"एक सवाल मैं करूँ एक सवाल तुम करो
हर सवाल का सवाल ही जवाब हो
एक सवाल मैं करूँ   ...

प्यार की बेला साथ सजन का फिर क्यों दिल घबराये
नईहर से घर जाती दुल्हन क्यों नैना छलकाये
है मालूम कि जाना होगा, दुनियाँ एक सराय
फिर क्यों जाते वक़्त मुसाफ़िर रोये और रुलाये
    - फिर क्यों जाते वक़्त मुसाफ़िर रोये और रुलाये!
एक सवाल मैं करूँ   ...

चाँद के माथे दाग है फिर भी चाँद को लाज न आये
उसका घटता बढ़ता चेहरा क्यों सुन्दर कहलाये
काजल से नैनों की शोभा क्यों दुगुनी हो जाये
गोरे गोरे गाल पे काला तिल क्यों मन को भाये
    - गोरे गोरे गाल पे काला तिल क्यों मन को भाये
एक सवाल मैं करूँ   ...

गा गा गा रे गा रे   ...

उजियारे में जो परछाई पीछे पीछे आये
वही अन्धेरा होने पर क्यों साथ छोड़ छुप जाये
सुख में क्यों घेरे रहते हैं अपने और पराये
बुरी घड़ी में क्यों हर कोई देख के भी क़तराये
    - बुरी घड़ी में क्यों हर कोई देख के भी क़तराये
एक सवाल मैं करूँ   ...


 ",Sasural,1961,Shankar-Jaikishan,Shailendra,"Lata, Rafi"
"ला ला ला ...
एक से बढ़कर एक, मैं लाई हूँ तोहफ़े अनेक
ज़ुल्फ़ों की शाम लाई
हो, दिल तेरे नाम लाई
ज़ुल्फ़ों की शाम लाई, दिल तेरे नाम लाई
मज़ा आएगा मुलाक़ात का
ए, क्या program है आज रात का?
एक से बढ़कर एक ...

एक मुहब्बत दूजी जवानी तीजा बहता पानी
रोकने से नहीं रुकते तीनो, सुन ले दिलबर जानी
वक़्त है सोच ले, जान ले, देख ले
मज़ा आएगा मुलाक़ात का
ए, क्या program है आज रात का?
एक से बढ़कर एक ...

मैं हूँ शोला, मैं हूँ शबनम, मैं हूँ मस्त बहार
चुन ले जो भी मर्ज़ी तेरी, मेरे रंग हज़ार
मान ले बात को, थाम ले हाथ को
मज़ा आएगा मुलाक़ात का
ए, क्या program है आज रात का?
एक से बढ़कर एक ...

 ",Ek Se Badhkar Ek,1976,Kalyanji-Anandji,Verma Malik,Runa Laila
"एक शहन्शाह ने बनवा के हसीं ताजमहल
सारी दुनिया को मुहब्बत की निशानी दी है
इसके साये मे सदा प्यार के चर्चे होंगे
खत्म जो हो ना सकेगी वो कहानी दी है
एक शहन्शाह ने बनवाके ...

ताज वो शम्मा है उल्फ़त के सनम खाने की
जिसके परवानो मे मुफ़लिस भी ज़रदार भी है
संग-ए-मरमर मे समाए हुए ख्वाबों की क़सम
मरहले प्यार के आसान भी दुशवार भी हैं
दिल को एक जोश इरादों को जवानी दी है
एक शहन्शाह ने बनवाके ...

ताज इक ज़िन्दा तसव्वुर है किसी शायर का
इसक अफ़साना हकीकत के सिवा कुछ भी नही
इसके आगोश मे आकर ये गुमां होता है
ज़िन्दगी जैसे मुहब्बत के सिवा कुछ भी नही
ताज ने प्यार की मौजों को रवानी दी है
एक शहन्शाह ने बनवाके ...

ये हसीं रात ये महकी हुई पुरनूर फ़ज़ा
हो इजाज़त तो ये दिल इश्क़ का इज़हार करे
इश्क़ इन्सान को इन्सान बना देता है
किसकी हिम्मत है मुहब्बत से जो इनकार करे
आज तकदीर ने ये रात सुहानी दी है
एक शहन्शाह ने बनवाके ...

 ",Leader,1964,Naushad,Shakeel,"Lata, Rafi"
"आ एक सितारा ऐसा चमका रोशन हुआ जहां
उस तारे का नाम है प्यारे मेरा हिन्दुस्तां
ओ पूरब का पश्चिम में उजाला हो गया
ओ london me.n india का बोलबाला हो गया
पूरब का पश्चिम में ...

ओ बड़े दूर से देस पराए परदेसी आए हैं
हो देसी बंदे अपने देस का संदेसा लाए हैं
यारों उसका क्या कहना जिसकी थी नेक कमाई
सच्चा बंदा ओ होंदा जो जाने पीर पराई
सुनके विदेशी मतवाला हो गया
london में ...

वहां के रहने वाले हम जहां प्यार दिलों में बसता
कैसे टूटेगा ये बंधन ये है प्यार का रिश्ता
हो मैने जाने क्यूं सोचा ये देस पराया है
तेरी बातें सुन के मेरा दिल भर आया है
ओ तूने जाने क्यूं सोचा ये देस पराया है
हां अच्छा लगा मुझको के तेरा दिल भर आया है
रिश्ते नातों से बंधी है डोर ये जीवन की
मेरे इस जीवन पे मेरे भारत का साया है
ओ यार तेरा किस्सा तो निराला हो गया
london में ...

 ",Yeh Hai Jalwa,2002,Anand Raj Anand,Dev Kohli,"Sukhvindar Singh, Pankaj Udhas"
"एक सुबह एक मोड़ पर मैं ने कहा उसे रोक कर
हाथ बढ़ा अए ज़िंदगी, आँख मिलाकर बात कर

रोज़ तेरे जीने के लिये 
एक सुबह मुझे मिल जाती है
मुरझाती कोई शाम अगर तो
रात कोई खिल जाती है
मैं रोज़ सुबह तक आता हूँ 
और रोज़ शुरू करत हूँ सफ़र
हाथ बढ़ा अए ज़िंदगी, आँख मिलाकर बात कर

तेरे हज़ारों चेहरों में
एक चेह्रा है मुझसे मिलता है
आँखों का रंग भी एक सा है
आवाज़ का अंग भी मिलता है
सच पूचो तो हम दो जुड़व हैं
तू शाम मेरी मैं तेरी सहर
हाथ बढ़ा अए ज़िंदगी, आँख मिलाकर बात कर


 ",Hip Hip Hurray,1984,Vanraj Bhatia,Gulzar,nan
