Song,Film,YearMusic Director,Lyricist,Singers
"तुम गगन के चंद्रमा हो, मैं धरा की धूल हूँ
तुम प्राणों के देवता हो, मैं समर्पित फूल हूँ
तुम हो पूजा मैं पुजारी, तुम सुधा मैं प्यास हूँ

तुम महासागर की सीमा, मैं किनारे की लहर
तुम महासंगीत के स्वर, मैं अधूरी साँस हूँ
तुम हो काया मैं हूँ छाया, तुम कसम मैं भूल हूँ

तुम उषा की लालिमा हो, भोर का सिंदूर हो
मेरे प्राणों का हो गुँजन, मेरे मन का मयूर हो
तुम हो पूजा मैं पुजारी, तुम सुधा मैं प्यास हूँ

 ",Sati Savitri,1964,Laxmikant-Pyarelal,Bharat Vyas,"Lata, Manna Dey"
"तुम हम को भुला बैठे हो ...
हम को भुला बैठे हो ...

तुम हम को भुला बैठे हो हम तुम को भुलाये कैसे,
हम तुम को भुलाये कैसे
जो आग़ लगाई तुम ने हम उस को बुझाये कैसे
तुम हम को भुला बैठे हो

उम्मीद पे जीते थे हम उम्मीद नही अब कोई
जीने का न हो जब सामाँ तो उमर बिताये कैसे,
तो उमर बिताये कैसे
तुम हम को भुला बैठे हो हम तुम को भुलाये कैसे,
हम तुम को भुलाये कैसे

रो रो के हुई ये हालत अब रो भी नही सकते हम, हाये,
अब रो भी नही सकते हम
और रो न सके तो अपना अफ़साना सुनाये कैसे,
अफ़साना सुनाये कैसे
तुम हम को भुला बैठे हो

 ",Badi Maa,1945,K Datta,Zia Sarhadi,Noorjehan
"तुम हमसे मिलो हम तुमसे मिलें
लोगों को मंज़ूर नहीं मंज़ूर नहीं

वो बात भला फिर कैसे हो जो
दुनिया का दस्तूर नहीं दस्तूर नहीं

होंठों पे हँसी लाके अपने
अश्क़ों को छुपाया है हमने
आँखें भी चुरायी है हमने
दामन भी बचाया है हमने
ओ....

ये याद रहे लेकिन तुमको 
मजबूर है हम मग़रूर नहीं 
मग़रूर नहीं

तुम हमसे...

दुनिया की दीवारें लेकिन
ये उल्फ़त तोड़के देती है
ये टूटे दिल टूटे रिश्ते
ये क़िस्मत जोड़ भी देती है
ओ...

जिस दिन हम तुम मिल जायेंगे 
वो दिन शायद अब दूर नहीं दूर नहीं

तुम हमसे...


 ",Mere Humsafar,1970,Kalyanji-Anandji,Anand Bakshi,Lata
"तुम हमें भूल गए हम न तुम्हें भूल सके -2
तुम हमें भूल गए ...

मेरा टूटा हुआ दिल उनको दिखाओ जा कर
एक बार तो उनको ये पैगाम सुनाओ जा कर
तुम हमें भूल गए ...

ऐ हवा जाना ज़रा उनकी गली से हो कर
वो मेरा हाल जो पूछे तो ये कहना रो कर
तुम हमें भूल गए ...

तुम तो मिलते ही नहीं हम याद से मिल लेते हैं
तुम तो सुनते ही नहीं हम याद से कह देते हैं
तुम हमें भूल गए ...

 ",Balam,1949,Husnlal-Bhagatram,Qamar Jalalabadi,Rafi
"तुम हमें प्यार करो या न करो
हम तुम्हें प्यार किए जाएँगे
चाहे क़िस्मत में ख़ुशी हो के न हो
ग़म उठाकर ही जिए जाएँगे
तुम हमें प्यार ...

हम नहीं वो जो ग़म-ए-इश्क़ से घबरा जाएँ
हो के मायूस ज़ुबाँ पर कोई शिकवा लाएँ
चाहे कितना ही बढ़े दर्द-ए-जिगर
अपने होंठों को सिए जाएँगे
तुम हमें प्यार ...

तुम सलामत हो तो हम चैन भी पा ही लेंगे
किसी सूरत से लगी दिल की बुझा ही लेंगे
प्यार का जाम मिले या न मिले
हम तो आँसू भी पिए जाएँगे
तुम हमें प्यार ...

तोड़ दी आस तो फिर इतना ही एहसान करो
दिल में रहना जो न चाहो तो नज़र ही में रहो
ठेस लगती जो है दिल पर तो लगे
ग़म उठाकर ही जिए जाएँगे
तुम हमें प्यार ...

 ",Kaise Kahoon,1964,S D Burman,Shakeel,Lata
"तुम ही हमारी, हो मंज़िल, माइ लव - 2
ये आवाज़ देता है, दिल माइ लव 
तुम ही हमारी, हो मंज़िल, माइ लव 

ऐसा ना जानो, हमको अचानक तुम पे ये प्यार आ गया 
हो, बीती रुतों तो का ये रंग है जो, बनके बहार छा गया 
हो, तुमको देखा प्यार, आ गया 
तुम ही हमारी, हो मंज़िल, माइ लव ...

चाहा तो चाहा, हमको मेरी जां, वारेंगे तुमपे जिया 
हो, आगे हमें क्या, काहे को सोचें 
कोई भी हो तुम पिया, तुम संग जीना, ओ साथिया 
तुम ही हमारी, हो मंज़िल, माइ लव ...

देखो हमारी राहों में जाना, क्या क्या दिये जल गये 
दिल से नज़र तक अन्धेरे साये जो थे टल गये 
हो, रास्ते रंगों में ढल गये 
तुम ही हमारी, हो मंज़िल, माइ लव - 2
ये आवाज़ देता है, दिल माइ लव 
तुम ही हमारी, हो मंज़िल, माइ लव 

 ",Yaara Dildaara,1991,Jatin-Lalit,Majrooh,"Udit Narayan, Anuradha Paudwal"
"र : तुम ही तुम हो मेरे जीवन में
 फूल ही फूल हैं जैसे चमन में
ल : एक हो मेरे तुम इस जहाँ में
 एक है चंदा जैसे गगन में
र : तुम ही तुम हो
ल : तुम ही तुम हो

ल : तुम मिले मुझे नया जहान मिल गया
 झूमती ज़मीन को आसमान मिल गया
र : तुम ही तुम हो
ल : तुम ही तुम हो

र : तुमसे दिल का चैन है तुमसे है क़रार
 तुम ना रूठना कि रूठ जाएगी बहार
ल : तुम ही तुम हो
र : तुम ही तुम हो

ल : तुम हो मेरे कौन ज़िन्दगी है क्यूँ हसीन
र : सुन लो मेरी धड़कनें तो आएगा यक़ीन
ल : तुम ही तुम हो
र : तुम ही तुम हो

 ",Ek Dil Sau Afsane,1963,Shankar-Jaikishan,Shailendra,"Rafi, Lata"
"तुम हो दीन दयाल प्रभुजी
अपने साथी की भी पूछ लो
पूरा करो सवाल

जगत पति है नाम तुम्हारा
दुःख हरना है काम तुम्हारा
तोरे द्वारे आयी भिखारिन
खाली हाथ न टाल

पापन जी भर दूर खड़ी है
जीवन नैया डोल रही है
दया के सागर दया करो तुम
अबला मुझे सँभाल

बड़ी दूर से आयी हूँ मैं
अबला सा ये लाई हूँ मैं
मीरा को दर्शन से माँगी
अब तो करो निहाल


 ",(Non-film),1940,Durga Sen,Meera Bai,Asitbaran
"तुम हो जानम मेरा जीवन तेरा ही प्यार है मेरे मन में 

थोड़ी ख़ुशियाँ थोड़े ग़म हैं मीठी सी आग है मेरे तन में 

थोड़े शोले थोड़ी शबनम दोनों साथ हैं मेरे दिल में 

चंद्रलेखा चंद्रलेखा चंद्रलेखा चंद्रलेखा 
तुम हो जानम मेरा जीवन तेरा ही प्यार है मेरे मन में 


ए बेवफ़ा कुछ तो समझ ले क्यूँ जलती ये शमा प्यार में 

इतने तूफ़ाँ साँसों में क्यूँ इतने सागर आँखों में क्यूँ 

जाने कैसे इस दिल को भा गया तू जाने कैसे सपनों में आ गया तू 

लुट गई प्यार में 

आ ज़ुलमी अब और ना सता तू ये जाँ मेरी तेरे ही नाम लिख दूँ 

तेरे क़दमों तले रखा है मेरा दिल तेरी ख़ुश्बू से ही महकी है ये महफ़िल 

फूलों सा चेहरा है मस्त जवानी है 

तेरे होंठों पे ही मेरी कहानी है

जानम सुन लो तुम हो जीवन 

तेरा ही प्यार है मेरे मन में 
थोड़ी ख़ुशियाँ थोड़े ग़म हैं मीठी सी आग है मेरे तन में 
थोड़े शोले थोड़ी शबनम दोनों साथ हैं मेरे दिल में 
चंद्रलेखा चंद्रलेखा चंद्रलेखा चंद्रलेखा

फूलों सा चेहरा है मस्त जवानी है 
तेरे होंठों पे ही मेरी कहानी है

तुम हो जानम मेरा जीवन तेरा ही प्यार है मेरे मन में 
थोड़ी ख़ुशियाँ थोड़े ग़म हैं मीठी सी आग है मेरे तन में 
थोड़े शोले थोड़ी शबनम दोनों साथ हैं मेरे दिल में 
चंद्रलेखा चंद्रलेखा चंद्रलेखा चंद्रलेखा

 ",Chor Chor,1996,A R Rahman,P K Mishra,Anupama
"तुम हो मेरी निगाहों पे छाई

तुम हो साँसों पे जैसे समाई

बोलो कौन हो बोलो कौन हो बोलो ना

तुम हो ये चाँदनी साथ लाई

तुम हो ख़ुश्बू में जैसे नहाई

बोलो कौन हो बोलो कौन हो बोलो ना

जाने क्यूँ लगा मुझे कि जैसे हसीं

तुम मुझे किसी जनम में हो मिली कहीं 

चेहरा जैसे जाना-पहचाना

जिसने मुझको किया दिवाना

बोलो कौन हो बोलो ना

आ आ आ आ आ आ -2

यूँ लगे मुझे कि तुम हो कोई रागिनी

यूँ लगे कि साँचे में ढली है चाँदनी

उजला-उजला रूप जो देखूँ गुमसुम-गुमसुम हैराँ सा हूँ

बोलो कौन हो बोलो ना

तुम जो अपनी हो न पराई

तुम जो यूँ पास हो मेरे आये

जैसे लहरों-लहरों नाव चले

जैसे हौले-हौले फूल खिले

जैसे ख़्वाब कोई आये आँखों में

जैसे गीत कोई आये होंठों में

तुम हो मेरी निगाहों पे छाई
तुम हो साँसों पे जैसे समाई
बोलो कौन हो बोलो कौन हो बोलो ना
बोलो ना बोलो ना बोलो ना

 ",Kabhi Na Kabhi,1997,A R Rahman,Javed Akhtar,"Hariharan, Sujatha"
"( तुम हो साथ रात भी हसीं है
अब तो मौत का भी ग़म नहीं है ) -2

( चाँद जानता नहीं ये दास्ताँ
किस तरफ़ चला है मेरा कारवाँ ) -2
फिर कभी न साथ होंगे हम यहाँ
चाँ को तो ये ख़बर नहीं है

तुम हो साथ रात भी हसीं है
अब तो मौत का भी ग़म नहीं है

( कितना ख़ुशनसीब मेरा प्यार है
मेरे सामने मेरी बहार है ) -2
तेरी हर अदा से मुझको प्यार है
आज मुझको कोई ग़म नहीं है

तुम हो साथ रात भी हसीं है
अब तो मौत का भी ग़म नहीं है

( आज फूल मेरे प्यार के खिले
अब न हैं शिक़ायते न हैं गिले ) -2
जो मौत मुझको तेरे हाथ से मिले
वो मौत ज़िन्दगी से कम नहीं है

तुम हो साथ रात भी हसीं है
अब तो मौत का भी ग़म नहीं है

 ",Mohar,1959,Madan Mohan,Rajinder Krishan,Lata
"र : तुम इश्क़ की महफ़िल हो तुम हुस्न का जलवा हो
 या साज-ए-मोहब्बत पर छेड़ा हुआ नग़मा हो
आ : इक बार फिर कहो ज़रा
को : इक बार फिर कहो ज़रा

आ : शाईर हो मुसव्विर हो मालूम नहीं क्या हो
 लगता है मुझे ऐसा तुम मेरी तमन्ना हो
र : इक बार फिर कहो ज़रा
को : इक बार फिर कहो ज़रा

र : ज़ुल्फ़ें हैं घटा जैसी चेहरा है कमल जैसा
 ( मरमर का बदन प्यारा ) -2 है ताजमहल जैसा
 जैसे तुम्हें क़ुदरत ने हाथों से बनाया हो -2
 तुम इश्क़ की महफ़िल ...
आ : इक बार फिर कहो ज़रा
को : इक बार फिर कहो ज़रा

आ : तुम क्या मिले उल्फ़त की तस्वीर नज़र आई
 मुझको मेरे ख़्वाबों की ताबीर नज़र आई
 भरता नहीं दिल जिससे तुम ऐसा नज़ारा हो -2
 शाईर हो मुसव्विर हो ...
र : इक बार फिर कहो ज़रा
को : इक बार फिर कहो ज़रा

 ",Saaz Aur Awaz,1966,Naushad,Khumar Barabankwi,"Rafi, Asha"
"तुम इतना जो मुस्कुरा रहे हो
क्या ग़म है जिसको छुपा रहे हो
तुम इतना...

आँखों में नमी हँसी लबों पर
क्या हाल है क्या दिखा रहे हो
क्या ग़म है...

बन जायेंगे ज़हर पीते पीते - (2)
ये अश्क़ जो पीते जा रहे हो
क्या ग़म है...

रेखाओं का खेल है मुक़द्दर - (2)
रेखाओं से मात खा रहे हो
क्या ग़म है...

 ",Arth,1982,Jagjit Singh,Kaifi Azmi,Jagjit Singh
"हो ओ ओ ओ 
(तुम इतने दिन बाद मिले
तुम इतने दिन कहाँ रहे
जानके जो अनजान बने
कोई हुस्न क्या कहे
तुमने जाना नहीं
हमें पहचाना नहीं
ला ला ला ला ला ला ला ला) (2)

बड़े अफ़सोस की है बात
तुमने तो मिलाया भी नहीं हाथ

(बड़े अफ़सोस की है बात
तुमने तो मिलाया नहीं हाथ ) 2
बैठे हो आँख चुराके
देखो तो आँख मिलाके
हमको है क्या शिकायत
हो पूछो तो पास बुलाके
पूछ भी लो ना
अरे तुमने जाना नहीं
हमें पहचाना नहीं
ला ला ला ला ला ला ला ला

तुम इतने दिन बाद मिले
तुम इतने दिन कहाँ रहे
जानके जो अंजान बने
कोई हुस्न क्या कहे
अरे तुमने है जाना नहीं
हमें पहचाना नहीं
ला ला ला ला ला ला ला ला

कोई नहीं था वो तुम ही थे
कोई नहीं था वो हम ही थे
हे हे
कोई नहीं था वो तुम थे
कोई नहीं था वो हम थे
हम तुम में दोस्ती थी
सीने में आग उठी थी
जाने वो दिल्लगी थी
या दिल की लगी थी
तुमने है जाना नहीं
हमें पहचाना नहीं
ला ला ला ला ला ला ला ला

तुम इतने दिन बाद मिले
तुम इतने दिन कहाँ रहे
जानके जो अंजान बने
कोई हुस्न क्या कहे
अरे तुमने जाना नहीं
हमें पहचाना नहीं
ला ला ला ला ला ला ला ला


 ",The Great Gambler,1979,R D Burman,Anand Bakshi,Asha
"तुम जावो-जावो भगवान बने -2
इनसान बनो तो जानें -2
तुम जावो-जावो भगवान बने -2

तुम उनके जो तुमको ध्यायें -2
जो नाम रटें मुक्ति पायें -2
हम पाप करें और दूर रहें -2
तुम पार करो तो मानें -2

तुम जावो बड़े भगवान बने -2

तुम जावो-जावो भगवान बने -2

तुम उनके जो तुमको ध्यायें
जो नाम रटें मुक्ति पायें
हम पाप करें और दूर रहें
तुम पार करो तो मानें

तुम जावो बड़े भगवान बने -2

तुम जावो-जावो भगवान बने -2

 ",Chitralekha,1941,Jhande Khan,Kedar Sharma,Ram Dulari
"तुम जब से जीवन में ख़ुशबू की तरह छाये
कब जाने रैन गई कब दिन ढल जाए

मैं हूँ वही तुम हो वही मौसम है वही
बिखरी हुई फूलों पर शबनम है वही
फिर क्यों पुरानी आज कहानी लगती है नई
जब से नये मतलब ये जीने के समझ पाए
कब जाने रैन गई कब दिन ढल जाए

कौन सी ये मंज़िल है कैसा है सफ़र
इतनी हसीं पहले नहीं लगती थी डगर
इन राहों पे आओ बसा लें सपनों का नगर
जब से मुझे प्यार भरे इस मोड़ पे तुम लाए
कब जाने रैन गई कब दिन ढल जाए

तुमने छुआ मुझपे हुआ जाने क्या असर
अनदेखी उठने लगी मन में इक लहर
क्यों न ये लम्हें मिलके चुन लें हम-तुम झूमकर
जब से तेरे गीत मेरे इन होंठों पर आए
कब जाने रैन गई कब दिन ढल जाए



 ",Kisi Se Na Kehna,1983,Bappi Lahiri,nan,Asha
"तुम जहाँ हो वहाँ, क्या ये मौसम नहीं
क्या नज़ारे वहाँ मुस्कुराते नहीं
क्या वहाँ ये घताएं बरसती नहीं
क्या कभी हम तुम्हें याद आते नहीं
तुम जहाँ हो वहाँ, क्या ये मौसम नहीं
क्या नज़ारे वहाँ मुस्कुराते नहीं

ये ज़माना हमेशां का बेदर्द है
दर्द-ए-दिल पे, कोई हाथ धरता नहीं
दिल की फ़ित्रत कभी एक रहती नहीं
ज़िंदगी भर वफ़ा, कोई करता नहीं
फिर भी जैसे भुलाया है तुमने हमें  -2
इस तरह भी किसी को भुलाते नहीं
तुम जहाँ हो वहाँ  क्या ये मौसम नहीं
क्या नज़ारे वहाँ मुस्कुराते नहीं

दर्द है मेरे दिल का मेरे गीत में
गीत गाता हूँ मैं तुम मुझे साज़ दो
रात खामोश है और तनहा है दिल
तुम कहाँ हो ज़रा दिल को आवाज़ दो
जो गुज़ारे थे हमने, मोहब्बत में दिन -2
क्या वो दिन अब तुम्हें याद आते नहीं
तुम जहाँ हो वहाँ, क्या ये मौसम नहीं
क्या नज़ारे वहाँ मुस्कुराते नहीं
तुम जहाँ हो वहाँ, क्या ये मौसम नहीं

 ",Road To Sikkim,1969,Vijaysinghji,Jalal Malihabadi,Mukesh
"तुम जैसे बिगड़े बाबू से मैं अँखियाँ बचाऊँ
थिन-गिन थिन-गिन नाचूँ और दुनिया को नचाऊँ
तुम जैसे बिगड़े ...

आँखों में मधुशाले रंग भरे ये प्याले
चंदा-सूरज दोनों मेरे कानों के हैं बाले -2
अपने आप को क्या समझो हो बाबू ओ बाबू
तुम जैसे बिगड़े ...

मुख पे लट लहराए घन बदरा शरमाए
नील गगन का बाँका राही पायल बाँधने आए -2
अपने आप को क्या समझो हो बाबू ओ बाबू
तुम जैसे बिगड़े ...

 ",Jab Pyar Kisi Se Hota Hai,1961,Shankar-Jaikishan,Hasrat,Lata
"तुम जियो हज़ारों साल 
साल के दिन हों पचास हज़ार
 
सूरज रोज़ आता रहे रोज़ गाता रहे 
लेके किरणों के मेले 
पलछिन कलियाँ गिन गिन तेरा हर दिन 
तब तक रँगों से खेलें
रँग जब तक बाकी है बहारों में
तुम जियो हज़ारों साल 
साल के दिन हों पचास हज़ार ...
 
यहाँ वहाँ शाम हो चाहे जहाँ
यूँ ही झूमे शमा सुनके तुम्हारी बातें
प्यार लिये चाँद का टीका लिये 
यूँ ही जुगनू लिये चमके तुम्हारी रातें
नूर जब तक बाकी है सितारों में
तुम जियो हज़ारों साल 
साल के दिन हो पचास हज़ार ...

 ",Sujaataa,1959,S D Burman,Majrooh,Asha
"तुम जो आओ तो प्यार आ जाए
ज़िंदगी में बहार आ जाए

क्या कहूँ तुमसे कह नहीं सकता
बिन तुम्हारे मैं रह नहीं सकता
तुमको ग़र ऐतबार आ जाए
ज़िंदगी में बहार आ जाए

दिल पे मुझको तो ऐतबार नहीं
यह वो शय है जिसे क़रार नहीं
दिल पे ग़र इख्तियार आ जाए
ज़िंदगी में बहार आ जाए

जब तमन्ना शबाब पर आए
हर तरफ़ इक ख़ुमार सा छाए
ज़ह-ए-क़िस्मत जो यार आ जाए
ज़िंदगी में बहार आ जाए

 ",Sakhi Robin,1962,Robin Banerjee,Yogesh,"Manna Dey, Suman Kalyanpur"
"ओ ओ ओ ला ला लाला
तुम जो चल दिए रूठे रूठे बोलो दिल मेरा क्यों न टूटे
सुनो जाओ न लगा के यूं इल्जाम झूठे झूठे
तुम जो चल दिए ...

तुम पर दीवाना हूँ मैं इक परवाना हूँ मैं
कहता फ़साना हूँ मैं हर बात में
याद करोगे तुम था कोई ऐसा पागल
वो जिसके दम से हलचल जज़्बात में
रंग भरता था जो हर मुलाकात में
तुम जो चल दिए ...

दिल ऐसे न तुम तोड़ो मुंह ऐसे तो न मोड़ो
अब जाने भी दो छोड़ो जो भी हुआ
तुम मेरा प्यार देखो हूँ बेकरार देखो
एक पल भर तो देखो हाल मेरा
मान भी जाओ आओ इधर तो ज़रा
तुम जो चल दिए ...

 ",Ek Thaa Dil Ek Thi Dhadkan,1998,Anand Raj Anand,Javed Akhtar,Abhijit
