Song,Film,YearMusic Director,Lyricist,Singers
"तेरे लबों पे इन्कार है मेरे लबों पे इकरार है
हाँ यही तो हैं सब निशानियां
हाँ इसी का नाम तो प्यार है

हूं हूं
तूने मुझे पहचाना नहीं
जानां मैं कोई अन्जाना नहीं
आशिक़ हूँ मैं तेरे नाम का
दीवाना हूँ मैं दीवाना नहीं
हूं हूं हूं

नाम बदल के तू कहती हैं तू वो नहीं कोई और है
तूने दी थी ये अंगूठी ये कहती है तू है झूठी 
हूं हूं

हे हे हे हे हे हे हे हे

काँटा ना था जो निकल गया कागज़ न था जो खो गया
लिखा है ये दिल पे मेरे तू है मेरी मैं हूँ तेरा
तूने मुझे पहचाना ...

 ",Raju Chacha,2000,Jatin-Lalit,Anand Bakshi,"Shaan, Ajay Devgan"
"तूने प्रीत जो मुझसे जोड़ी मैने लोक लाज सब छोड़ी
प्यार में तेरे पागल हुई रे प्यार में तेरे पागल हुई
तूने प्रीत जो मुझसे ...

मैं मीरा तू मोहन मैं साया तू जीवन मेरे मितवा आजा

तूने प्रीत जो मुझसे जोड़ी मैने रीत रस्म सब तोड़ी
मन की नगरी में हलचल हुई रे
मेरे दिल की तू धड़कन तेरे दिल की मैं धड़कन
हर पल तेरे साथ रहूं मैं मेरे दिल की यही है तमन्ना

हो जग से भी मुझे क्या लेना है तू ही मेरी दुनिया
साथ गगन है साथ है सागर अपना साथ है सात जनम का
सात सुरों से भी है सुरीला गीत मेरे जीवन का
मेरे दिल की है यही तमन्ना

 ",Meeraa Kaa Mohan,1992,Arun Paudwal,Indeevar,"Suresh Wadkar, Anuradha Paudwal"
"तूने प्यार की बीन बजाई
मैं दौड़ी चली आई मैं भागी चली आई
तूने दिल से जो मुझको बुलाया
मैं दौड़ा चला आया मैं भागा चला आया

सारा सारा दिन तेरी याद सताये रात को नींद न आये
बावरी हो गई प्रीत में तेरे दिल कहीं चैन न पाये
तूने ऐसी लगन लगाई
मैं दौड़ी चली ...

आजा तुझे बीन मैं अपनी बना लूं अपने लबों से लगा लूं
मैं तुझे देखूं तू मुझे देखे आँखों में ऐसे बसा लूं
तूने अपना मुझको बनाया
मैं दौड़ा चला ...

तेरा मेरा प्यार है सदियों पुराना जाने ना जाने ज़माना
वादा किया था साथ रहेंगे वादा भूल ना जाना
तेरे प्यार में दुनिया भुलाई
मैं दौड़ी चली ...

 ",Humraaz,2002,Anand-Milind,Sameer,"Anuradha Paudwal, Mohammed Aziz"
"तूने ये फूल जो ज़ुल्फ़ों में सजा रखा है
इक दिया है जो अंधेरों में जला रखा है

जीत ले जाये कोई मुझको नसीबों वाला
ज़िंदगी ने मुझे दाँव पे लगा रखा है

जाने कब दिल में कोई झाँकने वाला आ जाये
इस लिये मैंने गिरेबान खुला रखा है

इम्तिहाँ और मेरे ज़ब्त का तुम क्या लोगे
मैंने धड़कन को भी सीने में छुपा रखा है

दिल था इक शोला मगर बीत गये दिन वो 'क़तील्'
अब कुरेदो ना इसे राख़ में क्या रखा है

 ",Golden Greatest of Mehdi Hassan (Non-Film),1994,nan,Qateel Shifai,Mehdi Hasan
"तुम सा कोई दूसरा इस ज़मीं पे हुआ
तो रब से शिक़ायत होगी
तुम्हारी तरफ़ रुख़ किसी ग़ैर का हुआ
तो क़यामत से पहले क़यामत होगी

तूने ज़िंदगी में आ के ज़िंदगी हो ज़िंदगी बदल दी
तूने प्यार यूँ निभा के ज़िंदगी हो ज़िंदगी बदल दी

अब गवारा नहीं कोई और भी हो
जो मेरी तरह यूँ तुम पे मरे
छूना तो दूर है अब न मंज़ूर है
कोई मेरे सिवा तेरा ज़िक्र भी करे
तूने फ़ासले मिटा के ज़िंदगी हो ज़िंदगी बदल दी
तूने ज़िंदगी में आ के ...

तेरी तारीफ़ गर आईना भी करे
तोड़ दूँ मैं उसे दिल मेरा कहे
तू है मेरी जुनून मेरे दिल का सुकून
मैं दीवाना हूँ तेरा कोई कुछ भी कहे
ये दीवानगी बढ़ा के ज़िंदगी हो ज़िंदगी बदल दी
तूने ज़िंदगी में आ के ...
तूने ज़िंदगी में आ के ज़िंदगी हो ज़िंदगी बदल दी
तूने प्यार यूँ निभा के ज़िंदगी हो ज़िंदगी बदल दी
तूने ज़िंदगी में आ के ...

इश्क़ में तेरे हम क्या से क्या हो गए
भूल कर ये जहाँ बस तुम्हारे हो गए
तेरे बिन ए सनम थे अधूरे से हम
मिल गए तुम हमें ख़्वाब पूरे हो गए
तूने फ़ासले मिटा के ज़िंदगी हो ज़िंदगी बदल दी
तूने ज़िंदगी में आ के ...

ऐसी दीवानगी हम ने देखी नहीं
जान-ए-जां सोच कर हम को लगता है डर
ये तो इक दौर है सच तो कुछ और है
कल जो आने वाला है उस की किस को ख़बर
इस मोड़ पे यूँ ला के ज़िंदगी हो ज़िंदगी बदल दी
तूने ज़िंदगी में आ के ...

 ",Humraaz,2002,Himesh Reshammiya,Sudhakar Sharma,Udit Narayan/ Alka Yagnik
"टूट गई डाली बिखर गए तिनके
अब कहाँ बसेरा अपना

चाँद घिरा बदली में तारे टूट गए
कठिन डगरिया पग डोले मेरे साथी छूट गए
अब कहाँ बसेरा ...

न आँख होती न कोई चुभता न रंज होते न प्यार होते
क़सम तुम्हारी न तुम पे मरते न दिल लगाते न ख़्वार होते
चाँद घिरा बदली ...

 ",Pardesi,1941,Khemchand Prakash,D N Madhok,Khursheed
"टूट गई है माला
टूट गई है माला मोती बिखर चले
दो दिन रह कर साथ जाने किधर चले
टूट गई है माला

मिलन की दुनिया छोड़ चले ये आज बिरह में सपने -2
खोये-खोये नैनों में हैं उजड़े-उजड़े सपने
उजड़े-उजड़े सपने
व्याध की गठरी लिये झुकाये नज़र चले
दो दिन रह कर साथ जाने किधर चले
टूट गई है माला

अब तो ये जग में जियेंगे आँसू पीते-पीते -2
जैसी इनपे बीती वैसी और किसी पे न बीते
और किसी पे न बीते
कोई मत पूछो इन्हें के ये किस डगर चले
दो दिन रह कर साथ जाने किधर चले
टूट गई है माला
मोती बिखर चले
दो दिन रह कर साथ जाने किधर चले

 ",Harishchandra Taramati,1963,Laxmikant-Pyarelal,Pradeep,Pradeep
"टूट गया -2
दिल का खिलौना हाय टूट गया -2
कोई लुटेरा आ के लूट गया
हाय कोई लुटेरा आ के लूट गया
दिल का खिलौना हाय टूट गया -2

हुआ क्या क़ुसूर ऐसा सैंयाँ हमारा -2
जाते हुये जो तूने हमें ना पुकारा -2
उल्फ़त का तार तोड़ा
हमें मझधार छोड़ा
हम तो चले थे ले के तेरा ही सहारा
साथी हमारा हमसे छूट गया

दिल का खिलौना हाय टूट गया -2
कोई लुटेरा आ के लूट गया
हाय कोई लुटेरा आ के लूट गया
हाय दिल का खिलौना हाय टूट गया
दिल का खिलौना हाय टूट गया

आ
कैसी परदेसी तूने प्रीत लगाई -2
चैन भी खोया हमने नींद गँवाई -2
तेरा ऐतबार कर के
हाय इंतज़ार कर के
ख़ुशियों के बदले ग़म की दुनिया बसाई
ज़ालिम ज़माना हमसे रूठ गया

दिल का खिलौना हाय टूट गया
कोई लुटेरा आ के लूट गया
हाय कोई लुटेरा आ के लूट गया
हाय दिल का खिलौना हाय टूट गया
दिल का खिलौना हाय टूट गया

 ",Goonj Uthi Shehnaai,1959,Vasant Desai,Bharat Vyas,Lata
"टूट गये सब सपने मेरे, टूट गये
टूट गये सब सपने मेरे
यह दो नैना सावन भादों, बरसे शाम सवेरे

दर्द लगी पर ठेस लगायी टूटा जो दिल आवाज़ यह आयी (2)
सुख की तमन्ना करने वाले सुख नहीं भाग तेरे
टूट गये सब सपने मेरे
यह दो नैना सावन भादों, बरसे शाम सवेरे
टूट गये सब सपने मेरे

दुःख के सताये सुख के दीवाने देख रहे थे ख़्वाब सुहाने (2)
आँख खुली तो आस के बदले यास खड़ी थी घेरे
टूट गये सब सपने मेरे
यह दो नैना सावन भादों, बरसे शाम सवेरे
टूट गये सब सपने मेरे

 ",Parwana,1947,Khurshid Anwar,D N Madhok,Saigal
"टूट गयी, टूट गयी, टूट गयी
टूट गयी मेरी मन की बीना, टूट गयी

कैसे सुर के साज सजाऊँ
कैसे सोये गीत जगाऊँ
टूटे तारो पर क्या गाऊँ
टूट गयी, टूट गयी, टूट गयी
टूट गयी मेरी मन की बीना, टूट गयी

आऽ
आऽ

मधुर मधुर संगीत सुनावो
गाओ रे, गाओ रे, गाओ रे, गाओ रे
झनन झनन सुर बजे बीन के
तार तार संग करे रंग रलिया

सुर सिंगार के साज सजे
मिरदंग चंद इक संग बजे
सुर तल संग झूमे अंग अंग
छिड़े राग रंग संग संग
तन में तरंग, मन में उमंग
अनुराग जगे
आऽ
मधुर मधुर संगीत सुनाओ
झनन झनन सुर बजे बीन के
तार तार संग करे रंग रलिया
मधुर मधुर संगीत सुनावो
गाओ रे, गाओ रे, गाओ रे, गाओ रे


 ",Sangeet Samrat Tansen,1962,S N Tripathi,Tansen,"Poorna Seth, Pandarinath Kolha..."
"टूटा हुआ दिल गाएगा क्या गीत सुहाना
हर बात में ढूँढ़ेगा वो रोने का बहाना

जो बस्ती बड़े चाह पे थी हमने बसाई
उस बस्ती में मिलता नहीं है हमको ठिकाना

शिकवा है किसी से न गिला मुझको किसी से
क़िस्मत मेरी बैरी हुई दुष्मन है ज़माना

 ",Doosri Shadi,1947,Gobind Ram,I C Kapoor,Zohra Bai
"टूटा-टूटा एक परिन्दा ऐसे टूटा
के फिर जुड़ न पाया
लूटा-लूटा किसने उसको ऐसे लूटा
के फिर उड़ न पाया

ओ ओ ओ ओ
टूटा-टूटा एक परिन्दा ऐसे टूटा
के फिर जुड़ न पाया
लूटा-लूटा किसने उसको ऐसे लूटा
के फिर उड़ न पाया

गिरता हुआ वो आसमाँ से
आकर गिरा ज़मीं पर
ख़्वाबों में फिर भी बादल ही थे
वो कहता रहा मगर

के ( अल्लाह के बन्दे हँस दे, अल्लाह के बन्दे
अल्लाह के बन्दे हँस दे, जो भी हो कल फिर आयेगा ) -2

खो के अपने पर ही तो उसने था उड़ना सीखा
खो के अपने पर ही तोऽऽऽऽ
खो के अपने पर ही तो उसने था उड़ना सीखा
ग़म को अपने साथ में ले ले दर्द भी तेरे काम आयेगा

( अल्लाह के बन्दे हँस दे, अल्लाह के बन्दे
अल्लाह के बन्दे हँस दे, जो भी हो कल फिर आयेगा ) -2

आ आ आ
टुकड़े-टुकड़े हो गया था हर सपना जब वो टूटा
टुकड़े-टुकड़े हो गया थाऽऽऽ
टुकड़े-टुकड़े हो गया था हर सपना जब वो टूटा
बिखरे टुकड़ों में अल्लाह की मरज़ी का मन्ज़र पायेगा

( अल्लाह के बन्दे हँस दे, अल्लाह के बन्दे
अल्लाह के बन्दे हँस दे, जो भी हो कल फिर आयेगा ) -2

टूटा-टूटा एक परिन्दा ऐसे टूटा
के फिर जुड़ न पाया
लूटा-लूटा किसने उसको ऐसे लूटा
के फिर उड़ न पाया

गिरता हुआ वो आसमाँ से
आकर गिरा ज़मीं पर
ख़्वाबों में फिर भी बादल ही थे
वो कहता रहा मगर

के ( अल्लाह के बन्दे हँस दे, अल्लाह के बन्दे
अल्लाह के बन्दे हँस दे, जो भी हो कल फिर आयेगा ) -4

 ",Waisa Bhi Hota Hai Part II,2003,Vishal-Shekhar,Vishal Dadlani,Kailash Kher
"टूटे हुए दिल को उल्फ़त का बस इतना फ़साना याद रहा
बस इतना फ़साना याद रहा टूटे हुए दिल को उल्फ़त का

मैं सारा ज़माना भूल गया -2
इक उनकी दुनिया याद रही -2
वो मेरी ही दुनिया भूल गया
और सारा ज़माना याद रहा
टूटे हुए दिल को ...

जाना था उन्हें चले जाते -2
पर याद भी अपनी ले जाते
क्यों आग बुझाना भूल गए
और आग लगाना याद रहा
टूटे हुए दिल को ...

 ",Hamari Manzil,1949,Husnlal-Bhagatram,Qamar Jalalabadi/Rajinder Krishan?,Rafi
"टूटे हुए ख़ाबों के लिये आँख ये तर क्यूँ
सोचो तो सही शाम है अंजाम-ए-सहर क्यूँ

जो ताज सजाए हुए फिरता हो अनोखा
हालात के क़दमों पे झुकेगा वही सर क्यूँ

सिलते हैं तो सिल जाएं किसे फ़िक़्र लबों की
ख़ुश-रंग अँधेरों को कहूँगा मैं सहर क्यूँ

सोचा किया मैं हिज्र की दहलीज पे बैठा
सदियों में उतर जाता है लम्हों का सफ़र क्यूँ

हरजाई है 'शहज़ाद्' ये तस्लें य पजाना
सोचा भी कभी तुमने हुआ ऐसा मग क्यूँ

 ",Kehna Usey (Non-Film),1984,Niaz Ahmed,Farhat Shahzad,Mehdi Hasan
"(टूटे हुए अरमानों की इक दुनिया बसाये)-2
(बैठी हूँ तेरी याद को सीने से लगाये)-2
टूटे हुए अर्मान
 
(तू दूर है नज़रों से)-2
(खुशी दूर है दिल से)-2
तू आये तो फिर मेरी खुशी लौट के आये
टूते हुए अरमानों ...

इस डर से कि दुनिया कहीं मजबूर न कर दे
मजबूर न कर दे
पलकों से लहराते हुए आँसू न बहाये
टूते हुए अरमानों ...

इक क़ैद है ग़म की
इक क़ैद है ग़म की ये जुदाई का ज़माना
जुदाई का ज़माना
आजा के ग़म ? मुझसे कहीं जीत न जाये
टूते हुए अरमानों ...

 
 ",Lahore,1949,Shyam Sundar,Rajinder Krishan,Lata
"(टूटे हुए अरमानों की इक दुनिया बसाये)-2
(बैठी हूँ तेरी याद को सीने से लगाये)-2
टूटे हुए अर्मान
 
(तू दूर है नज़रों से)-2
(खुशी दूर है दिल से)-2
तू आये तो फिर मेरी खुशी लौट के आये

॰॰ खुशी ---&ग्त्; ख़ुशी

टूते हुए अरमानों ...

इस डर से कि दुनिया कहीं मजबूर न कर दे
मजबूर न कर दे
पलकों से लहराते हुए आँसू न बहाये

॰॰ से लहराते ---&ग्त्; पे लरज़ते 

टूते हुए अरमानों ...

इक क़ैद है ग़म की
इक क़ैद है ग़म की ये जुदाई का ज़माना
जुदाई का ज़माना
आजा के ग़म ? मुझसे कहीं जीत न जाये

॰॰ के ग़म ? मुझसे ---&ग्त्; के ये ग़म मुझसे

टूते हुए अरमानों ...
 
 ",Lahore,1949,Shyam Sundar,Rajinder Krishan,Lata
"टूटे हुए ख़्वाबों ने, हमको ये सिखाया है
दिल ने, दिल ने जिसे पाया था, आँखों ने गंवाया है
टूटे हुए ख़्वाबों ने

हम ढूँढते हैं उनको, जो मिलके नहीं मिलते
रुठे हैं न जाने क्यूँ, (मेहमान मेरे दिल के - 2)
क्या अपनी तमन्ना थी, क्या सामने आया है
दिल ने, दिल ने ...
टूटे हुए ...

लौट आई सदा मेरी, टकरा के सितारों से
उजड़ी हुई दुनिया के, (सुनसान किनारों से - 2)
पर अब ये तड़पना भी, कुछ काम न आया है
दिल ने, दिल ने ...
टूटे हुए ...

 ",Madhumati,1958,Salil Chowdhury,Shailendra,Rafi
"( टूटेगी न प्यार की डोर
दुनिया चाहे लगा ले ज़ोर
दिल की बताऊँ बालम दिल की बात बताऊँ
मैं दिल की बात बताऊँ ) -2

तेरी मुहोब्बत मेरी जवानी -2
मिल-मिल के छलकाये मस्ती
हो जग-मग है धरती का आँचल -2
झिल-मिल है आकाश की बस्ती
हो आकाश की बस्ती
तू है चन्दा मैं हूँ चकोर
मंज़िल अपनी गगन की ओर
तेरे पास मैं आऊँ बालम दिल की बात बताऊँ
मैं दिल की बात बताऊँ

झूम रही हैं मस्त उमंगें -2
दिल को मिला है दिल का सहारा
हो तू दीवाना मैं हूँ दिवानी -2
कोई न जाने भेद हमारा
हो भेद हमारा
तू है मेरे मन का मोर
सुन ले मेरे दिल के चोर
जीवन तुझ पे लुटाऊँ बालम दिल की बात बताऊँ
मैं दिल की बात बताऊँ

टूटेगी न प्यार की डोर
दुनिया चाहे लगा ले ज़ोर
दिल की बताऊँ बालम दिल की बताऊँ
मैं दिल की बताऊँ

 ",Ambar,1952,Ghulam Mohammad,Shakeel,Lata
"उड़ जा, उड़ जा
उड़ जा भँवर माया कमल का आज बंधन तोड़ के -2
उड़ जा भँवर

रंग इसका लाल है
आऽ
रंग इसका लाल है और रूप भी क्या कमाल है
जिन पखुरियों में तू झूमें -2
वो तेरा जंजाल तेरा जाल है
कहीं और जा जा जा जा 
कहीं और जा के दिल लगा कलियों की गलियाँ छोड़ के
उड़ जा भँवर

देख वो सूरज की किरनें आ रही हैं झूमती
चल गगन की ओर तेरा मुख हवायें चूमतीं
बावरे उठ ज्ञान से मखमल का घेरा दूर कर
तन है काला इस लिये मन का अंदेरा दूर कर, दूर कर
तुझको बुलाये
तुझको बुलाता है सवेरा देख मुखड़ा मोड़ के

उड़ जा भँवर माया कमल का आज बंधन तोड़ के -2
उड़ जा भँवर

उड़ जा, उड़ जा, उड़ जा भँवर
उड़ जा भँवर -9
उड़ जा भँवर माया
उड़ जा भँवर
उड़ जा भँवर माया कमल छोड़ के उड़ जा -2
छोड़ के उड़ जा -3
उड़ जा -3

 ",Rani Rupmati,1959,S N Tripathi,Bharat Vyas,Manna Dey
"उड़ जा काले कांवां तेरे मुँह विच खंड पावां
ले जा तू संदेसा मेरा मैं सदके जावां
बागों में फिर पड़ गए झूले पक गइयां मिठियां अंबियां
ये छोटी सी ज़िंदगी ते रातां लम्बियां लम्बियां
ओ घर आजा परदेसी के तेरी मेरी इक जिंदड़ी

हो हो छम छम करता आया मौसम प्यार के गीतों का
रस्ते पे अँखियाँ रस्ता देखें बिछड़े मीतों का
सारी सारी रात जगाएं मुझको तेरी यादें
मेरे सारे गीत बने मेरे दिल की फ़रियादें
ओ घर आजा परदेसी ...
उड़ जा काले कांवां तेरे मुँह विच खंड पावां
ले जा तू संदेसा मेरा मैं सदके जावां
बागों में फिर पड़ गए झूले पक गइयां मिठियां अंबियां
ये छोटी सी ज़िंदगी ते रातां लम्बियां लम्बियां
ओ घर आजा परदेसी के तेरी मेरी इक जिंदड़ी

हो हो कितनी दर्द भरी है तेरी मेरी प्रेम कहानी
सात समुंदर जितना अपनी आँखों में है पानी
मैं दिल से दिल मुझसे करता हो
मैं दिल से दिल मुझसे करता है जब तेरी बातें
सावन आने से पहले हो जाती हैं बरसातें
ओ घर आजा परदेसी ...

परवत कितने ऊँचे कितने गहरे होते हैं ओ
कुछ मत पूछो प्यार पे कितने पहरे होते हैं
इश्क़ में जाने क्या हो जाता है ये रब ही जाने
तोड़ के सारी दीवारें मिल जाते हैं दीवाने
ओ ले जा मुझे परदेसी के तेरी मेरी इक जिंदड़ी
हाँ ले जा मुझे परदेसी ...
उड़ जा काले कांवां तेरे मुँह विच खंड पावां
ले जा तू संदेसा मेरा मैं सदके जावां
बागों में फिर पड़ गए झूले पक गइयां मिठियां अंबियां
ये छोटी सी ज़िंदगी ते रातां लम्बियां लम्बियां
ओ घर आजा परदेसी के तेरी मेरी इक जिंदड़ी

छम छम करता आया मौसम प्यार के गीतों का हो
रस्ते पे अँखियाँ रस्ता देखें बिछड़े मीतों का
आज मिलन की रात न छेड़ो बात जुदाई वाली
मैं चुप तू चुप प्यार सुने बस प्यार ही बोले खाली
ओ घर आजा परदेसी ...

ओ मितरा ओ यारा यारी तोड़के मत जाना हो
मैने जग छोड़ा तू मुझको छोड़के मत जाना
ऐसा हो नहीं सकता हो जाए तो मत घबराना
मैं दौड़ी आऊंगी तू बस इक आवाज़ लगाना
ओ घर आजा परदेसी ...

 ",Gadar - Ek Prem Katha,2001,Uttam Singh,Anand Bakshi,"Udit Narayan/ Udit Narayan, Al..."
"रा: उड़ जाऊँ मैं साजन रे पंख लगा कर के
दु: तोहे पकडूँ सजनी रे जाल बिछा कर के

रा:
मैं जाल तुम्हारा दूर करूँ
नैंनों के तीरों से चूर करूँ
मैं बाग़ों में छुप जाऊँ
कूक सुना कर के

दु:
मैं सोने का पिञ्जरा बनवाऊँ
जादू से खेंच तोहे लाऊँ
पिंजरे में नाच नचाऊँ
तार हिला कर के

रा: ना ना ऽऽऽ

दु: मैं बादल बन के छा जाऊँ
रा: मैं बिजली बन के तड़पाऊँ
दु: मैं प्रेम का मंत्र सिखाऊँ
रा: मैं प्रेम का मन्त्र सुनाऊँ
दो: कानों में आ कर के
रा: मोरे साजन
दु: हो मोरी सजनी

 ",Kavita,1944,Shankarrao Vyas,Ramesh Gupta,nan
"उड़ जावूँ रे -2
मैं तो तारों की
मैं तो तारों की दुनिया में उड़ जावूँ रे
उड़ जावूँ रे -2
मैं तो तारों की दुनिया में उड़ जावूँ रे

आज जो मैं पँख कहीं पाऊँ रे
पाऊँ रे
सपनों की नगरी में मैं उड़ जावूँ रे
जावूँ रे
तारों को  तोड़ लाऊँ रे
उड़ जावूँ रे -2
मैं तो तारों की दुनिया में उड़ जावूँ रे

दीखते हैं देखो कितने प्यारे-प्यारे
नीलम की थाली में चम-चम सितारे
आपस में खेल रहे आँख-मिचोली -2
मैं मन में ललचाऊँ रे
उड़ जावूँ रे -2
मैं तो तारों की दुनिया में उड़ जावूँ रे

मेरी जवानी ने खोली है पाँखें
आज मिलावुँगी
आज मिलावुँगी मैं चन्दा से आँखें
ए ए
चन्दा से आँखें
चल मेरे मनवा आकाश की ओर -2
मैं तुझपे वार जावूँ रे
उड़ जावूँ रे -2
मैं तो तारों की दुनिया में उड़ जावूँ रे

 ",Ek Hi Raastaa,1956,Saraswati Devi,Pradeep,Amirbai
"उड़ाते हैं मेरे ग़म की हँसी तेरे जहाँ वाले
तमाशा देख ले तू भी तमाशा देखने वाले

बेक़स की आबरू को नीलाम कर के छोड़ा
आख़िर तेरे जहाँ ने बदनाम कर के छोड़ा

हम आँसुओं को पीकर बैठे थे मुस्कराने
देखा गया न तुझसे इतना भी ओ ज़माने
छोटी सी आरज़ू को नाकाम कर के छोड़ा
बेक़स की आबरू को ...

पहले तो ग़म दिया फिर ग़म की हँसी उड़ाई
ज़ालिम है तेरी दुनिया मालिक तेरी दुहाई
तेरे जहाँ ने तेरा भी नाम कर के छोड़ा
बेक़स की आबरू को ...

 ",Ek Hi Raastaa,1956,Hemant Kumar,Majrooh,Lata
"ज़ो : उड़न-खटोले पे उड़ जाऊँ
 तेरे हाथ ना आऊँ
 हाँ आँ आँ
 तेरे हाथ ना आऊँ
श : उड़न-खटोले पे उड़ जाऊँ
 तेरे हाथ ना आऊँ
 हाँ आँ आँ
 तेरे हाथ ना आऊँ

 दूर-दूर से करूँ इशारे
 और तुझको तरसाऊँ
 चन्दा की खिड़की से झाकूँ
 झाकूँ और छिप जाऊँ
दो : उड़न-खटोले पे उड़ जाऊँ
 तेरे हाथ ना आऊँ
 हाँ आँ आँ
 तेरे हाथ ना आऊँ

ज़ो : हो ओ ओ ओ
 आयें
 आयें और ग़ुज़रती जायें
 लम्बी-ऊँची-नीची राहें
 गलियाँ और बाज़ार
 हाँ आँ आँ
 गलियाँ और बाज़ार
 मेरा पइया
 मेरा पइया ऐसे भागे
 जैसे मोटर-कार
दो : भागे सब सन्सार -2

श : सूरज भागे चन्दा भागे
 अन्धियारा उजियारा भागे
 धरती दौड़े पीछे को
 मैं आगे बढ़ती जाऊँ
ज़ो : तेरा हाथ पकड़ के तुझको
 दूर कहीं ले जाऊँ
श : मैं फिर भी हाथ न आऊँ 
 फिर भी हाथ न आऊँ

दो : उड़न-खटोले पे उड़ जाऊँ
 तेरे हाथ ना आऊँ
 हाँ आँ आँ
 तेरे हाथ ना आऊँ

 ",Sangraam,1993,Naushad,Tanvir Naqvi,"Zohra Bai, Shamshad"
"उड़ते बादल से पूछो बहती नदिया से पूछो
इन बहारों से पूछो इन नज़ारों से पूछो
इनको पता है मेरा नाम मैं साथ इनके सुबह-ओ-शाम
उड़ते बादल से पूछो ...

बुलबुल से सीखा मैने बात करना फूलों से सीखा मुस्कराना
कोयल से सीखा मैने आह भरना भंवरों से सीखा गुनगुनाना
मैं हूँ चंचल शोख हवा मुझे आता है उड़ जाना
उड़ते बादल से पूछो ...

 ",Sangraam,1993,Nadeem-Shravan,Sameer,Sadhana Sargam
"आशा:   
       उड़ें जब जब ज़ुल्फ़ें तेरी - 2 
       हो, उड़ें जब जब ज़ुल्फ़ें तेरी - 2 
       कुँवारियों का दिल मचले -2
       जिन्द मेरिये
रफ़ी:
       हों जब ऐसे चिकने चेहरे - 2
       तो कैसे न नज़र फिसले -2
       जिन्द मेरिये
आशा:
       हो, रुत प्यार करन की आई - 2
       के बेरियों के बेर पक गये - 2
       जिंद मेरिये
रफ़ी:
       कभी डाल इधर भी फेरा - 2
       के तक-तक नैन थक गये -2
       जिन्द मेरिये
आशा:
       हो, उस गाँव से सँवर कभी सद्क़े - 2
       के जहाँ मेरा यार बसता - 2
       जिंद मेरिये
रफ़ी:
       पानी लेने के बहाने आजा - 2
       के तेरा मेरा इक रस्ता -2
       जिन्द मेरिये
रफ़ी:
       हो, तुझे चाँद के बहाने देखूँ - 2
       तू छत पर आजा गोरिये - 2
       जिंद मेरिये
आशा:
       अभी छेड़ेंगे गली के सब लड़के - 2
       के चाँद बैरी छिप जाने दे -2
       जिन्द मेरिये
रफ़ी:
       हो, तेरी चाल है नागिन जैसी- 2
       रे जोगी तुझे ले जायेंगे - 2
       जिंद मेरिये
आशा:
       जायेँ कहीं भी मगर हम सजना - 2
       यह दिल तुझे दे जायेंगे -2
       जिन्द मेरिये

 Fragment of another song by Rafi, often found appended to this song 
ओ, दिल देके दगा देंगे,
यार हैं मतलब के,
ये देंगे तो क्या देंगे

दुनिया को दिखा देंगे
यारों के पसीने पर हम
ख़ून बहा देंगे 

 ",Nayaa Daur,1957,O P Nayyar,Sahir,"Rafi, Asha"
"( उड़ी हवा में जाती है गाती चिड़िया ये राग
आवो प्रीतम हिल-मिल खेलें प्रेम-प्रीत का फाग ) -2

( चिड़िया संग-संग उड़ती-फिरती
साध रंगे दिल की नदिया ) -3
( मैं दुखियारी बिछड़ गयी
का के संग खेलू फाग ) -2

उड़ी हवा में जाती है गाती चिड़िया ये राग
आवो प्रीतम हिल-मिल खेलें प्रेम-प्रीत का फाग

 ",Raam Avtaar,1988,Saraswati Devi,J S Kashyap 'Natawa',Devika Rani
"उंगली में अंगूठी अंगूठी में नगीना -2
तेरे बिन एक भी दिन मुश्किल हो गया जीना
जीना जीना जीना जीना
उंगली में अंगूठी ...

आज किए हैं कुछ वादे -2 खाकर प्यार भरी कसमें
आज किया सौदा हामनें इस जी जान का आपस में
याद सदा तू रखना -2 ये दिल साल महीना
उंगली में अंगूठी ...

कब ना तुझको याद किया -2 कब ना तेरा नाम लिया
दिन ऐसा ना निकला -2 ऐसी रात हुई ना
उंगली में अंगूठी ...

 ",Raam Avtaar,1988,Laxmikant-Pyarelal,Anand Bakshi,"Mohammed Aziz, Lata"
"उई अम्मा उई अम्मा मुश्किल ये क्या हो गई -2
मेरे बदन में तूफ़ां उठा तो साड़ी हवा हो गई
उई अम्मा उई अम्मा मुश्किल ...

बोलो इन कपड़ों में लगती हूँ मैं कैसी
हर कपड़ा खिलता है सुन्दर है तू ऐसी
आगे तेरे कोई है क्या परी है या है अप्सरा
उई अम्मा उई अम्मा मुश्किल ...

मौसम ने देखा तो वो भी हुआ दीवाना -2
तुम जैसा दीवाना तुमने सबको जाना
देखो नहीं इस तरह आने लगी मुझको हया
उई अम्मा उई अम्मा मुश्किल ...

मैं चंचल यौवन को कैसे भला सम्भालूं
बाहों में आजा तू सबसे तुझे छिपा लूं
तुझपे रहे पहरा मेरा बाहें मेरी परदा तेरा
उई अम्मा उई अम्मा मुश्किल ...

 ",Mawaali,1983,Bappi Lahiri,Indeevar,"Kishore, Asha"
