Song,Film,YearMusic Director,Lyricist,Singers
"ले जा मेरी दुआएँ ले जा परदेस जाने वाले
ले जा मेरी दुआएँ
जाकर भुला न देना दिल से मेरी वफ़ाएँ
ले जा मेरी दुआएँ -2
ले जा मेरी दुआएँ ले जा परदेस जाने वाले
ले जा मेरी दुआएँ

तू ही सुहाग मेरा
तू ही सिंगार मेरा
कर लूँगी ज़िन्दगी भर
मैं इन्तज़ार तेरा
उम्मीद के सितारे
देखो न डूब जाएँ
ले जा मेरी दुआएँ
ले जा मेरी दुआएँ ले जा परदेस जाने वाले
ले जा मेरी दुआएँ

सुनते हैं ये सितमगर
दुनिया नहीं किसी की
जिसने भी की मुहब्बत
दुशमन हुई उसी की
ऐसा न हो के साजन
हम तुमसे मिल न पाएँ
ले जा मेरी दुआएँ
ले जा मेरी दुआएँ ले जा परदेस जाने वाले
ले जा मेरी दुआएँ

 ",Deedaar,1951,Naushad,Shakeel,Lata
"ले जा उसकी दुआएँ ओ जो तेरा हो न सका
अपनी जाती बहारों से गले मिल के रो न सका

किन अदाओं से तेरी सवारी चली
जैसे गुलशन से बाद-ए-बहारी चली
ख़ून-ए-अरमाँ की मेंहन्दी रचाए हुए
बन के दुल्हन मुहब्बत हमारी चली
ले जा उसकी दुआएँ ...

मेरा ग़म दिल में ले जा निशानी मेरी
अब किसी से न कहना कहानी मेरी
मुझपे गुज़री सो गुज़री मेरा ग़म न कर
तेरी उल्फ़त के सदके जवानी मेरी
ले जा उसकी दुआएँ ...

दिल की गलियाँ न अब याद आएँ तुझे
छू के गुज़रें न ग़म की हवाएँ तुझे
मेरा क्या मैं अगर ख़ाक़ भी हो गया
मेरी मिट्टी भी देगी दुआएँ तुझे
ले जा उसकी दुआएँ ...

 ",Heer,1956,Anil Biswas,Majrooh,Rafi
"कि: ले जाएंगे, ले जाएंगे, दिल-वाले दुल्हानिया ले जाएंगे
    अरे, रह जाएंगे, रह जाएंगे, पैसे-वाले देखते रह जाएंगे
को: ले जाएंगे, ले जाएंगे ...

कि: तुम हो कली तो गुलाब हम हैं
को: हो गुलाब हम हैं
कि: होंठों से लगा लो तो शराब हम हैं
को: हो शराब हम हैं
कि: कहते हैं लोग कि ख़राब हम हैं
    तेरी हर बात का जवाब हम हैं
को: लाजवाब हम हैं
कि: अपने दो हाथों से
    कमाया हुआ खाने-वाले
    हक़ न पराया कभी खाएंगे
    ससुर-जी
को: ले जाएंगे ...
    तेरी सों, मछरिया
कि: ले जाएंगे

आ: मैं भी तेरे साथ हूँ, दिल भी तेरे साथ
को: सजना दिल भी तेरे साथ
आ: चाहे जब आजा चन्ना ले के बारात
को: छेती-छ्हेती आजा चन्ना ले के बारात
कि: मेरे पास कोठी है न कार सजनी
    कड़का है तेरा दिलदार सजनी
को: दिलदार सजनी
आ: कोठी बँगला न मुझे कार चाहिए
    दिल चाहिए दिलदार चाहिए
कि: हाँ चल फिर छलिए सोणिए नी बलिए
    दिल की ही दुनिया बसाएंगे
को: ले जाएंगे ...

    तेरे बाग़ की बुलबुल
कि: ले जाएंगे
को: ले जाएंगे ले जाएंगे ...

 ",Chor Machaaye Shor,1974,Ravindra Jain,Rajkavi Inderjit Singh Tulsi,"Kishore, Asha, chorus"
"ले के दिल चुपके से किया मजबूर हाय -2
ले के दिल चुपके से
( क्या मोहब्बत का है यही दस्तूर हाय
किया मजबूर हाय ) -2
ले के दिल चुपके से किया मजबूर हाय
ले के दिल चुपके से

आँखों में ही आँखों में
हाँ आँखों में
आँखों में ही आँखों में
जाने क्या घात हुई -2
( बातों ही बातों में जाने क्या बात हुई
जाने क्या बात हुई ) -2
दिल से जो दिल कहे मुझे मंज़ूर हाय
दिल से जो दिल कहे

क्या मोहब्बत का है यही दस्तूर हाय
किया मजबूर हाय
ले के दिल चुपके से किया मजबूर हाय
ले के दिल चुपके से

ज़िंदगी तुमसे है हो तुमसे है
ज़िंदगी तुमसे है
मेरे तुम दिल में रहो -2
( रोशनी तुमसे है
मेरी दुनिया में रहो
मेरी दुनिया में रहो ) -2
शमा परवाने से रहे क्यूँ दूर हाय
शमा परवाने से

क्या मोहब्बत का है यही दस्तूर हाय
किया मजबूर हाय
ले के दिल चुपके से किया मजबूर हाय
ले के दिल चुपके से

 ",Dillagi,1949,Naushad,Shakeel,Suraiya
"ले के सहारा तेरे प्यार का
देखे रस्ता तेरा हाय कोई बेक़रार सा

खिली तो है डाली-डाली कली तेरी याद की
मगर तेरे ग़म का शोला लगाता है आग सी -2
सनम है सुहाना ज़माना ये बहार का
ले के सहारा तेरे ...

दिल ही मिला ऐसा हमको नसीब से
बहले न देखे बिना तुझको करीब से -2
कहे है दीवाना दीवाना मैं हूँ यार का
ले के सहारा तेरे ...

कभी घर से बाहर आके मेरी चाहत देखते
पथरा गए दो नैना तेरी राह देखते -2
ज़रा सुन के जाना अफ़साना इन्तज़ार का
ले के सहारा तेरे ...

 ",Naache Naagin Baaje Been,1960,Chitragupt,Majrooh,Rafi
"ले ले दर्द पराया ... आ आ आ

(ले ले दर्द पराया कर दे दूर ग़म का साया
तेरी खुशी तुझको मिल ही जायेगी) - 2

(खुशी और को देके तू ले ले ग़म
तेरी हार भी जीत से कुछ न कम) -2
जो किसीके काम आया जिस ने रोतों को हँसाया
उसकी तट भी किनारे लग ही जायेगी
ले ले ...

(किया अपनी खातिर तो वो क्या किया
किया ख़ुद को खुशहाल तो वो क्या किया) -2
तू बहार बन जा सारी दुनियाँ पे छा
मुर्झाई कली भी खिल ही जायेगी
ले ले ...
 
(तू दुनियाँ में अपना निशान छोड़ जा
रहे याद वो दास्ताँ छोड़ जा) -2
जो हो ज़िंदगी से हारा बन जा उस का सहारा
तेरी मंज़िल भी तुझे मिल ही जायेगी
ले ले ...


 ",Chhote Baabu,1957,Madan Mohan,Chandrasekhar Pandey,Hemant
"आह चुसकी चुसकी आ हा हा
चुसकी चुसकी चुसकी
ले ले ले यार जाम से तू इस दिलबर के नाम से तू चुसकी

अंगूरी पानी मस्ती की रवानी
आई कस के जवानी बड़ी सुहानी
ले ले ले यार जाम से ...

महबूबा को भुलाना जो चाहे जिस्म को दबाना
अरे कुछ सोच मेरे यारा ले प्यार से तू चुसकी

साथ में एक हसीना हो रात को चाँद सितारों की
अरे मस्ती वाली बातें हों महफ़िल में कुछ यारों की 
कुछ न सोच मेरे यारा
ले ले ले यार जाम से ...

 ",Shapath,1997,Anand-Milind,Sameer,Kumar Sanu
"कि : ले लो चूड़ियाँ जी ले लो चूड़ियाँ
 नीली पीली लाल हरी आसमानी
 ले लो चूड़ियाँ जी ले लो चूड़ियाँ
 अरे नीली-नीली पीली-पीली लाल हरी आसमानी

ल : दे दो चूड़ियाँ जी दे दो चूड़ियाँ
 के सूनी है कलाई मेरी डोल जानी

कि : देखो ये चूड़ी वाला है दिलवाला
 प्यार का रसिया है बड़ा मतवाला -2
 ( रहियो बचके ) -3 रूप की ओ रानी
 ले लो चूड़ियाँ ...

ल : तेरे लिए ही मैने सुन चूड़ी वाले
कि : ओ सुना कुड़िये
ल : अब तक डाले रखे दिल पर ताले
कि : ओए क़ुरबान जाऊँ रे
ल : तेरे लिए ही मैने सुन चूड़ी वाले
 अब तक डाले रखे दिल पर ताले
 ( तेरी-मेरी ) -3 दोस्ती है कितनी पुरानी
 दे दो चूड़ियाँ ...
कि : ले ले ले ले ले ले ले एई
 ले लो चूड़ियाँ ...

 देखी न ऐसी कभी नरम कलाई
ल : हाथ लगाया ज़रा और मुरझाई
 हाय मैं तो हूँ छुई-मुई कुम्हला जाऊँगी
 ढूँढोगे जग सारा हाथ न आऊँगी
कि : ( छुप न सकेगी ) -3 प्यार की निशानी
 ले लो चूड़ियाँ
ल : आ हा
कि : जी ले लो चूड़ियाँ ...
ल : ओ हो
कि : अरे नीली पीली ...

 ",Saas Bhi Kabhi Bahu Thi,1970,R D Burman,Rajinder Krishan,"Kishore, Lata"
"ले लो ले लो दुआएं माँ बाप की
सर से उतरेगी गठरी पाप की
ले लो ले लो दुआएं ...

गोद में माँ की आँख खुली
जग देखा बाप के कंधे चढ़ के
सेवा बड़ी न होगी कोई
इन दोनों की सेवा से बढ़के
ले लो ले लो दुआएं ...

दुख सहना माँ बाप की ख़ातिर
फ़र्ज़ तो है एहसान नहीं
कर्ज़ है इनका तेरे सर पर
भिक्षा या कोई दान नहीं
ले लो ले लो दुआएं ...

मात-पिता कि चरण छुए जो
चार धाम तीरथ फल पाए
जो आशीष वो दिल से दें
भगवान से भी टाली ना जाए
ले लो ले लो दुआएं ...

 ",Maa Baap,1960,Chitragupt,Rajinder Krishan,Rafi
"ले लो ले लो सपनों का सौदाग़र आया
ले लो ये सपने ले लो 
तुमसे क़िस्मत खेल चुकी तुम क़िस्मत से खेलो
अब तुम क़िस्मत से खेलो

ये रंग-बिरंगे सपने ये जीवन के उजियारे
ये तनहाई के साथी ये भीड़ में संग-सहारे
ये चाँद और सूरज अपने ये अन्धी रात के तारे -2
सपनों का सौदाग़र ...

इक छलिया आस के पीछे दौड़े तो यहाँ तक आये
हर शाम को ढलता सूरज जाते-जाते कह जाए
वो तय कर लेता मंज़िल जो इक सपना अपनाए -2
सपनों का सौदाग़र ...

 ",Sapnon Ka Saudagar,1968,Shankar-Jaikishan,Shailendra,Mukesh
"ले तो आये हो हमें सपनों की गाँव में
प्यार की छाँव में बिठाये रखना
सजना ओ सजना ...

तुमने छुआ तो तार बज उठे मन के
तुम जैसा चाहो रहे वैसे ही बन के
तुम से शुरू, तुम्हीं पे कहानी खत्म करे
दूजा न आये कोई नैनो के गाँव में
ले तो आये हो हमें ...

छोटा सा घर हो अपना, प्यारा सा जग हो
कोई किसी से पल भर न अलग हो
इसके सिवा अब दूजी कोई चाह नहीं
हँसते रहे हम दोनों फूलों के गाँव में
ले तो आये हो हमें ...


 ",Dulhan Wahi Jo Piya Man Bhaaye,1977,Ravindra Jain,Ravindra Jain,Hemlata
"लेह लिया लेह लिया
सोने जैसा दिल हीरे जैसा दिल हीरे जैसा दिल सोने जैसा दिल
कौड़ी के मोल लेह लिया लेह लिया

ताजमहल सा बदन तेरा क्यूं भीगे जमुना जल में
आजा धोबनियां बाहों में तुझे शोला कर दूं पल में
ओ सोने चाँदी के लचके का पहने तू ए गरारा
सीने पर है जूना दुपट्टा हाय यू. पी. ने मारा
हे ले लिया मेरा दिल यू. पी. ने ले लिया
ले लिया तेरा दिल यू. पी. ने ले लिया
लेह लिया
सोने जैसा दिल ...

दरिया गंज की छोकरी तेरा रूप उमड़ता दरिया
फिर क्यूं ना सूझे हरी हरी मैं हरियाणे का हरिया
हो ओ मुटियार पंजाब दी कुर्ता जालीदार बसंती
नशे की बोतल चढ़ी जवानी डोले झुकती तनती
ले लिया मेरा दिल ओ पंजाब ने ले लिया
ले लिया तेरा दिल पंजाब ने ले लिया
लेह लिया
सोने जैसा दिल ...

ऐ मुंगेरीलाल तनिक इहां तो आओ
और हमार खोपड़िया का कहत है ज़रा सुनो
का
जमई के भैया घुमइयो दुनिया को होय
तनई के भैया घुमइयो दुनिया को होय
ये दुनिया खाने नहीं देगी
ये दुनिया पीने नहीं देगी
ये दुनिया जीने नहीं देगी
तो
लेह लिया
सोने जैसा दिल ...

गोरी कलाई पर काली लट झूल रही है ऐसे
संदल की डाली पर काला साँप हो लिपटा जैसे
हो नरम गरम चटपटी अनोखी बातें हैं मतवाली
ये जालिम तो लगे है कोई इडली सांभर वाली
अईयो ले लिया मेरा दिल य मद्रास ने ले लिया
अरे ले लिया तेरा दिल चैन्नई ने ले लिया
लेह लिया
सोने जैसा दिल ...

ई पोरीला काय सांगतो बोले मराठी भाषा
उसकी लावणी सुन ले प्यारे फिर तू देख तमाशा
हो देखो चिकनी सूरत वाली सूरत से है आती
गरबे वाली चाल बतावे डीकरी है गुजराती
हां ले लिया मेरा दिल गुजरात ने ले लिया
ले लिया तेरा दिल गुजरात ने ले लिया
लेह लिया
सोने जैसा दिल ...

अंगिया में कसता बदन तो देखो जैसे अठन्नी छनके
पटना के बाबू नज़र से मारो कहे बिहारन तनके
ओ दूर दूर तक वार करे ये लंबे बाल का जादू
पूरब से पश्चिम तक चलता है बंगाल का जादू
हे ले लिया मेरा दिल बंगाल ने ले लिया
ई होलो रे ले लिया तेरा दिल बंगाल ने ले लिया
लेह लिया
सोने जैसा दिल ...

रूप हो जर्मन जापानी या चीनी तुर्किस्तानी
बड़ों बड़ों को महंगा पड़ जाए लहंगा हिन्दुस्तानी
ओ गोरी की बिंदिया पे झुक जाए आसमान का तारा
सारी दुनिया से प्यारा है हिन्दुस्तान हमारा
हां ले लिया मेरा दिल हिन्दुस्तान ने ले लिया
ले लिया सबका दिल हिन्दुस्तान ने ले लिया

ऐ मुंगेरीलाल जमई के दे ही दिया
कसई के दे ही दिया हा हा
लेह लिया

 ",Hum To Mohabbat Karegaa,2000,Annu Malik,Majrooh,"Abhijit, Sukhvindar Singh, Sud..."
"लेकर हम दीवाना दिल
फिरते हैं मंज़िल मंज़िल
कहीं तो प्यारे किसी किनारे
मिल जाओ तुम अंधेरे उजाले
तरम पम
लेकर हम दीवाना दिल
फिरते हैं मंज़िल मंज़िल

जिस गली में तुम उस गली में हम
फिर भी ये दूरियाँ यहाँ
तुम यहीं कहीं हम यहीं कहीं
पर ये मजबूरियाँ यहाँ
वाह रे दुनिया दुनिया तेरे जलवे हैं निराले
ह आ
लेकर हम दीवाना दिल
फिरते हैं मंज़िल मंज़िल

तू कहीं रहे यूँ लगे मुझे
मेरे दिल के पास है यहाँ
माँगूं तेरी ख़ैर आ तेरे बग़ैर
दिल मेरा उदास है यहाँ
आजा आजा आजा हमको सीने से लगा ले
ह आ
लेकर हम दीवाना दिल
फिरते हैं मंज़िल मंज़िल

कहीं तो प्यारे किसी किनारे
मिल जाओ तुम अंधेरे उजाले
तरम पम
लेकर हम दीवाना दिल
फिरते हैं मंज़िल मंज़िल

 ",Yaadon Ki Baaraat,1973,R D Burman,Majrooh,"Kishore, Asha"
"लेके पहला पहला प्यार 
भरके आँखों मैं खुमार 
जादू नगरी से आया है कोई जादूगर 
लेके पहला पहला प्यार ... 

उसकी दीवानी हाय कहूँ कैसे हो गई 
जादूगर चला गया मैं तो यहाँ खो गई
नैना जैसे हुए चार 
गया दिल का क़रार 
जादू नगरी से आया है कोई जादूगर 
लेके पहला पहला प्यार ...

तुमने तो देखा होगा उसको सितारों 
आओ ज़रा मेरे संग मिलके पुकारो 
दोनो होके बेक़रार 
ढूँढे तुझको मेरा प्यार 
जादू नगरी से आया है कोई जादूगर 
लेके पहला पहला प्यार ...

जब से लगाया तेरे प्यार का काजल 
काली काली बिरहा की रतियां हैं बेकल 
आजा मन के श्र्ऋंगार 
करे बिन्दिया पुकार 
जादू नगरी से आया है कोई जादूगर 
लेके पहला पहला प्यर ...

मुखड़े पे डाले हुए ज़ुल्फ़ों की बदली 
चली बलखाती कहाँ रुक जा ओ पगली 
नैनों वाली तेरे द्वार 
लेके सपने हज़ार 
जादू नगरी से आया है कोई जादूगर 
लेके पहला पहला प्यार ...

चाहे कोई चमके जी चाहे कोई बरसे 
बचना है मुश्किल पिया जादूगर से 
देगा ऐसा मन्तर मार 
आखिर होगी तेरी हार 
जादू नगरी से आया है कोई जादूगर 
लेके पहला पहला प्यार ...

सुन सुन बातें तेरी गोरी मुस्काई रे 
आई आई देखो देखो आई हँसी आई रे 
खेले होठों पे बहार 
निकला गुस्से से भी प्यार 
जादू नगरी से आया है कोई जादूगर 
लेके पहला पहला प्यार ...

 ",C.I.D.,1956,O P Nayyar,Majrooh,"Shamshad, Asha, Rafi"
"लेलो लेलो लेलो कोई गजरा लेलो
राजाजी की मालन आयी
लायी चम्पा की माला

जूही मोगरा बेला, गुलाब ये अलबेला
ये जोबन मस्तानी, देखो रात की रानी
इन कलियों में डाली, किन गालों की लाली

फूल चुराये खूब सबेरे
भँवरे रूठे हैं मुझसे

ये ताजा हार चमेली का
शृंगार है नार नवेली का
जो रूठ गयी हो चन्द्रमुखी
तो ले जाओ ये सूर्यमुखी

 ",Dharmaveer,1937,Annasaheb Mainkar,nan,Ratnaprabha
"लेती हैं दम-ब-दम बलायें
तेरे गुलज़ार की -2
ऊँची डालियों से दूर -2
ज़ालिमाँ के प्यार की -3
लेती हैं दम-ब-दम बलायें

छाई है हाय इस तरह ख़ुशी
हँस रही है ज्यूँ कली
हाँ-हाँ हँस रही है ज्यूँ कली
आज रात धूम है
ढूँढती बहार भी -3

लेती हैं दम-ब-दम बलायें

इश्क़ में हो के बाग बार
शोख़ी से पी रहे हैं सबा -2
इस दुआएं देती है
रस भरी फुहार भी -2

लेती हैं दम-ब-दम बलायें
तेरे गुलज़ार की -2
ऊँची डालियों से दूर -2
ज़ालिमाँ के प्यार की -3
लेती हैं दम-ब-दम बलायें

 ",Parakh,1944,Khurshid Anwar,Arzoo Lakhnavi,Kaushalya?
"लता: लिखा है तेरी आँखों में, किसका अफ़साना - 2
किशोर: अगर इसे समझ सको, मुझे भी समझाना
लिखा है तेरी आँखों में, किसका अफ़साना ...

लता: जवाब था किसी तमन्ना का, 
लिखा तो है मगर अधूरा सा
अरे ओ ओ ओ ओ  
जवाब था किसी तमन्ना का,  
लिखा तो है मगर अधूरा सा
किशोर: कैसी न हो मेरी हर बात अधूरी,
अभी हूँ आधा दिवाना
लता: लिखा है तेरी आँखों में, किसका अफ़साना
किशोर: अगर इसे समझ सको, मुझे भी समझाना
लता: लिखा है तेरी आँखों में, किसका अफ़साना

लता: जो कुछ नहीं तो ये इशारे क्यूँ, 
ठहर गए मेरे सहारे क्यूँ  
अरे ओ ओ ओ ओ  
जो कुछ नहीं तो ये इशारे क्यूँ, 
ठहर गए मेरे सहारे क्यूँ  
किशोर: थोड़ा सा हसीनों का सहारा लेके चलना,
है मेरी आदत रोज़ाना
लता: लिखा है तेरी आँखों में, किसका अफ़साना
किशोर: अगर इसे समझ सको, मुझे भी समझाना
लता: लिखा है तेरी आँखों में, किसका अफ़साना

किशोर: यहाँ वहाँ फ़िज़ा में आवारा, 
अभी तलक़ ये दिल है बेचारा
अरे ओ ओ ओ ओ  
यहाँ वहाँ फ़िज़ा में आवारा,  
अभी तलक़ ये दिल है बेचारा
लता: ओ ओ ... दिल को तेरे अब तक ना समझे,
तुझही को हमने पहचाना
लता: लिखा है तेरी आँखों में, किसका अफ़साना
किशोर: अगर इसे समझ सको, मुझे भी समझाना
लता: लिखा है तेरी आँखों में, किसका अफ़साना

 ",Teen Deviyan,1965,S D Burman,Majrooh,"Kishore, Lata"
"ह्/ल: लिखा है ये इन हवाओं पे
लिखा है ये इन घटाओं पे
तू है मेरे लिये, मैं हूँ तेरे लिये -2

ह: इश्क़ की हसीन दास्तान से, हम उतर के आये आसमान से
ल: ये समाँ ये प्यार की कहानियाँ, मिल रही हैँ आज दो जवानियाँ
पहली मुहब्बत की राहों पे
ह,ल: लिखा है ये इन ...

ह: यूँ ही ज़रा तू मुस्कुरा, शरमा के आँचल मुँह में दबा
ज़ुल्फ़ों का तू घूँघट हटा, ये खूबसूरत चेहरा दिखा
इस नाज़ से इठलाते हुए, चलके ज़रा मेरे पास आ
कि आशिक़ हूँ मैं इन अदाओं पे
ल: लिखा है ये इन ...

ह: आओ कह दें आज इस जहान से
हम गुज़र के जी से और जान से
ल: प्यार की हसीन जीत हार में 
दिल है चीज़ क्या कि मैंने प्यार में
सर रख दिया तेरे पाँव में
ह्/ल: लिखा है ये इन ...

 ",Darr,1993,Shiv-Hari,Anand Bakshi,"Lata, Hariharan"
"दिल तेरे आने से पहले भी यूँही बरबाद था
और यूँ ही बरबाद है तेरे चले जाने के बाद

ओ लिखने वाले ने
लिखने वाले ने लिख दी मेरी तक़दीर में बरबादी

दिल को जब तेरी मुहब्बत का सहारा मिल गया
मैं ने समझा मेरी कश्ती को किनारा मिल गया
हाय क़िस्मत को मगर कुछ और ही मंज़ूर था
आँख जब खोली तो कश्ती से किनारा दूर था
लिखने वाले ने   ...

छोड़ कर दुनियाँ तेरी तुझको भुलाने के लिये
हम चले आये यहाँ आँसू बहाने के लिये
दिल अभी भूला न था तुझको कि क़िस्मत मेरी
खीँच कर लायी तुझे मुझको रुलाने के लिये
लिखने वाले ने   ...


 ",Badi Bahen,1949,Husnlal-Bhagatram,Rajinder Krishan,Suraiya
"लिखे जो ख़त तुझे
वो तेरी याद में
हज़ारों रंग के
नज़ारे बन गए

सवेरा जब हुआ
तो फूल बन गए
जो रात आई तो
सितारे बन गए

कोई नगमा कहीं गूँजा, कहा दिल ने के तू आई
कहीं चटकी कली कोई, मैं ये समझा तू शरमाई
कोई ख़ुशबू कहीं बिख़री, लगा ये ज़ुल्फ़ लहराई

फ़िज़ा रंगीं अदा रंगीं, ये इठलाना ये शरमाना
ये अंगड़ाई ये तनहाई, ये तरसा कर चले जाना
बना दे ना कहीं मुझको, जवां जादू ये दीवाना

जहाँ तू है वहाँ मैं हूँ, मेरे दिल की तू धड़कन है
मुसाफ़िर मैं तू मंज़िल है, मैं प्यासा हूँ तू सावन है
मेरी दुनिया ये नज़रें हैं, मेरी जन्नत ये दामन है

 ",Kanyadan,1968,Shankar-Jaikishan,Neeraj,Rafi
" Pअर्त ई

ब से बोलो क्या होता है
बहादुर

( लिखो-पढ़ोगे तो आगे बढ़ोगे
सितारों से ऊँचा तुम्हारा होगा नाम ) -2
समझे ना

छुट्टी मिले तो खिलौनों से खेलो -2
जल्दी से फिर तुम किताबों को ले लो -2
जी ना चुराओ
बातें ना बनाओ
जाहिल रहोगे तो होगे बदनाम

लिखो-पढ़ोगे तो आगे बढ़ोगे
सितारों से ऊँचा तुम्हारा होगा नाम

अलिफ़ से बोलो क्या होता है
उल्लू
अं अं इमान
दुनिया में देखो इमानदार रहना -2
झूठ नहीं अच्छा सदा सच कहना -2
दिल को किसी के तुम न दुखाना
ऐसी ही नेकी करो सुबह-शाम

लिखो-पढ़ोगे तो आगे बढ़ोगे
सितारों से ऊँचा तुम्हारा होगा नाम

अच्छा बोलो ब से क्या होता है
बन्दर
बहादुर
बनके बहादुर तुम अपने वतन के -2
निगेहबा हाँ रहना तुम अपने चमन के -2
इसको सम्भालो गले से लगा लो
हो आज़ाद अब तो न होना फिर ग़ुलाम

लिखो-पढ़ोगे तो आगे बढ़ोगे
सितारों से ऊँचा तुम्हारा होगा नाम

अच्छा मुन्ना बोलो ते से क्या होता है
तीतर
तक़दीर
तक़दीर क्या है तुम इसको भुला दो -2
इल्म हुनर से अंधेरे मिटा दो -2
बढ़ते चलो तुम क़दम को मिला के
फिर आयेगी मंज़िल करेगी सलाम

लिखो-पढ़ोगे तो आगे बढ़ोगे
सितारों से ऊँचा तुम्हारा होगा नाम

म से बोलो क्या होता है
मुर्गा
मज़दूर
मज़दूर निकले हैं तान के सीना -2
तुम भी करो कुछ और सीख लो जीना -2
मेहनत करोगे समझे हाँ
तो फल भी मिलेगा
बड़ों ने कहा है आराम है हराम

( लिखो-पढ़ोगे तो आगे बढ़ोगे
सितारों से ऊँचा तुम्हारा होगा नाम ) -2

 Pअर्त ईई

कुछ तो बताओ कहाँ खो गये हो -2
बात क्या हुई जो ख़फ़ा हो गये हो -2
मुँह न छिपाओ सुरतिया दिखाओ
सुन लो हमारे ये दिल का पयाम

शीन से बोलो क्या होता है
मुन्ना जवाब दो
शेर

 ",Baarood,1960,Khayyam,Hasrat,"Lata, Rafi, Sheikh Mukhtar, Ho..."
"लो आ गयी उनकी याद, वो नहीं आये

दिल उनको ढूँढ़ता है, ग़म का सिंगार कर के
आँखें भी थक गयी हैं, अब इंतज़ार कर के -2
इक साँस रह गयी है, वो भी न टूट जाये
लो आ गयी उनकी याद   ...

रोती हैं आज हम पर, तनहाइयाँ हमारीं
वो भी न पाये शायद, परछाइयाँ हमारीं
बढ़ते ही जा रहे हैं, मायूसियों के साये
लो आ गयी उनकी याद   ...

लौ थरथरा रही है, अब शम्म-ए-ज़िंदगी की
उजड़ी हुई मुहब्बत, मेहमाँ है दो घड़ी की
मर कर ही अब मिलेंगे, जी कर तो मिल न पाये
लो आ गयी उनकी याद   ...


 ",Do Badan,1966,Ravi,Shakeel,Lata
"( लो आये हैं, लो आये दिन प्यार करने के
निगाहें अब चार करने के ) -2
लो आये हैं

चुपके-चुपके से हवायें छेड़ जाती हैं -2
हमको मोहब्बत का राग सुनाती हैं, राग सुनाती हैं

( लो आये हैं, लो आये दिन प्यार करने के
निगाहें अब चार करने के ) -2
लो आये हैं

आज न जाने क्यूँ हमारा दिल मचलता है -2
जैसे बहारों में फूल महकता है, फूल महकता है

( लो आये हैं, लो आये दिन प्यार करने के
निगाहें अब चार करने के ) -2
लो आये हैं

नैन ये कहते हैं उलझ कर हम भी देखेंगे -2
दिल की लगी है क्या हम भी जानेंगे, हम भी जानेंगे

( लो आये हैं, लो आये दिन प्यार करने के
निगाहें अब चार करने के ) -2
लो आये हैं

 ",Nayaa Ghar,1953,Shankar-Jaikishan,Hasrat,Lata
"लो चल दिए वो हमको तसल्ली दिए बग़ैर
एक चाँद छुप गया है उजाला किए बग़ैर

उनसे बिछड़के हमको तमन्ना है मौत की
आती नहीं है मौत भी लेकिन जीए बग़ैर

हाय, वक़्त-ए-इश्क़ आज अब तो न ले इम्तिहान-ए-ग़म
हम रो रहे हैं नाम किसीका लिए बग़ैर

माँगे से मिल सकी न हमें तो कभी ख़ुशी
पाए हैं लाख रंज तमन्ना किए बग़ैर

 ",Gulnar (Pakistan),1950,Ghulam Haider,Qatil Shifai,Noorjehan
"लो चली मैं अपनी देवर की बारात ले के लो चली मैं
न बैण्ड बजा, न ही बाराती, खुशियों की सौगात ले के
लो चली मैं   ...

देवर दुल्हा बना, सर पे सेहरा सजा
भाभी बढ़कर आज बलाइयाँ लेती है
प्रेम की कलियाँ खिले, पल पल खुशियाँ मिले
सच्चे मन से आज दुआएँ देती है
घोड़े पे चढ़ के, चला है बाँका, अपनी दुल्हन से मिलने
लो चली मैं   ...

वाह्! वाह्! राम जी, जोड़ी क्या बनाई
देवर देवरानीजी, बधाई हो बधाई
सब रसमों से बड़ी है जग में दिल से दिल की सगाई

आज है शुभ घड़ी, आज बनी मैं बड़ी
कल तक घर की बहु थी, अब हूँ जेठानी
हुक़ुम चलाऊँगी मैं, आँख दिखाऊँगी मैं
सहमी खड़ी रहेगी मेरी देवरानी
हज़ार सपने, पलकों में अपने दीवानी मैं साथ ले के
लो चली मैं   ...


 ",Hum Aapke Hain Kaun,1994,Ram Laxman,Ravinder Rawal,Lata
"लो चेहरा सुर्ख़ शराब हुआ आँखों ने साग़र छलकाया -2
ये गुस्सा हाय ये गुस्सा तेरा सुभान-अल्लाह
इक हुस्न का दरिया चढ़ आया
लो चेहरा सुर्ख़ शराब ...

ये गर्म निग़ाह तौबा-तौबा पत्थर में भी आग भड़क उठे
( उस दिल का ख़ुदा ही हाफ़िज़ है ) -2 जो तेरी नज़र से टकराया
ये गुस्सा ...

देखो तो ज़रा तुम मौसम को मौसम भी लरज़ता है डर से
वो ख़ौफ़ से बिजली काँप उठी बादल का जोश उतर आया
ये गुस्सा ...

क्यों आग बबूला होते हो अब छोड़ो ऐसे गुस्से को
होंठों की लाली कहती है इक शोला लब तक बढ़ आया
ये गुस्सा ...

 ",Dil Ne Phir Yaad Kiya,1966,Sonik-Omi,G S Rawal,Rafi
