,Song,Film,Year,Music Director,Lyricist,Singers
5045,http://giitaayan.com/viewisbsong.asp?id=1001,Joshila,1973,R D Burman,Sahir,Kishore
5046,http://giitaayan.com/viewisbsong.asp?id=rmim0117,Anjali,1957,Jaidev,Nyaya Sharma,"Lata, Chorus"
5047,http://giitaayan.com/viewisbsong.asp?id=2622,Devdaas,1955,S D Burman,Sahir,Talat
5048,http://giitaayan.com/viewisbsong.asp?id=1003,The Train,1970,R D Burman,Anand Bakshi,Lata
5049,http://giitaayan.com/viewisbsong.asp?id=1005,Dhartimaata/ Motherland,1938,Pankaj Mullick,Pt. Sudarshan,Saigal
5050,http://giitaayan.com/viewisbsong.asp?id=1000,Raagrang,1952,Roshan,Kaif Irfani,Lata
5051,http://giitaayan.com/viewisbsong.asp?id=1004,Baat Ek Raat Ki,1962,S D Burman,Majrooh,Manna Dey
5052,http://giitaayan.com/viewisbsong.asp?id=2381,Village Girl,1945,Shyam Sundar,Wali Saheb,Noorjehan
5053,http://giitaayan.com/viewisbsong.asp?id=13264,Nai Roshni,1967,Ravi,Rajinder Krishan,Rafi
5054,http://giitaayan.com/viewisbsong.asp?id=11225,Dus Laakh,1966,Ravi,Prem Dhawan,"Rafi, Krishna Kalle/ Rafi"
5055,http://giitaayan.com/viewisbsong.asp?id=rmim0844,Main Hoon Na,2004,Annu Malik,Javed Akhtar,"Sonu Nigam, Shreya Ghoshal"
5056,http://giitaayan.com/viewisbsong.asp?id=13588,Prem Nagar,1974,S D Burman,Anand Bakshi,"Kishore, Lata"
5057,http://giitaayan.com/viewisbsong.asp?id=3387,Hamari Beti,1950,Snehal Bhatkar,Randhir,"Geeta, Mukesh"
5058,http://giitaayan.com/viewisbsong.asp?id=13229,Nigaahen,1989,Laxmikant-Pyarelal,Anand Bakshi,Anuradha Paudwal
5059,http://giitaayan.com/viewisbsong.asp?id=10448,Achhut Kanya,1936,Saraswati Devi,J S Kashyap 'Natawa',Ashok Kumar
5060,http://giitaayan.com/viewisbsong.asp?id=3124,Vidya,1948,S D Burman,Shanti Swarup 'Madhukar',Suraiya
5061,http://giitaayan.com/viewisbsong.asp?id=2129,Bemisal,1982,R D Burman,Anand Bakshi,Kishore
5062,http://giitaayan.com/viewisbsong.asp?id=2623,Firdaus,1953,Robin Chatterjee,D N Madhok,Asha
5063,http://giitaayan.com/viewisbsong.asp?id=21352,Naagchampa,1958,Manna De,,Asha
5064,http://giitaayan.com/viewisbsong.asp?id=11399,Doli,1947,Ghulam Mohammad,Majrooh,Shamshad
5065,http://giitaayan.com/viewisbsong.asp?id=13765,Raja,1995,Nadeem-Shravan,Sameer,"Udit Narayan, Alka Yagnik"
5066,http://giitaayan.com/viewisbsong.asp?id=20873,Sitamgar,1985,R D Burman,Majrooh,Shailendra Singh
5067,http://giitaayan.com/viewisbsong.asp?id=rmim0595,Sindoor,1947,Khemchand Prakash,Neelkanth Tiwari,"Naseem Akhtar, Sushil Sahu"
5068,http://giitaayan.com/viewisbsong.asp?id=13572,Pocketmaar,1956,Madan Mohan,Rajinder Krishan,Lata
5069,http://giitaayan.com/viewisbsong.asp?id=3388,Aagosh,1953,Roshan,Indeevar,Lata
5070,http://giitaayan.com/viewisbsong.asp?id=14643,Yeh Raaste Hain Pyaar Ke,2001,Sanjeev-Darshan,Anand Bakshi,"Manohar Shetty, Kavita Subrama..."
5071,http://giitaayan.com/viewisbsong.asp?id=1008,Anaadi,1959,Shankar-Jaikishan,Shailendra,Mukesh
5072,http://giitaayan.com/viewisbsong.asp?id=15423,Kalaam-E-Mohabbat (Non-Film),1992,Allahuddin Khan,Sant Darshan Singh Ji Maharaj,Ghulam Ali
5073,http://giitaayan.com/viewisbsong.asp?id=1006,Jahanara,1964,Madan Mohan,Rajinder Krishan,Rafi
5074,http://giitaayan.com/viewisbsong.asp?id=10235,Ankhen,1950,Madan Mohan,Raja Mehdi Ali Khan,Shamshad
5075,http://giitaayan.com/viewisbsong.asp?id=3389,Sheeshaa,1952,Ghulam Mohammad,Majrooh,Talat
5076,http://giitaayan.com/viewisbsong.asp?id=15424,Yaadgar Ghazlen (Non-Film),1990,,Ghalib,Ghulam Ali
5077,http://giitaayan.com/viewisbsong.asp?id=12749,Lutera,1965,Laxmikant-Pyarelal,Anand Bakshi,Lata
5078,http://giitaayan.com/viewisbsong.asp?id=12486,Kal Ki Aawaaz,1992,Nadeem-Shravan,Sameer,Anuradha Paudwal
5079,http://giitaayan.com/viewisbsong.asp?id=13819,Raja Saab,1969,Kalyanji-Anandji,Anand Bakshi,Rafi/ Manhar
5080,http://giitaayan.com/viewisbsong.asp?id=12552,Kashmir Ki Kali,1964,O P Nayyar,S H Bihari,Rafi
5081,http://giitaayan.com/viewisbsong.asp?id=12962,Main Nashe Mein Hoon,1959,Shankar-Jaikishan,Hasrat,Mukesh
5082,http://giitaayan.com/viewisbsong.asp?id=1007,Aitbaar,1985,Bappi Lahiri,Hasan Kamaal,"Asha, Bhupinder"
5083,http://giitaayan.com/viewisbsong.asp?id=15038,Ek Saal,1957,Ravi,Prem Dhawan,Lata
5084,http://giitaayan.com/viewisbsong.asp?id=15031,Patitaa,1953,Shankar-Jaikishan,Shailendra,Lata
5085,http://giitaayan.com/viewisbsong.asp?id=12025,Jaanam Samjhaa Karo,1999,Annu Malik,Majrooh,"Alka Yagnik, Chorus"
5086,http://giitaayan.com/viewisbsong.asp?id=10881,Chand Aur Suraj,1965,Salil Chowdhury,Shailendra,Mukesh
5087,http://giitaayan.com/viewisbsong.asp?id=11903,Haasil,2003,Jatin-Lalit,Kausar Pandey,Shaan
5088,http://giitaayan.com/viewisbsong.asp?id=2888,Parchhaain,1952,C Ramchandra,Noor Lucknowi,"Lata, Talat"
5089,http://giitaayan.com/viewisbsong.asp?id=21166,Humsafar,1953,Ustad Ali Akbar Khan,Sahir,"Talat Mahmood, Asha"
5090,http://giitaayan.com/viewisbsong.asp?id=11535,Ghaat,2000,Annu Malik,Sameer,"Shabbir Kumar, Om Puri, Tabu, ..."
5091,http://giitaayan.com/viewisbsong.asp?id=2382,Hamraaz,1967,Ravi,Sahir,Mahendra Kapoor
5092,http://giitaayan.com/viewisbsong.asp?id=13025,Mere Humsafar,1970,Kalyanji-Anandji,Anand Bakshi,"Mukesh, Lata"
5093,http://giitaayan.com/viewisbsong.asp?id=13458,Pardes,1997,Nadeem-Shravan,Anand Bakshi,"Kumar Sanu, Alka Yagnik"
5094,http://giitaayan.com/viewisbsong.asp?id=2889,Dil Deewaanaa,1974,R D Burman,Anand Bakshi,"Asha, Kishore"
5095,http://giitaayan.com/viewisbsong.asp?id=11467,Eight Days/ Aath Din/ 8 Days/ 8 Din,8,S D Burman,G S Nepali,Meena Kapoor
5096,http://giitaayan.com/viewisbsong.asp?id=20654,Kisi Se Na Kehna,1983,Bappi Lahiri,,Asha
5097,http://giitaayan.com/viewisbsong.asp?id=20858,Devta,1956,C Ramchandra,Rajinder Krishan,"Lata, Talat Mahmood"
5098,http://giitaayan.com/viewisbsong.asp?id=10421,Andaaz,2003,Nadeem-Shravan,Sameer,"Kumar Sanu, Alka Yagnik"
5099,http://giitaayan.com/viewisbsong.asp?id=20915,Naubahar,1952,Roshan,Satyendra Athaiya,Talat Mahmood
5100,http://giitaayan.com/viewisbsong.asp?id=3391,Badi Maa,1945,K Datta,Anjum Pilibhiti,Noorjehan
5101,http://giitaayan.com/viewisbsong.asp?id=10449,Achhut Kanya,1936,Saraswati Devi,J S Kashyap 'Natawa',Saraswati Devi
5102,http://giitaayan.com/viewisbsong.asp?id=14851,Izzat,1937,Saraswati Devi,J S Kashyap 'Natawa',Devika Rani
5103,http://giitaayan.com/viewisbsong.asp?id=rmim0741,Asha,1948,Khemchand Prakash,L Meghani,Lata
5104,http://giitaayan.com/viewisbsong.asp?id=15053,Sultaana,1934,Mushtaq Ahmed (Bareli Wale),,Akbar Khan Durrani Peshawari
5105,http://giitaayan.com/viewisbsong.asp?id=13068,Mr. X,1957,N Dutta,Tanveer Naqvi,Asha
5106,http://giitaayan.com/viewisbsong.asp?id=1009,Aazaad,1955,C Ramchandra,Rajinder Krishan,"Lata, Chitalkar"
5107,http://giitaayan.com/viewisbsong.asp?id=20969,Ek Ladka Ek Ladki,1992,Anand-Milind,Majrooh,"Kumar Sanu, Sadhana Sargam"
5108,http://giitaayan.com/viewisbsong.asp?id=13718,Raaz,2002,Nadeem-Shravan,Sameer,"Udit narayan, Alka yagnik"
5109,http://giitaayan.com/viewisbsong.asp?id=12029,Josh,2000,Annu Malik,Sameer,"Udit Narayan, Alka Yagnik"
5110,http://giitaayan.com/viewisbsong.asp?id=13771,Raja Hindustani,1996,Nadeem-Shravan,Sameer,"Udit Narayan, Alka Yagnik"
5111,http://giitaayan.com/viewisbsong.asp?id=20676,Page 3,3,Shamir Tandon,"Ajay Jhingran, Sandeep Nath",Lata
5112,http://giitaayan.com/viewisbsong.asp?id=14131,Sanam Teri Kasam,1982,R D Burman,Gulshan Bawra,Kishore/ Asha
5113,http://giitaayan.com/viewisbsong.asp?id=10197,Aayi Milan Ki Raat,1991,Anand-Milind,Sameer,"Anuradha Paudwal, Mohammed Aziz"
5114,http://giitaayan.com/viewisbsong.asp?id=10176,Aandolan,1995,Nadeem-Shravan,Sameer,"Kumar Sanu, Alka Yagnik"
5115,http://giitaayan.com/viewisbsong.asp?id=rmim0738,Ahsaas,1979,Bappi Lahiri,Indeevar,Kishore
5116,http://giitaayan.com/viewisbsong.asp?id=20744,Talaash,1969,S D Burman,Majrooh,Lata
5117,http://giitaayan.com/viewisbsong.asp?id=10706,Biwi Aur Makaan,1966,Hemant Kumar,Gulzar,Rafi
5118,http://giitaayan.com/viewisbsong.asp?id=12394,Kasoor,2000,Nadeem-Shravan,Sameer,"Udit Narayan, Alka Yagnik"
5119,http://giitaayan.com/viewisbsong.asp?id=14027,Sainik,1993,Nadeem-Shravan,Sameer,"Kumar Sanu, Sadhana Sargam"
5120,http://giitaayan.com/viewisbsong.asp?id=2383,Aazaad,1955,C Ramchandra,Rajinder Krishan,Lata
5121,http://giitaayan.com/viewisbsong.asp?id=1010,Bemisal,1982,R D Burman,Anand Bakshi,"Lata, Suresh Wadkar, Kishore"
5122,http://giitaayan.com/viewisbsong.asp?id=11361,Duniya,1949,C Ramchandra,,Suraiya
5123,http://giitaayan.com/viewisbsong.asp?id=15082,Insaniyat (Pakistan),1967,Manzoor Ashraf,Shabab Kairaanvi,Mala
5124,http://giitaayan.com/viewisbsong.asp?id=21169,(Non-Film),1973,Murli Manohar Swaroop,Raaz Illahabadi,Talat Mahmood
5125,http://giitaayan.com/viewisbsong.asp?id=15425,Kehna Usey (Non-Film),1984,Mehdi Hasan,Farhat Shahzad,Mehdi Hasan
5126,http://giitaayan.com/viewisbsong.asp?id=13582,Post Box 999,999,Kalyanji-Anandji,P L Santoshi,Lata
5127,http://giitaayan.com/viewisbsong.asp?id=15426,Visaal (Non-Film),2001,,Gulzar,Ghulam Ali
5128,http://giitaayan.com/viewisbsong.asp?id=rmim0652,Sannata,1966,Hemant Kumar,Gulzar,Lata
5129,http://giitaayan.com/viewisbsong.asp?id=13098,Mumbai Se Aaya Mera Dost,2003,Annu Malik,Sameer,"Sonu Nigam, Alka Yagnik"
5130,http://giitaayan.com/viewisbsong.asp?id=10479,Biwi No. 1,1,Annu Malik,Sameer,"Abhijit, Purnima"
5131,http://giitaayan.com/viewisbsong.asp?id=10810,Champion,2000,Annu Malik,Javed Akhtar,"Roop Kumar Rathod, Alka Yagnik"
5132,http://giitaayan.com/viewisbsong.asp?id=10392,Anuraag,1956,Mukesh,Kaif Irfani,Mukesh
5133,http://giitaayan.com/viewisbsong.asp?id=12619,Kamal Ke Phool,1950,Shyam Sundar,Rajinder Krishan,Suraiya
5134,http://giitaayan.com/viewisbsong.asp?id=11644,Gunjan,1948,Ashok Ghosh,Saraswati Kumar 'Deepak',Mukesh
5135,http://giitaayan.com/viewisbsong.asp?id=3126,Pyar Ki Jeet,1948,Husnlal-Bhagatram,Qamar Jalalabadi,Suraiya
5136,http://giitaayan.com/viewisbsong.asp?id=20948,Hamsafar,1953,Ustad Ali Akbar Khan,Sahir,Lata
5137,http://giitaayan.com/viewisbsong.asp?id=14406,Tum Bin,2001,Nikhil-Vinay,Faiz Anwar,Jagjit Singh
5138,http://giitaayan.com/viewisbsong.asp?id=15208,Saaranga,1960,Sardar Malik,Bharat Vyas,"Lata, Chorus"
5139,http://giitaayan.com/viewisbsong.asp?id=15427,Golden Greatest of Mehdi Hassan (Non-Film),1994,,Munir,Mehdi Hasan
5140,http://giitaayan.com/viewisbsong.asp?id=12216,Jhumroo,1961,Kishore,Majrooh,Kishore
5141,http://giitaayan.com/viewisbsong.asp?id=14201,Shole,1975,R D Burman,Anand Bakshi,Kishore
5142,http://giitaayan.com/viewisbsong.asp?id=14380,Teraa Jaadu Chal Gayaa,2000,Ismail Darbar,Sameer,Shankar Mahadevan
5143,http://giitaayan.com/viewisbsong.asp?id=10114,Aur Pyaar Ho Gayaa,1997,Nusrat Fateh Ali Khan,Javed Akhtar,"Nusrat Fateh Ali Khan, Kavita ..."
5144,http://giitaayan.com/viewisbsong.asp?id=14658,Yugpurush,1998,Rajesh Roshan,Majrooh,
5145,http://giitaayan.com/viewisbsong.asp?id=10981,Dil Chahta Hai,2001,Shankar-Ehsaan-Loy,Javed Akhtar,"Shankar Mahadevan, Shaan, KayKay"
5146,http://giitaayan.com/viewisbsong.asp?id=14166,Seeta aur Geeta,1972,R D Burman,Anand Bakshi,"Kishore, Asha"
5147,http://giitaayan.com/viewisbsong.asp?id=13054,Moti Mahal,1952,Hansraj Behl,Asad Bhopali,Suraiya
5148,http://giitaayan.com/viewisbsong.asp?id=10050,Aashiqui (Non-Film),2001,Nikhil-Vinay,Faiz Anwar,Abhijit
5149,http://giitaayan.com/viewisbsong.asp?id=10872,Chaachaa Bhatijaa,1977,Laxmikant-Pyarelal,Anand Bakshi,"Rafi, Shailendra Singh"
5150,http://giitaayan.com/viewisbsong.asp?id=rmim0816,Nai Dilli / New Delhi,1956,Shankar-Jaikishan,Hasrat,Lata
5151,http://giitaayan.com/viewisbsong.asp?id=13134,Maa Aur Mamta,1970,Laxmikant-Pyarelal,Anand Bakshi,Manna Dey
5152,http://giitaayan.com/viewisbsong.asp?id=11143,Deewana,1992,Nadeem-Shravan,Sameer,"Vinod Rathod, Chorus"
5153,http://giitaayan.com/viewisbsong.asp?id=15429,Ghulam Ali (Non-Film),1987,Ghulam Ali,K M Arif,Ghulam Ali
5154,http://giitaayan.com/viewisbsong.asp?id=11039,Dillagi,1999,Jatin-Lalit,Javed Akhtar,"Amit Kumar, Alka Yagnik, Chorus"
5155,http://giitaayan.com/viewisbsong.asp?id=14392,Tarkeeb/ Reaching The Killer,2000,Aadesh Srivastava,Nida Fazli,"Jagjit Singh, Alka Yagnik"
5156,http://giitaayan.com/viewisbsong.asp?id=12448,Qeemat,1998,Rajesh Roshan,Indeevar,
5157,http://giitaayan.com/viewisbsong.asp?id=12140,Janam Janam,1988,Laxmikant-Pyarelal,S H Bihari,"Kavita Subramaniam, Mohammed A..."
5158,http://giitaayan.com/viewisbsong.asp?id=12141,Janam Janam,1988,Laxmikant-Pyarelal,S H Bihari,"Kavita Subramaniam, Mohammed A..."
5159,http://giitaayan.com/viewisbsong.asp?id=13616,Paise Ki Gudiyaa/ Ghunghat Aur Ghungharoo,1974,Laxmikant-Pyarelal,Verma Malik,Rafi
5160,http://giitaayan.com/viewisbsong.asp?id=rmim0171,Dost,1944,Sajjad Hussain,Shams Lakhnavi,Noorjehan
5161,http://giitaayan.com/viewisbsong.asp?id=12635,Kaarwaan-E-Hayaat,1935,Mihir Kiran Bhattacharya,,"Saigal, Pahadi Sanyal, female ..."
5162,http://giitaayan.com/viewisbsong.asp?id=13749,Raja Ko Rani Se Pyaar Ho Gaya,2000,Jatin-Lalit,Javed Akhtar,"Sukhwinder Singh, Chorus"
5163,http://giitaayan.com/viewisbsong.asp?id=12575,Kohinoor,1960,Naushad,Shakeel,"Lata, Rafi"
5164,http://giitaayan.com/viewisbsong.asp?id=12463,Khalnaayak/ The Villain,1993,Laxmikant-Pyarelal,Anand Bakshi,Alka Yagnik
5165,http://giitaayan.com/viewisbsong.asp?id=14098,Sindoor,1947,Khemchand Prakash,Qamar Jalalabadi,Amirbai
5166,http://giitaayan.com/viewisbsong.asp?id=13594,Priyatamaa,1977,Rajesh Roshan,Yogesh,Kishore
5167,http://giitaayan.com/viewisbsong.asp?id=13139,Meenaxi - Tale of 3 Cities,3,A R Rahman,Rahat Indori,Reena Bhardwaj
5168,http://giitaayan.com/viewisbsong.asp?id=12756,Loafer,1973,Laxmikant-Pyarelal,Anand Bakshi,Asha
5169,http://giitaayan.com/viewisbsong.asp?id=12784,Muthu Maharaja,2001,A R Rahman,P K Mishra,"S P Balasubrahmaniam, Ila Arun"
5170,http://giitaayan.com/viewisbsong.asp?id=13292,Neend Hamari Khwab Tumhare,1966,Madan Mohan,Rajinder Krishan,Asha
5171,http://giitaayan.com/viewisbsong.asp?id=13420,Pyaasa,2002,Sanjeev-Darshan,Faiz Anwar,"Sonu Nigam, Alka Yagnik"
5172,http://giitaayan.com/viewisbsong.asp?id=11024,Dhaai Akshar Prem Ke/ Love is The Only Inspiration,2000,Jatin-Lalit,Sameer,Babul Supriyo
5173,http://giitaayan.com/viewisbsong.asp?id=20742,Aaj Raat Ko,1975,R D Burman,Majrooh,Asha
5174,http://giitaayan.com/viewisbsong.asp?id=13451,Pyaar Mein Kabhi Kabhi,1999,Salim-Sulaiman,"Raj Kaushal, Salim","Krishna Kumar, Jien Michal, Sa..."
5175,http://giitaayan.com/viewisbsong.asp?id=12384,Kahin Pyaar Na Ho Jaaye,2000,Himesh Reshammiya,Rajesh Malik,"Sunita Rao, Kamaal Khan, Chorus"
5176,http://giitaayan.com/viewisbsong.asp?id=13681,Ghalib (Pakistan),1962,Tasadduq Husain,Mirza Ghalib,Noorjehan
5177,http://giitaayan.com/viewisbsong.asp?id=13384,Priyanka,1995,A R Rahman,P K Mishra,"Udit Narayan, Mano, Chorus/ S ..."
5178,http://giitaayan.com/viewisbsong.asp?id=2624,Laajwanti,1958,S D Burman,Majrooh,Asha
5179,http://giitaayan.com/viewisbsong.asp?id=2890,Maalti Maadhav,1951,Sudhir Phadke,Pt. Narendra Sharma,Lata
5180,http://giitaayan.com/viewisbsong.asp?id=3127,Main Chup Rahungi,1962,Chitragupt,Rajinder Krishan,"Lata, Rafi"
5181,http://giitaayan.com/viewisbsong.asp?id=2384,Anubhav,1971,Kanu Roy,Kapil Kumar,Geeta
5182,http://giitaayan.com/viewisbsong.asp?id=rmim0326,Rangeelee,1952,Chic Chocolate,Raja Mehdi Ali Khan,Lata
5183,http://giitaayan.com/viewisbsong.asp?id=1012,Aalaap,1977,Jaidev,Harivansh Rai Bachchan,Yesudas
5184,http://giitaayan.com/viewisbsong.asp?id=1013,Mere Apne,1971,Salil Chowdhury,Gulzar,Kishore
5185,http://giitaayan.com/viewisbsong.asp?id=1014,Dosti,1964,Laxmikant-Pyarelal,Majrooh,Rafi
5186,http://giitaayan.com/viewisbsong.asp?id=1015,Purab Aur Pachhim,1970,Kalyanji-Anandji,Indeevar,Mukesh
5187,http://giitaayan.com/viewisbsong.asp?id=20959,Janam Se Pehle,1994,R D Burman,Naqsh Lyallpuri,"Amit Kumar, Suresh Wadkar"
5188,http://giitaayan.com/viewisbsong.asp?id=2385,Dil To Paagal Hai,1997,Uttam Singh,Anand Bakshi,"Lata, Udit Narayan, chorus"
5189,http://giitaayan.com/viewisbsong.asp?id=1016,Door Gagan Ki Chhaon Mein,1964,Kishore,Shailendra,Kishore
5190,http://giitaayan.com/viewisbsong.asp?id=3129,Chaar Dil Chaar Raahen,1959,Anil Biswas,Sahir,Lata
5191,http://giitaayan.com/viewisbsong.asp?id=2386,Adhikar,1971,R D Burman,Ramesh Pant,"Kishore, Asha"
5192,http://giitaayan.com/viewisbsong.asp?id=2387,Love In Tokyo,1966,Shankar-Jaikishan,Shailendra,Lata
5193,http://giitaayan.com/viewisbsong.asp?id=2388,(Non-Film),1994,Jagjit Singh,Azhar Inaayati,Jagjit Singh
5194,http://giitaayan.com/viewisbsong.asp?id=1017,Andaz,1949,Naushad,Majrooh,Lata
5195,http://giitaayan.com/viewisbsong.asp?id=20933,Palkon Ki Chhaaon Mein,1977,Laxmikant-Pyarelal,Gulzar,Lata
5196,http://giitaayan.com/viewisbsong.asp?id=2389,Kuch Kuch Hotaa Hai,1998,Jatin-Lalit,Sameer,"Udit Narayan, Alka Yagnik, Kav..."
5197,http://giitaayan.com/viewisbsong.asp?id=2390,Daagh,1952,Shankar-Jaikishan,Hasrat,Talat
5198,http://giitaayan.com/viewisbsong.asp?id=1018,Humse Hai Zamaanaa,1983,Ram Laxman,Anand Bakshi,Anwar
5199,http://giitaayan.com/viewisbsong.asp?id=1019,Dil Diya Dard Liya,1966,Naushad,Shakeel,Rafi
5200,http://giitaayan.com/viewisbsong.asp?id=1020,Maya,1961,Salil Chowdhury,Majrooh,Rafi
5201,http://giitaayan.com/viewisbsong.asp?id=2133,Malhaar,1951,Roshan,Shyam Lal,Lata
5202,http://giitaayan.com/viewisbsong.asp?id=1021,Arth,1982,Jagjit Singh,Kaifi Azmi,Jagjit Singh
5203,http://giitaayan.com/viewisbsong.asp?id=1022,Aradhana,1969,S D Burman,Anand Bakshi,"Kishore, Lata"
5204,http://giitaayan.com/viewisbsong.asp?id=13975,Sooryavansham,1999,Annu Malik,Sameer,"Kumar Sanu, Anuradha Paudwal"
