Song,Film,YearMusic Director,Lyricist,Singers
"( इक तेरी नज़र इक मेरी नज़र
इक तेरी नज़र इक मेरी नज़र
यूँ लड़ गई आपस में
यूँ लड़ गई आपस में
इक तेरा दिल इक मेरा दिल
फिर दोनों रहे न बस में
कहो ये प्यार नहीं तो क्या
कहो ये प्यार नहीं तो क्या है ) -2

कुछ तुमने कहा कुछ हमने कहा
कुछ दिल से दिल की बात हुई
मालूम हुआ न दोनों को
कब दिन निकला कब रात हुई
आँखों ही आँखों में हमने
कुछ खा लीं ऐसी क़समें
कहो ये प्यार नहीं तो क्या
कहो ये प्यार नहीं तो क्या है

इक तेरी नज़र इक मेरी नज़र -2
यूँ लड़ गई आपस में -2
इक तेरा दिल इक मेरा दिल
फिर दोनों रहे न बस में
कहो ये प्यार नहीं तो क्या
कहो ये प्यार नहीं तो क्या है

कुछ कह भी गये कुछ कह न सके
कुछ कहने का अरमान भी है
हम उस मंज़िल पे आ निकले
जो मुश्किल भी आसान भी है
इस दुनिया में देखीं हमने
दुनिया से निराली रसमें

कहो ये प्यार नहीं तो क्या
कहो ये प्यार नहीं तो क्या है

इक तेरी नज़र इक मेरी नज़र -2
यूँ लड़ गई आपस में -2
इक तेरा दिल इक मेरा दिल
फिर दोनों रहे न बस में
कहो ये प्यार नहीं तो क्या
कहो ये प्यार नहीं तो क्या है

 ",Amar Kahani/ ( Kanchan 1955),1955,Husnlal-Bhagatram,Rajinder Krishan,Suraiya
"इक था बचपन, इक था बचपन
छोटा सा नन्हा सा बचपन, इक था बच्पन
बचपन के इक बाबूजी थे, अच्छे सच्चे बाबूजी थे
दोनों का सुंदर था बंधन, इक था बचपन

टेहनी पर चढ़के जब फूल बुलाते थे
हाथ उसके वो टेहनी तक ना जाते थे
बचपन के नन्हे दो हाथ उठाकर वो फूलों से हाथ मिलाते थे
इक था बचपन, इक था बचपन

चलते चलते, चलते चलते जाने कब इन राहों में
बाबूजी बस गये बचपन कि बाहों में
मुट्ठि में बन.द हैं वो सूखे फूल भी
खुशबू है जीने की चाहों में
इक था बचपन, इक था बचपन

होँठों पर उनकी अवाज़ भी है, मेरे होँठों पर उनकी अवाज़ भी
है
साँसों में सौँपा विश्वास भी है
जाने किस मोद पे कब मिल जायेंगे वो, पूछेंगे बचपन का एहसास भी
है
इक था बचपन, इक था बचपन...

 ",Aashirwad,1968,Vasant Desai,Gulzar,"Lata, Chorus"
"इक तीर जिगर पे खा कर हम -2
न इधर के रहे न उधर के रहे -2
सीने में आग लगा कर हम
न इधर के रहे न उधर के रहे -2

( नज़रों की भी टक्कर हो गई
लड़ती भी गईं शरमा भी गईं ) -2
पर दिल से दिल टकरा कर हम
न इधर के रहे न उधर के रहे -2
इक तीर जिगर पे खा कर हम
न इधर के रहे न उधर के रहे -2

जब याद किसी की आती है -2
आँखों से आँसू गिरते हैं
दिल में तूफ़ान उठा कर हम
न इधर के रहे न उधर के रहे -2

इक तीर जिगर पे खा कर हम
न इधर के रहे न उधर के रहे -2

( हैं फूल और काँटे दोनों ही
उलफ़त की रंगीली राहों में ) -2
उलफ़त में पाँव बढ़ा कर हम
न इधर के रहे न उधर के रहे -2

इक तीर जिगर पे खा कर हम
न इधर के रहे न उधर के रहे -2
सीने में आग लगा कर हम
न इधर के रहे न उधर के रहे -2

 ",Phool Aur Kante/ Flowers And Thorns,1946,Dada Chandekar,Vishwamitra Adil,Meena Kapoor
"आ : इक तुम पास न आना दूर-दूर ही रहना
 मोहे डर लागे जागे नैना सारी रैना
मु : इक तुम दूर न जाना पास ही रहना
 तोरे संग लागे मेरे नैना नाहीं चैना

आ : पिया मत छेड़ो प्रेम की बतियाँ
 लाज से झुक जाएँगी मेरी अँखियाँ
मु : दिन हैं सुहाने दिल हैं दीवाने छोड़ो बहाने
 तोरी अँखियों में तो हाँ है होंठों पे है ना
आ : इक तुम पास न ...

मु : कुछ तो कहो काहे खोई-खोई हो
 जागी हो कि सोई हुई हो
आ : दिल की ये धड़कन कहती है साजन मैं तोरे कारण
 ऐसे तड़पूँ रे जैसे पिंजरे में मैना
मु : इक तुम दूर न ...

आ : खो गए तुम कहीं और ही जैसे
 देख रहे हो काहे तुम मुझे ऐसे
मु : ये मतवाली चाल तिहारी कितनी है प्यारी
 सीखा नदियों की मौजों ने तुमसे ही बहना
आ : इक तुम पास न ...
मु : इक तुम दूर न ...
आ : मोहे डर लागे ...
मु : तोरे संग लागे ...

 ",Raaste Ka Patthar,1972,Laxmikant-Pyarelal,Anand Bakshi,"Mukesh, Asha"
"इक तू हो इक मैं हूँ 
और नदी का किनारा हो
समा  प्यारा प्यारा हो
हो हो हो हो हो हो, हूँऽ

दिल की बात लबों पे आये, हाय
लबों पे आये कही ना जाये
आँखों का इशारा हो
और कोई न चारा हो
हो हो हो हो हो हो, हूँऽ
इक तू हो-

पूरब से इक बादल आये, हाय
आ के चंदा पर छा जाये
धीमा सा अंधियारा हो
हाथ में हाथ तुम्हारा हो
हो हो हो हो हो हो, हूँऽ
इक तू हो-


 ",Kanoon,1943,Naushad,D N Madhok,Suraiya
"ग़्ंड:
इक याद किसी कि याद रही और सारी दुनिया भूल गये
दिल ग़म के गीत सुनाता है आराम का णग़मा भूल गये

Sःआ:
है दिल के साज़ की दुहरी लय
दुख-दर्द भी है आराम भी है
क्यूं ग़म की लम्भी तानों में
तुम गीत ख़ुशी का भूल गये
इक याद किसी कि याद रही और सारी दुनिया भूल गये

ग़्ंड:
क्यूंकर मैं हँसूँ दिल रोता है
अब ख़ून भी आँसू होता है
बेआस जहां में रोते हैं
जीने की तमन्ना भूल गये
इक याद किसी कि याद रही और सारी दुनिया भूल गये

Sःआ:
जो तारा डूबा चमकेगा
जो शमा बूझी,हाँ, जल जायेगी
शब गुज़रेगी दिन निकलेगा
और नई ख़ुशी फिर आयेगी
क्यूँ ग़म की अंधेरी रातों में
तुम दिन का निकलना भूल गये
इक याद तुमहारी

ग़्ंड:
हाँ याद तुमहारी

ड्Oण्Oण:
याद रही और सारी दुनिया भूल गये
इक याद तुमहारी याद रही, याद रही

 ",Shama,1946,Ghulam Haider,Ehsan Rizvi,"Shamshad, G M Durrani"
"इक यार मांगा था मैने रब तुझसे
तो कौन सी ख़ुदाई मांग ली
इक कतरा चाहा था मैने सागर से तेरे
तो कौन सी ख़ुदाई मांग ली

वो तेरी बेकरारी मेरा दीवानपन
बढ़ती ही जा रही थी वो प्यार की अगन
हाथों में तेरा चेहरा पलकें झुकीं झुकीं
होंठों पर दिल की बातें आ कर रुकीं रूकीं
इक फूल मांगा था बहारों से तेरी
तो कौन सी ख़ुदाई ...

चाहत के रास्तों में दिल तन्हा रह गया है
ख्वाबों का वो समंदर आँखों में बह गया है
उसे ढूंढती हैं आँखें हर गाम हर डगर
हर आहट देखती है अब तक मेरी नज़र हमसफ़र
इक झोंका मांगा था हवाओ से तेरी
तो कौन सी ख़ुदाई ...

 ",Officer,2001,Deepak Choudhary,Deepak Choudhary,Sonu Nigam
"इक्के को बादशाह ने मारा बादशाह जो बेग़म से हारा
और ग़ुलाम अ अ अम क़िस्मत का मारा बेचारा

ये ज़िन्दगी है एक जुआ कभी जीत भी कभी हार भी
यहाँ दुश्मनों की भीड़ में जा मिल जाएंगे तुझे यार भी
तू खेलता जा खेलता जा बाज़ियों पे बाज़ियां -2
ये ज़िन्दगी है एक जुआ ...

एक बाज़ी तूने जीती एक बाज़ी मैने हारी
कौन जीता कौन हारा ये है क़िस्सा बाद का
ये ज़िन्दगी है एक जुआ ...

जब तलक है बन्द मुट्ठी वो है प्यारे लाख की
और जैसे ही खिली हो जाएगी वो ख़ाक़ की
लाख क्या और ख़ाक़ क्या ये है किस्सा बाद का
ये ज़िन्दगी है एक जुआ ...

ये ज़माना मुझसे है मैं ज़माने से नहीं
हर फ़साना मुझसे है मैं फ़साने से नहीं
एक दिन ज़ालिम जहाँ मेरी दोस्ती दोहराएगा
ये ज़िन्दगी है एक जुआ ...

 ",Zindagi Ek Juaa/ Life is a Gamble,1992,Bappi Lahiri,Prakash Mehra,Kumar Sanu
"इल ले बेली लाई ला -2
इल ले बेली आ रे
दिन हैं प्यारे-प्यारे
मौ शू शू मौ तेरी
तू मेरा मैं तेरी
ऐसे में तू आ जा रे -2

उल्फ़त की है ये नशीली हवा
पत्थर का दिल पानी-पानी हुआ
काली घटा ये बल खाती देखो इठलाती -2
इल ले बेली लाई ला -2
इल ले बेली आ रे
दिन हैं प्यारे-प्यारे
मौ शू शू मौ तेरी
तू मेरा मैं तेरी
ऐसे में तू आ जा रे -2

देखा है तुझे कहीं न कहीं
लेकिन कहाँ याद आता नहीं
( नैना न जाने पर दिल पहचाने
मेरा दिल पहचाने ) -2
इल ले बेली लाई ला -2
इल ले बेली आ रे
दिन हैं प्यारे-प्यारे
मौ शू शू मौ तेरी
तू मेरा मैं तेरी
ऐसे में तू आ जा रे -2

मेरे बलम मेरे प्यारे बलम
ज़बाँ पर रहेगा यही हरदम
जलेम्बू 12
इल ले बेली आ रे
दिन हैं प्यारे-प्यारे
मौ शू शू मौ तेरी
तू मेरा मैं तेरी
ऐसे में तू आ जा रे -2

ऐसे में तू आ जा रे

 ",Kaali Ghataa,1951,Shankar-Jaikishan,Shailendra,Lata
"इला लू इला लू तेरी मैं और मेरा तू
कोरे कागज़ पे लिखवा ले नीचे हस्ताक्षर करवा ले
इला लू इला लू ...

जान-ए-जानां बरसों से मैं तेरा दीवाना हूँ
देख मेरी आँखों में प्यार का परवाना हूँ
मेरी जां तुमसे मिलने की बेकरारी रहती है
जान-ए-जां इस दिल में खुमारी रहती है
जान-ए-जां मुझ पर कर डाला क्या जादू
इला लू इला लू ...

आजकल जो रातों में ख्वाब तेरे आते हैं
मनचले अरमानों को हाय दर्द सा दे जाते हैं
दीवानी ऐसी हालत में नींद किसे आती है
चाहत में न मिलने की बेबसी तड़पाती है
मेरी साँसों में रहती तेरी खुश्बू
इला लू इला लू ...

 ",Mrityudaataa,1997,Anand-Milind,Sameer,Kavita Subramaniam
"इलाही तू सुन ले हमारी दुआ
हमें सिर्फ़ एक आसरा है तेरा
तेरी रहमतें राह रोशन करें
सलामत रहे साया माँ-बाप का
इलाही तू सुन ले ...

हमसे लेकर उमर सारी नींद दे-दे उन्हें
दर्द उनके दे-दे हमें
बुरी ये घड़ी टाल दे ए ख़ुदा
इलाही तू सुन ले ...

नाज़ उठाए जिसने पाला प्यार हरदम दिया
हो न हमसे वो जुदा
तू उम्मीद का ये दीया मत बुझा
इलाही तू सुन ले ...

सिवा तेरे मालिक मेरा कौन है यहाँ
बेवफ़ा ये है जहाँ
कहीं तू भी हमको न देना भुला
इलाही तू सुन ले ...

 ",Chhote Nawab,1961,R D Burman,Shailendra,Rafi
"हे राजू चल नीरू चल
टिनक टिनक चिनतारा
इमली का बूटा बेरी का पेड़ इमली खट्टी मीठे बेर
इस जंगल में हम दो शेर चल घर जल्दी हो गई देर
इमली का बूटा ...

जिस दिन से तू रूठ गया तेरी कसम दिल टूट गया
न जाने कब रात हुई न जाने कब सवेर
इमली का बूटा ...

रौनक प्यार के नाम की है ये दौलत किस काम की है
तेरे बिना हीरे मोती लगते हैं मिट्टी के ढेर
इमली का बूटा ...

 ",Saudaagar,1991,Laxmikant-Pyarelal,Anand Bakshi,"Sadhana Sargam, Mohammed Aziz"
"इम्तेहाँ हम प्यार का दे के राह देखें क्या है नतीजा 

इम्तेहाँ हम प्यार का दे के राह देखें क्या है नतीजा -2

ना आया यकीन दिल को जब नाम अपना देखा 

कागज़ पे वो तेरे दिल के ये आँखें हुई हैराँ 

सच है सच है जो देखा है 

दिलबर तन-मन अपना हमने वारा तुम पे 

डोला डोला डोला डोला मन डोला डोला डोला -2


हा आअ
गोरी-गोरी ये कलाई तेरी छू लूँ ज़रा 

तेरी चूड़ियों से धुन कोई छेड़ूँ ज़रा 

गोरी-गोरी ये कलाई तेरी छू लूँ ज़रा 
तेरी चूड़ियों से धुन कोई छेड़ूँ ज़रा

जिस पल तू ने छुआ मुझे ज़रा-ज़रा 

मुझे हया भी आई दिल को आया मज़ा ज़रा 

तेरे रूप की शराब आँखों से पीते हैं 

सच्चे मयकश तो ऐसे ही होते हैं 

ज़िंदगी यूँ ही बीत रही थी सनम 

तेरे मिलने से जीने में आया है दम 

इम्तेहाँ हम प्यार का दे के राह देखें क्या है नतीजा -2
डोला डोला डोला डोला मन डोला डोला डोला -2

मेरा रूप है तुझ से खिला-खिला 

ख़ुशियों का है तुम से ही सिलसिला 

मैंने रब से जो माँगी दुआ-दुआ 

उन्हीं दुआओं का तुम ही तो हो ना सिला-सिला 

अब तो प्यार कि बरसात होनी है दिन रात 

चाहें कुछ हों हालात देना प्यार का साथ 

यूँ ही अपनी मोहब्बत फूले-फले 

ये कारवाँ यूँ ही चला चले 

इम्तेहाँ हम प्यार का दे के राह देखें क्या है नतीजा -2
डोला डोला डोला डोला मन डोला डोला डोला -2

इम्तेहाँ हम प्यार का दे के राह देखें क्या है नतीजा -2
डोला डोला डोला डोला मन डोला डोला डोला -2

 ",Dil Hi Dil Mein,1999,A R Rahman,Mehboob,"Srinivas, Swarnalatha"
"इन आँखों की मस्ती के मस्ताने हज़ारों हैं 
इन आँखों से वाबस्ता अफ़साने हज़ारों हैं
इन आंखों... 

इक तुम ही नहीं तन्हा, उलफ़त में मेरी रुसवा
इस शहर में तुम जैसे दीवाने हज़ारों हैं 
इन आँखों... 

इक सिर्फ़ हम ही मय को आँखों से पिलाते हैं 
कहने को तो दुनिया में मयखाने हज़ारों हैं 
इन आँखों... 

इस शम्म-ए-फ़रोज़ाँ को आंधी से डराते हो 
इस शम्म-ए-फ़रोज़ाँ के परवाने हज़ारों हैं 
इन आँखों... 

 ",Umrao Jaan,1981,Khayyam,Shahryar,Asha
"हे:   इन बहारों की क़सम इन नज़ारों की क़सम
      अब सही जाती नहीं तुमसे ये दूरी सनम

कृ: तुम क्या जानो ओ सजन रात दिन तड़पे हैं हम
      ख़ूब सताती हो हमें दिल को तरसाती हो तुम
      अब सही जाती नहीं तुमसे ये दूरी सनम

दोनों:
      इन बहारों की क़सम  ...

हे:   भूल कर शिकवे गिले आओ लग जाओ गले
      प्यार के फूल खिले इन फ़िज़ाओं के तले
      दो घड़ी जी लें हम भूल के दुनिया के ग़म

दोनों:
      इन बहारों की क़सम  ...

कृ: प्यार रूठे न कभी साँस छूटे न कभी
      मिलके जो वादे किये हम वो भूलें न कभी
      आगे ही बढ़ते रहे उठ गये ये जो क़दम
दोनों:
      इन बहारों की क़सम  ...

 ",Raat Ki Uljhan,1980,Salil Chowdhury,Gulzar,"Hemant Kumar, Krishna Kalle"
"इन बहारों में अकेले न फिरो
राह में काली घटा रोक न ले
मुझ को ये काली घटा रोकेगी क्या
ये तो ख़ुद है मेरी ज़ुल्फ़ों के तले

ये फ़िज़ायें ये नज़ारे शाम के
सारे आशिक़ हैं तुम्हारे नाम के
फूल कहती है ओ हो हो हो
फूल कहती है तुम्हें बाद-ए-सबा, तुम्हें बाद-ए-सबा
देखना बाद-ए-सबा रोक न ले
इन बहारों में अकेले ...

मेरी कदमों से बहारों की गली
मेरा चेहरा देखती है हर कली
जानते हैं सब ओ हो हो हो
जानते हैं सब मुझे गुलज़ार में, मुझे गुलज़ार में
रंग सब को मेरे होंठों से मिले
इन बहारों में अकेले ...


 ",Mamta,1966,Roshan,Majrooh,"Rafi, Asha"
"इन दिनों, दिल मेरा, मुझसे है कह रहा
तू ऽऽ ख़्वाब सजा, तू ऽऽ जी ले ज़रा
है तुझे भी इजाज़त, कर ले तू भी मोहब्बत

बेरंग सी है बड़ी ज़िंदगी, कुछ रंग तो भरुँ
मैं अपनी तनहाई के वास्ते, अब कुछ तो करुँ
जब मिले थोड़ी फ़ुरसत, मुझसे करले मोहब्बत
है तुझे भी इजाज़त, कर ले तू भी मोहब्बत

उसको छुपाकर मैं सबसे कभी, ले चलूँ कहीं दूर
आँखों के प्यालों से पीता रहूँ, उसके चेहरे का नूर
इस ज़माने से छुपकर, पूरी कर लूँ मैं हसरत
है तुझे भी इजाज़त, कर ले तू भी मोहब्बत

इन दिनों ...

 ",Life In A Metro,2007,Pritam,Sayeed Quadri,Soham Chakrabarty
"अजी सुनाओ सरदारा की हाल है ?
 laughter 
इन हाथों से सब की गाड़ी चल रही है
को: वाह वाह !
हाथ ला उस्ताद, क्यों, कैसी कही है ?
को: वाह वाह !
इन हाथों से सब की गाड़ी ...

एक दिन की है बात राह मेइन हम जाते थे
को: hmmmm ? 
गाड़ी बिगड़ी है लोग ये चिल्लाते थे
जाकर देखा यार रोता था दिलीप कुमार
अरे कम्बख्त गाड़ी को भी यहीं puncture होना था ह्म्म्म
हम पहुँचे तो सारी आफ़त टल गयी वाह वाह

इन हाथों से सब की गाड़ी ...

पो पो motor car जिस घड़ी सन सन सनके
बोले अपने हाथ राह में horn बनके
प्यारे हट जाना नीचे न कट जाना
कितनों कि गिरती पगड़ी सम्भल गयी वाह वाह

इन हाथों से सब की गाड़ी ...

ये रुक जाते तो सारे धंधे रुक जाते
घर से दफ़्तर तक सेठ कैसे जा पाते
सारा कारोबार हो जाता बंटाढार
अरे मारो सारा कारोबार हो गया बंटाढार
यूँ समझो इन से ये दुनिया चल गयी वाह वाह
इन हाथों से सब की गाड़ी ...

 ",Chalti Kaa Naam Gaadi,1958,S D Burman,Majrooh,"Kishore, Chorus"
"इन हवाओं पे किसी ने लिख दी दो दिलों की कहानी
उसमें दो नाम लिखे हैं इक तेरा है इक मेरा
इन हवाओं पे ...

आ गए हम कहां पागल सा ये समां पागल बनाने लगा हो देखो
कैसी ये खुश्बू है कैसा ये जादू है जादू सा छाने लगा हो देखो
ये हुआ है यहां पे पहली बार
दो दिल जो मिल के धड़के है इक तेरा है इक मेरा
इन हवाओं पे ...

जागे हैं सोए हैं हम कहां खोए हैं कुछ याद आता नहीं हो देखो
तेरे नाम के बिना तेरी याद के सिवा कुछ याद आता नहीं ओ देखो
हमारे तुम्हारे प्यार के दो सपने सच हो रहे हैं इक तेरा है इक मेरा
इन हवाओं पे ...

 ",Dil Kyaa Kare,1999,Jatin-Lalit,Anand Bakshi,"Udit Narayan, Anuradha Paudwal"
"इन हवाओं में, इन फ़िज़ाओं में तुझको मेरा प्यार पुकारे 
आजा आजा रे, तुझको मेरा प्यार पुकारे 

रुक ना पाऊं मैं, खिचती आऊं मैं, दिल को जब दिलदार पुकारे 
आजा आजा रे तुझको मेरा पुकारे 

तुझसे रंगत, तुझसे मस्ती इन झरनो में, इन फूलों में 
तेरे दम से मेरी हस्ती झूले चाहत के झूलों में 
मचली जायें शोख उमंगे, दो बाहों का हार पुकारे 
आजा आजा रे 

दिल में तेरे दिल की धड़कन, आँख में तेरी आँख का जादु 
लब पर तेरे लब के संग, साँस में तेरी साँस की खुशबू 
ज़ुल्फ़ों का हर पेंच बुलाये, आँचल का हर तार पुकारे 
आजा आजा रे, तुझको मेरा प्यार पुकारे 

इन हवाओं में, इन फ़िज़ाओं में तुझको मेरा प्यार पुकारे 
आजा आजा रे, तुझको मेरा प्यार पुकारे 

रुक ना पाऊं मैं, खिंचती आऊं मैं 
दिल को जब दिलदार पुकारे 

लौट रही हैं मेरी सदायें दीवरों से सर टकरा के 
हाथ पकड़ कर चलने वाले हो गये रुख़सत हाथ छुड़ाके 
उनको कुछ भी याद नहीं है, अब कोई सौ बार पुकारे 

इल्म नहीं था इतनी जलदी खतम फ़साने हो जायेंगे 
तुम बेगाने बन जाओगे, हम दीवाने हो जायेंगे 
कल बाहों का हार मिला था, आज अश्कों का हार पुकारे 
आजा आजा रे, तुझको मेरा प्यार पुकारे 

 ",Gumrah,1963,Ravi,Sahir,"Mahendra Kapoor, Asha"
"इन कदमों के नीचे शायद ये मेरा दिल है
देखो तो क्या ऐसी ही बात है
अरे रे ठहरो देखती हूँ
न जाने शीशा है के दिल है
कुछ पैरों के नीचे तो है
अरे इन कदमों के नीचे ...

मज़े से जा रही थी मैं ये आ गए कहां से तुम
ये राह-ए-दिल ही ऐसी है जहां से हम वहां से तुम
अरे हसीनों को सताना फिर सता के ये मुस्कुराना
मज़ा आया हमें सच तो है
इन कदमों के नीचे ...

बड़ी अजब ये मंज़िल है कहीं को मैं कहीं दिल है
सनम करें भी क्या हम तुम कि ये समां ही क़ातिल है
कम नहीं तू भी हसीना रुत को क्या इल्ज़ाम देना
हां मुझमें भी ये सब तो है
इन कदमों के नीचे ...

 ",Kyaa Kehnaa,1999,Rajesh Roshan,Majrooh,"Kumar Sanu, Alka Yagnik"
"इन लम्हों की
हर डाली पर खिल गए
फूल कई
जब दिल से दिल मिल गए
आँखें आँखों से कहने लगी हैं
इक नई दास्ताँ
(हल्के हल्के रंग छलके
जाने अब क्या होने को है) 2
इन लम्हों की ...

साहिल पे जैसे
आती हैं लहरा के मौजें
दिल में आई हैं उमंगें
भीगी हवाएँ
गाती हैं मीठी सी धुन में
जागी जागी हैं तरंगें
अजनबी जो, कल मिले थे
फ़ासले उनके कम हो गए
हल्के हल्के ...

फूलों की रुत में
भँवरे भी दीवाने से हैं
कलियाँ खिलती हैं शर्मीली
अब ज़िंदगी ने 
ओढ़ी है इक महकी महकी
ख़्वाबों की चादर रंगीली
तुमसे मिलके, साथ चलके
क्या से क्या देखो हम हो गए
हल्के हल्के ...

 ",Honeymoon Travels Pvt. Ltd.,2007,Vishal-Shekhar,Javed Akhtar,Neeraj Shridhar
"इन मस्त निगाहों से मुझको न पिला देना
तुम एक मुसलमां हो क़ाफ़िर न बना देना
ओय वल्ला मेरा जवाब निस्ता
ओय लोशे ओय क़ुर्बान
ओये लाले दी जान ऐसे मेरा माशूक़ चले
ओय खोचे जैसे बन्दूक चले
बन्दूक ये चलने वालाई
तेरी जान
मैं ऐसी चीज़ नहीं जो घबरा के पलट जाऊंगा
मेरे सामने से हट जा -2 नहीं तो मैं तुझसे लिपट जाऊंगा

हो मैं ऐसी चीज़ नहीं जो शरमा के सिमट जाऊंगी
मैं काट के रख दूंगी तुझको या आप ही कट जाऊंगी
मैं ऐसी चीज़ नहीं जो घबरा के ...

दरिया-ए-मोहब्बत में गुस्सा तिनका बन के रह जाए
मैं तेरे टुकड़े कर दूंगी किसका तू रह जाए
मैं तेरे हुस्न के सदके की खैरात में बंट जाऊंगा
मैं ऐसी चीज़ नहीं जो घबरा के ...

यार वई वई -2 यार में कुछ दम नहीं
फ़ैसला ये आज होगा तुम नहीं या हम नहीं
हम यूं ही मर जाएगा बस देख ले तू प्यार से
हो तू कौन है मेरा दुश्मन है -2
दुश्मन से प्यार नहीं करते -2
दुश्मन पर तीर चलाते हैं नज़रों से वार नहीं करते
मैं तितली नहीं बिजली हूँ -2 चमकी तो चिमट जाऊंगी
हो मैं ऐसी चीज़ नहीं जो शरमा के ...

 ",Khudaa Gawaah,1992,Laxmikant-Pyarelal,Anand Bakshi,Mohammed Aziz
"उ : हो ओ ओ ओ ओ हो
 इन मस्त निगाहों से मुझको ना पिला देना -2
 तुम एक मुसलमाँ को क़ाफ़िर ना बना देना
सु : हो हो हो हो
 मोहब्बत में निगाहों से ओ हो
 मोहब्बत में निगाहों से ज़ुबाँ का काम लेते हो
 किसी की बात करते हो किसी का नाम लेते हो

उ : शहंशा हो कि मलिका हो सलामी हम नहीं करते -2
 हसीना हो के बोतल हो
 हो ओ ओ ओ हसीना हो के बोतल हो ग़ुलामी हम नहीं करते
अ : ऐ हुज़ूर जो कहना है कहो खुल के
 मैने कहा
 जो कहना है कहो खुल के बहाने क्यूँ बनाते हो
 हसीनों की गली में तुम भी अपना सर झुकाते हो

उ : सर जिस पे ना झुक जाएँ
 अब मैं जो कहने जा रहा हूँ
 ना किसी ने कहा है ना किसी ने सुना है
 मुलाहिज़ा फ़रमाएँ हुज़ूर
को : इरशाद -3

उ : सर जिस पे ना झुक जाएँ उसे दर नहीं कहते -2
 हर दर पे जो झुक जाए
 हो ओ ओ ओ हर दर पे जो झुक जाए उसे सर नहीं कहते
 सर जिस पे ना झुक जाएँ उसे दर नहीं कहते

 ओ साहिब देख कर हमको हँसी क्यूँ आ गई तुमको -2
 हमारा नाम हीरो है
 हो ओ ओ ओ हमारा नाम हीरो है हमें जोकर नहीं कहते
सु : हो सर जिस पे ना झुक जाएँ उसे दर नहीं कहते
 
उ : हो ( वो और हैं पीते ही खुल जाते हैं मुँह जिनके ) -2
 पी जाते हैं हम सब कुछ
 ओ ओ ओ ओ पी जाते हैं हम सब कुछ कुछ पी कर नहीं कहते
 सर जिस पे ना झुक जाएँ उसे दर नहीं कहते
सु : हो सर जिस पे ना झुक जाएँ उसे दर नहीं कहते
उ : हर दर पे जो झुक जाए उसे सर नहीं कहते
सु : सर जिस पे ना झुक जाएँ उसे दर नहीं कहते

उ : इन मस्त निगाहों से मुझको ना पिला देना
सु : इन मस्त निगाहों से मुझको ना पिला देना
उ : तुम एक मुसलमाँ को क़ाफ़िर ना बना देना
को : सर जिस पे ना झुक जाएँ उसे दर नहीं कहते -2
 हर दर पे जो झुक जाए उसे सर नहीं कहते
 सर जिस पे ना झुक जाएँ उसे दर नहीं कहते -2
 ल ल ला ल ला ला ल ल ला

 ",The Hero,2003,Uttam Singh,Anand Bakshi,"Udit Narayan, Sunidhi Chauhan,..."
"इनसानों ने पैसे के लिए आपस का प्यार मिटा डाला - 2
हँसते बसते घर फूँक दिए धरती को नर्क बना डाला ...

मिट्टी से निकाला सोने को सोने से बनाए महल मगर - 2
जज़्बातों के नाज़ूक रिश्ते को मिट्टी के तले दफ़ना डाला ...

दीन और धरम को हार दिया नेकी को बदी पर वार किया - 2
मंदिर मस्जिद और गिर्जों को बैंकों की भेंट चढ़ा डाला ...

प्यार अपनी जगह ख़ुद दौलत है ये बात ना समझी इनसान ने - 2
कुदरत की बनाई दौलत का सिक्कों में मोल लगा डाला ...

 ",Paisa Ya Pyar,1969,Ravi,Sahir,Hemant
"इन्हीं लोगों ने, इन्हीं लोगों ने
इन्हीं लोगों ने ले लीना दुपट्टा मेरा

हमरी न मानो बजजवा से पूछो
हमरी न मानो सैंया ... बजजवा से पूछो
जिसने ... जिसने अशरफ़ी गज़ दीना दुपट्टा मेरा

हमरी न मानो रँगरजवा से पूछो -2
जिसने गुलाबी रँग दीना दुपट्टा मेरा
इन्हीं लोगों ने, इन्हीं लोगों ने
इन्हीं लोगों ने ले लीना दुपट्टा मेरा

हमरी न मानो सिपहिया से पूछो -2
जिसने बजरिया में छीना दुपट्टा मेरा
दुपट्टा मेरा, दुपट्टा मेरा
इन्हीं लोगों ने, इन्हीं लोगों ने
इन्हीं लोगों ने ले लीना दुपट्टा मेरा

 ",Paakeezaah,1971,Ghulam Mohammad,Majrooh,Lata
"इन्हीं लोगों ने ले लीना दुपट्टा मेरा

ये माना हुस्न ख़ुदा होता है
पर ये अन्दाज़ तुम्हें कौन सिखा देता है
शिकम (?) भी मादर से कोई सीख के आता नहीं
चाहने वाला ही कमबख़्त सिखा देता है

मेरी न मानो रंगरेजवा से पूछो
जिसने गुलाबी रंग दीना दुपट्टा मेरा

मोरी न मानो सैयां से पूछो
जिसने ओढ़ के मज़ा लीना दुपट्टा मेरा
इन्हीं लोगों ने ...

 ",Aabroo,1943,Pt Gobindram,nan,nan
