Song,Film,YearMusic Director,Lyricist,Singers
"र: फिरते थे जो बड़े ही सिकंदर बने हुए 
बैठे हैं... उनके दर पे ... 
कबूतर बने हुए ... 

जिस प्यार में... ये हाल हो ... - 2 
उस प्यार से तौबा तौबा, उस प्यार से तौबा ... - 2

मु: जो बोर करे यार को ... जो बोर करे यार को 
उस यार से तौबा तौबा ... उस यार से तौबा ... 

र: हमने भी ये सोचा था कभी, प्यार करेंगे 
चुप चुप के शोख हसीना पे मरेंगे 
देखा जो अज़ीज़ों को मुहब्बत में तड़पते ... 
दिल कहने लगा हम तो मुहब्बत से डरेंगे ... 
इन नगि.र्सी , आँखों के ... छुपे वार से तौबा ... तौबा 

मु: तुम जैसों की नज़रें न किसी हसीना से लड़ेंगी
गर लड़ भी गयी तो अपने ही कदमों पे गढ़ेंगी
भूले से किसी शोख पे दिल फेंक न देना
झड़ जायेंगे सब बाल वही भाव पड़ेगी
तुम जैसों को जो पड़ती है, उस मार से तौबा, तौबा ...

मु: जो बोर करे यार को ... जो बोर करे यार को 
उस यार से तौबा तौबा ... उस यार से तौबा ... 
दिल जिनका जवान हो, वो सदा प्यार करेंगे... 

र: जो प्यार करेंगे, वो है ... आह ... भरेंगे ... 

मु: जो दूर से देखेंगे वो, जल जल के मरेंगे ... 
जल जल के मरेंगे तो कोइ फिक्र नहीं है ... - 2 
माशूक के कदमों पे मगर, सर ना धरेंगे ... 

मु: जो बोर करे यार को ... जो बोर करे यार को 
उस यार से तौबा तौबा ... उस यार से तौबा ... 

 ",Phir Subah Hogi,1958,Khayyam,Sahir,"Mukesh, Rafi"
"हाय
अजी फुल गेन्दवा न मारो, न मारो
लगत करेजवा में चोट

फुल गेन्दवा न मारो, न मारो (2)
लगत करेजवा में चोट

दूँगी मैं दुहाई
काहे चतुर बनत छिछोरी करत हरजाई

फुल गेन्दवा न मारो, न मारो
लगत करेज
त करेज (3)
गत करेजवा में चोट

हे दहका हुआ ये अंगारा, अंगारा हाँ
दहका हुआ ये अंगारा
जो गेन्दवा कहलाये है
अजी तन पर जहाँ गिरे पापी
वहीं दाग़ पड़ जाये है
अंग-अंग मोरा पीर करे और कर के कहे
फुल गेन्दवा न मारो
फुल गेन्दवा न मारो, न मारो
लगत करेजवा में चोट

हे फुल गेन्दवा न मारो
अजी फुल गेन्दवा न मारो
फुल गेन्दवा न मारो -2
मइक
न मारो -3
फुल गेन्दवा न मारो, न मारो
लगत करेजवा में चोट

रुक जाओ -5
न सताओ मोहे जुलमी बलम, ओ बलम -2
मान जाओ, बिनती अबला की
देखो-देखो अब दूँगी मैं दुहाई
काहे चतुर बनत छिछोरी करत हर्जाई

फुल गेन्दवा न मारो
न मारो न मारो न
प प ध 
ध ध ध नि ध
प म ध प म
ग म ग रे स
स स स स स स 
फुल गेन्दवा न मारो

न मारो (6)
लगत करेजवा में चोट
करेजवा में चोट (2)
स ग ग रे रे स
स म प म ग ग रे स स नि 
स ध ध ध स प प प स प स प स 
प नि म
फुल गेन्दवा न -3
न मारो -3

अर्रे फुल गेन्दवा न मारो, न मारो
लगत करेजवा में चोट

दूँगी मैं दुहाई
काहे चतुर बनत छिछोरी करत हर्जाई

फुल गेन्द
दवा दवा दवा दवा
दवा दवा दवा दवा
दवा न मारो, न मारो
लगत करेजवा में चोट

 ",Dooj Ka Chand,1964,Roshan,Sahir,Manna Dey
"ल : फुलबगिया में बुलबुल बोले, डाल पे बोले कोयलिया
 प्यार करो
 प्यार करो रुत प्यार की आई रे भंवरों से कहती हैं कलियाँ
 हो जी हो -4

र : ओ
 हो जी हो -6
 प्यार तो है तलवार की धार जी प्यार की मुश्किल हैं गलियाँ
 प्यार में राधा बावरी बन गई रटते रटते सावलिया

ल :  जो प्यार करते जग से न डरते प्रेमी अगन में पलते हैं
 दीपक के तन में लौ की लगन में लाखों पतंगे जलते हैं
 जान करे कुरबान हिरन जब गीत की बाजे बासुरिया

 प्यार करो
 प्यार करो रुत प्यार की आई रे भंवरों से कहती हैं कलियाँ
 
र : प्यार तो है तलवार की धार जी प्यार की मुश्किल हैं गलियाँ
 प्यार में राधा बावरी बन गई रटते रटते सावलिया

 कौन करेगा प्रीत यहाँ जब कोई किसी का मीत नहीं
 प्रीत भरा संगीत नहीं तो प्यार की जग में जीत नहीं
 तार बजे जब बीना के तब प्यार की बाजे पायलिया

ल : प्यार करो
 प्यार करो रुत प्यार की आई रे भंवरों से कहती हैं कलियाँ
 
र : प्यार तो है तलवार की धार जी प्यार की मुश्किल हैं गलियाँ
 प्यार में राधा बावरी बन गई रटते रटते सावलिया
ल : हो जी हो -4

 ",Rani Rupmati,1959,S N Tripathi,Bharat Vyas,"Lata, Rafi / Rafi"
"( फुलवारन लागे चोर, मलनिया सोय रही
हाँ हाँ मलनिया सोय रही ) -2

इन चोरन से
इन चोरन से चौकस रहियो
जाग रहे हर ओर -2

मलनिया सोय रही
हाँ हाँ मलनिया सोय रही
फुलवारन लागे चोर, मलनिया सोय रही
हाँ हाँ मलनिया सोय रही

दूजे चोर अंधियारा खोजें -2
छाया देख सहारा खोजें -2
फुलवारन के चोर निराले -2
इनको जैसे रैन अंधियारी -2
जैसे उजली भोर मलनिया जैसे उजली भोर

मलनिया सोय रही
हाँ हाँ मलनिया सोय रही
फुलवारन लागे चोर, मलनिया सोय रही
हाँ हाँ मलनिया सोय रही

दूजे चोर चुरावै ताली -2
सोना हीरा मानक मोती -2
फुलवारन के चोर क़यामत
सोने चाँदी की का बतिया -2
तन-मन लेत मरोड़ -2

मलनिया सोय रही
हाँ हाँ मलनिया सोय रही
फुलवारन लागे चोर, मलनिया सोय रही
हाँ हाँ मलनिया सोय रही

 ",Sikandar,1941,Mir Saheb?/Rafiq Ghaznavi?,Pt Sudarshan,Sheela
"फूल आहिस्ता फेंको, फूल बड़े नाज़ुक होते हैं
वैसे भी तो ये बद्‌्‌-क़िसमत नोक पे कांटों की सोते हैं
फूल आहिस्ता   ...

बड़ी खूब्सूरत शिक़ायत है ये
मगर सोचिये क्या शराफ़त है ये
जो औरों का दिल तोड़ते रहते हैं
लगी चोट उनको तो ये कहते हैं
कि फूल आहिस्ता फेंको, फूल बड़े नाज़ुक होते हैं
जो रुलाते हैं लोगों को एक दिन खुद भी रोते हैं
फूल आहिस्ता   ...

किसी शोख़ को बाग़ की सैर में
जो लग जाये कांटा कोई पैर में
ख़फ़ा हुस्न वालों से हो किस लिये
ये मासूम है बहकता इस लिये
कि फूल आहिस्ता फेंको, फूल बड़े नाज़ुक होते हैं
ये करेंगे कैसे घायल ये तो खुद घायल होते हैं
फूल आहिस्ता   ...

गुलों के बड़े आप हमदर्द हैं
भला क्यों न हो आप भी मर्द हैं
हज़ारों सवाल.ओं का है इक जवाब
फ़रेब-ए-नज़र ये न हो ऐ जनाब
कि फूल आहिस्ता फेंको फूल बड़े नाज़ुक होते हैं
सब जिसे कहते हैं शबनम, फूल के आँसू होते हैं
फूल आहिस्ता   ...


 ",Prem Kahaani,1975,Laxmikant-Pyarelal,Anand Bakshi,"Mukesh, Lata"
"फूल भरे हैं दामन दामन
लेकिन वीरां गुलशन गुलशन

अक़्ल की बातें करने वले
क्या समझेंगे दिल की धड़कन
क्या समझेंगे दिल की धड़कन

कौन किसी के दुख का साथी
अपने आँसू अपना दामन
लेकिन वीरां गुलशन गुलशन
फूल भरे हैं...

तेरा दामन छोड़ूं कैसे
मेरी दुनिया तेरा दामन
लेकिन वीरां गुलशन गुलशन
फूल भरे हैं...

 ",(Non-Film),2002,Ghanshyam Vaswani,Kanwar Mahinder Singh Bedi Sahar,Jagjit Singh
"फूल गुलाब का
लाखों में हज़ारों में एक चेहरा जनाब का
फूल गुलाब का ...

हाँ झोंके सुरूर के
ऐसी तारीफ़ें करना सीखे कोई हुज़ूर से
फूल गुलाब का ...

गोरे गोरे हाथों में मेंहदी महकती है
फूल सी कलाई में चूड़ी खनकती है
मौजें जनाब की
माथे पे चमकती बिंदिया हिजाब की
फूल गुलाब का ...

खुश्बुओं के साये में क्या क्या गुल बूटे हैं
प्रेम रंग सच्चा है बाकी रंग झूठे हैं
मौसम जवान है
तौबा बोलूं क्या बोलूं मुश्किल में जान है
झोंके सुरूर के ...

थमीं थमीं लहरे हैं रुका रुका पानी
तेरी मेरी आँखों में रात की कहानी
है वादा बहार का
उम्र भर गाएंगे नग़्मा ये प्यार का
फूल गुलाब का ...

 ",Biwi Ho To Aisi,1988,Laxmikant-Pyarelal,Anjaan,"Anuradha Paudwal, Mohammed Aziz"
"लता :
फूल है बहारों का, बाग़ है नज़ारों का
और चाँद होता है सितारों का
मेरा तू तू ही तू

रफ़ी :
हाँ मौज है किनारों की, रात बेक़रारों की
और रिमझिम सावन की फुहारों की
मेरी तू तू ही तू

कभी कहीं, मैं खो जाऊँ, कहाँ ढूँढ़े कहाँ जाए
मेरा पता फिर तू किससे पूछे

लता :
जिसके जी में तू बसा है, जिसके दिल में तू छुपा है
वो तुझे गलियों में क्यूँ ढूँढ़े
वो तुझे गलियों में क्यूँ ढूँढ़े

रफ़ी :
हा हा
जाम है मस्ताने का, इश्क़ है दीवाने का
और तीर होता है निशाने का
मेरी तू तू तू, तू ही तू

लता :
ओ दीवाने, मैंने ऐसा क्या कहा है, क्या हुआ है
तूने दिल क्यूँ थाम लिया है

रफ़ी :
ओ हसीना, क्या बताऊँ, तेरे दिल ने मेरे दिल को
प्यार भरा पैग़ाम दिया है
हा हा

लता :
रीत है ज़माने की, बात है फ़साने की
और शम्मा होती है परवाने की
मेरा तू तू ही तू

रफ़ी : 
हा मौज है किनारों की ...

लता :
मेरा तू तू ही तू

 ",Jigri Dost,1969,Laxmikant-Pyarelal,Anand Bakshi,"Lata, Rafi"
"फूल ही फूल खिल उठे मेरे पैमाने में
आप क्या आये बहार आ गई मयख़ाने में

आप कुछ यूँ मेरे आईना-ए-दिल में आये
जिस तरह चाँद उतर आया हो पैमाने में

आप के नाम से ताबिन्दा है उन्वान-ए-हयात
वरना कुछ बात नहीं थी मेरे अफ़साने में

 ",The Finest Ghazals of Mehdi Hassan (Non-Film),1985,Mehdi Hasan,Saleem Gilani,Mehdi Hasan
"फूल खिले आये दिन बहार के अब न कहीं जिया लागे
खुश्बू लिये आए दिन बहार के अब न कहीं जिया लागे

बुलबुल बन के पिया उड़ उड़ जाऊं
पंख लगा के तेरे अंगना में आऊं
फूल खिले आये दिन बहार के ...

जागूं सारी रात बिना छेड़े मुझे नींद आये न
आँखों में तेरे पिया कोई दूजा भाये न
पल पल तेरी मुझे याद सताए
जाने कब कैसे कहां दिन ढल जाए
होंठों पे है नाम तेरे अब कहीं चैन पाए न
फूल खिले आये दिन बहार के ...

आऊंगी तेरे पास मैं दूरियां सारे दिल की मिटाऊंगी
बैठूंगी तेरे सामने पलकों में अपने बसा लूंगी
तुझे रिझाऊंगी बिन्दिया लगा के मैं
लेके तुझे जाऊंगी मैं चुपके से छुपके
एक दिन मैं तेरी दुल्हन बनूंगी
तुझ पे मैं खुशियां लुटाऊंगी
फूल खिले आये दिन बहार के ...

 ",Qaid Mein Hai Bulbul,1992,Anand-Milind,Sameer,Alka Yagnik
"( फूल खिले हैं गुलशन में
तू भी देख ले मैं भी देख लूँ ) -2
कौन बसा है धड़कन में
तू भी देख ले मैं भी देख लूँ
फूल खिले हैं गुलशन में
तू भी देख ले मैं भी देख लूँ

दिल ने ली है क्यूँ अंगड़ाई
हो नज़र है क्यूँ शरमाई
किसके मस्त इशारे पा कर -2
ऐसी मस्ती छाई -2
अपने दिल के दरपन में -2

तू भी देख ले मैं भी देख लूँ
फूल खिले हैं गुलशन में
तू भी देख ले मैं भी देख लूँ

उड़ते बादल करें इशारे
आ जा पास हमारे
हम-तुम मौज उढ़ायें जैसे -2
खेलें चाँद-सितारे -2
प्यार बसा कर तन-मन में -2

तू भी देख ले मैं भी देख लूँ
फूल खिले हैं गुलशन में
तू भी देख ले मैं भी देख लूँ

कलियों ने भी नई अदा से
हो है मुस्काना सीखा
बुलबुल ने कोई छेड़ के नगमा -2
प्यार जताना सीखा -2
सब हैं अपनी ही धुन में -2

तू भी देख ले मैं भी देख लूँ
फूल खिले हैं गुलशन में
तू भी देख ले मैं भी देख लूँ

 ",Nili,1950,S Mohinder,Surjeet Sethi,Suraiya
"फूल खिले जुगनू चमके दिल धड़के निकले तारे
मेरे जानम तू नहीं आया बाकी आ गए सारे

तेरे बिन मेरे मितरा ओ बेखबरा बेदर्दाअ
मेरा दिल नइयो लगदा लगदा
तेरे प्यार बिना सजना रंग रूप मेरा नइयो सजदा
मेरा दिल नइयो ...
तेरे बिन मेरे मितरा ओ ...

सामने मेरा यार नहीं
यार नहीं तो प्यार नहीं
क्या नाचूं मैं क्या गाऊं
मेरी पायल में झनकार नहीं
सामने मेरा यार नहीं
झूठा वादा कर गया साजन
झूठा दुनिया भर दा
मेरा दिल नइयो ...
तेरे बिन मेरे मितरा ओ ...

हो मेरी पायल मेरी पायल छम छम बजने लगी
हो मेरी चूड़ी मेरी चूड़ी खन खन करने लगी
तेरी प्यास बुझी सावन आया
चल नाच तेरा साजन आया
आ ओ जान मेरी लब पर आई
अब आया तू हरजाई
रस्ते में ही टूट गई हाय
शर्म से मेरी अंग्ड़ाई
निकल गया सीने से बाहर ये दिल धकधक करदा
मेरा दिल नइयो ...
तेरे बिन मेरे मितरा ओ ...

 ",Hindustaan Ki Qasam,1999,Sukhwinder Singh,Anand Bakshi,Alka Yagnik
"फूल मांगूं ना बहार मांगूं
मैं तो सनम तेरा प्यार मांगूं
चैन मांगूं न करार मांगूं
मैं तो सनम तेरा प्यार मांगूं
फूल मांगूं ना बहार ...

जो भी छुपाया था इस दिल में मैने तुझको बताया
राज़-ए-मोहब्बत मैने भी तुमसे कभी न छुपाया
कैसी होती है लगी मुझको तू बता
इसमें हैं बेचैनियां इसमें है नशा
होश मांगूं या खुमार मांगूं
मैं तो सनम तेरा प्यार मांगूं
फूल मांगूं ना बहार ...

हरदम चाहे इतना मुझे होगा न ऐसा दीवाना
तेरे लिए मैं जान-ए-जहां छोड़ूं सारा ज़माना
गुज़रेगी भला कैसे तन्हा ज़िंदगी 
अब तो तेरे नाम है मेरी हर खुशी
रूप मांगूं न सिंगार मांगूं
मैं तो सनम तेरा प्यार मांगूं
फूल मांगूं ना बहार ...

 ",Raja,1995,Nadeem-Shravan,Sameer,Alka Yagnik
"फूल सा चेहरा चाँद सी रंगत चाल क़यामत क्या कहिए
जो भी देखे हो जाए पागल अपनी तो हालत क्या कहिए

अपनी अदा से आप सिमटना साए से अपने आप झिझकना
हाथ लगे तो कुम्हला जाओ ऐसी नज़ाक़त क्या कहिए
फूल सा चेहरा ...

एक नज़र से देख लो जिसको बेमौत वो तो मारा ही जाए
ऊपर से भोली अंदर से क़ातिल ऐसी शरारत क्या कहिए
फूल सा चेहरा ...

जिसको ज़माना कहता है सूरज ये तो तुम्हारा नक़श-ए-क़दम है
मिल जाए जिसको तुझ सी हसीना उसकी तो हालत क्या कहिए
फूल सा चेहरा ...

 ",Raat Aur Din,1967,Shankar-Jaikishan,Hasrat,Rafi
"फूल तुम्हें भेजा है ख़त में
फूल नहीं मेरा दिल है
प्रीयतम मेरे तुम भी लिखना
क्या ये तुम्हारे क़ाबिल है
प्यार छिपा है ख़त में इतना
जितने सागर में मोती
चूम ही लेता हाथ तुम्हारा
पास जो मेरे तुम होती
फूल तुम्हें भेजा है ख़त में ...

नींद तुम्हें तो आती होगी
क्या देखा तुमने सपना
आँख खुली तो तन्हाई थी
सपना हो न सका अपना
तन्हाई हम दूर करेंगे
ले आओ तुम शेहनाई
प्रीत लगा के भूल न जाना
प्रीत तुम्हीं ने सिखलाई
फूल तुम्हें भेजा है ख़त में ...

ख़त से जी भरता ही नहीं
अब नैन मिले तो चैन मिले
चाँद हमारी अंगना उतरे
कोई तो ऐसी रैन मिले
मिलना हो तो कैसे मिले हम
मिलने की सूरत लिख दो
नैन बिछाये बैठे हैं हम
कब आओगे ख़त लिख दो
फूल तुम्हें भेजा है ख़त में ...


 ",Saraswatichandra,1968,Kalyanji-Anandji,Indeevar,"Lata, Mukesh"
"फूलवाली ने चुम्मा दी प्रियतम को

फूलवाली ने लूटा मुझको दिल दे दिया मैंने तुझको

जान से मुझे तुम प्यारी हो तुम ही मेरी फुलवारी हो

चुम्मे पे चुम्मा दूँ तुझको सुन लो प्रिया मेरी धड़कन को

फूलवाली ने लूटा मुझको दिल दे दिया मैंने तुझको

जान से मुझे तुम प्यारे हो, तुम ही मेरे रखवाले हो

चुम्मे पे चुम्मा दूँ तुझको सुन लो प्रिया मेरी धड़कन को
फूलवाली ने लूटा मुझको दिल दे दिया मैंने तुझको




रंग लायेगी रंग लायेगी दिल की लगी रंग लायेगी

बन जायेगी बन ज़ायेगी प्यार की कहानी बन जायेगी

तुम ही मेरे दिलबर हो जन्मों से मेरा नाता है

दिल दिया तूने जादूगरनी मुझको लूट लिया

तुम ही पिया मेरी धड़कन हो तुम ही पिया मेरी सरगम हो

तुझसे हुआ love love love अइ यइ यो

बेहोशियाँ अब होने दो होने दो सपनों मे तुम मुझे खोने दो खोने दो

चुम्मे पे चुम्मा दूँ तुझको सुन लो प्रिया मेरी धड़कन को


रंग लायेगी रंग लायेगी दिल की लगी रंग लायेगी
बन जायेगी बन ज़ायेगी प्यार की कहानी बन जायेगी

जादू भरा है तेरी आँखों में कैसा बनाया ऊपरवाले ने

तुमको क़सम मेरे दिल की है छोड़ना नहीं मुझको

चुम्मा देके लूटा मुझको दिल दे दिया मैंने तुझको

जान से मुझे तुम प्यारे हो, तुम ही मेरे रख्वले हो
चुम्मे पे चुम्मा दूँ तुझको सुन लो प्रिया मेरी धड़कन को
फूलवाली ने लूटा मुझको दिल दे दिया मैंने तुझको

बेहोशियाँ अब होने दो होने दो सपनों मे तुम मुझे खोने दो खोने दो
चुम्मे पे चुम्मा दूँगी तुमको सुन लो पिया मेरी धड़कन को

 ",Muthu Maharaja,2001,A R Rahman,P K Mishra,"Udit Narayan, Chitra, G V Prak..."
"फूलों जैसी प्यारी-प्यारी महलों की रानी तू

झूले में झुलाऊँ सो जा निंदिया की गोद में

फूलों जैसी प्यारी-प्यारी महलों की रानी तू
झूले में झुलाऊँ सो जा निंदिया की गोद में

नीले-नीले बालों वाली गोरे-गोरे गालों वाली

मेरे लिये राज-दुलारी छोड़ी तूने दुनिया सारी

सपनों में आने वाली निंदिया चुराने वाली

मीठे-मीठे सपनों में सोजा प्यारी राज-कुमरी

फूलों जैसी प्यारी-प्यारी महलों की रानी तू
झूले में झुलाऊँ सो जा निंदिया की गोद में

 ",Humse Hai Muqabala,1995,A R Rahman,P K Mishra,S P Balasubrahmanyam
"फूलों का सपना देखने वालो
काटों पे चलना सीख लो, अजी ओ
अपने हाथों अपनी क़िस्मत
खुद बदलना सीख लो
हाये रे, फूलों का सपना ...

बड़े अटपटे जगत के रस्ते
चले चलो रे भई रोते हसते
यहाँ भूल-भूलैया कहीं कहीं
हैं ताल-तलैया कहीं कहीं
धोखे का जाल है हर तरफ़
ज़रा बचके निकलना सीख लो
हाये रे, फूलों का सपना ...

मत आने दो आँख में पानी
कमजोरी की है येह निशानी
बादल की कड़क से मत डरो
बिजली की तड़क से मत डरो
तुम तूफ़ानों के बीच भी
बेधड़क टेहलना सीख लो
ठोकर पे ठोकर लगें, मगर
तुम फिर भी सँभलना सीख लो
हाये रे, फूलों का सपना ...

 ",Girls School,1949,Anil Biswas,Pradeep,"Shamshad, Manna Dey"
"फूलों का तारों का, सबका कहना है
एक हज़ारों में मेरी बहना है
सारी, उमर, हमें संग रहना है
फूलों ...

ये न जाना दुनिया ने तू है क्यूँ उदास,
तेरी प्यासी आँखों में प्यार की है प्यास,
आ मेरे पास आ, कह जो कहना है, एक हज़ारों ...

भोली-भाली जापानी गुड़िया जैसी तू,
प्यारी-प्यारी जादू की पुड़िया जैसी तू,
डैडी का मम्मी का, सब का कहना है, एक हज़ारों ...

जब से मेरी आँखों से हो गई तू दूर
तब से सारे जीवन के सपने हैं चूर
आँखों में नींद ना, मन में चैना है, एक हज़ारों ...

देखो हम तुम दोनो हैं एक डाली के फूल
मैं न भूला तू कैसे मुझको गई भूल
आ मेरे पास आ, कह जो कहना है, एक हज़ारों ...

जीवन के दुखों से, यूँ डरते नहीं हैं
ऐसे बचके सच से गुज़रते नहीं हैं
सुख की है चाह तो, दुख भी सहना है, एक हज़ारों ...

 ",Hare Rama Hare Krishna,1971,R D Burman,Anand Bakshi,"Kishore/ Lata, R D Burman"
"हो हो हो, होहो होहो होहो ...
हे हे हे, हेहे हेहे हेहे ...
ही ही ...

फूलों के डेरे हैं, साये घनेरे हैं
झूम रही हैं हवाएं
ऐसे नज़ारों में, खिलती बहारों में
प्यार मिले तो रुक जाएं
फूलों के डेरे हैं ...

(कहीं भी, आस्मान के नीचे
 गाती निगाहों का, लहराती बाहों का
 हार मिले तो रुक जाएं) -2
हार मिले तो रुक जाएं
फूलों के डेरे हैं ...

(चले हैं दूर हम दीवाने
 कोई रसीला सा, बाँका सजीला सा
 यार मिले तो रुक जाएं) -2
यार मिले तो रुक जाएं

फूलों के डेरे हैं ...
हे, प्यार मिले तो रुक जाएं
हो, प्यार मिले तो रुक जाएं

 ",Zameer,1975,Sapan Chakravarty,Sahir,Kishore
"फूलों के मेले, हम हैं अकेले, -2
आ भी जा, -2
हाथों में हाथ मेरा ले ले

फूलों के मेले, हम हैं अकेले, -2
आ भी जा, -2
हाथों में हाथ मेरा ले ले

फूलों के मेले, हम हैं अकेले,

( प्यार के दिन, दिल की धड़कन
हाय गिन-गिन के कैसे ग़ुज़ारूँ ) -2
( कौन है मेरा, ऐसे में जिसको
तेरे सिवा मैं पुकारूँ ) -2
तूने दिये हैं दर्द नवेले -2

आ भी जा, -2
हाथों में हाथ मेरा ले ले

फूलों के मेले, हम हैं अकेले,

 ",Devta,1956,C Ramchandra,Rajinder Krishan,Asha
"फूलों के रंग से, दिल की कलम से
तुझको लिखी रोज़ पाती
कैसे बताऊँ, किस किस तरह से
पल पल मुझे तू सताती
तेरे ही सपने, लेकर के सोया
तेरी ही यादों में जागा
तेरे खयालों में उलझा रहा यूँ
जैसे के माला में धागा

हाँ, बादल बिजली चंदन पानी जैसा अपना प्यार
लेना होगा जनम हमें, कई कई बार
हाँ, इतना मदिर, इतना मधुर तेरा मेरा प्यार
लेना होगा जनम हमें, कई कई बार

साँसों की सरगम, धड़कन की वीना, 
सपनों की गीताँजली तू
मन की गली में, महके जो हरदम,  
ऐसी जुही की कली तू
छोटा सफ़र हो, लम्बा सफ़र हो, 
सूनी डगर हो या मेला
याद तू आए, मन हो जाए, भीड़ के बीच अकेला
हाँ, बादल बिजली, चंदन पानी जैसा अपना प्यार
लेना होगा जनम हमें, कई कई बार

पूरब हो पच्छिम, उत्तर हो दक्खिन, 
तू हर जगह मुस्कुराए
जितना भी जाऊँ, मैं दूर तुझसे, 
उतनी ही तू पास आए
आँधी ने रोका, पानी ने टोका, 
दुनिया ने हँस कर पुकारा
तसवीर तेरी, लेकिन लिये मैं, कर आया सबसे किनारा
हाँ, बादल बिजली, चंदन पानी जैसा अपना प्यार
लेना होगा जनम हमें, कई कई बार

हाँ, इतना मदिर, इतना मधुर तेरा मेरा प्यार
लेना होगा जनम हमें, कई कई बार
कई, कई बार... कई, कई बार ...

 ",Prem Pujari,1970,S D Burman,Neeraj,Kishore
"फूलों में जो ख़ुश्बू है कैसे वो आती है अजूबा

तितली कहाँ से ये सारे रंग लाती है अजूबा

हवा को बाँसुरी बनाती है संगीत कैसे अजूबा

कोयल ने सीखे हैं इतने प्यारे गीत कैसे अजूबा

हैं ये अजूबे लेकिन इक और अजूबा है

धरती से अम्बर से परबत से सागर से

हमने सुना प्यार अजूबा है

हो
पहली नज़र में ही जो दो दिलों में हो

हर वो क़रार अजूबा है ओ

फूलों से जो ख़ुश्बू आये अजूबा है

तितली जो सारे रंग लाये अजूबा है

बाँसुरी का ये संगीत अजूबा है

कोयल जो गाती है गीत अजूबा है

ये भी हैराँ हैं ऐसा भी एक अजूबा है

हो
हो
डाली में महक होती ही नहीं कलियों में महक आ जाती है

ये भी अजूबा ही है

सागर से घटा जो उठती है मीठा पानी बरसाती है

ये भी अजूबा ही है

जंगल में जुगनू को देखो तो ये सोचो

ये रोशनी इस में आई कैसे

तन में जो है जाँ वो किस तरह है

मन में हैं अरमाँ वो किस तरह हैं

कह भी दो ये भी तो कोई अजूबा है

धरती से अम्बर से परबत से सागर से
हमने सुना प्यार अजूबा है
पहली नज़र में ही जो दो दिलों में हो
हर वो क़रार अजूबा है ओ

फूलों से जो ख़ुश्बू आये अजूबा है
तितली जो सारे रंग लाये अजूबा है
बाँसुरी का ये संगीत अजूबा है
कोयल जो गाती है गीत अजूबा है
ये भी हैराँ हैं ऐसा भी एक अजूबा है
अजूबा अजूबा अजूबा अजूबा अजूबा अजूबा -3

कहने को सात अजूबे हैं पर शायद लोग ये भूले हैं

एक और अजूबा भी है

रेशम-रेशम चंदन-चंदन तेरा महका-महका ये बदन

कोई अजूबा ही है

आँखों के नीले दर्पन होंठों का ये भीगापन

ये रूप तेरा अजूबा ही तो है

बाँहों की गर्मी ये भी अजूबा है

हाथों की नर्मी ये भी अजूबा है

ये चमन सा बदन कोई अजूबा है

धरती से अम्बर से परबत से सागर से
हमने सुना प्यार अजूबा है
पहली नज़र में ही जो दो दिलों में हो
हर वो क़रार अजूबा है ओ

फूलों से जो ख़ुश्बू आये अजूबा है
तितली जो सारे रंग लाये अजूबा है
बाँसुरी का ये संगीत अजूबा है
कोयल जो गाती है गीत अजूबा है
ये भी हैराँ हैं ऐसा भी एक अजूबा है

 ",Jeans,1998,A R Rahman,Javed Akhtar,"Hariharan, Sadhana Sargam"
"फूलों में कलियों में प्यार की गलियों में
दोनों मिलें मिल के चलें अनजानी राहों में हम
ऐ हे दिल है बेचैन आजा आजा
ऐ हे प्यासे हैं नैन आजा आजा
फूलों में ...

गा रही हैं हवाएं प्यार के वो तराने
गुनगुनाके जिन्हें हम हो गए थे दीवाने
मस्ती का आलम है मिलने का मौसम है
तो किसलिए ये फ़ासले क्यूं हम पे है ये सितम
ऐ हे दिल है बेचैन ...

तू कहीं खो गया तो मैं रही खोई खोई
जाने क्या हो गया था मैं न जागी न सोई
मैं राह तकती थी कब से तरसती थी
तेरी सदा सुन के लगा मैं जी उठी हूँ सनम
ऐ हे दिल है बेचैन ...

 ",Gang,1999,Annu Malik,Javed Akhtar,"Kumar Sanu, Sadhana Sargam, Ch..."
"फूलों में खुश्बू है इस दिल में इक तू है
जन्मों के साथी हम साथ साथ हैं
जन्मों के साथी ...

नैनों में ज्योति है सीपी में मोती है
जन्मों के साथी ...

जैसे हंसों के संग हंसिनी
जैसे चंदा में है चाँदनी
जैसे कवियों की हो भावना
जैसे मन में कोई कामना
दीया और बाती
हम साथ साथ हैं ...

जैसे आँखों में हों शोखियां
जैसे होंठों पे हों सुर्खियां
जैसे सावन में झूमे जिया
जैसे सजनी के संग हो पिया
दीया और बाती
हम साथ साथ हैं ...

 ",Hum Saath Saath Hain/ We Stand United,1999,Ram Laxman,Dev Kohli,"Hariharan, Anuradha Paudwal, K..."
