Song,Film,YearMusic Director,Lyricist,Singers
"मुहब्बत में कशिश होगी तो एक दिन तुमको पा लेंगे
इसी दुनिया में हम-तुम एक दूसरी दुनिया बना लेंगे

सितारों में गुलों में चाँद में तुम मिल ही जाओगे
मुहब्बत में हक़ीक़त है कहाँ तक आज़मा लेंगे

ज़माने को दिखा देंगे कि दो दिल कैसे मिलते हैं
इसी सूरत से हम बिगड़ी हुई क़िस्मत बना लेंगे

 ",Khubsoorat,1952,Madan Mohan,Shaukat Jaunpuri,Talat
" 
मुहब्बत में पहला कदम रखनेवालों -/2
कदम जो उठाना सम्भल कर उठाना -/2
ये रस्ता कठिन है ये मंज़िल है भारी
किसीकी तरह तुम भी ठोकर न खाना -/2
 
है उल्फ़त में बर्बादीयों के सीवा क्या
मुहब्बत में सब कुच लुटा कर मिला क्या -/2
कहीं दिल की बातों में तुम भी न आना -/2
कदम जो उठाना  /थ्रीदोत्स
 
वफ़ा की पशेमानीयाँ कुछ न पूछो
मेरे दिल की नादानीयाँ कुछ न पूछो -/2
कभी अपने क़ातिल को क़ातिल न जाना -/2
कदम जो उठाना /थ्रीदोत्स


 ",Yaasmin,1955,C Ramchandra,Jaan Nisar Akhtar,Lata
"मुहब्बत में रस्ते वो पेश आ रहे हैं
कि रुकते झिझकते चले जा रहे हैं

पता अपनी मंज़िल का दिल जाने, हम तो
लिए जा रहा है, चले जा रहे हैं

ये मेरे ही दिल की सदा तो नहीं है
कोई कह रहा है कि वो आ रहे हैं

मिटाए मिटेगी ना हस्ती वफ़ा की
नए नकश बनते चले जा रहे हैं

डुबो देगी क्या 'आरज़ू' शर्म-ए-उल्फ़त
बराबर पसीने चले आ रहे हैं

 ",Lalaji,1942,Basant Kumar,Neelkanth Tiwari,Anil Biswas
"मुहब्बत में सारा   जहाँ जल रहा है
ज़मीं तो ज़मीं     आसमाँ जल रहा है

वहाँ रोशनी देखने को है दुनिया
हमारा यहाँ आशियाँ जल रहा है

जिगर फुँक रहा है   निकलते हैं आँसू
बरसता है पानी     मकाँ जल रहा है

 ",Shahenshah Babar,1944,Khemchand Prakash,Shams Lakhnavi,Khursheed
"मुहब्बत में तड़पने से क़रार आता है इस दिल को
जो ज़ालिम दिल को तड़पाये वही भाता है इस दिल को

ख़ुशी की ज़िन्दगी में ग़म अगर थोड़ा सा शामिल हो
तो सच मानो के जीने का मज़ा आता है इस दिल को

भुलाना भी अगर चाहो तो वो भूला नहीं जाता
कोई तो बात है ऐसी जो याद आता है इस दिल को

अकेली शम्मा कब जलती है परवाना भी जलता है
वो ख़ुद भी तो तड़पता है जो तड़पाता है इस दिल को

 ",Hill Station,1957,Hemant Kumar,S. H. Bihari,Lata
"मुहब्बत न होती ज़माना न होता
तड़पने का कोई बहाना न होता

न हम आहें भरते न वो आहें भरते
अगर दरमियाँ ये ज़माना न होता

कहाँ ऐ फ़लक तू गिराता ये बिजली
हमारा अगर आशियाना न होता

 ",Shobha,1954,Robin Chatterjee,Kaif Irfani,Talat Mahmood
"हो पहली कसम प्यार की तुम याद रखना सनम
हो पहला कदम प्यार का तुम याद रखना सनम
मुहब्बत नाम है किस का शुरू कहां से होती है
किया किस ने इसे पैदा खतम कहां पे होती है

मुहब्बत नाम है मन का शुरू आँखों से होती है
किया दिल ने इसे पैदा खतम साँसों पे होती है
ये तो मोहब्बत है ये ही मोहब्बत है

दुनिया में जब ज़िंदगी का नाम नहीं था
हां हम तुम मिलेंगे इतना मुझ को यकीं था
अब हम मिले हैं दूर नहीं जाएंगे
सारी उमर तुम को ही चाहेंगे
हे ये वादा है वादा मेरा
ये तो मोहब्बत है ...

लाखों हसीनों में तुम को चुना है सनम
दुनिया में तेरे लिए ही लिया है जनम
तुम ने ये कह कर क्या कर दिया
यूं ही बातों बातों में दिल ले लिया
हो धड़कनों में नशा है तेरा
ये तो मोहब्बत है ...

 ",Ajnabee,2002,Annu Malik,Sameer,"Udit Narayan, Alka Yagnik"
"ओएला ओएला ओएला
दिल तेरा अब होएला
महबूबा महबूबा महबूबा महबूबा
तू सिर्फ़ मेरा महबूब मैं तेरी महबूबा
तुझे चाहेगी बड़ा खूब तेरी महबूबा
महबूबा ...
मैं सिर्फ़ तेरा महबूब तू मेरी महबूबा
मुझे चाहेगी बड़ा खूब मेरी महबूबा
महबूबा ...

हैं जवां जवां ये हसीं समां आ गले लगा ले यारा
है मुझे पता ना तेरी खता तुझे मेरी अदा ने मारा
अफ़साना बना दीवाना बना मैं तेरे लिए दीवानी
ओ जान-ए-वफ़ा है जुदा जुदा तेरी मेरी प्रेम कहानी
साँसों में तू मेरी बातों में तू 
कोई माने नहीं कोई जाने नहीं
तू ही पहला तू ही आखरी अजूबा
तू सिर्फ़ मेरा ...

जो देखा तुझे जो सोचा तुझे मेरा दिल ये तुझी पे आया
हर खुशी मिली बेखुदी मिली जो मांगा था मैने पाया
तू कहे अगर ओ जान-ए-जिगर तुझे सोने से आज सजाऊँ
दिल चाहे करूँ बाहों में भरूँ तुझे तारों की सैर कराऊँ
मेरा ये दिल अब तेरा नहीं
ये आशिक़ी दीवानगी
मैं तेरे प्यार के सागर में डूबा
तू सिर्फ़ मेरा ...

 ",Ajnabee,2002,Annu Malik,Sameer,"Adnan Sami, Sunidhi Chauhan"
"मुहब्बत मुहब्बत मुहब्बत मुहब्बत
मुहब्बत नाम है किसका शुरू कहां से होती है
किया किसने इसे पैदा खत्म कहां पे होती है
मुहब्बत मुहब्बत ...

मुहब्बत नाम है मन का शुरू आँखों से होती है
किया दिल ने इसे पैदा खत्म साँसों पे होती है
मुहब्बत मुहब्बत ...

हो मुहब्बत में ये मीठा दर्द सा क्यूं दिल में होता है
यही तो प्यार है जानम के दिल हँस हँस के रोता है
कोई पूछे तो क्या बतलाएं होती है मुहब्बत क्या
ये वो अनमोल तोहफ़ा है ख़ुदा सबको नहीं देता
मुहब्बत वो इबादत है जो दिलवालों से होती है
किया किसने इसे पैदा ...

हो मुहब्बत क्या है कैसी है ये आखिर क्या फ़साना है
मुहब्बत एक जादू है मुहब्बत एक करिश्मा है
मुहब्बत कैसी है जो दिल के अंदर भी है बाहर भी
ये शोला भी है शबनम भी ये शीशा भी है पत्थर भी
ये दिल की आग है ऐसी जो बस अश्क़ों से होती है
किया किसने इसे पैदा ...

 ",Dil Kitnaa Naadaan Hai,1996,Annu Malik,Rahat Indori,nan
"मुहब्बत ने कैसे दिये हमको धोखे
मुहब्बत ने कैसे दिये हमको धोखे
चले वो सौतनिया के मेरी गली होके
जी मेरी गली होके

थम ऐ दर्द-ए-उल्फ़त न कर हाये हाये
न कर हाये हाये
आऽआऽऽआऽऽआ
थम ऐ दर्द-ए-उल्फ़त न कर हाये हाये
न कर हाये हाये
मेरी याद ऐसे में क्यूं उनको आये
मेरी याद ऐसे में क्यूं उनको आये
वो जाये जहाँ जी हो कोई न टोके
चले वो सौतनिया के मेरी गली होके
जी मेरी गली होके

मुहब्बत ने कैसे दिये हमको धोखे
चले वो सौतनिया के मेरी गली होके
जी मेरी गली होके

मुहब्बत ने इक बात हमको सिखाई जी
हमको सिखाई
आऽआऽऽआऽऽआ
मुहब्बत ने इक बात हमको सिखाई जी
हमको सिखाई
कभी दिल की हाये लबों पे न आई
कभी दिल की हाये लबों पे न आई
मेरा क्या है मर ही तो जाऊँगी रो के
रो रो के, रो रो के
चले वो सौतनिया के मेरी गली होके
जी मेरी गली होके

मुहब्बत ने कैसे दिये हमको धोखे
चले वो सौतनिया के मेरी गली होके
जी मेरी गली होके


 ",Oot Pataang,1955,Vinod,D N Madhok,Lata
" 
मुहब्बत ने क्या क्या तमाशे दिखाये
जिसे दिल भुलाये वही याद आये
वही याद आये
 
इधर याद तेरी उधर है ज़माना
उधर है ज़माना
इधर याद तेरी उधर है ज़माना
उधर है ज़माना
बता जानेवाले बता जानेवाले
किधर कोई जाये
जिसे दिल भुलाये वही याद आये
वही याद आये
 
जो पूछूँ मैं दिल से तो दिल मुझसे पूछे
दिल मुझसे पूछे
जो पूछूँ मैं दिल से तो दिल मुझसे पूछे
दिल मुझसे पूछे
ये क्या हो गया ये क्या हो गया
आज बैठे बिठाए
जिसे दिल भुलाये वही याद आये
वही याद आये
 

 ",Maalkin,1953,Roshan,Rajinder Krishan,Lata
"तेरे खयाल को दिल से लगाये बैठे हैं
हम इन्तेज़ार की दुनिया बसाये बैठे हैं

(मुहब्बत पर बहार आती)-2
जहान गुल्ज़ार हो जाता
(अगर बेताब नज़रों को)-2
तेरा दीदार हो जाता

मेरे दिल की खुशी बन्कर,
अगर तुम सामने आते
सामने आते
(तो शायद आन्खोन आन्खोन में)-2
कोई इकरार हो जाता

मिला है दिल से दिल, 
ये भी सहारा कम नहीं मुझको
कम नहीं मुझको
(नज़रों से जब नज़र मिलती)-2
तो बेड-ए-पार? हो जाता
(मुहब्बत पर बहार आती)-2
जहान गुल्ज़ार हो जाता

 ",Shair,1949,Ghulam Mohammad,Shakeel,Lata
"मुहब्बत पे इतनी जवानी न होती
अगर तुम न आते, अगर तुम न आते
ख़यालों की दुनिया सुहानी न होती
अगर तुम न आते, अगर तुम न आते

ये चाहत न होती ये अरमां न होते
मेरे दिल में खुशियों के सामाँ न होते
हसीं इस क़दर ज़िन्दगानी न होती
अगर तुम न आते, अगर तुम न आते
मुहब्बत पे इतनी   ...

ये चुप चुप नज़ारे ये झिलमिल सितारे
बहुत दूर हैं फिर भी लगते हैं प्यारे
लबों पे खुशी की कहानी न होती
अगर तुम न आते, अगर तुम न आते
मुहब्बत पे इतनी   ...


 ",Khazaanaa,1951,C Ramchandra,Rajinder Krishan,Lata
"मुहब्बत तर्क की मैं ने गरेबाँ सी लिया मैं ने
ज़माने अब तो खुश हो ज़हर ये भी पी लिया मैं ने

अभी ज़िन्दा हूँ लेकिन सोचता रहता हूँ ये दिल में
कि अब तक किस तमना के सहारे जी लिया मैं ने

तुझे अपना नहीं सकता मगर इतना भी क्या कम है
कि कुछ घड़ियाँ तेरे ख़्वाबों में खोकर जी लिया मैं ने

बस अब तो मेरा दामन छोड़ दो बेकार उम्मीदों
बहुत दुख सह लिये मैं ने बहुत दिन जी लिया मैं ने


 ",Doraahaa,1952,Anil Biswas,Sahir,Talat
"त : मुझ को अपना बनाया किसने
     तूने, सजनिया, तूने
सु : दिल में दर्द उठाया किसने
त : तूने, सजनिया, तूने
सु : मुझ को अपना बनाया किसने
त : तूने, सजनिया, तूने

त : तूने आँखों से आँख मिलाई
     मेरे मन में आग लगाई
सु : तूने मीठी बोली बोली
     मेरे मन की दुनिया डोली
त : प्रीत का रोग लगाया किसने
     तूने, सजनिया, तूने  ...

त : ओ फूलों संग हँसने वाली
     दिल की कली खिला जा
     सुन जा मेरी राम कहानी
सु : अपना गीत सुना जा
त : मुझ को यूँ  तरसाया किसने
     तूने, सजनिया, तूने  ...



 ",Samaapti,1949,Timir Baran,Pt. Bhushan,"Suprabha Sarkar, Talat"
"मुझ को ग़म-ए-हालात की तस्वीर समझ्ना
इस ख़त को मेरी आख़िरी तहरीर समझ्ना

अफ़्साना ग़म-ए-दिल का तुझे कैसे सुनाऊं
टूटा जो सितम दिल पे तुझे कैसे बताऊं
इस पयार को बिगड़ी हुई तक़दीर समझ्ना

चाहा तो बुहत मैं ने तेरा साथ न छुटे
हाथों से मेरे तेरा कभी हाथ न छुटे
इस ख़्वाब को क़िसमत की ताबीर समझ्ना

 ",Suhag (Pakistan),1972,Nashad,Masroor Anwar,Noorjehan
"मुझ को इस रात की तनहाई में आवाज़ न दो
जिसकी आवाज़ रुला दे मुझे वो साज़ न दो
आवाज़ न दो...

मैंने अब तुम से न मिलने की कसम खाई है
क्या खबर तुमको मेरी जान पे बन आई है
मैं बहक जाऊँ कसम खाके तुम ऐसा न करो
आवाज़ न दो...

दिल मेरा डूब गया आस मेरी टूट गई
मेरे हाथों ही से पतवार मेरी छूट गई
अब मैं तूफ़ान में हूँ साहिल से इशारा न करो
आवाज़ न दो...

रौशनी हो न सकी लाख जलाया हमने
तुझको भूला ही नहीं लाख भुलाया हमने
मैं परेशां हूँ मुझे और परेशां न करो
आवाज़ न दो...

किस कदर रोज़ किया मुझसे किनारा तुमने
कोई भटकेगा अकेला ये न सोचा तुमने
छुप गए हो तो कभी याद ही आया न करो
आवाज़ न दो...

 ",Dil Bhi Teraa Hum Bhi Tere,1960,Kalyanji-Anandji,Shamim Jaipuri,Mukesh
"मुझ को ख़ुदा ने दे दिया प्यार तेरा जो साथिया
मानो जैसे मिल गया है जन्नत का रस्ता

मैं चलती थी रास्ते इक मंज़िल के वास्ते
तुझ से मिल के यूँ लगा जाना मुझ को है कहाँ
हम दोनों का मिलना था जानां
प्यार यूं ही ये खिलना था जानां
मेरी आँखों में मेरी साँसों में
बस तू ही है जानां
मुझ को ख़ुदा ने दे दिया ...

तू रहे तो रहे मेरी ज़िंदगी कहता हूँ रब से
संग तेरे बिताऊँ मैं हर खुशी अब से यहीं से
तेरा नाम मेरी ज़ुबां से न जाए
जो तू ना रहे तो मेरी जान जाए
मेरी आँखों में मेरी साँसों में
बस तू ही है जानां
मुझ को ख़ुदा ने दे दिया ...

फ़ासले हो रहे हैं कम जान-ए-मन कम बस एक पल में
एक जां बन गए हैं ये दो बदन बस एक पल में
ये जो भी नशा है बड़ा ही मज़ा है
यहाँ धड़कनों की यही तो सदा है
मेरी आँखों में मेरी साँसों में
बस तू ही है जानां
मुझ को ख़ुदा ने दे दिया ...

 ",Pyaar Tune Kya Kiya,2002,Sandeep Chowtha,Nitin Raikwar,"Sonu Nigam, Kavita Subramaniam"
"ए ए ए ए ई ए ल ल ल ल ला
ओ सोने दो सोने दो सोने दो सोने दो सोने दो
मुझ को नींद आ रही है सोने दो
दिल कह रहा है कुछ होने दो
हां मुझ को नींद ...
कुछ होने दो होने दो होने दो होने दो होने दो
मुझ को नींद ...

अजीब हाल है क्यूँ जी
तेरा ख्याल है ऊ हूं
मचल रहा है दिल छोड़ो जी
सुलग रही है जां जाओ जी
आज मुझ को गेसुओं में खोने दो
दिल कह रहा है ...

बुझा दूं बत्तियां ना ना
करेंगे मस्तियां जा ना
ये कैसा दर्द है साँसों में
ये कैसी प्यास है आँखों में
तुम लबों से होंठों को भिगोने दो
दिल कह रहा है ...

 ",Ajnabee,2002,Annu Malik,Sameer,"Sonu Nigam, Sunidhi Chauhan"
"म म ग सा रे सा सा सा नि सा म म ग सा रे
म म ग सा रे सा सा सा नि सा सा सा नि ध प
मुझ को पिया की याद सताए
हर आहट पे दिल घबराए
कोई कह दे ये कह दे सजन से हो
मुझ को पिया की ...

रिमझिम रिमझिम सावन बरसे
पिया से मिलन को ये मन तरसे
सोचा उसे तो अक्ख भर आई
अब तो सही नहीं जाए जुदाई
बेदर्दी क्यूँ मुझे तड़पाए
मुझ को पिया की ...

हरदम उस का नाम पुकारूँ
करवट ले के रात गुजारूँ
सारी दुनिया लगती पराई
पागल कर दे ये तन्हाई
उस के बिना अब रहा नहीं जाए
मुझ को पिया की ...

 ",Mujhko Piyaa Ki Yaad Sataae (Non-Film),2002,Daboo Malik,Sameer,"Preeti, Pinki"
"humming
हेमंत: मुझ को तुम जो मिले ये जहान मिल गया
गीता:  तुम जो मेरे दिल में हँसे दिल का कमल देखो खिल गया

हेमंत: आ ऽ ये भीगती हुई फ़िज़ा, बरस रही है चाँदनी
गीता:  तारों ने मिल के छेड़ दी मधुर मिलन की रागिनी
हेमंत: लेके क़रार आया है प्यार, क्या है अगर मेरा दिल गया
दोनों:  मुझ को तुम जो मिले ये जहान मिल गया

गीता:  आ ऽ देखते चल रहे हैं हम है प्यार का ये रास्ता
हेमंत: चाँद और सितारों का, बहार का ये रास्ता
गीता:  लेके क़रार आया है प्यार, क्या है अगर मेरा दिल गया
दोनों:  मुझ को तुम जो मिले ये जहान मिल गया

हेमंत: आ ऽ मेरे सुहाने ख़्वाब, कि तुम मेरे सामने रहो
गीता:  ऐसी हसीन रात है दिल ये कहे सहर न हो
हेमंत: लेके क़रार आया है प्यार, क्या है अगर मेरा दिल गया
दोनों:  मुझ को तुम जो मिले ये जहान मिल गया
       तुम जो मेरे दिल में हँसे दिल का कमल देखो खिल गया

 ",Detective,1958,Mukul Roy,Shailendra,"Hemant, Geeta"
"ज़ाहिद शराब पीने दे मस्जिद में बैठकर
या वो जगह बता दे जहाँ पर खुदा न हो

मुझ को यारों माफ़ करना मैं नशे में हूँ
अब तो मुमकिन है बहकना मैं नशे में हूँ

कल की रात मिट रही है दर्द भी है कम
अब ज़रा आराम से आ जा रहा है दम
कम है अब दिल का तड़पना मैं नशे में हूँ

ढल चुकी है रात अब तो उठ गई महफ़िल
मैं कहाँ जाऊँ नहीं कोई मेरी मंज़िल
दो कदम मुश्क़िल है चलना मैं नशे में हूँ

है ज़रा सी बात और छलके है प्याले
पर न जाने क्या कहेंगे ये जहाँ वाले
तुम बस इतना याद रखना मैं नशे में हूँ

 ",Mai Nashe Mein Hoon,1959,Shankar-Jaikishan,Shailendra,Mukesh
"मुझ पे तूफ़ाँ उठाये लोगों ने -2
मुफ़्त बैठे-बिठाये लोगों ने -2
कर दिया अपने आने-जाने के -2
तज़किरे जाये-जाये लोगों ने

मुझ पे तूफ़ाँ उठाये लोगों ने
मुफ़्त बैठे-बिठाये लोगों ने

वस्ल की बातें कब बन आई थीं
दिल से दफ़तर बनाये लोगों ने
बात अपनी वहाँ न जमने दिये
अपने नक़्श जमाये लोगों ने

मुझ पे तूफ़ाँ उठाये लोगों ने
मुफ़्त बैठे-बिठाये लोगों ने -2

सुन के उड़ती सी अपनी चाहत की -2
दोनों के होश उड़ाये लोगों ने
बिन कहे राज़ हाय बिन हाँ ने -2
उसे क्यूँ कर सुनाये लोगों ने

मुझ पे तूफ़ाँ उठाये लोगों ने

क्य तमाशा है जो ना देखे थे -2
वो तमाशे दिखाये लोगों ने
कर दिया मोमिन उस सनम को ख़ुदा
क्या किया हाय-हाय लोगों ने -2

मुझ पे तूफ़ाँ उठाये लोगों ने
मुफ़्त बैठे-बिठाये लोगों ने
मुझ पे तूफ़ाँ उठाये लोगों ने

मुझ पे तुफ़ान उठाये लोगों ने -2

 ",Tehzeeb,2003,A R Rahman,Momin,Sujata Bhattacharya
"मुझ से जुदा हो कर तुम्हें दूर जाना है
पल भर की जुदाई फिर लौट आना है
साथिया संग रहेगा तेरा प्यार
साथिया, रंग लयेगा इंतज़ार

तुमसे जुदा होकर मुझे दूर जाना है
पल भर की जुदाई फिर लौट आना है
साथिया, संग रहेगा तेरा प्यार
साथिया, रंग लयेगा इंतज़ार

मैं हूँ तेरी सजनी, साजन है तू मेरा
तू बाँध के आया मेरे प्यार का सेहरा
चेहरे से अब तेरे हटती नहीं अखियाँ
तेरा नाम ले लेकर छेड़े मुझे सखियाँ
सखियों से अब मुझको पीछा छुड़ाना है
पल भर की जुदाई फिर लौट आना है   ...

मेरे तसव्वुर में तुम रोज़ आती हो
चुपके से तुम आकर, मेरा घर सजाती हो
सजनी बड़ा प्यारा ये रूप है तेर
ग्जरे की खुशबू से महका है घर मेरा
आँखों से अब तेरी काजल चुराना है
पल भर की जुदाई फिर लौट आना है   ...


 ",Hum Aapke Hain Kaun,1994,Ram Laxman,Dev Kohli,"Lata, S P Balasubramaniam"
"दिल की लगी है क्या, ये कभी दिल लगाके देख 
आँसू बहाके देख कभी मुस्कराके देख 
परवाना जल रहा है मगर जल रहा है क्या 
ये राज़ जानना है तो खुद को जलाके देख 

मुझ से मत पूछ मेरे इश्क़ में क्या रखा है 
एक शोला है जो सीने में छूपा रखा है 

दाग-ए-दिल दाग-ए-जिगर दाग-ए-तमन्ना लेकर (2) 
मैं ने वीरान बहारों को सजा रखा है 
मुझ से मत पूछ 

है ज़माना जिसे बेताब मिटाने के लिये (2) 
मैंने उस याद को सीने से लगा रखा है 
मुझ से मत पूछ 

भूलनेवाले तुझे दर्द-ए-मुहब्बत की कसम (2) 
मैं ने इस दर्द में दुनिया को भुला रख है 
मुझ से मत पूछ 


 ",Anaarkali,1953,C Ramchandra,Rajinder Krishan,Lata
"अ:  मुझ से मुहब्बत का इक़रार करता,
    काश कोई लड़का मुझे प्यार करता

कु: मुझ से मुहब्बत क इक़्रार करती,
    काश कोई लड़की मुझे प्यार करती

अ:  मेरी माँग में चाँद तारे सजाता
    जो मैं रूठ जाती मुझे वो मनाता
    हालत मेरी वो जानता
    ढड़कन मेरी पहचानता
    अप्नी भी चाहत का इज़हार करता
    काश कोई लड़का मुझे प्यार करता...

कु: ओऽ ओऽ
    वो बेचैन होती, मैं बेताब होता
    निगाहों में उसकी, मेरा ख़्वाब होता
    शरमा के वो लगती गले
    रखता उसे पलकों तले
    चोरी चोरी वो मेरा दीदार करती
    काश कोई लड़की मुझे प्यार करती...


 ",Hum Hain Raahi Pyaar Ke,1993,Nadeem-Shravan,Sameer,"Kumar Sanu, Alka Yagnik"
"मुझ से नाराज़ हो तो हो जाओ, ख़ुद से लेकिन ख़फ़ा-ख़फ़ा नो रहो
मुझ से तुम दूर जाओ तो जाओ, आप अपने से तुम जुदा न रहो
मुझ से नाराज़ हो तो हो जाओ, ख़ुद से लेकिन ख़फ़ा-ख़फ़ा नो रहो

मुझपे चाहे यकीं करो न करो, तुमको ख़ुद पर मगर यकीं रहे
सर पे हो आस्माँ या के न हो, पैर के नीचे ये ज़मीं रहे
मुझको तुम बेवफ़ा कहो तो कहो ...
मुझको तुम बेवफ़ा कहो तो कहो, तुम मगर ख़ुद से बेवफ़ा न रहो
मुझ से नाराज़ हो तो हो जाओ

आओ इक बात मैं कहूँ तुमसे, जाने फिर कोई ये कहे न कहे
तुमको अपनी तलाश करनी है, हमसफ़र कोई भी रहे न रहे
तुमको अपने सहारे जीना है ...
तुमको अपने सहारे जीना है, ढूँढति कोई आस्रा नो रहो

मुझ से नाराज़ हो तो हो जाओ, ख़ुद से लेकिन ख़फ़ा-ख़फ़ा नो रहो

 ",Papa Kehte Hain,1996,Rajesh Roshan,Javed Akhtar,Sonu Nigam
"मुझ से पहली सी मोहब्बत, मेरे महबूब, न माँग - 4
मैंने समझा था के तू है तो दरख़्शां है हयात
तेरा ग़म है तो ग़म-ए-दहर का झगड़ा क्या है
तेरी सूरत से है आलम में बहारों को सबात
तेरी आँखों के सिवा दुनिया में रखा क्या है - 2
तू जो मिल जाए तो तक़दीर निगों हो जाए
यूँ न था, मैंने फ़क़त चाहा था यूँ हो जाए
मुझ से पहली सी मोहब्बत, मेरे महबूब, न माँग

अनगिनत सदियों के तारीक बहिमाना तलिस्म
रेश-ओ-अठलस-ओ-कमख़ाब-ओ-बाज़ार में जिस्म
ख़ाक में लितड़े हुए ख़ून में नहलाए हुए
लौट जाती है इधर को भी नज़र क्या कीजे
अब भी दिलकश है तेरा हुस्न, मग़र क्या कीजे - 2
और भी दुख हैं ज़माने में मोहब्बत के सिवा
राहतें और भी हैं वस्ल की राहत के सिवा

मुझ से पहली सी मोहब्बत, मेरे महबूब, न माँग

 ",Qaidi (Pakistan),1962,Rashid Attre,Faiz Ahmed Faiz,Noorjehan
"मुझको अगर इजाज़त हो तो मैं इक गीत सुनाऊँ
महफ़िल में शामिल हो कर आपका दिल बहलाऊँ

आपके क़दम उठे यूँ मेरी आवाज़ से
आ गए कुछ शेर याद हुस्न के अंदाज़ से
मुझको अगर इजाज़त हो तो आगे बात बढ़ाऊँ
महफ़िल में शामिल हो ...

इस मज़े की रात में चाँदनी का नाम लूँ
आपसा कोई नहीं मैं किसका नाम लूँ
मुझको अगर इजाज़त हो तो नाम कोई ले जाऊँ
महफ़िल में शामिल हो ...

 ",Ishq Ishq Ishq,1974,R D Burman,Anand Bakshi,Kishore
"त्म: मुझको अपना बनाया किसने
     तूने, सजनिया, तूने
स्स: दिल में दर्द उठाया किसने
त्म: तूने, सजनिया, तूने
स्स: मुझको अपना बनाया किसने
त्म: तूने, सजनिया, तूने

त्म: तूने आँखों से आँख मिलाई
     मेरे मन में आग लगाई
स्स: तूने मीठी बोली बोली
     मेरे मन की दुनिया डोली
त्म: प्रीत का रोग लगाया किसने
     तूने, सजनिया, तूने  ...

त्म: ओ फूलों संग हसने वाली
     दिल की कली खिला जा
     सुन जा मेरी रामकहानी
स्स: अपना गीत सुना जा
त्म: मुझको यूँ  तरसाया किसने
     तूने, सजनिया, तूने  ...

 ",Samaapti,1949,Timir Baran,Pt Bhushan,"Suprabha Sarkar, Talat"
"मुझको अपने गले लगा लो, ऐ मेरे हमराही
तुमको क्या बतलाऊँ मैं कि तुमसे कितना प्यार है
मुझको अपने गले लगा लो ...

जब तुम मुझसे दूर रहते हो, जिया मेरा घबराता है
नींद आँखों से उड़ जाती है, चाँद अगन बरसाता है
दोनों पहलू जल जाते हैं, आग में आग लगाता है
जैसे तड़पे बिन जल मछली, प्यार मुझे तड़पाता है, 
प्यार मुझे तड़पाता है
इस उलझन से मुझको बचा लो, ऐ मेरे हमराही
तुमको क्या बतलाऊँ मैं ...

जिन राहों पर हँसके चलो तुम, फूल वहाँ खिल जाते हैं
दम लेने को जहाँ रुको तुम, मधुशाले बन जाते हैं
तुमको छूकर पवन झकोरे, ख़ुशबू लेकर जाते हैं
लेकिन हम तो देखके सूरत, दिल थामे रह जाते हैं, 
दिल थामे रह जाते हैं
दिल से दिल के तार मिला लो, ऐ मेरे हमराही
तुमको क्या बतलाऊँ मैं ...

जब तक तुमको मैं न देखूँ, चैन मुझे कब आता है
खोज में तेरी मन का पंछी दूर कहीं खो जाता है
जब तुम मुझको मिल जाती हो, दर्द दवा बन जाता है
वरना तुम बिन सारा जीवन सूना बन कहलाता है,
सूना बन कहलाता है
हर मंज़िल पर मुझको सँभालो, ऐ मेरे हमराही
तुमको क्या बतलाऊँ मैं ...

 ",Hamrahi,1963,Shankar-Jaikishan,Hasrat,"Rafi, Mubarak Begum"
"कि : मुझको बार बार 
 मुझको बार बार याद न आ, बेवफ़ा ओ बेवफ़ा
 मुझको बार बार याद न आ, बेवफ़ा, बेवफ़ा

 ( हाय क्या बात तूने कही
 मैं शराबी हूँ यूँ ही सही ) -2
 आ मेरे हाल पर मुस्करा
 मुझको बार बार 
 मुझको बार बार याद न आ, बेवफ़ा, बेवफ़ा

 ( गीत सुनने को आये सभी
 कोई जाने ना दिल की लगी ) -2
 खूब गा मेरे दिल खूब गा
 मुझको बार बार 
 मुझको बार बार याद न आ, बेवफ़ा, ओ बेवफ़ा

 ( तेरी महफ़िल से अब हम चले
 है कोई जो मुझे थाम ले ) -2
 मैं गिरा, मैं गिरा, मैं गिरा
 मुझको बार बार 
 मुझको बार बार याद न आ, बेवफ़ा, बेवफ़ा


आ : ( तू ही सब कुछ है मेरे लिये
 मैंने पी आज तेरे लिये ) -2
 भूल जा अपना ग़म भूल जा
 मुझको बार बार 
 मुझको बार बार याद न आ, बेवफ़ा, बेवफ़ा -2

कि : मुझको बार बार याद न आ, बेवफ़ा, बेवफ़ा -2

 ",Raagini,1958,O P Nayyar,Qamar Jalalabadi,"Asha, Kishore"
