,Song,Film,Year,Music Director,Lyricist,Singers
7043,http://giitaayan.com/viewisbsong.asp?id=10946,Chalte Chalte,2003,Aadesh Srivastava,"Pappu Dhillon, Babu Maan",Sukhvinder Singh
7044,http://giitaayan.com/viewisbsong.asp?id=13648,Paap,2003,Shahi,Amjad Islam Amjad,Rahat Fatah Ali Khan
7045,http://giitaayan.com/viewisbsong.asp?id=12185,Jeewan Jyoti,1953,S D Burman,Sahir,"Geeta, Rafi"
7046,http://giitaayan.com/viewisbsong.asp?id=rmim0335,Aya Sawan Jhoom Ke,1969,Laxmikant-Pyarelal,Anand Bakshi,Rafi
7047,http://giitaayan.com/viewisbsong.asp?id=rmim0240,Bandhe Haath,1973,R D Burman,Majrooh,Asha
7048,http://giitaayan.com/viewisbsong.asp?id=1368,Khushboo,1975,R D Burman,Gulzar,Kishore
7049,http://giitaayan.com/viewisbsong.asp?id=12999,Meena Bazar,1950,Husnlal-Bhagatram,Qamar Jalalabadi,"Rafi, Lata"
7050,http://giitaayan.com/viewisbsong.asp?id=12372,Kya Yehi Pyaar Hai,2002,Sajid-Wajid,Jaliis Rashid,"Sonu Nigam, Chorus"
7051,http://giitaayan.com/viewisbsong.asp?id=14482,The Hero,2003,Uttam Singh,Anand Bakshi,"Shardool Sikander, Jaspinder N..."
7052,http://giitaayan.com/viewisbsong.asp?id=2430,Saagar,1985,R D Burman,Javed Akhtar,"S P Balasubramaniam, Asha"
7053,http://giitaayan.com/viewisbsong.asp?id=2431,Sangam,1964,Shankar-Jaikishan,Hasrat,Mukesh
7054,http://giitaayan.com/viewisbsong.asp?id=1370,Manchali,1973,Laxmikant-Pyarelal,Anand Bakshi,Kishore
7055,http://giitaayan.com/viewisbsong.asp?id=1381,Raagrang,1952,Roshan,Prakash Bakshi,"Lata, Trilok Kapoor, chorus"
7056,http://giitaayan.com/viewisbsong.asp?id=10994,Dil Hi Dil Mein,1999,A R Rahman,Mehboob,"Remo Fernandes, Devan"
7057,http://giitaayan.com/viewisbsong.asp?id=11279,Dil Deke Dekho,1959,Usha Khanna,Majrooh,Rafi
7058,http://giitaayan.com/viewisbsong.asp?id=10807,Chal Mere Bhaai,2000,Anand-Milind,Sameer,"Udit Narayan, Sonu Nigam, Alka..."
7059,http://giitaayan.com/viewisbsong.asp?id=2922,Aab-e-Hayaat,1955,Sardar Malik,Hasrat,"Geeta, chorus"
7060,http://giitaayan.com/viewisbsong.asp?id=1372,Baazigar,1993,Annu Malik,Nawab Arzoo,"Kumar Sanu, Alka Yagnik"
7061,http://giitaayan.com/viewisbsong.asp?id=11807,Hum Tum Pe Marte Hain,1999,Uttam Singh,Anand Bakshi,"Udit Narayan, Hariharan"
7062,http://giitaayan.com/viewisbsong.asp?id=10231,Aamne Saamne,1967,Kalyanji-Anandji,Anand Bakshi,Rafi
7063,http://giitaayan.com/viewisbsong.asp?id=12452,Qeemat,1998,Rajesh Roshan,Indeevar,
7064,http://giitaayan.com/viewisbsong.asp?id=10104,Aashiq,2001,Sanjeev-Darshan,Sameer,"Udit Narayan, Anuradha Paudwal"
7065,http://giitaayan.com/viewisbsong.asp?id=1373,Mere Jeevan Saathi,1972,R D Burman,Majrooh,Kishore
7066,http://giitaayan.com/viewisbsong.asp?id=11414,Ek Thaa Dil Ek Thi Dhadkan,1998,Anand Raj Anand,Javed Akhtar,"Abhijit, Chorus"
7067,http://giitaayan.com/viewisbsong.asp?id=1374,Mother India,1957,Naushad,Shakeel,Lata
7068,http://giitaayan.com/viewisbsong.asp?id=1375,Johny Mera Naam,1970,Kalyanji-Anandji,Rajinder Krishan,"Kishore, Asha"
7069,http://giitaayan.com/viewisbsong.asp?id=11025,Dhaai Akshar Prem Ke/ Love is The Only Inspiration,2000,Jatin-Lalit,Sameer,"KayKay, Anuradha Paudwal"
7070,http://giitaayan.com/viewisbsong.asp?id=1376,Sangam,1964,Shankar-Jaikishan,Shailendra,"Mukesh, Lata"
7071,http://giitaayan.com/viewisbsong.asp?id=11182,Dil Hai Ki Maantaa Naheen,1991,Nadeem-Shravan,Sameer,Anuradha Paudwal
7072,http://giitaayan.com/viewisbsong.asp?id=3166,Love in Tokyo,1966,Shankar-Jaikishan,Hasrat,Rafi
7073,http://giitaayan.com/viewisbsong.asp?id=1377,Teesri Manzil,1966,R D Burman,Majrooh,"Rafi, Asha"
7074,http://giitaayan.com/viewisbsong.asp?id=10018,Do October,2003,Sunil Jha,"Sunil Jha, A K Vyas",Master Shubham Tiwari
7075,http://giitaayan.com/viewisbsong.asp?id=10414,Aarohi,1982,Anand Saagar Kiran,Bharat Vyas,"Mukesh, Bela"
7076,http://giitaayan.com/viewisbsong.asp?id=13617,Pyaasaa Saawan,1981,Laxmikant-Pyarelal,Santosh Anand,"Kishore, Asha"
7077,http://giitaayan.com/viewisbsong.asp?id=1378,Qaatilon Ke Qaatil,1981,Kalyanji-Anandji,Rajinder Krishan,"Rafi, Lata"
7078,http://giitaayan.com/viewisbsong.asp?id=12180,Junoon,1992,Nadeem-Shravan,Sameer,"Anuradha Paudwal, S P Balasubr..."
7079,http://giitaayan.com/viewisbsong.asp?id=11007,Duniya Dilwalon Ki,1996,A R Rahman,"P K Mishra, Mehboob",Sonu Nigam
7080,http://giitaayan.com/viewisbsong.asp?id=1379,Manzil Manzil,1984,R D Burman,Majrooh,"Asha, Shailendra Singh"
7081,http://giitaayan.com/viewisbsong.asp?id=11266,Dharam-Veer,1977,Laxmikant-Pyarelal,Anand Bakshi,Rafi
7082,http://giitaayan.com/viewisbsong.asp?id=1380,Sharmeelee,1971,S D Burman,Neeraj,Kishore
7083,http://giitaayan.com/viewisbsong.asp?id=2681,Jaali Note,1960,O P Nayyar,Raja Mehdi Ali Khan,"Asha, Rafi, chorus"
7084,http://giitaayan.com/viewisbsong.asp?id=rmim0851,Maan Jaaiye,1972,Jaidev,Naqsh Lyallpuri,Lata
7085,http://giitaayan.com/viewisbsong.asp?id=10303,Alag Alag,1985,R D Burman,Anand Bakshi,Kishore
7086,http://giitaayan.com/viewisbsong.asp?id=14102,Shart,1954,Hemant Kumar,S H Bihari,Asha
7087,http://giitaayan.com/viewisbsong.asp?id=12759,Lakeer - Forbidden Lines,2004,A R Rahman,Mehboob,"Daler Mehndi, Kunal Ganjawala"
7088,http://giitaayan.com/viewisbsong.asp?id=1382,Safar,1970,Kalyanji-Anandji,Indeevar,Manna Dey
7089,http://giitaayan.com/viewisbsong.asp?id=1383,Ek Phool Do Mali,1969,Ravi,Prem Dhawan,Rafi
7090,http://giitaayan.com/viewisbsong.asp?id=2682,Paying Guest,1957,S D Burman,Majrooh,"Kishore, Asha"
7091,http://giitaayan.com/viewisbsong.asp?id=13600,Pyar Ka Mausam,1969,R D Burman,Majrooh,"Rafi, Lata"
7092,http://giitaayan.com/viewisbsong.asp?id=2432,Post Box 999,999,Kalyanji-Anandji,P L Santoshi,"Lata, Hemant"
7093,http://giitaayan.com/viewisbsong.asp?id=11063,Daag - The Fire,1999,Rajesh Roshan,Sameer,"Sukhvindar Singh, Chorus"
7094,http://giitaayan.com/viewisbsong.asp?id=2923,Aadmi Aur Insaan,1969,Ravi,Sahir,"Asha, Mahendra Kapoor"
7095,http://giitaayan.com/viewisbsong.asp?id=1384,Stree,1961,C Ramchandra,Bharat Vyas,Lata
7096,http://giitaayan.com/viewisbsong.asp?id=15180,Aanchal,1960,C Ramchandra,Pradeep,"Asha, Suman Kalyanpur, Chorus"
7097,http://giitaayan.com/viewisbsong.asp?id=12026,Jaanam Samjhaa Karo,1999,Annu Malik,Majrooh,"Udit Narayan, Chorus"
7098,http://giitaayan.com/viewisbsong.asp?id=1385,Barsaat,1949,Shankar-Jaikishan,Jalaal Malihabadi,Lata
7099,http://giitaayan.com/viewisbsong.asp?id=10882,Chaand Mere Aajaa,1960,Chitragupt,Prem Dhawan,"Rafi, Lata"
7100,http://giitaayan.com/viewisbsong.asp?id=11421,Ek Baar Muskuraa Do,1972,O P Nayyar,S H Bihari,"Mukesh, Asha"
7101,http://giitaayan.com/viewisbsong.asp?id=rmim0867,Heeralal Pannalal,1978,R D Burman,Verma Malik,"Kishore, Chorus"
7102,http://giitaayan.com/viewisbsong.asp?id=1386,Bandini,1963,S D Burman,Shailendra,Asha
7103,http://giitaayan.com/viewisbsong.asp?id=12647,Lagaan,2001,A R Rahman,Javed Akhtar,"Lata, Sadhana Sargam, Udit Nar..."
7104,http://giitaayan.com/viewisbsong.asp?id=rmim0377,Makdee,2002,Vishal,Gulzar,"Upagna Pandya, Alaap Majgavkar..."
7105,http://giitaayan.com/viewisbsong.asp?id=21406,Dev D,2009,Amit Trivedi,Shellee,Toshi
7106,http://giitaayan.com/viewisbsong.asp?id=14257,Shaan,1950,Hansraj Behl,Rajinder Krishan,"Suraiya, Chorus"
7107,http://giitaayan.com/viewisbsong.asp?id=10467,Apna Paraya,1942,Anil Biswas,Pt Indra,Rajkumari
7108,http://giitaayan.com/viewisbsong.asp?id=rmim0813,Balam,1949,Husnlal-Bhagatram,Qamar Jalalabadi,"Surayya, Lata"
7109,http://giitaayan.com/viewisbsong.asp?id=10602,Bahaar,1951,S D Burman,Rajinder Krishan,Shamshad
7110,http://giitaayan.com/viewisbsong.asp?id=14178,Shamaa Parawaanaa,1954,Husnlal-Bhagatram,Majrooh,Suraiya
7111,http://giitaayan.com/viewisbsong.asp?id=11174,Dharam Adhikaari,1986,Bappi Lahiri,Indeevar,Shabbir Kumar
7112,http://giitaayan.com/viewisbsong.asp?id=1387,Jai Chittod,1961,S N Tripathi,Bharat Vyas,Lata
7113,http://giitaayan.com/viewisbsong.asp?id=13815,Raja Aur Rank,1968,Laxmikant-Pyarelal,Anand Bakshi,Rafi
7114,http://giitaayan.com/viewisbsong.asp?id=13327,Naujawaan,1951,S D Burman,Sahir,"Kishore, Shamshad"
7115,http://giitaayan.com/viewisbsong.asp?id=11574,Geet,1992,Bappi Lahiri,Indeevar,Reshma
7116,http://giitaayan.com/viewisbsong.asp?id=12014,Jis Desh Mein Gangaa Rehtaa Hai,2000,Anand Raj Anand,"Dev Kohli, Pravin Bhardwaj","Sukhwinder Singh, Sadhana Sargam"
7117,http://giitaayan.com/viewisbsong.asp?id=2683,Maalkin,1953,Roshan,Rajinder Krishan,"Lata, Kishore"
7118,http://giitaayan.com/viewisbsong.asp?id=10930,Chehra,1946,M A Mukhtar,Ishwar Chandra Kapoor,Mukesh
7119,http://giitaayan.com/viewisbsong.asp?id=12767,Leela,1947,C Ramchandra,G S Nepali,Amirbai
7120,http://giitaayan.com/viewisbsong.asp?id=12385,Kahin Pyaar Na Ho Jaaye,2000,Himesh Reshammiya,Sudhakar Sharma,"Kumar Sanu, Nitin Mukesh, Alka..."
7121,http://giitaayan.com/viewisbsong.asp?id=12042,Jaan (Non-Film),2000,Nikhil-Vinay,Faiz Anwar,Sonu Nigam
7122,http://giitaayan.com/viewisbsong.asp?id=1388,Dil,1990,Anand-Milind,Sameer,
7123,http://giitaayan.com/viewisbsong.asp?id=10062,Arjun Pandit,1999,Dilip Sen-Sameer Sen,Javed Akhtar,"Kumar Sanu, Alka Yagnik/ Harih..."
7124,http://giitaayan.com/viewisbsong.asp?id=14462,Toote Tare,1948,Nashad,,"Mukesh, Geeta"
7125,http://giitaayan.com/viewisbsong.asp?id=2924,Ek Hi Bhool,1981,Laxmikant-Pyarelal,Anand Bakshi,S P Balasubramaniam
7126,http://giitaayan.com/viewisbsong.asp?id=13791,Raam Lakhan,1989,Laxmikant-Pyarelal,Anand Bakshi,"Anuradha Paudwal, Manhar Udhas..."
7127,http://giitaayan.com/viewisbsong.asp?id=2433,Miss Mary,1957,Hemant Kumar,Rajinder Krishan,"Rafi, Lata"
7128,http://giitaayan.com/viewisbsong.asp?id=13997,Sangeet,1992,Anand-Milind,Santosh Anand,"Suresh Wadkar, Anuradha Paudwal"
7129,http://giitaayan.com/viewisbsong.asp?id=13455,Paapaa The Great,2000,Nikhil-Vinay,Faiz Anwar,"Anuradha Paudwal, Udit Narayan"
7130,http://giitaayan.com/viewisbsong.asp?id=10035,Asoka,2002,Annu Malik,Gulzar,"Shaan, Alka Yagnik, Chorus"
7131,http://giitaayan.com/viewisbsong.asp?id=21328,Khoya Khoya Chand,2007,Shantanu Moitra,Swanand Kirkire,Sonu Nigam
7132,http://giitaayan.com/viewisbsong.asp?id=rmim0535,Tauba (Pakistan),1964,A Hamid,Faiyaz Hashmi,Noorjehan
7133,http://giitaayan.com/viewisbsong.asp?id=12645,Lagaan,2001,A R Rahman,Javed Akhtar,"Udit Narayan, Alka Yagnik, Vas..."
7134,http://giitaayan.com/viewisbsong.asp?id=14097,Sindoor,1947,Khemchand Prakash,Qamar Jalalabadi,Amirbai
7135,http://giitaayan.com/viewisbsong.asp?id=13838,Ratna Manjari,1955,S N Tripathi,B D Mishra,Rafi
7136,http://giitaayan.com/viewisbsong.asp?id=21416,(Non-film),1940,Kamal Dasgupta,,Kamal Dasgupta
7137,http://giitaayan.com/viewisbsong.asp?id=11056,Dil Hai Tumhaara,2002,Nadeem-Shravan,Sameer,"Kavita Subramaniam, Sonu Nigam"
7138,http://giitaayan.com/viewisbsong.asp?id=11401,Do Sitaare,1951,Anil Biswas,Rajinder Krishan,Suraiya
7139,http://giitaayan.com/viewisbsong.asp?id=12547,Krorepati,1961,Shankar-Jaikishan,Shailendra,Lata
7140,http://giitaayan.com/viewisbsong.asp?id=2182,Heer,1956,Anil Biswas,Majrooh,"Hemant, Geeta, chorus"
7141,http://giitaayan.com/viewisbsong.asp?id=21026,Omkara,2006,Vishal,Gulzar,"Vishal Bhardwaj, Shreya Ghoshal"
7142,http://giitaayan.com/viewisbsong.asp?id=1389,Muqaddar Ka Sikandar,1978,Kalyanji-Anandji,Anjaan,"Kishore, Asha"
7143,http://giitaayan.com/viewisbsong.asp?id=20728,Saaya,2003,M M Kreem,Anand Bakshi,"Alka Yagnik, Udit Narayan"
7144,http://giitaayan.com/viewisbsong.asp?id=14573,Vidhaataa/ Creator Of Universe,1982,Kalyanji-Anandji,Anand Bakshi,Lata
7145,http://giitaayan.com/viewisbsong.asp?id=1390,Daud,1997,A R Rahman,Mehboob,"Asha, S P Balasubramaniam, cho..."
7146,http://giitaayan.com/viewisbsong.asp?id=1391,Parakh,1960,Salil Chowdhury,Shailendra,Lata
7147,http://giitaayan.com/viewisbsong.asp?id=14317,Sanam,1951,Husnlal-Bhagatram,Qamar Jalalabadi,"Suraiya, Rafi"
7148,http://giitaayan.com/viewisbsong.asp?id=10283,Ayee Milan Ki Bela,1964,Shankar-Jaikishan,Shailendra,"Rafi, Lata"
7149,http://giitaayan.com/viewisbsong.asp?id=11760,Hum Kisise Kum Nahin,2002,Annu Malik,Anand Bakshi,"Sonu Nigam, Anuradha Paudwal"
7150,http://giitaayan.com/viewisbsong.asp?id=12906,Maashooq,1992,Shyam Surinder,Indeevar,"Kumar Sanu, Chorus"
7151,http://giitaayan.com/viewisbsong.asp?id=20662,Jeena Yahan,1979,Salil Chowdhury,Yogesh,Lata
7152,http://giitaayan.com/viewisbsong.asp?id=10267,Aashiq,1962,Shankar-Jaikishan,Shailendra,"Mukesh, Lata"
7153,http://giitaayan.com/viewisbsong.asp?id=21312,Joshila,1973,R D Burman,Sahir,Asha
7154,http://giitaayan.com/viewisbsong.asp?id=10866,Caravan,1971,R D Burman,Majrooh,"Rafi, Lata"
7155,http://giitaayan.com/viewisbsong.asp?id=12437,Kyaa Kehnaa,1999,Rajesh Roshan,Majrooh,"Sonu Nigam, Alka Yagnik, Sonu ..."
7156,http://giitaayan.com/viewisbsong.asp?id=11838,Halaaku,1956,Shankar-Jaikishan,Hasrat,Lata
7157,http://giitaayan.com/viewisbsong.asp?id=10566,Bhaabhi,1991,Annu Malik,Dev Kohli,"Kumar Sanu, Chorus"
7158,http://giitaayan.com/viewisbsong.asp?id=rmim0227,Manmani,1947,Kamal Dasgupta,,Kalyani Das
7159,http://giitaayan.com/viewisbsong.asp?id=10648,Banphool,1971,Laxmikant-Pyarelal,Anand Bakshi,"Kishore, Lata"
7160,http://giitaayan.com/viewisbsong.asp?id=10393,Anuraag,1972,S D Burman,Anand Bakshi,"Rafi, Lata"
7161,http://giitaayan.com/viewisbsong.asp?id=rmim0230,26th January/ Bharati,26,C Ramchandra,Rajinder Krishan,Lata
7162,http://giitaayan.com/viewisbsong.asp?id=2684,Naghmaa,1953,Nashad,Nakshab,Talat
7163,http://giitaayan.com/viewisbsong.asp?id=10926,Chori Chori,1956,Shankar-Jaikishan,Hasrat,Lata
7164,http://giitaayan.com/viewisbsong.asp?id=rmim0097,Yeh Gulistaan Hamaaraa,1972,S D Burman,Anand Bakshi,Lata
7165,http://giitaayan.com/viewisbsong.asp?id=12953,Mahal,1969,Kalyanji-Anandji,Anand Bakshi,Kishore
7166,http://giitaayan.com/viewisbsong.asp?id=10102,Aarzoo,1999,Annu Malik,Anand Bakshi,"Udit Narayan, Annu Malik, Chorus"
7167,http://giitaayan.com/viewisbsong.asp?id=3168,Meghdoot,1945,Kamal Dasgupta,Faiyyaz Hashmi,Jagmohan 'Sursagar'
7168,http://giitaayan.com/viewisbsong.asp?id=2925,Kabuliwala,1961,Salil Chowdhury,Prem Dhawan,"Rafi, chorus"
7169,http://giitaayan.com/viewisbsong.asp?id=1392,Naagin,1954,Hemant Kumar,Rajinder Krishan,Hemant
7170,http://giitaayan.com/viewisbsong.asp?id=13255,Naazneen,1951,Ghulam Mohammad,Shakeel,Lata
7171,http://giitaayan.com/viewisbsong.asp?id=13461,Pyaar Kiyaa To Darnaa kyaa,1998,Jatin-Lalit,Sameer,"Kumar Sanu, Alka Yagnik"
7172,http://giitaayan.com/viewisbsong.asp?id=12762,Lakeer - Forbidden Lines,2004,A R Rahman,Mehboob,"Sonu Nigam, Asha Bhosle"
7173,http://giitaayan.com/viewisbsong.asp?id=1394,Anokhi Raat,1968,Roshan,Indeevar,Mukesh
7174,http://giitaayan.com/viewisbsong.asp?id=1395,Yeh Dillagi,1994,Dilip Sen-Sameer Sen,Anand Bakshi,Abhijit
7175,http://giitaayan.com/viewisbsong.asp?id=12134,Jaagriti,1992,Anand-Milind,Sameer,"Sadhana Sargam, Chorus"
7176,http://giitaayan.com/viewisbsong.asp?id=21077,Abdullah,1980,R D Burman,Traditional,Lata
7177,http://giitaayan.com/viewisbsong.asp?id=10195,Aayi Milan Ki Raat,1991,Anand-Milind,Sameer,Anuradha Paudwal
7178,http://giitaayan.com/viewisbsong.asp?id=15041,Angulimaal,1960,Anil Biswas,Bharat Vyas,"Asha, Male Voice?"
7179,http://giitaayan.com/viewisbsong.asp?id=12919,Mr. Bond,1992,Anand-Milind,Sameer,Anuradha Paudwal
7180,http://giitaayan.com/viewisbsong.asp?id=14540,Vaastav/ The Reality,1999,Rahul Ranade,Sameer,"Ravindra Sathe, Chorus/ Ravind..."
7181,http://giitaayan.com/viewisbsong.asp?id=12131,Jaadugar,1989,Kalyanji-Anandji,Anjaan,"Kumar Sanu, Sapana Mukherji, S..."
7182,http://giitaayan.com/viewisbsong.asp?id=2434,Karz,1980,Laxmikant-Pyarelal,Anand Bakshi,"Kishore, chorus"
7183,http://giitaayan.com/viewisbsong.asp?id=10070,Aap Mujhe Achche Lagne Lage,2002,Rajesh Roshan,Dev Kohli,"Udit Narayan, Pamela Jain, Cho..."
7184,http://giitaayan.com/viewisbsong.asp?id=13357,One Two ka Four,2001,A R Rahman,Majrooh,"Sonu Nigam, Rageshwari"
7185,http://giitaayan.com/viewisbsong.asp?id=11461,Ek Aur Ek Gyarah,2003,Shankar-Ehsaan-Loy,Sameer,"Soumya Raoh, Sonu Nigam"
7186,http://giitaayan.com/viewisbsong.asp?id=10065,Arjun Pandit,1999,Dilip Sen-Sameer Sen,Javed Akhtar,"Daler Mehandi, Alka Yagnik"
7187,http://giitaayan.com/viewisbsong.asp?id=12360,Kranti,2002,Jatin-Lalit,Anand Bakshi,"Udit Narayan, Alka Yagnik"
7188,http://giitaayan.com/viewisbsong.asp?id=12182,Jurrat,1989,R D Burman,Anand Bakshi,Alka Yagnik
7189,http://giitaayan.com/viewisbsong.asp?id=11767,Hadd Kar Di Aapne,2000,Anand Raj Anand,Anand Bakshi,Anand Raj Anand
7190,http://giitaayan.com/viewisbsong.asp?id=15228,Bahu Begum,1967,Roshan,Sahir,"Lata, Asha, Chorus"
7191,http://giitaayan.com/viewisbsong.asp?id=14754,Aaj Aur Kal/Today or Tomorrow,1947,Khurshid Anwar,"Sohan Lal Sahir?, Zahir Kashmiri?",Zeenat Begum?
7192,http://giitaayan.com/viewisbsong.asp?id=14732,Zakhm,1998,M M Kreem,Anand Bakshi,Alka Yagnik
7193,http://giitaayan.com/viewisbsong.asp?id=13963,Silsilaa Hai Pyaar Kaa,1999,Jatin-Lalit,Sameer,"Anuradha Paudwal, Chorus"
7194,http://giitaayan.com/viewisbsong.asp?id=rmim0514,Veena,1948,Anil Biswas,Swami Ramanand,Shamshad
7195,http://giitaayan.com/viewisbsong.asp?id=12693,Lamhe,1991,Shiv-Hari,Anand Bakshi,"Lata, Suresh Wadkar"
7196,http://giitaayan.com/viewisbsong.asp?id=1397,Bhakt Surdas,1942,Gyan Dutt,D N Madhok,Khursheed
7197,http://giitaayan.com/viewisbsong.asp?id=14981,Babul,1950,Naushad,Shakeel,Lata
7198,http://giitaayan.com/viewisbsong.asp?id=1398,Chori Chori,1956,Shankar-Jaikishan,Hasrat,Lata
7199,http://giitaayan.com/viewisbsong.asp?id=14271,Sharda,1942,Naushad,D N Madhok,Suraiya
7200,http://giitaayan.com/viewisbsong.asp?id=11987,Intehaa Pyaar Ki,1992,Anand-Milind,Sameer,Lata
7201,http://giitaayan.com/viewisbsong.asp?id=3447,Chand,1944,Husnlal-Bhagatram,Qamar Jalalabadi,Zeenat Begum
