,Song,Film,Year,Music Director,Lyricist,Singers
9084,http://giitaayan.com/viewisbsong.asp?id=10052,Na Tum Jaano Na Hum,2002,Nikhil-Vinay,Faiz Anwar,Abhijit
9085,http://giitaayan.com/viewisbsong.asp?id=1780,Kaalia,1981,R D Burman,Majrooh,"Kishore, Asha"
9086,http://giitaayan.com/viewisbsong.asp?id=1788,Jaanwar,1965,Shankar-Jaikishan,Hasrat,Rafi
9087,http://giitaayan.com/viewisbsong.asp?id=rmim0364,Pyaar ki Raahen,1959,Kanu Ghosh,Prem Dhawan,"Hemant, Lata"
9088,http://giitaayan.com/viewisbsong.asp?id=2476,Teen Batti Chaar Raastaa,1953,Shivram Krishna,P L Santoshi,Talat
9089,http://giitaayan.com/viewisbsong.asp?id=2977,Apnaa Ghar,1960,Ravi,Prem Dhawan,"Geeta, Mukesh"
9090,http://giitaayan.com/viewisbsong.asp?id=1789,Mere Mehboob,1963,Naushad,Shakeel,Rafi
9091,http://giitaayan.com/viewisbsong.asp?id=1790,Parinda,1989,R D Burman,Khursheed Halluri,"Asha, Suresh Wadkar"
9092,http://giitaayan.com/viewisbsong.asp?id=13157,Na Tum Jaano Na Hum,2002,Rajesh Roshan,Anand Bakshi,Kamaal Khan
9093,http://giitaayan.com/viewisbsong.asp?id=11104,Dulha Dulhan,1964,Kalyanji-Anandji,Indeevar,Mukesh
9094,http://giitaayan.com/viewisbsong.asp?id=11826,Hamaaraa Khaandaan,1988,Laxmikant-Pyarelal,Farooq Kaisar,"Anuradha Paudwal, Mohammed Aziz"
9095,http://giitaayan.com/viewisbsong.asp?id=10778,Saajan Chale Sasuraal,1996,Annu Malik,"Dev Kohli, Meenu Singh","Vinod Rathod, Anuradha Sriram"
9096,http://giitaayan.com/viewisbsong.asp?id=13991,Saajan Chale Sasuraal,1996,Nadeem-Shravan,Sameer,"Kumar Sanu, Alka Yagnik"
9097,http://giitaayan.com/viewisbsong.asp?id=13992,Saajan Chale Sasuraal,1996,Nadeem-Shravan,Sameer,"Poornima, Udit Narayan"
9098,http://giitaayan.com/viewisbsong.asp?id=1781,Roop Ki Rani Choron Ka Raja,1961,Shankar-Jaikishan,Shailendra,Talat
9099,http://giitaayan.com/viewisbsong.asp?id=3400,Paakeezah (Pakistan),1968,Salim Iqbal,Ahmad Rahi,Noorjehan
9100,http://giitaayan.com/viewisbsong.asp?id=14167,Sehra,1963,Ramlal,Hasrat,"Rafi, Lata"
9101,http://giitaayan.com/viewisbsong.asp?id=10072,Tum To Thahre Pardesi (Non-Film),1998,Rajesh Roshan,Ibrahim Ashq,"Alka Yagnik, Abhijit"
9102,http://giitaayan.com/viewisbsong.asp?id=21143,Adhikar,1971,R D Burman,Ramesh Pant,Asha
9103,http://giitaayan.com/viewisbsong.asp?id=14409,Tum To Thahre Pardesi (Non-Film),1998,Mohammed Shafi Niyazi,Zaheer Alam,Altaf Raja
9104,http://giitaayan.com/viewisbsong.asp?id=13061,Mr. Lambu,1956,O P Nayyar,Harsh,"Rafi, Suraiya"
9105,http://giitaayan.com/viewisbsong.asp?id=1782,Dopatta (Pakistan),1952,Firoz Nizami,Mushir Kazmi,Noorjehan
9106,http://giitaayan.com/viewisbsong.asp?id=12599,Kraanti,1981,Laxmikant-Pyarelal,Santosh Anand,"Rafi, Kishore, Lata, Nitin Muk..."
9107,http://giitaayan.com/viewisbsong.asp?id=13267,Nageenaa,1951,Shankar-Jaikishan,Hasrat,C H Atma
9108,http://giitaayan.com/viewisbsong.asp?id=11707,Hamaaraa Dil Aapke Paas Hai,2000,Sanjeev-Darshan,Javed Akhtar,"Kumar Sanu, Alka Yagnik"
9109,http://giitaayan.com/viewisbsong.asp?id=11654,Goonj,1989,Biddu,,"Kishore, Lata"
9110,http://giitaayan.com/viewisbsong.asp?id=21344,Goonj,1974,R D Burman,Majrooh,"Kishore, Lata"
9111,http://giitaayan.com/viewisbsong.asp?id=10254,Shikari,1963,Rajesh Roshan,Anand Bakshi,"Rafi, Kishore"
9112,http://giitaayan.com/viewisbsong.asp?id=21347,Haath Ki Safai,1974,Kalyanji-Anandji,Gulshan Bawra,"Kishore, Lata"
9113,http://giitaayan.com/viewisbsong.asp?id=14194,Shikari,1963,G S Kohli,Farooq Kaisar,"Lata, Usha"
9114,http://giitaayan.com/viewisbsong.asp?id=12661,Laawaaris,1999,Rajesh Roshan,Javed Akhtar,"Abhijit, Kavita Subramaniam"
9115,http://giitaayan.com/viewisbsong.asp?id=11099,Dharmaatmaa,1975,Kalyanji-Anandji,Indeevar,"Mukesh, Kanchan"
9116,http://giitaayan.com/viewisbsong.asp?id=13449,Pyaar Mein Kabhi Kabhi,1999,Shekhar Ravjiyani,"Raj Kaushal, Patrick Vishvas",Mahalaxmi Iyer
9117,http://giitaayan.com/viewisbsong.asp?id=21268,Us Paar,1974,S D Burman,Yogesh,Lata
9118,http://giitaayan.com/viewisbsong.asp?id=21266,Midnight,1972,Subir Sen,Shaili Shailendra,"Talat Mahmood, Geeta Dutt"
9119,http://giitaayan.com/viewisbsong.asp?id=12526,Kaamchor,1982,Rajesh Roshan,Indeevar,"Alka Yagnik, Kishore Kumar, Ch..."
9120,http://giitaayan.com/viewisbsong.asp?id=21122,Maharaja,1970,Madan Mohan,Kaifi Azmi,Lata
9121,http://giitaayan.com/viewisbsong.asp?id=12154,Jeenaa Marnaa Tere Sang,1992,Dilip Sen-Sameer Sen,Sameer,"Anuradha Paudwal, Vipin Sachdeva"
9122,http://giitaayan.com/viewisbsong.asp?id=13484,Patthar Ke Phool,1991,Ram Laxman,Noor Qaskar,"Lata, S P Balasubramaniam"
9123,http://giitaayan.com/viewisbsong.asp?id=rmim0683,Dastak,1970,Madan Mohan,Majrooh,Rafi
9124,http://giitaayan.com/viewisbsong.asp?id=10791,Madhu,1959,Sandeep Chowtha,Tabish Romani,Altaf Raja
9125,http://giitaayan.com/viewisbsong.asp?id=rmim0331,Guest House,1959,Chitragupt,Prem Dhawan,"Mukesh, Lata"
9126,http://giitaayan.com/viewisbsong.asp?id=12948,Madhu,1959,Roshan,Naqsh Lyallpuri,"Rafi, Lata"
9127,http://giitaayan.com/viewisbsong.asp?id=13527,Pyaar Jhuktaa Nahin,1984,Laxmikant-Pyarelal,S H Bihari,Kavita Subramaniam
9128,http://giitaayan.com/viewisbsong.asp?id=rmim0235,Chor Police,1983,R D Burman,Nida Fazli,Lata
9129,http://giitaayan.com/viewisbsong.asp?id=13473,Phool Aur Kaante,1991,Nadeem-Shravan,Rani Malik,"Alka Yagnik, Kumar Sanu"
9130,http://giitaayan.com/viewisbsong.asp?id=11556,Gaddaar,1995,Nadeem-Shravan,Sameer,"Kumar Sanu, Alka Yagnik"
9131,http://giitaayan.com/viewisbsong.asp?id=13927,Safaari,1999,Shyam Mohan,Rani Malik,"Kumar Sanu, Sadhana Sargam"
9132,http://giitaayan.com/viewisbsong.asp?id=11492,Farz,1967,Laxmikant-Pyarelal,Anand Bakshi,"Rafi, Suman"
9133,http://giitaayan.com/viewisbsong.asp?id=14047,Surakshaa,1995,Annu Malik,Faiz Anwar,"Alka Yagnik, Kumar Sanu"
9134,http://giitaayan.com/viewisbsong.asp?id=13518,Pyaar Kaa Saayaa,1991,Nadeem-Shravan,Sameer,"Kumar Sanu, Asha"
9135,http://giitaayan.com/viewisbsong.asp?id=1791,Kahin Din Kahin Raat,1968,O P Nayyar,S H Bihari,"Mahendra Kapoor, Asha"
9136,http://giitaayan.com/viewisbsong.asp?id=1792,Manokaamnaa,1979,Bappi Lahiri,Indeevar,Bappi Lahiri
9137,http://giitaayan.com/viewisbsong.asp?id=12803,Mann/ Listen To Your Heart,1999,Sanjeev-Darshan,Sameer,Aamir Khan
9138,http://giitaayan.com/viewisbsong.asp?id=10272,Joru Kaa Ghulaam,2000,Shankar-Jaikishan,Visheshwar Sharma,"Rafi, Lata"
9139,http://giitaayan.com/viewisbsong.asp?id=12061,Joru Kaa Ghulaam,2000,Aadesh Srivastava,Sameer,"Sonu Nigam, Hema Sardesai"
9140,http://giitaayan.com/viewisbsong.asp?id=1793,Ladli,1949,Anil Biswas,Behzad Lucknowi,Lata
9141,http://giitaayan.com/viewisbsong.asp?id=3483,Nirmal,1952,Bulo C Rani,Moti,Talat
9142,http://giitaayan.com/viewisbsong.asp?id=2724,Boot Polish,1953,Shankar-Jaikishan,Shailendra,"Rafi, Asha, chorus"
9143,http://giitaayan.com/viewisbsong.asp?id=15554,Yaadgar Ghazlen (Non-Film),1990,,Daag Dehalavi,Ghulam Ali
9144,http://giitaayan.com/viewisbsong.asp?id=14096,Shabnam,1949,S D Burman,Qamar Jalalabadi,"Mukesh, Shamshad"
9145,http://giitaayan.com/viewisbsong.asp?id=14193,Shikar,1968,Shankar-Jaikishan,Hasrat,Rafi
9146,http://giitaayan.com/viewisbsong.asp?id=15555,Sadaf (Non-Film),1992,,Farhat Shahzad,Ghulam Ali
9147,http://giitaayan.com/viewisbsong.asp?id=14407,Tum Bin,2001,Nikhil-Vinay,Faiz Anwar,"Udit Narayan, Anuradha Paudwal"
9148,http://giitaayan.com/viewisbsong.asp?id=rmim0481,A Milestone (Non-Film),1980,Jagjit Singh,Qateel Shifai,Chitra Singh
9149,http://giitaayan.com/viewisbsong.asp?id=14678,Yauwan,1973,Sonik-Omi,Omkar Verma,Kishore
9150,http://giitaayan.com/viewisbsong.asp?id=11237,Diwana,1955,Shankar-Jaikishan,Shailendra,Mukesh
9151,http://giitaayan.com/viewisbsong.asp?id=2477,Dil Hi To Hai,1963,Roshan,Sahir,Mukesh / Lata
9152,http://giitaayan.com/viewisbsong.asp?id=1794,Do Kaliyan,1968,Ravi,Sahir,"Rafi, Lata"
9153,http://giitaayan.com/viewisbsong.asp?id=1795,Kal Ki Awaaz,1992,Nadeem-Shravan,Sameer,"Kumar Sanu, Asha"
9154,http://giitaayan.com/viewisbsong.asp?id=10738,Sadak,1991,Hemant Kumar,Ravi Shankar,Lata
9155,http://giitaayan.com/viewisbsong.asp?id=1796,Naunihaal,1967,Madan Mohan,Kaifi Azmi,Rafi
9156,http://giitaayan.com/viewisbsong.asp?id=20953,(Non-film),1930,Prof. Zameeruddin,,Kamla Jharia
9157,http://giitaayan.com/viewisbsong.asp?id=21130,(Non-film),1940,Ramzan Khan,Faiyyaz Hashmi,Talat Mahmood
9158,http://giitaayan.com/viewisbsong.asp?id=14022,Sadak,1991,Nadeem-Shravan,Sameer,"Anuradha Paudwal, Kumar Sanu"
9159,http://giitaayan.com/viewisbsong.asp?id=10282,Magroor,1950,Shankar-Jaikishan,Hasrat,Lata
9160,http://giitaayan.com/viewisbsong.asp?id=21438,Ayee Milan Ki Bela,1964,Shankar-Jaikishan,Hasrat Jaipuri,Lata
9161,http://giitaayan.com/viewisbsong.asp?id=2978,Ratnaghar,1955,Sudhir Phadke,Pt. Narendra Sharma,Lata
9162,http://giitaayan.com/viewisbsong.asp?id=13080,Magroor,1950,Sajjad Hussain,Raja Mehdi Ali Khan,Shamshad
9163,http://giitaayan.com/viewisbsong.asp?id=14031,Salaami,1993,Nadeem-Shravan,Sameer,"Alka Yagnik, Kumar Sanu"
9164,http://giitaayan.com/viewisbsong.asp?id=21300,Baseraa,1981,R D Burman,Gulzar,"Kishore, Asha"
9165,http://giitaayan.com/viewisbsong.asp?id=1797,Tumhaare Liye,1978,Jaidev,Naqsh Lyallpuri,Lata
9166,http://giitaayan.com/viewisbsong.asp?id=3226,Saiyaan,1951,Sajjad Hussain,D N Madhok,Lata
9167,http://giitaayan.com/viewisbsong.asp?id=10858,Meeraa Kaa Mohan,1992,Bappi Lahiri,Anjaan,"Alisha Chinai, Vijay Benedict"
9168,http://giitaayan.com/viewisbsong.asp?id=12872,Meeraa Kaa Mohan,1992,Arun Paudwal,Indeevar,"Anuradha Paudwal, Mohammed Aziz"
9169,http://giitaayan.com/viewisbsong.asp?id=13877,Rukhsaanaa,1955,Sajjad Hussain,Tanveer Naqvi,Asha
9170,http://giitaayan.com/viewisbsong.asp?id=rmim0677,Gharaondaa,1977,Jaidev,Naqsh Lyallpuri,Runa Laila
9171,http://giitaayan.com/viewisbsong.asp?id=1798,Majboor,1964,Kalyanji-Anandji,Indeevar,Hemant
9172,http://giitaayan.com/viewisbsong.asp?id=14188,Shatranj,1969,Shankar-Jaikishan,S H Bihari,"Rafi, Asha"
9173,http://giitaayan.com/viewisbsong.asp?id=11614,Gehra Daagh,1963,Ravi,Shakeel,"Rafi, Asha"
9174,http://giitaayan.com/viewisbsong.asp?id=3227,Satta Baazaar,1959,Kalyanji-Anandji,Gulshan Bawra,"Hemant, Lata"
9175,http://giitaayan.com/viewisbsong.asp?id=1799,Amrapali,1966,Shankar-Jaikishan,Shailendra,Lata
9176,http://giitaayan.com/viewisbsong.asp?id=13578,Purnima,1965,Kalyanji-Anandji,Gulzar,Mukesh
9177,http://giitaayan.com/viewisbsong.asp?id=21214,Kabhi Alvida Naa Kehna,2006,Shankar-Ehsaan-Loy,Javed Akhtar,"Alka Yagnik, Sonu Nigam"
9178,http://giitaayan.com/viewisbsong.asp?id=rmim0757,Rangeelaa Ratan,1976,Kalyanji-Anandji,Gulshan Bawra,"Kishore, Lata"
9179,http://giitaayan.com/viewisbsong.asp?id=3484,Girls School,1949,Anil Biswas,Pradeep,Lata
9180,http://giitaayan.com/viewisbsong.asp?id=10502,Pyase Panchhi,1961,Sajid-Wajid,Faiz Anwar,"Kumar Sanu, Kavita Subramaniam"
9181,http://giitaayan.com/viewisbsong.asp?id=1801,Khandaan,1965,Ravi,Rajinder Krishan,Lata
9182,http://giitaayan.com/viewisbsong.asp?id=13620,Pyase Panchhi,1961,Kalyanji-Anandji,Qamar Jalalabadi,"Hemant, Suman"
9183,http://giitaayan.com/viewisbsong.asp?id=1802,Chaand Grahan,1997,Jaidev,Kaifi Azmi,Mukesh
9184,http://giitaayan.com/viewisbsong.asp?id=13203,Naseeb,1998,Nadeem-Shravan,Sameer,
9185,http://giitaayan.com/viewisbsong.asp?id=13135,Manmohan,1936,Ashok Ghosh/ Anil Biswas?,Zia Sarhadi,"Surendra Nath, Bibbo"
9186,http://giitaayan.com/viewisbsong.asp?id=11380,Doraahaa,1964,Sapan-Jagmohan,Indeevar,Asha
9187,http://giitaayan.com/viewisbsong.asp?id=14233,Suhagan,1964,Madan Mohan,Hasrat,"Lata, Talat"
9188,http://giitaayan.com/viewisbsong.asp?id=10726,Kahin Pyar Na Ho Jaye,1963,Laxmikant-Pyarelal,Anand Bakshi,Kishore
9189,http://giitaayan.com/viewisbsong.asp?id=12535,Kahin Pyar Na Ho Jaye,1963,Kalyanji-Anandji,Qamar Jalalabadi,"Rafi, Lata"
9190,http://giitaayan.com/viewisbsong.asp?id=11576,Ghar Kaa Chiraagh,1989,Bappi Lahiri,Anjaan,"Alisha Chinai, Chorus"
9191,http://giitaayan.com/viewisbsong.asp?id=12637,Kurukshetra,1945,Ganpat Rao,Jameel Mazhari,Saigal
9192,http://giitaayan.com/viewisbsong.asp?id=13560,Payal Ki Jhankar,1968,C Ramchandra,Rajinder Krishan,Lata
9193,http://giitaayan.com/viewisbsong.asp?id=13556,Patang,1960,Chitragupt,Rajinder Krishan,Rafi
9194,http://giitaayan.com/viewisbsong.asp?id=rmim0823,Jai Mahaalaxmi Maa,1976,Chitragupt,Bharat Vyas,Rafi
9195,http://giitaayan.com/viewisbsong.asp?id=2230,Bewafaa,1952,Alla Rakha,Sarshar Sailani,Talat
9196,http://giitaayan.com/viewisbsong.asp?id=2479,Ek Baar Muskuraa Do,1972,O P Nayyar,Indeevar,Kishore
9197,http://giitaayan.com/viewisbsong.asp?id=14598,Waqt Ki Aawaaz,1988,Bappi Lahiri,Indeevar,"Mohammed Aziz, Asha"
9198,http://giitaayan.com/viewisbsong.asp?id=12907,Maashooq,1992,Shyam Surinder,Gauhar Kanpuri,Kumar Sanu
9199,http://giitaayan.com/viewisbsong.asp?id=rmim0218,Papiha Re,1948,Dhani Ram,Mulk Raj Bhakhri,"Dhani Ram, Zeenat Begum"
9200,http://giitaayan.com/viewisbsong.asp?id=1803,Reshamaa Aur Sheraa,1971,Jaidev,Balkavi Bairagi,Lata
9201,http://giitaayan.com/viewisbsong.asp?id=rmim0219,Birhan,1948,Lachchhi Ram,"Bekal, Sarshar Sailani","Raja Gul?, Dilshad Begum"
9202,http://giitaayan.com/viewisbsong.asp?id=rmim0259,Raajaa Harishchandra,1952,Husnlal-Bhagatram,Bharat Vyas?,"Rafi, Lata"
