Song,Film,Year,Music Director,Lyricist,Singers
http://giitaayan.com/viewisbsong.asp?id=13924,Soch,2002,Jatin-Lalit,Sameer,Alka Yagnik
http://giitaayan.com/viewisbsong.asp?id=12696,Love 86,86,Laxmikant-Pyarelal,Prem Pandit,"Kavita Subramaniam, Mohammed A..."
http://giitaayan.com/viewisbsong.asp?id=10028,Awara Paagal Deewana,2002,Annu Malik,Sameer,"Shaan, Sunidhi Chauhan, Annu M..."
http://giitaayan.com/viewisbsong.asp?id=rmim0189,Fareb,1953,Anil Biswas,Majrooh,"Kishore, Lata"
http://giitaayan.com/viewisbsong.asp?id=20607,Dara,1953,Mohammed Shafi,Arshi Jaipuri,"Lata, chorus"
http://giitaayan.com/viewisbsong.asp?id=18,Baadshah,1954,Shankar-Jaikishan,Hasrat,"Lata, Hemant"
http://giitaayan.com/viewisbsong.asp?id=19,Madbhare Nain,1955,S D Burman,Shailendra,Lata
http://giitaayan.com/viewisbsong.asp?id=rmim0324,Baraati,1954,Roshan,Jan Nisar Akhtar,Lata
http://giitaayan.com/viewisbsong.asp?id=12156,Jeenaa Teri Gali Mein,1990,Babul Bose,Naqsh Lyallpuri,"Anuradha Paudwal, Mohammed Aziz"
http://giitaayan.com/viewisbsong.asp?id=rmim0752,Benaam,1974,R D Burman,Majrooh,"Rafi, Asha"
http://giitaayan.com/viewisbsong.asp?id=14041,Sapne Saajan Ke,1992,Anand-Milind,Sameer,"Alka Yagnik, Kumar Sanu"
http://giitaayan.com/viewisbsong.asp?id=10015,Do October,2003,Sunil Jha,"Sunil Jha, A K Vyas","Geetanjali, Vinod"
http://giitaayan.com/viewisbsong.asp?id=21,Kunwaaraa Baap,1974,Rajesh Roshan,Majrooh,"Kishore, Lata, Mehmood"
http://giitaayan.com/viewisbsong.asp?id=2505,Naadan,1951,Chic Chocolate,P L Santoshi,Talat
http://giitaayan.com/viewisbsong.asp?id=21029,Naadan,1951,Chic Chocolate,Pyare Lal Santoshi,Talat Mahmood
http://giitaayan.com/viewisbsong.asp?id=12744,Love Marriage,1959,Shankar-Jaikishan,Shailendra,Rafi
http://giitaayan.com/viewisbsong.asp?id=rmim0182,(Non-Film),1944,Pannalal Ghosh,Ramesh Gupta?,Amirbai Karnataki
http://giitaayan.com/viewisbsong.asp?id=13569,Phoolon Ki Sej,1964,Adi Narayan Rao,Hasrat,"Mukesh, Lata"
http://giitaayan.com/viewisbsong.asp?id=14080,Shiv Raam,1991,Rajesh Roshan,Anwar Sagar,"Kumar Sanu, Anuradha"
http://giitaayan.com/viewisbsong.asp?id=rmim0864,Sitaaron Se Aagey,1958,S D Burman,Majrooh,"Lata, Chorus"
http://giitaayan.com/viewisbsong.asp?id=15244,Asha Aur Khayam (Non-Film),1997,Khayyam,Hasan Kamaal,Asha
http://giitaayan.com/viewisbsong.asp?id=22,Phir Wohi Dil Laya Hoon,1963,O P Nayyar,Majrooh,Rafi
http://giitaayan.com/viewisbsong.asp?id=14733,Zeenat,1945,Hafiz Khan,,Noorjehan
http://giitaayan.com/viewisbsong.asp?id=14159,Satta Baazaar,1959,Kalyanji-Anandji,Gulshan Bawra,Rafi
http://giitaayan.com/viewisbsong.asp?id=14367,Tum Se Achcha Kaun Hain,2002,Nadeem-Shravan,Sameer,Alka Yagnik/ Kumar Sanu
http://giitaayan.com/viewisbsong.asp?id=rmim0157,Pagdandi,1947,Khurshid Anwar,D N Madhok,Munawwar Sultana
http://giitaayan.com/viewisbsong.asp?id=3007,Pagdandi,1947,Khurshid Anwar,D N Madhok,Munawwar Sultana
http://giitaayan.com/viewisbsong.asp?id=23,Munimji,1955,S D Burman,Sahir,Lata
http://giitaayan.com/viewisbsong.asp?id=2002,(Non-Film),1966,C K Chauhan,Shamim Shahabadi,Jagjit Singh
http://giitaayan.com/viewisbsong.asp?id=12804,Meri Chunar Udh Udh Jaye (Non-Film),2001,Lalit Sen,Lalit Sen,Phalguni Pathak
http://giitaayan.com/viewisbsong.asp?id=3252,Reshmi Roomal,1961,Babul,Raja Mehdi Ali Khan,"Manna Dey, Suman Kalyanpur"
http://giitaayan.com/viewisbsong.asp?id=13660,Plan,2003,Anand Raj Anand,Dev Kohli,"Alisha Chinai, Anand Raaj Anand"
http://giitaayan.com/viewisbsong.asp?id=10518,Benaam,1999,Bappi Lahiri,Anwar Sagar,"Jolly Mukherji, Priti Uttam"
http://giitaayan.com/viewisbsong.asp?id=2753,Chandan,1958,Madan Mohan,Rajinder Krishan,Geeta
http://giitaayan.com/viewisbsong.asp?id=12752,Lady Doctor,1944,Anil Biswas,Wali Saheb,"Hameeda Bano, Snehal Bhatkar"
http://giitaayan.com/viewisbsong.asp?id=14957,Chandni Raat,1949,Naushad,Shakeel,Shamshad
http://giitaayan.com/viewisbsong.asp?id=14490,Taqdeer/ Apna Khoon,1958,Dhaniram,Verma Malik,Suraiya
http://giitaayan.com/viewisbsong.asp?id=11900,Haasil,2003,Jatin-Lalit,Israar Ansari,Abhijit
http://giitaayan.com/viewisbsong.asp?id=10777,Chor Machaaye Shor,2002,Annu Malik,Dev Kohli,"Udit Narayan, Dimple Verma"
http://giitaayan.com/viewisbsong.asp?id=2004,Ladli,1949,Anil Biswas,Safdar 'Aah',S D Batish
http://giitaayan.com/viewisbsong.asp?id=2754,Saathi,1968,Naushad,Majrooh,Mukesh
http://giitaayan.com/viewisbsong.asp?id=12812,Mohabbatein,2000,Jatin-Lalit,Anand Bakshi,"Lata, Udit Narayan, Udbhav, Ma..."
http://giitaayan.com/viewisbsong.asp?id=rmim0465,Bhanwar,1976,R D Burman,Anand Bakshi,"Asha, Kishore"
http://giitaayan.com/viewisbsong.asp?id=14634,Yeh Hai Jalwa,2002,Himesh Reshammiya,Sudhakar Sharma,"Kumar Sanu, Alka Yagnik"
http://giitaayan.com/viewisbsong.asp?id=rmim0337,Begum,1945,Hariprasanna Das,G S Nepali,Ashok Kumar
http://giitaayan.com/viewisbsong.asp?id=24,Marvel Man,1964,Robin Banerjee,Yogesh,Mubarak Begum
http://giitaayan.com/viewisbsong.asp?id=10665,Bedaagh,1965,Roshan,Shakeel,"Rafi, Asha"
http://giitaayan.com/viewisbsong.asp?id=25,C.I.D.,1956,O P Nayyar,Jaan Nisar Akhtar,"Rafi, Geeta"
http://giitaayan.com/viewisbsong.asp?id=2005,Aansoo,1953,Husnlal-Bhagatram,Qamar Jalalabadi,Lata
http://giitaayan.com/viewisbsong.asp?id=11753,Hum Dil De Chuke Sanam,1999,Ismail Darbar,Mehboob,"Kumar Sanu, Kavita Subramaniam..."
http://giitaayan.com/viewisbsong.asp?id=11754,Hum Dil De Chuke Sanam,1999,Ismail Darbar,Mehboob,"Shankar Mahadevan, Chorus"
http://giitaayan.com/viewisbsong.asp?id=15245,Asha Aur Khayam (Non-Film),1997,Khayyam,Hasan Kamaal,Asha
http://giitaayan.com/viewisbsong.asp?id=10794,Company,2002,Sandeep Chowtha,Tabish Romani,Saumya Rao
http://giitaayan.com/viewisbsong.asp?id=11348,Dulari,1949,Naushad,Shakeel,Lata
http://giitaayan.com/viewisbsong.asp?id=20789,Dilkash (Non-film),2002,Kuldip Singh,Qaisar-ul-Jaffri,Jasvinder Singh
http://giitaayan.com/viewisbsong.asp?id=26,Takkar,1995,Annu Malik,Maya Govind,Kumar Sanu
http://giitaayan.com/viewisbsong.asp?id=27,Takkar,1995,Annu Malik,Maya Govind,"Abhijit, Alka Yagnik"
http://giitaayan.com/viewisbsong.asp?id=13858,Rudraksh,2003,Vishal-Shekhar,"Sameer, Arun Bhairav","Shaan, Sunidhi Chauhan"
http://giitaayan.com/viewisbsong.asp?id=2006,Naaz,1954,Anil Biswas,Satyendra Athaiya,"Lata, chorus"
http://giitaayan.com/viewisbsong.asp?id=28,Thodi Si Bewafaai,1980,Khayyam,Gulzar,"Kishore, Lata"
http://giitaayan.com/viewisbsong.asp?id=10965,Caravan,1944,Bulo C Rani,Munshi Aziz,Zohra Bai
http://giitaayan.com/viewisbsong.asp?id=rmim0882,Doosara Aadmi,1977,Rajesh Roshan,Majrooh,"Kishore Kumar, Lata Mangeshkar"
http://giitaayan.com/viewisbsong.asp?id=29,Nau Do Gyaarah,1957,S D Burman,Majrooh,"Kishore, Asha"
http://giitaayan.com/viewisbsong.asp?id=13419,Pyaasa,2002,Sanjeev-Darshan,Faiz Anwar,"Udit Narayan, Kavita Subramani..."
http://giitaayan.com/viewisbsong.asp?id=30,Chhaya,1961,Salil Chowdhury,Rajinder Krishan,Talat
http://giitaayan.com/viewisbsong.asp?id=14037,Sanam,1997,Anand-Milind,Sameer,"Alka Yagnik, Kumar Sanu"
http://giitaayan.com/viewisbsong.asp?id=11959,Insaaf Ki Devi,1991,Bappi Lahiri,Indeevar,"Alka Yagnik, Kumar Sanu"
http://giitaayan.com/viewisbsong.asp?id=31,Kismet,1968,O P Nayyar,S H Bihari,Mahendra Kapoor
http://giitaayan.com/viewisbsong.asp?id=11444,Ek Phool Chaar Kaante,1960,Shankar-Jaikishan,Hasrat,"Mukesh, Lata"
http://giitaayan.com/viewisbsong.asp?id=32,Yaasmin,1955,C Ramchandra,Jaan Nisar Akhtar,Lata
http://giitaayan.com/viewisbsong.asp?id=21326,Om Shanti Om,2007,Vishal-Shekhar,Vishal Dadlani,Kay Kay
http://giitaayan.com/viewisbsong.asp?id=11892,Hamari Yaad Aayegi/ Javaan Mohabbat,1961,Snehal Bhatkar,Kedar Sharma,Mukesh
http://giitaayan.com/viewisbsong.asp?id=14200,Shirin Farhaad,1956,S Mohinder,Saba Afgani,Rafi
http://giitaayan.com/viewisbsong.asp?id=11991,Ishq Vishk,2003,Annu Malik,Sameer,"Kumar Sanu, Alka Yagnik"
http://giitaayan.com/viewisbsong.asp?id=11197,Detective,1958,Mukul Roy,Shailendra,"Rafi, Sudha Malhotra"
http://giitaayan.com/viewisbsong.asp?id=2257,Mashal,1950,S D Burman,Pradeep,Lata
http://giitaayan.com/viewisbsong.asp?id=33,Phir Wohi Dil Laya Hoon,1963,O P Nayyar,Majrooh,Asha
http://giitaayan.com/viewisbsong.asp?id=14859,Jhoola,1962,Salil Chowdhury,Rajinder Krishan,Lata
http://giitaayan.com/viewisbsong.asp?id=20849,Chura Liyaa Hai Tumne,2003,Himesh Reshammiya,Sudhakar Sharma,"Shaan, Alka Yagnik"
http://giitaayan.com/viewisbsong.asp?id=10237,Aankhon Aankhon Mein,1972,Shankar-Jaikishan,Hasrat,"Kishore, Asha"
http://giitaayan.com/viewisbsong.asp?id=12954,Mahal,1969,Kalyanji-Anandji,Anand Bakshi,"Kishore, Asha"
http://giitaayan.com/viewisbsong.asp?id=rmim0088,Adaa,1951,Madan Mohan,Prem Dhawan,Lata
http://giitaayan.com/viewisbsong.asp?id=rmim0431,Kaafilaa,1952,Husnlal-Bhagatram,Brajendra Gaud,Lata
http://giitaayan.com/viewisbsong.asp?id=34,Parwarish,1958,Dattaram,Hasrat,Mukesh
http://giitaayan.com/viewisbsong.asp?id=rmim0121,Hamare Gham Se Mat Khelo,1967,Jaidev,Shirish,Talat
http://giitaayan.com/viewisbsong.asp?id=14674,Yahudi,1958,Shankar-Jaikishan,Hasrat,Lata
http://giitaayan.com/viewisbsong.asp?id=35,Tapash/ Hindu Girl,1988,Vijay Kumar,Naqsh Lyallpuri,Arti Mukherji
http://giitaayan.com/viewisbsong.asp?id=36,Chhaya,1961,Salil Chowdhury,Rajinder Krishan,Talat
http://giitaayan.com/viewisbsong.asp?id=3253,Bikhare Moti,1951,Ghulam Mohammad,Akhtar-ul-Imaan,"Rafi, Amirbai"
http://giitaayan.com/viewisbsong.asp?id=2506,Daera,1953,Jamal Sen,Majrooh,Talat
http://giitaayan.com/viewisbsong.asp?id=3254,Parichay,1954,Sailesh,Akhtar Yusuf,Lata
http://giitaayan.com/viewisbsong.asp?id=12480,King Uncle,1992,Rajesh Roshan,Indeevar,Lata
http://giitaayan.com/viewisbsong.asp?id=13798,Raajhath,1956,Shankar-Jaikishan,Hasrat,Rafi
http://giitaayan.com/viewisbsong.asp?id=13770,Raja Hindustani,1996,Nadeem-Shravan,Sameer,Alka Yagnik
http://giitaayan.com/viewisbsong.asp?id=11594,Gaban,1966,Shankar-Jaikishan,Shailendra,Lata
http://giitaayan.com/viewisbsong.asp?id=12132,Jaagriti,1992,Anand-Milind,Sameer,"Kavita Subramaniam, Abhijit, S..."
http://giitaayan.com/viewisbsong.asp?id=13096,Mumbai Se Aaya Mera Dost,2003,Annu Malik,Sameer,Sunidhi Chauhan
http://giitaayan.com/viewisbsong.asp?id=10426,Andaaz,2003,Nadeem-Shravan,Sameer,"Babul Supriyo, Alka Yagnik"
http://giitaayan.com/viewisbsong.asp?id=12258,Jaan-e-Man,1976,Laxmikant-Pyarelal,Anand Bakshi,Lata
http://giitaayan.com/viewisbsong.asp?id=11121,Dil Kitnaa Naadaan Hai,1996,Annu Malik,Rahat Indori,
http://giitaayan.com/viewisbsong.asp?id=10173,Aandolan,1995,Nadeem-Shravan,Sameer,"Kumar Sanu, Alka Yagnik"
http://giitaayan.com/viewisbsong.asp?id=13640,Parwarish,1977,Laxmikant-Pyarelal,Majrooh,"Kishore, Asha"
http://giitaayan.com/viewisbsong.asp?id=rmim0068,Angulimaal,1960,Anil Biswas,Bharat Vyas,"Lata, Manna Dey, Meena Kapoor"
http://giitaayan.com/viewisbsong.asp?id=20565,Dil,1946,Zafar Khursheed,Shams Laknavi ?,Noorjehan
http://giitaayan.com/viewisbsong.asp?id=12124,Jaani Dost,1983,Bappi Lahiri,Indeevar,"Kishore, Asha"
http://giitaayan.com/viewisbsong.asp?id=14883,Sikandar,1941,Mir Saheb?/Rafiq Ghaznavi?,Pt Sudarshan,Sheela
http://giitaayan.com/viewisbsong.asp?id=11463,Elan,1947,Naushad,Zia Sarhadi,Amirbai
http://giitaayan.com/viewisbsong.asp?id=11389,Doctor,1941,Pankaj Mullick,,Pankaj Mullick/ Pankaj Mullick...
http://giitaayan.com/viewisbsong.asp?id=12288,Jawani,1942,Anil Biswas,Hazrat Aarzoo,"Surendra, Husnbano"
http://giitaayan.com/viewisbsong.asp?id=3255,Pugree,1948,Ghulam Mohammad,Shakeel,"Sitara Kawnpuri, Shamshad, Cho..."
http://giitaayan.com/viewisbsong.asp?id=rmim0433,Maharana Pratap,1946,Ram Ganguli,Swami Ramanand,"Khursheed, Chorus"
http://giitaayan.com/viewisbsong.asp?id=10757,Bade Ghar Ki Bahu/ Bhabhi,1960,Chitragupt,Tanveer Naqvi,Asha
http://giitaayan.com/viewisbsong.asp?id=10044,Aamdani Atthani Kharcha Rupaiya,2001,Himesh Reshammiya,Sudhakar Sharma,"Udit Narayan, Kumar Sanu, Shaa..."
http://giitaayan.com/viewisbsong.asp?id=14320,Sheesh Mahal,1950,Vasant Desai,Nazim Panipati,"Shamshad, Geeta, Chorus"
http://giitaayan.com/viewisbsong.asp?id=13929,Safaari,1999,Shyam Mohan,Rani Malik,Amit Kumar
http://giitaayan.com/viewisbsong.asp?id=12636,Kurukshetra,1945,Ganpat Rao,Jameel Mazhari,Saigal
http://giitaayan.com/viewisbsong.asp?id=3256,Ram Aur Shyam,1967,Naushad,Shakeel,Rafi
http://giitaayan.com/viewisbsong.asp?id=21192,Insaniyat,1955,C Ramchandra,Rajinder Krishan,"Talat Mahmood, Lata"
http://giitaayan.com/viewisbsong.asp?id=15193,Miss Mary,1957,Hemant,Rajinder Krishan,"Geeta, Chorus"
http://giitaayan.com/viewisbsong.asp?id=14952,Mela,1948,Naushad,Shakeel,"Shamshad, Mukesh, Chorus"
http://giitaayan.com/viewisbsong.asp?id=12232,Joroo Ka Ghulaam,1972,Kalyanji-Anandji,Anand Bakshi,Kishore
http://giitaayan.com/viewisbsong.asp?id=12175,Junoon,1992,Nadeem-Shravan,Sameer,Anuradha Paudwal
http://giitaayan.com/viewisbsong.asp?id=21025,Mohabbat,1997,Nadeem-Shravan,Sameer,"Sonu Nigam, Vinod Rathod"
http://giitaayan.com/viewisbsong.asp?id=21437,Aaina,1993,Dilip Sen-Sameer Sen,Sameer,"Asha, Lata, Suresh Wadkar"
http://giitaayan.com/viewisbsong.asp?id=11466,Elan,1947,Naushad,Zia Sarhadi,"Amirbai, Surendra Nath"
http://giitaayan.com/viewisbsong.asp?id=12887,Maa,1991,Annu Malik,Hasrat,Kumar Sanu
http://giitaayan.com/viewisbsong.asp?id=21131,Awara Ladki,1967,Dhani Ram,Rajni Kant,Talat Mahmood
http://giitaayan.com/viewisbsong.asp?id=14909,Mr. Natwarlaal,1979,Rajesh Roshan,Anand Bakshi,"Amitabh Bachchan, Master Ravi,..."
http://giitaayan.com/viewisbsong.asp?id=13691,President/ Badi Bahan,1937,R C Boral,,Saigal
http://giitaayan.com/viewisbsong.asp?id=10443,Aashirwad,1968,Vasant Desai,Harindranath Chattopadhyay,Ashok Kumar
http://giitaayan.com/viewisbsong.asp?id=13137,Maang,1950,Ghulam Mohammad,Sageer Usmani,"Lata, G M Durrani"
http://giitaayan.com/viewisbsong.asp?id=12509,Kundan,1955,Ghulam Mohammad,Shakeel,"S D Batish, Sudha Malhotra"
http://giitaayan.com/viewisbsong.asp?id=14091,Swarg Jaisaa Ghar,1991,Bappi Lahiri,Majrooh,Anuradha Paudwal
http://giitaayan.com/viewisbsong.asp?id=21051,(Unreleased film),1985,Ravindra Jain,,Talat Mahmood
http://giitaayan.com/viewisbsong.asp?id=10430,Armaan,2003,Shankar-Ehsaan-Loy,Javed Akhtar,"Amitabh Bachchan, Udit Narayan..."
http://giitaayan.com/viewisbsong.asp?id=11156,Divyashakti/ Divine Strength,1993,Nadeem-Shravan,Sameer,Alka Yagnik
http://giitaayan.com/viewisbsong.asp?id=rmim0263,Ghunghat (Pakistan),1962,Khurshid Anwar,Faiz Ahmad Faiz,Noorjehan
http://giitaayan.com/viewisbsong.asp?id=13745,Raja Ko Rani Se Pyaar Ho Gaya,2000,Jatin-Lalit,Javed Akhtar,"Srinivas, Anuradha Paudwal/ Sr..."
http://giitaayan.com/viewisbsong.asp?id=13901,Sur,2002,M M Kreem,Nida Fazli,Lucky Ali
http://giitaayan.com/viewisbsong.asp?id=14189,Shatranj,1969,Shankar-Jaikishan,Hasrat,Rafi
http://giitaayan.com/viewisbsong.asp?id=14905,Do Aankhen Baarah Haath,1957,Vasant Desai,Bharat Vyas,"Lata, Chorus"
http://giitaayan.com/viewisbsong.asp?id=37,Tu Hi Meri Zindagi,1965,Ronodeb Mukherji,Neeraj,Rafi
http://giitaayan.com/viewisbsong.asp?id=2007,Majboor,1974,Laxmikant-Pyarelal,Anand Bakshi,Kishore
http://giitaayan.com/viewisbsong.asp?id=10350,Apnaapan,1977,Laxmikant-Pyarelal,Anand Bakshi,"Rafi, Lata/ Lata"
http://giitaayan.com/viewisbsong.asp?id=20815,Vishwatma,1991,Viju Shah,Anand Bakshi,Mohammed Aziz
http://giitaayan.com/viewisbsong.asp?id=38,Navrang,1959,C Ramchandra,Bharat Vyas,"Mahendra Kapoor, Asha"
http://giitaayan.com/viewisbsong.asp?id=11648,Ghar Ghar Mein Diwaali,1955,Roshan,Prem Dhawan,Mukesh
http://giitaayan.com/viewisbsong.asp?id=21230,Paheli,2005,Shantanu Moitra,Gulzar,"Shreya Ghoshal, Madhushree, Be..."
http://giitaayan.com/viewisbsong.asp?id=14450,Toofan Mein Pyar Kahan,1966,Chitragupt,Prem Dhawan,"Rafi, Lata"
http://giitaayan.com/viewisbsong.asp?id=21194,Sangam,1954,Ram Ganguly,Hasrat Jaipuri,"Geeta, Talat Mahmood"
http://giitaayan.com/viewisbsong.asp?id=40,Mahal,1949,Khemchand Prakash,Nakshab,Lata
http://giitaayan.com/viewisbsong.asp?id=11819,Heer Ranjhaa,1992,Laxmikant-Pyarelal,Anand Bakshi,"Anuradha Paudwal, Mohammed Aziz"
http://giitaayan.com/viewisbsong.asp?id=10167,Akelaa,1991,Laxmikant-Pyarelal,Anand Bakshi,Alka Yagnik
http://giitaayan.com/viewisbsong.asp?id=rmim0618,Shahjehan,1946,Naushad,Majrooh,Naseem Akhtar
http://giitaayan.com/viewisbsong.asp?id=10205,Aan,1952,Naushad,Shakeel,Shamshad
http://giitaayan.com/viewisbsong.asp?id=14860,Jhoola,1962,Salil Chowdhury,Rajinder Krishan,"Lata, Rafi, Chorus"
http://giitaayan.com/viewisbsong.asp?id=41,Waqt,1965,Ravi,Sahir,Asha
http://giitaayan.com/viewisbsong.asp?id=42,Mirzaa Ghaalib,1954,Ghulam Mohammad,Mirza Ghalib,Suraiya
http://giitaayan.com/viewisbsong.asp?id=13178,(Non-Film),1948,,Mirza Ghalib,Saigal
http://giitaayan.com/viewisbsong.asp?id=10056,Anaadi No. 1,1,Dilip Sen-Sameer Sen,Dev Kohli,"Abhijit, Jaspindar Narula"
http://giitaayan.com/viewisbsong.asp?id=14236,Suhana Safar,1970,Laxmikant-Pyarelal,Anand Bakshi,Rafi/ Suman
http://giitaayan.com/viewisbsong.asp?id=rmim0014,Honeymoon,1960,Salil Chowdhury,Shailendra,Lata
http://giitaayan.com/viewisbsong.asp?id=43,Usne Kahaa Thaa,1960,Salil Chowdhury,Shailendra,"Talat, Lata"
http://giitaayan.com/viewisbsong.asp?id=12346,Kehtaa Hai Dil Baar Baar,2002,Jatin-Lalit,Sameer,"Udit Narayan, Kavita Subtamaniam"
http://giitaayan.com/viewisbsong.asp?id=44,Zeenat,1945,Hafiz Khan,Nakshab,"Noorjehan, Zohrabai Ambalewali..."
http://giitaayan.com/viewisbsong.asp?id=21205,Swades,2004,A R Rahman,Javed Akhtar,"Sadhana Sargam, Udit Narayan"
http://giitaayan.com/viewisbsong.asp?id=45,Haqeeqat,1964,Madan Mohan,Kaifi Azmi,Lata
http://giitaayan.com/viewisbsong.asp?id=46,Rattan,1944,Naushad,D N Madhok,Zohra Bai Ambalewali
http://giitaayan.com/viewisbsong.asp?id=48,Raziaa Sultaan,1983,Khayyam,Jaan Nisar Akhtar,Kabban Mirza
http://giitaayan.com/viewisbsong.asp?id=rmim0811,Ratnaghar,1955,Sudhir Phadke,Narendra Sharma,Lata
http://giitaayan.com/viewisbsong.asp?id=49,Howrah Bridge,1958,O P Nayyar,Qamar Jalalabadi,Asha
http://giitaayan.com/viewisbsong.asp?id=3008,Kinare Kinare,1963,Jaidev,Nyay Sharma,Lata
http://giitaayan.com/viewisbsong.asp?id=13561,Payal Ki Jhankar,1968,C Ramchandra,Rajinder Krishan,Kishore/ Asha
http://giitaayan.com/viewisbsong.asp?id=11393,Doctor,1941,Pankaj Mullick,Munshi Aarzoo,Pankaj Mullick
http://giitaayan.com/viewisbsong.asp?id=20621,Naag Mani,1972,Nisar Bazmi,Fayyaz Hashmi,Noorjehan
http://giitaayan.com/viewisbsong.asp?id=15248,The Loves Of Runa Laila (Non-Film),1987,O P Nayyar,Noor Dewasi,Runa Laila
http://giitaayan.com/viewisbsong.asp?id=14220,Son Of India,1962,Naushad,Shakeel,Lata
http://giitaayan.com/viewisbsong.asp?id=50,Milan,1967,Laxmikant-Pyarelal,Anand Bakshi,Lata
http://giitaayan.com/viewisbsong.asp?id=13319,Nartaki,1963,Ravi,Shakeel,Asha
http://giitaayan.com/viewisbsong.asp?id=2008,Baiju Bawra,1952,Naushad,Shakeel,"D V Paluskar, Ustad Amir Khan"
http://giitaayan.com/viewisbsong.asp?id=12206,Jawaab,1955,Nashad,Khumar Barabankwi,Rafi
http://giitaayan.com/viewisbsong.asp?id=10630,Bahu Beti,1965,Ravi,Sahir,Asha
http://giitaayan.com/viewisbsong.asp?id=12723,Leader,1964,Naushad,Shakeel,Lata
http://giitaayan.com/viewisbsong.asp?id=51,Pyaar To Honaa Hi Thaa,1998,Jatin-Lalit,Sameer,"Asha, Udit Narayan"
http://giitaayan.com/viewisbsong.asp?id=52,Paakeezaah,1971,Ghulam Mohammad,Kaif Bhopali,"Lata, chorus"
http://giitaayan.com/viewisbsong.asp?id=53,Trishul,1978,Khayyam,Sahir,"Kishore, Lata"
http://giitaayan.com/viewisbsong.asp?id=2258,Saaz,1996,Rajkamal,Javed Akhtar,Devaki Pandit
http://giitaayan.com/viewisbsong.asp?id=14051,Saathi,1991,Nadeem-Shravan,Sameer,Anuradha Paudwal
http://giitaayan.com/viewisbsong.asp?id=2259,Hum Aapke Hain Kaun,1994,Ram Laxman,Ravinder Rawal,"Lata, Kumar Sanu"
http://giitaayan.com/viewisbsong.asp?id=10729,Badshah,1964,N Dutta,Anand Bakshi,Kamal Barot
http://giitaayan.com/viewisbsong.asp?id=rmim0039,Vaasna,1968,Chitragupt,Sahir,Rafi
http://giitaayan.com/viewisbsong.asp?id=12157,Jeenaa Teri Gali Mein,1990,Babul Bose,Naqsh Lyallpuri,"Anuradha Paudwal, Nitin Mukesh"
http://giitaayan.com/viewisbsong.asp?id=2260,Naastik,1983,Kalyanji-Anandji,Anand Bakshi,Kishore
http://giitaayan.com/viewisbsong.asp?id=54,Anokhi Ada,1948,Naushad,Shakeel,Shamshad
http://giitaayan.com/viewisbsong.asp?id=10425,Andaaz,2003,Nadeem-Shravan,Sameer,"Udit Narayan, Alka Yagnik"
http://giitaayan.com/viewisbsong.asp?id=55,Beti Bete,1964,Shankar-Jaikishan,Shailendra,Lata
http://giitaayan.com/viewisbsong.asp?id=56,Tamannaa,1996,Annu Malik,Rahat Indori,Alka Yagnik
http://giitaayan.com/viewisbsong.asp?id=57,Ghar,1978,R D Burman,Gulzar,Lata
http://giitaayan.com/viewisbsong.asp?id=58,Uski Kahani,1966,Kanu Roy,Kaifi Azmi,Geeta
http://giitaayan.com/viewisbsong.asp?id=59,Bharosa,1963,Ravi,Rajinder Krishan,"Lata, Mahendra Kapoor"
http://giitaayan.com/viewisbsong.asp?id=21082,Anamika,1973,R D Burman,Majrooh,Asha
http://giitaayan.com/viewisbsong.asp?id=2261,Kavi Kaalidaas,1959,S N Tripathi,Bharat Vyas,"Usha, Sabita Banerjee"
http://giitaayan.com/viewisbsong.asp?id=3009,Nai Umar Ki Nai Fasal,1965,Roshan,Neeraj,"Rafi / Rafi, Asha"
http://giitaayan.com/viewisbsong.asp?id=20894,Jiyo aur Jeene do,1969,Jaidev,Hasrat Jaipuri,Rafi
http://giitaayan.com/viewisbsong.asp?id=21161,Don - The Chase Begins Again,2006,Shankar-Ehsaan-Loy,Javed Akhtar,"Alisha Chinoy, Mahalaxmi, Sonu..."
http://giitaayan.com/viewisbsong.asp?id=60,Ram Aur Shyam,1967,Naushad,Shakeel,Rafi
http://giitaayan.com/viewisbsong.asp?id=10475,Aaj Ki Raat,1947,Husnlal-Bhagatram,Rajinder Krishan,Suraiya
http://giitaayan.com/viewisbsong.asp?id=3257,(Non-Film),1973,K Mahavir,Abhilash,Lata
http://giitaayan.com/viewisbsong.asp?id=rmim0252,Dharmaputra,1961,N Dutta,Sahir,Mahendra Kapoor
http://giitaayan.com/viewisbsong.asp?id=61,Baazi,1951,S D Burman,Sahir,Geeta
http://giitaayan.com/viewisbsong.asp?id=3010,Jugnu,1947,Firoz Nizami,Azir Sarhadi,Noorjehan
http://giitaayan.com/viewisbsong.asp?id=10309,Aman,1967,Shankar-Jaikishan,Shailendra,"Rafi, Saira Bano"
http://giitaayan.com/viewisbsong.asp?id=14329,Shair,1949,Ghulam Mohammad,Shakeel,Suraiya
http://giitaayan.com/viewisbsong.asp?id=rmim0176,Sawan Ki Ghata,1966,O P Nayyar,S H Bihari,Asha
http://giitaayan.com/viewisbsong.asp?id=62,Agni Pareekshaa,1981,Salil Chowdhury,Yogesh,Lata
http://giitaayan.com/viewisbsong.asp?id=rmim0072,Sadhna,1958,N Dutta,Sahir,"Rafi, S Balbir, Chorus"
