,Song,Film,Year,Music Director,Lyricist,Singers
4029,http://giitaayan.com/viewisbsong.asp?id=14026,Sainik,1993,Nadeem-Shravan,Sameer,Kumar Sanu
4030,http://giitaayan.com/viewisbsong.asp?id=21306,Yatra,2006,Khayyam,Ahmad Wasi,"Asha, Rekha"
4031,http://giitaayan.com/viewisbsong.asp?id=15373,Kalaam-E-Mohabbat (Non-Film),1992,Allahuddin Khan,Sant Darshan Singh Ji Maharaj,Ghulam Ali
4032,http://giitaayan.com/viewisbsong.asp?id=13283,Naya Rasta,1970,N Dutta,Sahir,Asha
4033,http://giitaayan.com/viewisbsong.asp?id=12120,Jaanbaaz,1986,Kalyanji-Anandji,Indeevar,"Mahesh Gadwi, Nitu"
4034,http://giitaayan.com/viewisbsong.asp?id=13775,Raavan Raaj,1995,Viju Shah,Anand Bakshi,Poornima
4035,http://giitaayan.com/viewisbsong.asp?id=20673,Lucky - No Time For Love,2005,Adnan Sami,Sameer,"Udit Narayan, Anuradha Paudwal"
4036,http://giitaayan.com/viewisbsong.asp?id=2096,Gumnaam,1965,Shankar-Jaikishan,Shailendra,Rafi
4037,http://giitaayan.com/viewisbsong.asp?id=14520,Ustaad,1957,O P Nayyar,Jaan Nisar Akhtar,Rafi
4038,http://giitaayan.com/viewisbsong.asp?id=14526,Vishwavidhata,1997,A R Rahman,P K Mishra,"S P Balasubrahmanyam, Anupama"
4039,http://giitaayan.com/viewisbsong.asp?id=47,Pyar Kiya To Darna Kya,1963,Ravi,Shakeel,Rafi
4040,http://giitaayan.com/viewisbsong.asp?id=15096,Dil Ne jise Apna Kahaa,2004,A R Rahman,Mehboob,"Kamal Khan, Sadhna&#..."
4041,http://giitaayan.com/viewisbsong.asp?id=15375,Mahtab (Non-Film),1992,Ghulam Ali,Habib Jamal,Ghulam Ali
4042,http://giitaayan.com/viewisbsong.asp?id=2097,Jawani Diwani,1972,R D Burman,Anand Bakshi,"Kishore, Asha"
4043,http://giitaayan.com/viewisbsong.asp?id=21371,Hifazat,1973,R D Burman,Majrooh,Kishore
4044,http://giitaayan.com/viewisbsong.asp?id=811,Chhoti Si Baat,1975,Salil Chowdhury,Yogesh,"Yesudas, Asha"
4045,http://giitaayan.com/viewisbsong.asp?id=2098,Jaan-e-Man,1976,Laxmikant-Pyarelal,Anand Bakshi,Kishore
4046,http://giitaayan.com/viewisbsong.asp?id=rmim0452,Sanam Teri Kasam,1982,R D Burman,Gulshan Bawra,"Asha, R D Burman, Chorus"
4047,http://giitaayan.com/viewisbsong.asp?id=12390,Kaartoos,1999,Nusrat Fateh Ali Khan,Majrooh,"Nusrat Fateh Ali Khan, Udit Na..."
4048,http://giitaayan.com/viewisbsong.asp?id=14127,Samaadhi,1972,R D Burman,Majrooh,Kishore
4049,http://giitaayan.com/viewisbsong.asp?id=12121,Jaanbaaz,1986,Kalyanji-Anandji,Indeevar,"Sapana Awasthi, Mahesh Gadwi"
4050,http://giitaayan.com/viewisbsong.asp?id=14156,Sasural,1961,Shankar-Jaikishan,Hasrat,Mukesh
4051,http://giitaayan.com/viewisbsong.asp?id=13031,Mere Mehboob,1963,Naushad,Shakeel,"Lata, Asha"
4052,http://giitaayan.com/viewisbsong.asp?id=12435,Kyaa Kehnaa,1999,Rajesh Roshan,Majrooh,"Sonu Nigam, Alka Yagnik"
4053,http://giitaayan.com/viewisbsong.asp?id=12340,Kaho Naa Pyaar Hai/ Believe In Love,1999,Rajesh Roshan,Saawan Kumar,"Asha, Chorus"
4054,http://giitaayan.com/viewisbsong.asp?id=12417,Kohraam/ The Explosion,1999,Dilip Sen-Sameer Sen,Anand Bakshi,"Udit Narayan, Kavita Subramani..."
4055,http://giitaayan.com/viewisbsong.asp?id=12607,Khwahish,2003,Milind Sagar,Faiz Anwar,"KK, Asha"
4056,http://giitaayan.com/viewisbsong.asp?id=12038,Jaani Dushman,2002,Anand Raj Anand,Dev Kohli,"Sonu Nigam, Sunidhi Chauhan"
4057,http://giitaayan.com/viewisbsong.asp?id=10951,C.I.D. 909,909,O P Nayyar,S H Bihari,"Asha, Mahendra Kapoor"
4058,http://giitaayan.com/viewisbsong.asp?id=rmim0373,Paanch Dushman/ Daulat Ke Dushman,1973,R D Burman,Majrooh,"Kishore, Lata"
4059,http://giitaayan.com/viewisbsong.asp?id=3098,Arzoo,1950,Anil Biswas,Majrooh,Lata
4060,http://giitaayan.com/viewisbsong.asp?id=791,Adaalat,1958,Madan Mohan,Rajinder Krishan,Lata
4061,http://giitaayan.com/viewisbsong.asp?id=13525,Pyaar Deewaanaa Hotaa Hai,1992,Babul Bose,Madan Pal,"Alka Yagnik, Kumar Sanu"
4062,http://giitaayan.com/viewisbsong.asp?id=792,Sanam Teri Kasam,1982,R D Burman,Gulshan Bawra,R D Burman
4063,http://giitaayan.com/viewisbsong.asp?id=11004,Duniya Dilwalon Ki,1996,A R Rahman,"P K Mishra, Mehboob",S P Balasubrahmanyam
4064,http://giitaayan.com/viewisbsong.asp?id=11920,Indian,2001,Anand Raj Anand,Anand Bakshi,"Abhijit, Sadhana Sargam"
4065,http://giitaayan.com/viewisbsong.asp?id=793,Yeh Dillagi,1994,Dilip Sen-Sameer Sen,Anand Bakshi,"Lata, Kumar Sanu"
4066,http://giitaayan.com/viewisbsong.asp?id=794,Saawan Ko Aane Do,1979,Rajkamal,Fauq Jaami,Yesudas
4067,http://giitaayan.com/viewisbsong.asp?id=795,Aashiqui,1990,Nadeem-Shravan,"Sameer, Rani Mallik",
4068,http://giitaayan.com/viewisbsong.asp?id=14566,Virodhi,1992,Annu Malik,Dev Kohli,"Kumar Sanu, Asha"
4069,http://giitaayan.com/viewisbsong.asp?id=12429,Kurukshetra,2000,Himesh Reshammiya,Sudhakar Sharma,"Kumar Sanu, Alka Yagnik"
4070,http://giitaayan.com/viewisbsong.asp?id=rmim0838,Chhattees Ghante,1974,Sapan Chakravarti,Sahir,"Kishore, Asha"
4071,http://giitaayan.com/viewisbsong.asp?id=796,Pushpanjali,1970,Laxmikant-Pyarelal,Anand Bakshi,Mukesh
4072,http://giitaayan.com/viewisbsong.asp?id=21076,Aanchal,1980,R D Burman,Majrooh,Asha
4073,http://giitaayan.com/viewisbsong.asp?id=12788,Mujhse Dosti Karoge,2002,Rahul Sharma,Anand Bakshi,"Lata, Sonu Nigam"
4074,http://giitaayan.com/viewisbsong.asp?id=21254,Shahenshah,1988,Amar-Utpal,Anand Bakshi,"Lata, Mohd Aziz"
4075,http://giitaayan.com/viewisbsong.asp?id=rmim0551,Dil Padosi Hai (Non-Film),1987,R D Burman,Gulzar,Asha
4076,http://giitaayan.com/viewisbsong.asp?id=14326,Saagar,1985,R D Burman,Javed Akhtar,"Asha, Shailendra Singh"
4077,http://giitaayan.com/viewisbsong.asp?id=21183,Honeymoon Travels Pvt. Ltd.,2007,Vishal-Shekhar,Javed Akhtar,"Shreya Ghoshal, Shaan"
4078,http://giitaayan.com/viewisbsong.asp?id=10364,Aashaa,1980,Laxmikant-Pyarelal,Anand Bakshi,Rafi
4079,http://giitaayan.com/viewisbsong.asp?id=2354,Nau Do Gyaarah,1957,S D Burman,Majrooh,Asha
4080,http://giitaayan.com/viewisbsong.asp?id=rmim0863,Godaan,1963,Ravi Shankar,Anjaan,"Lata, Chorus"
4081,http://giitaayan.com/viewisbsong.asp?id=12348,Kehtaa Hai Dil Baar Baar,2002,Jatin-Lalit,Sameer,"Kumar Sanu, Kavita Subtamaniam"
4082,http://giitaayan.com/viewisbsong.asp?id=11274,Dil Apnaa Aur Preet Paraai,1960,Shankar-Jaikishan,Shailendra,Rafi
4083,http://giitaayan.com/viewisbsong.asp?id=797,Mera Naam Joker,1970,Shankar-Jaikishan,Hasrat,Mukesh
4084,http://giitaayan.com/viewisbsong.asp?id=798,Mr. & Mrs. '55,55,O P Nayyar,Majrooh,"Rafi, Geeta"
4085,http://giitaayan.com/viewisbsong.asp?id=799,Zabak,1961,Chitragupt,Prem Dhawan,Lata
4086,http://giitaayan.com/viewisbsong.asp?id=800,Aansoo Ban Gaye Phool,1969,Laxmikant-Pyarelal,Govind Munees,"Kishore, Asha"
4087,http://giitaayan.com/viewisbsong.asp?id=801,Shakti,1982,R D Burman,Anand Bakshi,"Lata, Kishore"
4088,http://giitaayan.com/viewisbsong.asp?id=802,Anuradha,1960,Ravi Shankar,Shailendra,Lata
4089,http://giitaayan.com/viewisbsong.asp?id=21092,Jaan-e-Mann,2006,Anu Malik,Gulzar,"Sonu Nigam, Sukhwinder Singh, ..."
4090,http://giitaayan.com/viewisbsong.asp?id=11497,Farishta,1968,Duttaram,Asad Bhopali,Mukesh
4091,http://giitaayan.com/viewisbsong.asp?id=rmim0099,Sapna,1969,Jaidev,V N Mangal,Lata
4092,http://giitaayan.com/viewisbsong.asp?id=2355,Sunny,1984,R D Burman,Anand Bakshi,Lata
4093,http://giitaayan.com/viewisbsong.asp?id=21311,Pyar Ke Side Effects,2006,Pritam,Mayur Puri,Zubin Garg
4094,http://giitaayan.com/viewisbsong.asp?id=13897,Sur,2002,M M Kreem,Nida Fazli,Lucky Ali
4095,http://giitaayan.com/viewisbsong.asp?id=803,Shola aur Shabnam,1961,Khayyam,Kaifi Azmi,Rafi
4096,http://giitaayan.com/viewisbsong.asp?id=15376,Asha Aur Khayam (Non-Film),1997,Khayyam,Ahmad Warsi,Asha
4097,http://giitaayan.com/viewisbsong.asp?id=3099,Maan Ka Aanchal,1970,Madan Mohan,Kaifi Azmi,Asha
4098,http://giitaayan.com/viewisbsong.asp?id=20669,Jugnu,1973,S D Burman,Anand Bakshi,Lata
4099,http://giitaayan.com/viewisbsong.asp?id=804,Kinara,1977,R D Burman,Gulzar,Kishore
4100,http://giitaayan.com/viewisbsong.asp?id=805,Pyaasa,1957,S D Burman,Sahir,Geeta
4101,http://giitaayan.com/viewisbsong.asp?id=14077,Shabnam,1994,Annu Malik,Rani Malik,Anuradha Paudwal
4102,http://giitaayan.com/viewisbsong.asp?id=806,Mehboob Ki Mehandi,1971,Laxmikant-Pyarelal,Anand Bakshi,Lata
4103,http://giitaayan.com/viewisbsong.asp?id=rmim0124,Ek Thi Reeta,1971,Jaidev,Prem Jalandhari,Asha
4104,http://giitaayan.com/viewisbsong.asp?id=rmim0800,Veer-Zaara,2004,Madan Mohan,Javed Akhtar,Lata
4105,http://giitaayan.com/viewisbsong.asp?id=10979,Dil Chahta Hai,2001,Shankar-Ehsaan-Loy,Javed Akhtar,"Udit Narayan, Alka Yagnik"
4106,http://giitaayan.com/viewisbsong.asp?id=12041,Jaan (Non-Film),2000,Nikhil-Vinay,Faiz Anwar,Sonu Nigam
4107,http://giitaayan.com/viewisbsong.asp?id=12704,Laat Saheb,1967,Shankar-Jaikishan,Hasrat,Rafi
4108,http://giitaayan.com/viewisbsong.asp?id=15044,Pyar Ki Jeet,1962,Sudhir Phadke,Qamar Jalalabadi,"Asha, Rafi"
4109,http://giitaayan.com/viewisbsong.asp?id=13271,Nainaa,1973,Shankar-Jaikishan,Indeevar,"Kishore, Sharda"
4110,http://giitaayan.com/viewisbsong.asp?id=10687,Bhai Bahen,1969,Shankar-Jaikishan,Narendra Sharma,Mukesh
4111,http://giitaayan.com/viewisbsong.asp?id=14989,Buzdil,1951,S D Burman,Shailendra,Lata
4112,http://giitaayan.com/viewisbsong.asp?id=2099,Aah,1953,Shankar-Jaikishan,Hasrat,"Lata, Mukesh"
4113,http://giitaayan.com/viewisbsong.asp?id=11628,Grahasthi,1963,Ravi,Shakeel,"Rafi, Lata"
4114,http://giitaayan.com/viewisbsong.asp?id=11282,Dil Ek Mandir,1963,Shankar-Jaikishan,Hasrat,"Rafi, Suman"
4115,http://giitaayan.com/viewisbsong.asp?id=807,Amar,1954,Naushad,Shakeel,Lata
4116,http://giitaayan.com/viewisbsong.asp?id=808,Usne Kahaa Thaa,1960,Salil Chowdhury,Maqdoom Mohiuddin,"Manna Dey, Sabita Banerji, cho..."
4117,http://giitaayan.com/viewisbsong.asp?id=2356,Palki,1967,Naushad,Shakeel,Lata
4118,http://giitaayan.com/viewisbsong.asp?id=2357,Raj Kumar,1964,Shankar-Jaikishan,Shailendra,Rafi
4119,http://giitaayan.com/viewisbsong.asp?id=809,Dosti,1964,Laxmikant-Pyarelal,Majrooh,Rafi
4120,http://giitaayan.com/viewisbsong.asp?id=810,Pyaasa,1957,S D Burman,Sahir,Hemant
4121,http://giitaayan.com/viewisbsong.asp?id=10698,Bheegi Raat,1965,Roshan,Majrooh,Rafi
4122,http://giitaayan.com/viewisbsong.asp?id=10433,Armaan,2003,Shankar-Ehsaan-Loy,Javed Akhtar,"Shankar Mahadevan, Alka Yagnik"
4123,http://giitaayan.com/viewisbsong.asp?id=2358,Ek Baar Phir/ Once Again,1979,Raghunath Seth,Vinod Pande,Bhupinder
4124,http://giitaayan.com/viewisbsong.asp?id=12188,Jaane Anjaane,1971,Shankar-Jaikishan,Hasrat,Kishore
4125,http://giitaayan.com/viewisbsong.asp?id=13879,Rang Mahal,1948,K Datta/ B A Balsara,Pt Shivkumar,Suraiya
4126,http://giitaayan.com/viewisbsong.asp?id=13817,Raja Jaani,1972,Laxmikant-Pyarelal,Anand Bakshi,Kishore
4127,http://giitaayan.com/viewisbsong.asp?id=14058,Sultanat,1986,Kalyanji-Anandji,Anjaan/ Hasan Kamaal,
4128,http://giitaayan.com/viewisbsong.asp?id=3354,Insaan Jaag Uthaa,1959,S D Burman,Shailendra,"Geeta, Asha"
4129,http://giitaayan.com/viewisbsong.asp?id=812,Shaan,1980,R D Burman,Anand Bakshi,"Rafi, Kishore, Asha, Usha"
4130,http://giitaayan.com/viewisbsong.asp?id=2870,Hyderabad Ki Naazneen,1952,Vasant Desai,Noor Lucknowi,Lata
4131,http://giitaayan.com/viewisbsong.asp?id=20996,Rungoli,1962,Shankar-Jaikishan,Shailendra,Lata
4132,http://giitaayan.com/viewisbsong.asp?id=813,Amrapali,1966,Shankar-Jaikishan,Shailendra,Lata
4133,http://giitaayan.com/viewisbsong.asp?id=12741,Love In Tokyo,1966,Shankar-Jaikishan,Hasrat,Rafi
4134,http://giitaayan.com/viewisbsong.asp?id=11747,Hum Aapke Dil Mein Rehte Hain,1999,Annu Malik,Sameer,"Hema Sardesai, Annu Malik"
4135,http://giitaayan.com/viewisbsong.asp?id=14653,Yes Boss,1997,Jatin-Lalit,Javed Akhtar,Abhijit
4136,http://giitaayan.com/viewisbsong.asp?id=11200,Daadi Maa,1966,Roshan,Majrooh,Rafi
4137,http://giitaayan.com/viewisbsong.asp?id=10845,C.I.D.,1956,O P Nayyar,Majrooh,Geeta
4138,http://giitaayan.com/viewisbsong.asp?id=12158,Jeenaa Teri Gali Mein,1990,Babul Bose,Naqsh Lyallpuri,"Anuradha Paudwal, Nitin Mukesh"
4139,http://giitaayan.com/viewisbsong.asp?id=rmim0315,Khel,1950,Sajjad Hussain,Sagar Nijami,Lata
4140,http://giitaayan.com/viewisbsong.asp?id=12935,Milaap,1955,N Dutta,Sahir,Geeta
4141,http://giitaayan.com/viewisbsong.asp?id=12939,Milaap,1955,N Dutta,Sahir,Geeta
4142,http://giitaayan.com/viewisbsong.asp?id=13705,Qawali Ki Raat,1964,Iqbal Qureshi,Shevan Rizvi,"Rafi, Shamshad"
4143,http://giitaayan.com/viewisbsong.asp?id=814,Karan Arjun,1994,Rajesh Roshan,Indeevar,"Kumar Sanu, Alka Yagnik"
4144,http://giitaayan.com/viewisbsong.asp?id=815,Chhoti Behan,1959,Shankar-Jaikishan,Hasrat,Mukesh
4145,http://giitaayan.com/viewisbsong.asp?id=3355,Miss India,1957,S D Burman,Rajinder Krishan,"Lata, Manna Dey"
4146,http://giitaayan.com/viewisbsong.asp?id=12037,Jaani Dushman,2002,Sandeep Chowtha,Nitin Raikwar,Sonu Nigam
4147,http://giitaayan.com/viewisbsong.asp?id=13672,Pooran Bhagat,1933,R C Boral,,K C Dey
4148,http://giitaayan.com/viewisbsong.asp?id=21418,Swami Vivekanand,1955,R C Boral,Shankar Sen,Talat Mahmood
4149,http://giitaayan.com/viewisbsong.asp?id=10589,Bhrashtaachaar,1989,Laxmikant-Pyarelal,Anand Bakshi,Alka Yagnik
4150,http://giitaayan.com/viewisbsong.asp?id=11202,Dak Bangla,1947,Naresh Bhattacharya,D N Madhok,"Mukesh, Suraiya"
4151,http://giitaayan.com/viewisbsong.asp?id=15377,Visaal (Non-Film),2001,,Gulzar,Ghulam Ali
4152,http://giitaayan.com/viewisbsong.asp?id=rmim0144,Daagh,1973,Laxmikant-Pyarelal,Sahir,Lata
4153,http://giitaayan.com/viewisbsong.asp?id=11722,Heraa Pheri,2000,Annu Malik,Sameer,"K Krishna Kumar, Chorus"
4154,http://giitaayan.com/viewisbsong.asp?id=816,Shaukeen,1982,R D Burman,Yogesh,Kishore
4155,http://giitaayan.com/viewisbsong.asp?id=817,Umrao Jaan,1981,Khayyam,Shahryar,Asha
4156,http://giitaayan.com/viewisbsong.asp?id=818,Seemaa,1971,Shankar-Jaikishan,Gulzar,"Sharda, Rafi"
4157,http://giitaayan.com/viewisbsong.asp?id=21185,Just Married,2007,Pritam,Gulzar,Sunidhi Chauhan
4158,http://giitaayan.com/viewisbsong.asp?id=819,Zabardast,1985,R D Burman,Majrooh,Kishore
4159,http://giitaayan.com/viewisbsong.asp?id=820,Do Badan,1966,Ravi,Shakeel,Asha
4160,http://giitaayan.com/viewisbsong.asp?id=21115,Reshmi Roomal,1961,Babul,Raja Mehdi Ali Khan,Talat Mahmood
4161,http://giitaayan.com/viewisbsong.asp?id=2100,Lootmaar,1980,Rajesh Roshan,Amit Khanna,Asha
4162,http://giitaayan.com/viewisbsong.asp?id=2101,Anurodh,1977,Laxmikant-Pyarelal,Anand Bakshi,Kishore
4163,http://giitaayan.com/viewisbsong.asp?id=821,Chitchor,1976,Ravindra Jain,Ravindra Jain,"Yesudas, Hemlata"
4164,http://giitaayan.com/viewisbsong.asp?id=11520,Gunaah,2002,Anand Raj Anand,Praveen Bhardwaj,"Alka Yagnik, Babul Supriyo"
4165,http://giitaayan.com/viewisbsong.asp?id=822,Shahjehan,1946,Naushad,Majrooh,Saigal
4166,http://giitaayan.com/viewisbsong.asp?id=2871,Sargam,1950,C Ramchandra,P L Santoshi,"Lata, chorus"
4167,http://giitaayan.com/viewisbsong.asp?id=21171,Bank Manager,1959,Madan Mohan,Anwar Farookhabadi,Manna Dey
4168,http://giitaayan.com/viewisbsong.asp?id=14619,Yaadein,2001,Annu Malik,Anand Bakshi,"Udit Narayan, Sukhvindar Singh..."
4169,http://giitaayan.com/viewisbsong.asp?id=10840,Coolie No. 1,1,Anand-Milind,Sameer,"Kumar Sanu, Alka Yagnik"
4170,http://giitaayan.com/viewisbsong.asp?id=823,Adaalat,1958,Madan Mohan,Rajinder Krishan,"Rafi, Asha"
4171,http://giitaayan.com/viewisbsong.asp?id=20942,Saveray Wali Gaadi,1985,R D Burman,Majrooh,Kishore
4172,http://giitaayan.com/viewisbsong.asp?id=rmim0751,Angulimaal,1960,Anil Biswas,Bharat Vyas,"Manna Dey, Asha?, Chorus"
4173,http://giitaayan.com/viewisbsong.asp?id=11257,Devta,1978,R D Burman,Gulzar,Rafi
4174,http://giitaayan.com/viewisbsong.asp?id=11260,Dhan Daulat,1980,R D Burman,Majrooh,"Kishore, Asha"
4175,http://giitaayan.com/viewisbsong.asp?id=11996,Ishq Vishk,2003,Annu Malik,Sameer,"Kumar Sanu, Alka Yagnik"
4176,http://giitaayan.com/viewisbsong.asp?id=12583,Kinare Kinare,1963,Jaidev,Nyay Sharma,Mukesh
4177,http://giitaayan.com/viewisbsong.asp?id=20995,Tum Yaad Aaye (Non-film),1997,Raju Singh,Javed Akhtar,Alka Yagnik
4178,http://giitaayan.com/viewisbsong.asp?id=14030,Salaami,1993,Nadeem-Shravan,Surendra Sathi,Alka Yagnik
4179,http://giitaayan.com/viewisbsong.asp?id=824,Pyaasa,1957,S D Burman,Sahir,Guru Dutt
4180,http://giitaayan.com/viewisbsong.asp?id=2600,Betaab,1983,R D Burman,Anand Bakshi,"Lata, Shabbir Kumar"
4181,http://giitaayan.com/viewisbsong.asp?id=11017,Deewaane,2000,Sanjeev-Darshan,Sameer,"Sukhvindar Singh, Jaspindar Na..."
4182,http://giitaayan.com/viewisbsong.asp?id=825,Bin Baadal Barsaat,1963,Hemant Kumar,Shakeel,Hemant
4183,http://giitaayan.com/viewisbsong.asp?id=3356,Taqdeer,1967,Laxmikant-Pyarelal,Anand Bakshi,"Lata / Rafi/ Mahendra Kapoor, ..."
4184,http://giitaayan.com/viewisbsong.asp?id=826,Sadak,1991,Nadeem-Shravan,Sameer,"Kumar Sanu, Anuradha Paudwal"
4185,http://giitaayan.com/viewisbsong.asp?id=rmim0077,Shikast,1953,Shankar-Jaikishan,Shailendra,"Talat, Lata"
4186,http://giitaayan.com/viewisbsong.asp?id=12904,Marte Dam Tak,1987,Ravindra Jain,Ravindra Jain,"Anuradha Paudwal, Mohammed Aziz"
4187,http://giitaayan.com/viewisbsong.asp?id=12868,Meeraa Kaa Mohan,1992,Arun Paudwal,Indeevar,"Anuradha Paudwal, Udit Narayan"
4188,http://giitaayan.com/viewisbsong.asp?id=12769,Lajawab,1950,Anil Biswas,Prem Dhawan,Meena Kapoor
4189,http://giitaayan.com/viewisbsong.asp?id=12269,Jhankaar Beats,2003,Vishal-Shekhar,Vishal Dadlani,"KK, Mahalaxmi Iyer"
4190,http://giitaayan.com/viewisbsong.asp?id=15378,Saugaat (Non-Film),1996,Jay-Vijay,Qateel Shifai,Ghulam Ali
4191,http://giitaayan.com/viewisbsong.asp?id=827,Hip Hip Hurray,1984,Vanraj Bhatia,Gulzar,"Bhupinder, Asha"
4192,http://giitaayan.com/viewisbsong.asp?id=21223,Anmol Ratan,1950,Vinod,D N Madhok,Talat Mahmood
4193,http://giitaayan.com/viewisbsong.asp?id=20867,Pyaar To Hona Hi Tha,1998,Jatin-Lalit,Sameer,Kumar Sanu
4194,http://giitaayan.com/viewisbsong.asp?id=12406,Khilaadi 420,420,Sanjeev-Darshan,Sameer,"Kumar Sanu, Kavita Subramaniam"
4195,http://giitaayan.com/viewisbsong.asp?id=828,Jurm,1990,Rajesh Roshan,"Indeevar, Payam","Kumar Sanu, Sadhna Sargam"
4196,http://giitaayan.com/viewisbsong.asp?id=11173,Dharam Adhikaari,1986,Bappi Lahiri,Indeevar,"Shabbir Kumar, Asha"
4197,http://giitaayan.com/viewisbsong.asp?id=12143,Jawaab Hum Denge,1987,Laxmikant-Pyarelal,Sameer,"Anuradha Paudwal, Mohammed Aziz"
4198,http://giitaayan.com/viewisbsong.asp?id=12207,Jawaan Mohabbat,1971,Shankar-Jaikishan,Hasrat,Rafi
4199,http://giitaayan.com/viewisbsong.asp?id=rmim0403,Kaala Paani,1958,S D Burman,Majrooh,Asha
4200,http://giitaayan.com/viewisbsong.asp?id=14995,Jaadoo,1951,Naushad,Shakeel,"Shamshad, Chorus"
4201,http://giitaayan.com/viewisbsong.asp?id=12148,Jeenaa Marnaa Tere Sang,1992,Dilip Sen-Sameer Sen,Sameer,Anuradha Paudwal
4202,http://giitaayan.com/viewisbsong.asp?id=11939,Ishq,1997,Annu Malik,Dev Kohli,Kumar Sanu
4203,http://giitaayan.com/viewisbsong.asp?id=rmim0825,Husn-e-Jaana (Non-Film),1997,Muzaffar Ali,Nazeer Akbarabadi,Chhaya Ganguli
4204,http://giitaayan.com/viewisbsong.asp?id=15380,Aabshaar-E-Ghazal (Non-Film),1985,Hariharan,Bashir Badr,Asha
4205,http://giitaayan.com/viewisbsong.asp?id=3358,Changez Khaan,1957,Hansraj Behl,"Qamar Jalalabadi, Verma Malik",Lata
4206,http://giitaayan.com/viewisbsong.asp?id=13926,Safaari,1999,Shyam Mohan,Rani Malik,"Amit Kumar, Sadhana Sargam, Mo..."
