Song,Film,YearMusic Director,Lyricist,Singers
"ऐ हे आ हा हा हा
जब से मैं तुझ से मिला हूँ तब से हूँ तेरा दीवाना
पहले तो मैं बेखबर था चाहत को अब मैने जाना
जब से मैं तुझ से ...

जान-ए-मन तेरी मोहब्बत में ना जाने कैसा नशा है
ना है खबर दिन की ना रात का भी पता है
दीवानगी है क्या बेखुदी है
हे हे आ हा हा हा
जब से मैं तुझ से ...

ऐ हे आ हा हा हा
अब तन्हा तेरे बिना इक पल भी न जीना गंवारा
मुझ को तेरे प्यार की बेकरारी ने मारा
मुझ को चुरा ले अपना बना ले
जब से मैं तुझ से ...
ऐ हे आ हा हा हा
जब से दिल तुम से मिला है तब से है तेरा दीवाना
पहले तो मैं बेखबर थी चाहत को अब मैने जाना
जब से दिल तुम से ...

जान-ए-मन तेरी मोहब्बत में ना जाने कैसा नशा है
ना है खबर दिन की ना रात का भी पता है
दीवानगी है क्या बेखुदी है
हे हे आ हा हा हा
जब से दिल तुम से ...

ऐ हे आ हा हा हा
अब तन्हा तेरे बिना इक पल भी न जीना गंवारा
मुझ को तेरे प्यार की बेकरारी ने मारा
मुझ को चुरा ले अपना बना ले
जब से दिल तुम से ...

 ",Yeh Dil Aashiqana,2002,Nadeem-Shravan,Sameer,Kumar Sanu/ Sarika Kapoor
"जब से मैं ज़रा सा बदनाम हो गया
राम कसम मेरा बड़ा नाम हो गया
जब तक जीता रहूं यूं ही पीता रहूं
साकी और पिला अरे बोतल मुंह से लगा
लब पे प्यास जगी दिल में आग लगी
एक घूंट में ही खाली जाम हो गया
जब से मैं ज़रा सा ...

मेरा हो बड़ा नाम हो गया
मेरा रे बड़ा नाम हो गया

मैं महलों में रहा मैं गलियों में रहा
देखे जेल सभी जीते खेल सभी
पर दिल हार दिया मैने प्यार किया होय होय होय होय
होना था ये मेरा अंजाम हो गया
जब से मैं ज़रा सा ...

वो एक शोख गज़ल वो मदमस्त कोयल
वो सावन की घटा वो पर्वत की हवा
उसको देख लिया वादा एक किया
आज से मैं तेरा गुलाम हो गया
जब से मैं ज़रा सा ...

बंजारों की तरह आवारों की तरह
आए नींद जहां सोजा यार वहां
कल की किसको खबर कल कुछ भी हो मगर
आज रात का तो इंतज़ाम हो गया
जब से मैं ज़रा सा ...

 ",Gumraah,1993,Laxmikant-Pyarelal,Anand Bakshi,Abhijit
"जब से मिली है नज़र
दिल है मेरा डगर मगर
डगर मगर
जब से मिली है नज़र

पहले तो देखते थे हमको वो दूर से
शर्म से मजबूर से
अब तो हैं पूछते वो
ऐ घर तेरा है किधर
घर है किधर
जब से मिली है नज़र ...

पहले वो बोलते थे धीमी आवाज़ मे
फिर रहें हैं तार नए उल्फ़त के साज़ मे
उल्फ़त के साज़ मे
उठती है एक नई लहर
दिल है मेरा डगर मगर ..

कहने कम को दीजिये वो हमारे साथ हो
हाथों मे हाथ हो तारों भरी रात हो
कहने वाले कुछ कहें
हमको क्या है किसका डर
है किसका डर
जब से मिली है नज़र

 ",Sangeetaa,1950,C Ramchandra,P L Santoshi,"Lata, Chorus"
"जब से सरकार ने नशाबन्दी तोड़ दी
मानो या ना मानो हमने पीनी छोड़ दी

छुप-छुप के पीने का मज़ा कुछ और था
वो भी क्या दिन थे black में मँगाते थे
मैख़ाने खुल गए सारे मज़े धुल गए
रोक भी तोड़ दी बोतल भी फोड़ दी
जब से सरकार ...

female : hello-hello handsome. You are always welcome.

private club me.n miss rosy रोज़ पिलाती थी
सीटी भी बजाती थी गाना भी सुनाती थी

female : come on, boy. come on.

मुन्ने की माता जी एक पैग़ाम लाती हैं
सामने वो बाप के सौ-सौ दुखड़े सुनाती हैं
जीना हराम हुआ पीना हराम हुआ
चढ़ते नशे की टांग बीवी ने तोड़ दी
मानो या ना मानो ...

 ",Five Rifles/ 5 Rifles,5,Kalyanji-Anandji,Rajinder Krishan,Kishore
"हूं जब से तुम आए नज़र में खोया खोया रहता है दिल
धड़कनों से आज ये क्या चुपके चुपके कहता है दिल
प्यार हमको होने लगा खोना था दिल खोने लगा

लब जो कहने लगे हैं उन बातों में उलझा है दिल

क्या हकीकत है अपनी क्या तुम्हें बताएंगे
कौन हैं हम आखिर ये कब तलक छुपाएंगे

तुम छुपाओ लाख हमसे फिर भी सब कुछ हमने जाना
हर ज़ुबां पे आएगा कल हम दोनों का ये अफ़साना
प्यार हमको होने लगा ...

 ",Tum Bin,2001,Nikhil-Vinay,Faiz Anwar,"Abhijit, Chitra"
"र : जब से तुम्हें देखा है आँखों में तुम्हीं तुम हो
आ : हम भी यही कहते हैं साँसों में तुम्हीं तुम हो

र : आ गए प्यार के दिन बेखुदी छाने लगी 
आ : मस्तियाँ झूम उठीं ज़िन्दगी गाने लगी -2
र : दिल के नए नग़मों की तानों में तुम्हीं तुम हो
आ : जब से तुम्हें देखा ...

 जब से चाहा है तुम्हें भीगा-भीगा है समाँ
र : जब से चाहा है तुम्हें हर नज़ारा है जवाँ -2
आ : दिल में तुम्हीं रहते हो यादों में तुम्हीं तुम हो
र : जब से तुम्हें देखा ...

 दीप ख़ुशियों के सदा दिल में जलते ही रहें -2
आ : प्यार की दुनिया में हम साथ चलते ही रहें
र : क्यूँ न मिले मंज़िल जब राहों में तुम्हीं तुम हो
 हम भी यही कहते ...
आ : जब से तुम्हें देखा ...

 ",Gharaana,1961,Ravi,Shakeel,"Rafi, Asha"
"जब से तू मेरी ज़िंदगी में आया सतरंगी सपने आँखों में लाया
तेरे बिना अब मुझे जीना नहीं हो हो
साँसों में मिलन की ये वीणा बजे सरगम मेरे अधरों पे सजे
तेरे बिना अब मुझे ...

इस जीवन का मतलब है क्या तूने मुझे समझा दिया
अपना तूने माना मुझे मुझपे बड़ा एहसान किया
मेरा मन मेरा तन मेरी धुन तेरा सुर
साथी जीवन तेरे बिन अधूरा
तू जहां है मेरी दुनिया हैं वहीं हो हो
जब से तू मेरी ...

झोंके पवन के पानी के रेले इक दूसरे के बिन हम अकेले
किस काम के ये मौसम ये मेले
मैं थाम लेती हूँ तेरी बाहें
इन राहों पर दिल से निकलकर दिल को गई हैं निगाहें
इक दूसरे पे मरना पड़ेगा बदनामियों से डरना पड़ेगा
अब प्यार हमको करना पड़ेगा
हम प्यार करना चाहें न चाहें

 ",Meeraa Kaa Mohan,1992,Arun Paudwal,Indeevar,"Suresh Wadkar, Anuradha Paudwal"
"जब तक है जां, जान-ए-जहाँ, 
मैं नाचूँगी 

प्यार कभी भी मरता नहीं 
मौत से भी ये डरता नहीं 
लुट जाएंगे मिट जाएंगे मर जाएंगे हम 
ज़िन्दा रहेगी हमारी दास्तां 
ओ हां, जब तक है जां ...

टूट जाए पायल तो क्या 
पाँव हो जाएं घायल तो क्या 
दिल दिया है दिल लिया है प्यार किया है तो 
देना पड़ेगा मुहब्बत का इम्तहां 
ओ हां, जब तक है जां ...

ये नज़र झुक सकती नहीं 
ये ज़ुबां रुक सकती नहीं 
मैं कहूँगी ग़म सहूँगी चुप रहूँगी क्या
बेबस हूँ लेकिन नहीं मैं बेज़ुबां 
ओ हां, जब तक है जां ...

 ",Shole,1975,R D Burman,Anand Bakshi,Lata
"बबुवा हो बबुवा, पहुना हो पहुना
बबुवा हो बबुवा, पहुना हो पहुना

जब तक पूरे ना हों फेरे सात
तब तक दुल्हिन नहीं दुल्हा की 
रे तब तक बबुनी नहीं बबुवा की, ना, जब तक ...

अब ही तो बबुवा पहली ही भँवर पड़ी है
अब ही तो पहुना दिल्ली ही दूर बड़ी है
हो पहली ही भँवर पड़ी है, दिल्ली दूर बड़ी है
करनी होगी तपस्या सारी रात, जब तक पूरे ना ... 

जैसे जैसे भँवर पड़े मन अँगना को छोड़े 
एक एक भँवर नाता अनजानों से जोड़े 
मन घर अँगना को छोड़े, अनजानों से नाता जोड़े 
सुख की बदरी आँसू की बरसात, जब तक पूरे ना ...

बबुवा हो बबुवा, पहुना हो पहुना
सात फेरे करो बबुवा भरो सात वचन भी
ऐसे कन्या कैसे अर्पण कर दें तन भी मन भी
उठो उठो बबुनी देखो देखो ध्रुव तारा
ध्रुव तारे सा हो अमर सुहाग तिहारा
हो देखो देखो ध्रुव तारा, अमर सुहाग तिहारा
सातों फेरे सात जन्मों का साथ, जब तक पूरे ना ...

 ",Nadiyaa Ke Paar,1982,Ravindra Jain,Ravindra Jain,"Hemlata, chorus"
"जब तक रहे तन में जिया वादा रहा, ओ साथिया
हम तुम्हारे लिये तुम हमारे लिये
ओ... हम तुम्हारे लिये तुम हमारे लिये
 
धूप लगेगी जब जब तुमको सजना 
ओ डारून्गी मैं आंचल की छैयां 
साँझ पड़े जब थक जाओगे बलमा
वारूँगी मैं गोरी गोरी बैयां
डोलूँगी बनके चाँदनी मैं तेरे अँगना
जब तक रहे तन में जिया वादा रहा ओ साथिया
हम तुम्हारे लिये तुम हमारे लिये
 
सारी जनम को अब तो अपने तन पे हाँ
ओ ओढ़ी चुनरिया मैंने साजन की
खिली रहे मुस्कान तेरी फिर चाहे
ओ लुट जाये बगिया मेरे जीवन की
मैं जीवन छोड़ दूँ छोड़ूँ न मैं तेरी गलियां
जब तक रहे तन में जिया वादा रहा ओ साथिया
हम तुम्हारे लिये तुम हमारे लिये
 

 ",Samaadhi,1972,R D Burman,Majrooh,Asha
"जब तसव्वुर मेरा चुपके से तुझे छू आये
अपनी हर साँस से मुझको तेरी ख़ुश्बू आये

मशग़ला अब है मेरा चाँद को तकते रहना
रात भर चैन न तुझ बिन किसी पहलू आये

घंटियाँ बजने लगीं हिज्र के सन्नाटे से
गुनगुनाता हुआ ऐसे में अगर तू आये

जब कभी गर्दिश-ए-दौराँ ने सताया मुझको
मेरी जानिब तेरे फैले हुये बाज़ू आये

 ",Haseen Lamhen (Non-Film),1988,nan,Qateel Shifai,Ghulam Ali
"जब तुझे मैने देखा नहीं था
इस तरह मैने सोचा नहीं था
कोई भी कुछ भी ऐसा नहीं था
कोई भी तेरे जैसा नहीं था
जब तुझे मैने देखा तो जाना
खूबसूरत है कितना ज़माना
जब तुझे मैने ...

यही शहर था गुलसितां था
यही फूल थे ये समां था
कई बार गुज़रा मैं यहां से
पर मेरा दिल न जाने कहाँ था
जब तुझे मैने देखा तो जाना
उफ़ ये मौसम है कितना सुहाना

ज़िंदगी थी या कोई पहेली
हाँ ये राहें थीं कितनी अकेली
मैं यूं ही चली जा रही थी
दूर मंज़िल नज़र आ रही थी
जब तुझे मैने देखा तो जाना
बस कहीं अब नहीं मुझको जाना
जब तुझे मैने ...

 ",Pyaar Ishq Aur Mohabbat,2001,Viju Shah,Anand Bakshi,"Udit Narayan, Sadhana Sargam"
"जब तुम चले जाओगे तो याद बहुत आओगे
तुम चले जाओगे याद बहुत आओगे
जब तुम चले जाओगे तो याद बहुत आओगे
दिल बहलाने की कोई तदबीर देते जाना
आज मुझे तुम अपनी तसवीर देते जाना


मेरी आँखों ने इक ख़्वाब देखा है
जैसे काँटों में गुलाब देखा है
किसी चेहरे पे नक़ाब देखा है              
मेरी आँखों ने इक ख़्वाब देह्का है
तुम मेरे इस ख़्वाब की ताबीर देते जाना
आज मुझे तुम ...


ऐसा ना हो मैं मजबूर हो जाऊँ
आके पास तुमसे दूर हो जाऊँ
शीशे की तरह मैं चूर हो जाऊँ
ऐसा ना हो मैं मजबूर हो जाऊँ
मेरे हाथों से मेरी तक़दीर देते जाना
आज मुझे तुम ...

चन्द लोग धोखेबाज़ होते हैं
उनके दिल में कुछ राज़ होते हैं
दिल्लगी के भी अन्दाज़ होते हैं
चन्द लोग धोखेबाज़ होते हैं
कस्मों वादों की कोई ज़ंजीइर देते जाना
आज मुझे तुम ...


 ",Bullet,1976,R D Burman,Anand Bakshi,Lata
"जब तुम ही नहीं अपने, दुनिया ही बेगानी है
उल्फ़त जिसे कहते हैं, इक झूठी कहानी है

जाते हुए क्यों तुमको, इस दिल का खयाल आता
तड़पा के चले जाना इक रीत पुरानी है

परवाने के जलने पे, हँसना न तमाशाई
हँसती हुई शमा भी, इक रात की रानी है

 ",Parwana,1947,Khurshid Anwar,D N Madhok,Suraiya
"जब तुम हो मेरे हमसफ़र ख़ूबसूरत -2
तो है ज़िन्दगी का सफ़र ख़ूबसूरत
जब तुम हो ...

चला तीर तीर से शरमाना क्या
कि जाँ मेरी जाएगी घबराना क्या
इधर भी है प्यारे जिगर ख़ूबसूरत
जब तुम हो ...

मुझे देखकर यूँ न ग़ुस्से में आ
मिलें न मिलें फिर ज़रा मुस्करा
चेहरे पे ग़ुस्सा अगर ख़ूबसूरत
जब तुम हो ...

चमकते हैं गालों पे दिलक़श अँधेरे
है फूलों से नाज़ुक कमर ख़ूबसूरत
जब तुम हो ...

 ",Aanbaan,1972,Shankar-Jaikishan,Hasrat,Rafi
"जब तुम मेरे सामने होती हो
दुनिया को भूल जाता हूँ
तेरा दीदार करता हूँ
जब तुम मेरे सामने ...

तस्वीर तेरी ऐसे दिल में समाई है
रूप में तेरे जैसे हुस्न-ए-ख़ुदाई है
चाँद और तारे सारे तुझपे हैं क़ुर्बान
हरदम तेरे ख्वाबों ख्यालों में रहता हूँ
हाँ दुनिया को भूल जाता ...

दिल की धड़कन कह रही है
अब ना जाना मुझे छोड़कर
दिल पे तेरा ही नाम लिखा है
क्या करोगी इसे तोड़कर
दिल जो टूटा ज़िंदगी भर
जुड़ेगा कहां
ओ हो हो दुनिया को भूल जाता ...

तारीफ़ उसकी करूं क्या
जिसने बनाया तुम्हें
बहुत प्यार नाज़-ओ-अदा से
जिसने सजाया तुम्हें
तेरे जैसी कोई हसीना
फिर से बनेगी कहां
तेरे नशे में झूम कर गाता हूँ
दुनिया को भूल जाता ...

 ",Hote Hote Pyaar Ho Gayaa,1999,"Anand Raj Anand, Pradeep-Ejaz",M G Hashmat,"Udit Narayan, Sadhana Sargam, ..."
"(जब तुम थे हमारे और हम थे तुम्हारे)-2
वो थोड़े से दिन थे कितने प्यारे
जो हमने तुम्हारे संग में गुज़ारे वो थोड़े से दिन
वो थोड़े से दिन थे कितने प्यारे

जाया करते थे नदी के किनारे
बैठे रहते थे ? डारे
सारी दुनिया की सुध बुध बिसारे
गिना करते थे रात को हम तारे
आँखों आँखों में होते थे इशारे
वो थोड़े से दिन थे कितने प्यारे

वो पीपल की चाँव में
वो पीपल की चाँव में मीठी मीठी बातें हमें याद है
वो सबकी नज़र से छुपी मुलाकातें हमें याद है
वो शारत, वो चुटकी, वो प्यार भरी घातें हमें याद है
हमें याद है वो सारे नज़ारे
वो थोड़े से दिन थे कितने प्यारे

तुम तोड़ के बंधन सारे
जाते हो पराये द्वारे
हम बैठे यहाँ मन मारे
सारे जीवन की बाज़ी हारे
आज पागल मनवा पुकारे
वो थोड़े से दिन थे कितने प्यारे
जब तुम थे हमारे और हम थे तुम्हारे
वो थोड़े से दिन थे कितने प्यारे

 ",Mashal,1950,S D Burman,Pradeep,Arun Kumar
"हूं हूं हूं हूं हूं हूं हूं हूं
हा हा हा हा हा हा हा
जब तुम्हें आशिक़ी मालूम होगी
मेरी दीवानगी मालूम होगी
कितनी तन्हा है मोहब्बत के बिना
तुम को ये ज़िंदगी मालूम होगी
जब तुम्हें आशिक़ी ...

कैसा दर्द होता है दिल के टूट जाने से
आ के ज़रा पूछो तुम अपने दीवाने से
मेरा दिल टूटा है मेरा रब रूठा है
रब से ज्यादा तुझे चाहूँ रब की कसम
जब तुम्हें बंदगी मालूम होगी
मेरी दीवानगी मालूम होगी
कितनी तन्हा है ...

तारे बुझ जाएंगे चाँद जल जाएगा
पर ये दीवाना तेरा तुझ को ना भुलाएगा
ज़ख्मों को सीना क्या बिन तेरे जीना क्या
चाहूंगा मैं तुम्हें अब तो मर के सनम
जब तुम्हें ये लगी मालूम होगी
मेरी दीवानगी मालूम होगी
कितनी तन्हा है ...

पहली कसम प्यार की तुम याद रखना सनम

 ",Ajnabee,2002,Annu Malik,Sameer,Kumar Sanu
"जब तू मुस्कुराती है बिजली भी शरमाती है
पलकें जब उठाती है दुनिया ठहर जाती है
तेरे रंग ने तेरे ढंग ने तेरे संग ने किया क्या
कोई मेरे दिल से पूछे
कोई मेरे दिल से पूछे
जब तू मुस्कुराती है बिजली भी शरमाती है
पलकें जब उठाती है दुनिया ठहर जाती है
तेरे रंग ने तेरे ढंग ने तेरे संग ने किया क्या
कोई मेरे दिल से पूछे
कोई मेरे दिल से पूछे
जब तू मुस्कुराती ...

ऐसी तेरी रचना सोचता रह गया
जैसे कोई सपना देखता रह गया
तुझे गर छू लूँ मौज में झूलूँ
तेरी चाह में मेरी आह में इस राह में मिला क्या
कोई मेरे दिल से पूछे

तेरी दो आँखें मेरे दोनों जहां
बस गया इनमें जाऊँ अब मैं कहाँ
करके दीवाना अब नहीं जाना
तेरे प्यार में इन्तज़ार में इकरार में हुआ क्या
चुप रहा दिल ये और सब कह गया
जैसे कोई दरिया जोश में बह गया
रुक नहीं पाऊँ बहती जाऊँ
मैं मचल गई मैं सम्भल गई के बदल गई हुआ क्या
कोई मेरे दिल से पूछे

जब तुम मुस्कुराते हो मन के दीप जलाते हो
जब तुम पास आते हो मंज़िल नई दिखाते हो
मैं निखर चली मैं संवर चली मैं किधर चली पता क्या
कोई मेरे दिल से पूछे

 ",Koi Mere Dil Se Poochhe,2001,Rajesh Roshan,Ibrahim Ashq,"Udit Narayan/ Udit Narayan, Pa..."
" 
ल: 
जागो 
को: 
जागो जागो 

ल: 
जब उजियारा छाये
मन क अन्धेरा जाये 
किरनों की रानी गाये 
जागो हे, मेरे मन मोहन प्यारे 

को: 
जागी रे जागी रे जग कलियां जागी -2 
जागी रे जागी रे जागी रे 
जागी रे जागी रे जग जग 

जागो मोहन प्यारे जागो -2 
नव युग चूमे नैं तिहारे 
जागो, जागो मोहन प्यारे 

को: 
जागी जागी रे जग कलियान जागी -2 
जागी रे जागी रे जागी रे 
जागी रे जागी रे जग जग 

( भीगी भीगी अँखियों से मुसकाये 
  ये नैइ भोर तोहे अंग लगाये ) -2 
बाहें फैला ओ दुखियारे 
जागो मोहन प्यारे ... 

( जिसने मन का दीप जलाया 
  दुनिया को उसने ही उजला पाया ) -2 
मत रहना अँखियों के सहारे 
जागो मोहन प्यारे ... 

( किरन परी गगरी छलकाये 
  ज्योत का प्यासा प्यास बुझाये ) -2 
फूल बने मन के अंगारे 
जागो मोहन प्यारे ... 
 
 ",Jaagte Raho,1956,Salil Chowdhury,Shailendra,Lata
"जब उसने गेसू बिखराये
बादल आया झूम के
मस्त उमंगें लहराई हैं
रंगीं मुखड़ा चूम के

ग़ुँचा महका बुलबुल चहका -2
नाचे भँवरा घूम के

जब उसने गेसू बिखराये
बादल आया झूम के

उसके नैन गुलाबी -2
कर दें सबको शराबी -2

बादल आया झूम के
जब उसने गेसू बिखराये
बादल आया झूम के

( जब हँस-हँस कर वो बोले
कानों में वो रस घोले
हर दिल में अरमाँ डोले
इश्क़ अपनी आँखें खोले ) -2

ओ
( उसने पैमाना छलकाया
आ साक़ी
मस्ती में आँचल ढलकाया
आ साक़ी ) -2
रूम झुम रुम झुम

बादल आया झूम के
जब उसने गेसू बिखराये
बादल आया झूम के
मस्त उमंगें लहराई हैं
रंगीं मुखड़ा चूम के

 ",Shahjehan,1946,Naushad,Majrooh,Shamshad
"(जब याद की बदली छाती है
 तब आँख मेरी भर आती है) -3

मुझे सुलाने की खातिर रात भी थक-थक जाती है -2
पर नींद मेरी तो
पर नींद मेरी तो पगली ठहरी, तेरे घर तक जाती है
जब याद की बदली ...

तू क्या तेरा वादा क्या हर बात तेरी शर्माती है  -2
पत मिट जाएंगे
पर मिट जाएंगे प्यार में हम, ये दिल की अगन बताती है
जब याद की बदली ...

चार दीवारी मंदिर की, याद तेरी दोहराती है -2
पर खाली मंदिर, ओ
पर खाली मंदिर में पूजा तो मन कि थकन बढ़ाती है
जब याद की बदली ...

 ",Painter Baabu,1983,Uttam Singh-Jagdish Khanna,Manoj Kumar,Mahendra Kapoor
"जब-जब अपना मेल हुआ तो दिल ये पुकारा
जनम-जनम तक टूट सके ना कभी साथ हमारा
जब-जब अपना मेल ...

तेरे ग़म को गले लगा के हो अपनी ख़ुशियाँ मैं तुझपे लुटा दूँ
गर थोड़ा सा तू मुस्करा दे हो तो वीराने में कलियाँ खिला दूँ
हो शरमाता है कलियों को भी ये बैरी रूप तुम्हारा
जब-जब अपना मेल ...

छेड़ के अपने प्यार का नग़मा हो तेरे दिल में तराने जगा दूँ
तेरी आँख के आँसू ले के हो नए चाँद-सितारे बना दूँ
हो नील गगन पर दीप जले हैं ज़रा देखो नज़ारा
जब-जब अपना मेल ...

लाख जनम के अरमानों का हो कोई रंगीं फ़साना बना दूँ
लेकर आग तेरे गालों की हो गोरे-गोरे कँवल मैं खिला दूँ
हो दिल कहता है आज मिलेगा नदिया से किनारा
जब-जब अपना मेल ...

 ",Mahua,1969,Sonik-Omi,Qamar Jalalabadi,"Rafi, Sulakshana Pundit"
"जब-जब तुम्हें भुलाया तुम और याद आए
( जब-जब तुम्हें भुलाया हाँ तुम और याद आए तुम और याद आए ) -2
जाते नहीं हैं दिल से अब तक तुम्हारे साए -2
जाते नहीं हैं दिल से हाँ अब तक तुम्हारे साए
जब-जब तुम्हें भुलाया ...

तुमसे बिछड़ के हमने दिल को बहुत संभाला -4
दिल को बहुत संभाला
गुलशन में ये न बहला आ
गुलशन में ये न बहला सहरा में भी सताए
तुम और याद आए
जब-जब तुम्हें भुलाया ...

मरने की आरज़ू में हम जी रहे हैं ऐसे -2
मरने की आरज़ू में हो हम जी रहे हैं ऐसे -2
हम जी रहे हैं ऐसे
जैसे की लाश अपनी खुद ही कोई उठाए
तुम और याद आए
जब-जब तुम्हें भुलाया ...

 ",Jahanara,1964,Madan Mohan,Rajinder Krishan,"Lata, Asha"
"आ: जब अंधेरा होता है, आधी रात के बाद
 एक चोर...
भू: पा पर पा...
आ: ... निकलता है, काली सी सड़क पे
 ये आवाज़, आती है
दोनो: चोर-चोर, चोर-चोर, चोर-चोर, चोर-चोर       
आ: शहरों की गलियों में जब अंधेरा होता है 
 आधी रात के बाद
 एक चोर निकलता है, काली सी सड़क पे 
 ये आवाज़ आती है
 चोर-चोर, चोर-चोर, चोर-चोर, चोर-चोर
 शहरों की गलियों में जब...
 अंधेरा होता है, आधी रात के बाद...

आ: लोग बन्द कमरों में, चैन से जब सोते हैं
भू: लोग बन्द कमरों में, चैन से जब सोते हैं
दोनो: ये जागता है सारी रात भागता है
आ: ताले टूटे, होते हैं, जब सवेरा होता है, या
 पप परा...  जब अंधेरा...

आ: सुन लो पहरेदारों, होश में रहना यारों
भू: सुन लो पहरेदारों, होश में रहना यारों        
दोनो: साथ घूमती है, नागन रात झूमती है
आ: अल्बेला, मस्ताना, वो सवेरा होता है, या
 पप पर...  जब अंधेरा...

 ",Raja Rani,1973,R D Burman,Anand Bakshi,"Asha, Bhupinder, chorus"
"( जबसे बलम घर आए
जियरा मचल-मचल जाए ) -2

ओ दिल ने दिल से कहा था फ़साना -2
लौट आया है गुज़रा ज़माना
ख़ुशियाँ साथ-साथ लाए
जियरा मचल-मचल ...

ओ ला के आँखों से दिल में बिठाऊँ -2
मुस्कुरा के सितारे लुटाऊँ
आशा झूम-झूम गाए
जियरा मचल-मचल ...

ओ दिन हैं अपने मोहब्बर जवाँ है
उनसे आबाद दिल का जहाँ है -2
मन के चोर चले आए
जियरा मचल-मचल ...

 ",Awara,1951,Shankar-Jaikishan,Hasrat,Lata
"जबसे बुलबुल तूने दो तिनके लिये
टूटती हैं बिजलियाँ इनके लिये

कौन वीराने में देखेगा बहार
फूल जंगल में खिले किनके लिये

सारी दुनिया के हैं वो मेरे सिवा
मैंने दुनिया छोड़ दी जिनके लिये

वस्ल का दिन और इतना मुख़्तसर
दिन गिने जाते थे इस दिन के लिये

बाग़बाँ कलियाँ हों हल्के रंग सी
ये उम्मिदें एक कमसिन के लिये

 ",Lamha Lamha (Non-Film),1993,Rafique Husain / Ghulam Ali,Ameer Minai,Ghulam Ali
"जबसे पी संग नैना लागे
तबसे नाहीं लागे नैन
होऽ गिन-गिन घड़ियाँ दिन काटूँ मैं
गिन-गिन तारे काटूँ रैन
पिया आन सखी मोरे नैनन में-2
मोरी निंदिया चुराए गयो-2

{मैं तो आस बनी साजन की
और साजन मोरा रे}-2
लाख मनाऊँ पर नहीं माने
अब मन मोरा रे
मोरे तन-मन में हाए बेदर्दी-2
कैसा जादू जगाए गयो-2

{कभी छुप-छुप घूँघट काढ़ूँ
कभी बिंदिया लगाऊँ मैं}-2
फिर अपने ही आप को तकके शर्मा जाऊँ मैं
ये प्यार नया सिंगार नया-2
मोरी सुध बिसराए गयो-2

 ",Aasmaan,1952,O P Nayyar,Prem Dhawan,Rajkumari
"जबसे तुम्हें मैने देखा सनम
मेरी आँखों में तुम मेरी नींदों में तुम मेरे ख्वाबों में तुम हो

जबसे तुम्हें मैने जाना सनम
मेरी धड़कन में तुम मेरी साँसों में तुम मेरी यादों में तुम हो

जबसे तुम्हें मैने देखा सनम
मेरे ख्यालों में थी कब अप्सरा या परी
चाहत थी जिसकी मुझे तुम तो हो बिल्कुल वही

जबसे तुम्हें मैने चाहा सनम
मेरे गीतों में तुम मेरी बातों में तुम इरादों में तुम ओ

जबसे तुम्हें मैने देखा सनम
तुम हो मोहब्बत मेरी तुम मेरी दीवानगी
मेरे सिवा अब तुम्हें कोई भी देखे नहीं

जबसे तुम्हें मैने सोचा सनम
मेरी चाहों में तुम मेरी राहों में तुम मेरी बाहों में तुम ओ

जबसे तुम्हें मैने ...

 ",Dehak/ A Burning Passion,1998,Aadesh Srivastava,Shyam Raj,"Udit Narayan, Anuradha Paudwal"
" ग़ुलम आलि Vएर्सिओन

जबसे तूने मुझे दीवाना बना रखा है
संग हर शख़्स ने हाथों में उठा रखा है

उसके दिल पर भी कड़ी इश्क़ में गुज़री होगी
नाम जिसने भी मुहब्बत का सज़ा रखा है

पत्थरों आज मेरे सर पे बरसते क्यूँ हो
मैंने तुझको भी कभी अपना ख़ुदा रखा है

अब मेरे दीद की दुनिया भी तमाशाई है
तूने क्या मुझको मोहब्बत में बना रखा है


किसी का क्या जो कदमों पर ज़बीन-ए-बन्दगी रख दी
हमारी चीज़ थी हमने जहाँ जानी वहाँ रख दी
जो दिल मांगा तो वो बोले के ठहरो याद करने दो
ज़रा सी चीज़ थी हमने ख़ुदा जाने कहाँ रख दी

जबसे तूने मुझे दीवाना बना रखा है
संग हर शख़्स ने हाथों में उठा रखा है

सुना है ग़ैर की महफ़िल में तुम ना जाओगे
कहो तो आज सजा लूँ ग़रीबख़ाने को

उसके दिल पर भी कड़ी इश्क़ में गुज़री होगी
नाम जिसने भी मुहब्बत का सज़ा रखा है

दुनिया बड़ी बावरी पत्थर पूजने जाये
घर की चक्की कोई न पूजे जिसका पीसा खाये

पत्थरों आज मेरे सर पे बरसते क्यूँ हो
मैंने तुमको भी कभी अपना ख़ुदा रखा है

 नोत पर्त ओफ़ थिस गज़ल
मर भी जाऊँ तो दफ़ना देना मयख़ाने में
ताके मयख़ाने की मिट्टी रहे मयख़ाने में

हर रंग में इबलीस सज़ा देता है
इंसाँ को ब-हर तौर दग़ा देता है
कर सकते नहीं ग़ुनाह जो अहमक लोग
उनको बेरूह निमाज़ूं में लगा देता है

पी जा अय्याम की तल्ख़ी को भी हँस के 'नासिर्'
ग़म को सहने में भी क़ुदरत ने मज़ा रखा है

 ",Once More (Non-Film),1990,nan,Nasir Haqim,Ghulam Ali / Abida Parveen
